file,n_nodes_conf,stage1_pred_conf_run,stage1_conf_conf_run,pred_axon_conf_run,pred_basal_conf_run,pred_apical_conf_run,node_label_disagree_frac,node_conf_abs_delta_mean,conf_mean,conf_std,conf_min,conf_p05,conf_p10,conf_p25,conf_median,conf_frac_lt_05,conf_frac_lt_06,conf_frac_lt_07,conf_frac_lt_08,conf_frac_lt_09,axon_conf_mean,axon_conf_p10,axon_conf_frac_lt_07,basal_conf_mean,basal_conf_p10,basal_conf_frac_lt_07,apical_conf_mean,apical_conf_p10,apical_conf_frac_lt_07,n_pred_branches,branch_conf_mean,branch_conf_min,branch_conf_p10,branch_frac_conf_lt_07,branch_frac_conf_lt_08,branch_n_nodes_p90,pred_soma_z,pred_axon_z_extent,pred_axon_z_mean_rel_soma,pred_axon_z_std,pred_axon_x_extent,pred_axon_y_extent,pred_basal_z_extent,pred_basal_z_mean_rel_soma,pred_basal_z_std,pred_basal_x_extent,pred_basal_y_extent,pred_apical_z_extent,pred_apical_z_mean_rel_soma,pred_apical_z_std,pred_apical_x_extent,pred_apical_y_extent
neuromorpho__X043_S4_Z1_C01.swc,526,pyramidal,0.979152,11,201,313,0,0,0.952664,0.145835,0.3,0.9823,0.9823,0.9823,0.9823,0.0475285,0.0475285,0.0475285,0.0475285,0.0475285,0.993251,0.993251,0,0.988921,0.988477,0,0.927803,0.9823,0.0798722,38,0.949222,0.3,0.9823,0.0526316,0.0526316,32.3,0.953333,3.58,5.32576,1.04467,22.02,20.8,34.04,-7.19796,9.05925,250.62,89.31,39.98,-6.86247,8.74566,199.75,271.45
neuromorpho__242-1-2VN.swc,264,pyramidal,0.974415,11,204,48,0,0,0.94145,0.132237,0.3,0.817634,0.817634,0.998294,0.998294,0.030303,0.030303,0.030303,0.030303,0.246212,0.8511,0.8511,0,0.977756,0.998294,0.0294118,0.806634,0.817634,0.0416667,31,0.926423,0.3,0.817634,0,0.0322581,22,0,56.59,38.31,16.0897,31.39,21.13,115.14,-5.01985,28.1307,357.46,336.22,73.48,-4.9275,17.2066,108.81,363.48
neuromorpho__Pvalb-IRES-Cre_Ai14-198335-04-01-01_653182186_m.swc,10340,interneuron,0.993675,8037,2302,0,0,0,0.914383,0.222427,0.3,0.3,0.3,0.999551,0.999687,0.112573,0.112573,0.125629,0.125629,0.132785,0.906594,0.3,0.137738,0.941542,0.876527,0.0834057,0,0,0,262,0.935367,0.3,0.844095,0.0877863,0.0877863,88.9,0,72.05,-1.84657,12.9444,716.48,571.39,31.86,-0.016225,5.2649,432.37,428.38,0,0,0,0,0
neuromorpho__100B_2_r_Ngr2KO_2.swc,847,pyramidal,0.938442,15,281,550,0,0,0.984106,0.0210899,0.839468,0.980772,0.980772,0.980772,0.980772,0,0,0,0,0.0177096,0.839468,0.839468,0,0.998294,0.998294,0,0.980772,0.980772,0,59,0.985831,0.839468,0.980772,0,0,27.4,0,29.9,13.8233,9.77244,6.16,19.04,73.39,1.70416,22.2119,74.24,104.44,77.33,1.44869,13.5452,158.35,317.39
neuromorpho__3_53.swc,1606,pyramidal,0.977855,41,1564,0,0.315068,0.0711445,0.984413,0.033469,0.779639,0.984761,0.986067,0.987883,0.993385,0,0,0,0.00996264,0.0448319,0.832302,0.797639,0,0.988391,0.98723,0,0,0,0,124,0.971908,0.779639,0.860952,0,0.0322581,27,0,0,0,0,39.02,79.95,0,0,0,90.76,114.28,0,0,0,0,0
neuromorpho__111A_2_r_Ngr2KO.swc,671,pyramidal,0.974774,16,312,342,0,0,0.985579,0.0244195,0.839468,0.980772,0.980772,0.980772,0.980772,0,0,0,0,0.023845,0.839468,0.839468,0,0.998294,0.998294,0,0.980772,0.980772,0,63,0.986622,0.839468,0.980772,0,0,22.8,0,24.08,-9.94063,7.9125,10.83,36.76,94.73,13.0543,19.8818,167.46,193.14,106,13.4822,20.7046,118.28,216.21
neuromorpho__wt20x-04.swc,148,pyramidal,0.994226,3,59,85,0,0,0.698136,0.335651,0.3,0.3,0.3,0.3,0.982112,0.412162,0.412162,0.412162,0.432432,0.432432,0.708703,0.708703,0,0.988599,0.988477,0,0.492596,0.3,0.717647,28,0.826311,0.3,0.3,0.214286,0.25,11.3,0,2,-2.33333,0.942809,18.18,4.87,48,-10.9661,14.1241,239.77,185.18,52,-33,15.2609,113.84,667.86
neuromorpho__261015c2.swc,1506,interneuron,0.963866,650,855,0,0.443559,0.0101303,0.966222,0.146011,0.3,0.982515,0.992136,0.998989,0.998989,0.0458167,0.0458167,0.0458167,0.0458167,0.0458167,0.997268,0.992136,0,0.942579,0.998989,0.0807018,0,0,0,168,0.9749,0.3,0.992136,0.0297619,0.0416667,20,0,97.88,-34.339,18.6616,562.56,305.57,144.21,3.39758,31.5793,708.46,430.08,0,0,0,0,0
neuromorpho__236-2a-7-AW.swc,381,pyramidal,0.990062,9,181,190,0,0,0.978067,0.0701391,0.3,0.9823,0.9823,0.9823,0.9823,0.0104987,0.0104987,0.0104987,0.0104987,0.0104987,0.953491,0.946337,0,0.989804,0.988477,0,0.967935,0.9823,0.0210526,53,0.982825,0.3,0.9823,0,0,17.8,0,5.73,4.26333,2.04611,4.24,36.16,112.53,30.7035,28.6278,379.12,288.58,106.95,22.7535,28.561,298.57,416.61
neuromorpho__8_den_ax.swc,114475,pyramidal,0.996105,109716,2500,2258,0,0,0.517954,0.318189,0.3,0.3,0.3,0.3,0.3,0.675213,0.681371,0.691409,0.694746,0.694955,0.504839,0.3,0.704501,0.989232,0.988477,0,0.633214,0.585091,0.821081,941,0.667467,0.3,0.3,0.472901,0.501594,328,0,5201.64,1337.27,1548.08,4345.74,7907.04,112.45,-14.5684,21.7627,181.17,307.05,88.59,-9.71001,15.8373,272.1,316.49
neuromorpho__Layer-6-Ethanol-19.swc,187,pyramidal,0.98931,4,83,99,0,0,0.862032,0.254298,0.3,0.3,0.3,0.9823,0.9823,0.15508,0.176471,0.197861,0.197861,0.197861,0.552392,0.552392,1,0.970235,0.988477,0.0481928,0.782434,0.3,0.292929,36,0.914792,0.3,0.599968,0.138889,0.138889,9.5,0,0,0.36,0,5.02,17.85,52.96,3.72193,11.0525,141.59,59.31,67.89,-17.8729,17.9422,120.5,575.7
hpf_ca1__201983_012_edited.swc,9410,pyramidal,0.998343,5919,1275,2215,0,0,0.60256,0.340863,0.3,0.3,0.3,0.3,0.3,0.559299,0.559299,0.559299,0.559299,0.559299,0.409179,0.3,0.842541,0.885777,0.3,0.149804,0.956117,0.9823,0.0383747,205,0.780281,0.3,0.3,0.297561,0.312195,102.6,9099.49,969.01,207.21,251.036,1904.04,2374,251.45,12.7214,47.1549,442.11,355.6,438.19,-146.384,101.777,224.97,553.02
neuromorpho__060315B_ECA.swc,10537,pyramidal,0.870206,140,3122,7274,0,0,0.984174,0.017699,0.847955,0.980772,0.980772,0.980772,0.980772,0,0,0,0,0.0132865,0.847955,0.847955,0,0.998213,0.998294,0,0.980768,0.980772,0,151,0.984578,0.847955,0.980772,0,0,133,0,14.58,-10.5581,3.52754,77.05,84.9,133.77,-21.7699,27.3827,234.16,187.32,162.26,-10.7028,24.9477,271.49,419.36
neuromorpho__CSp0114-1.swc,12227,pyramidal,0.946788,238,5317,6671,0,0,0.821319,0.294862,0.3,0.3,0.3,0.845031,0.980772,0.241433,0.241433,0.241433,0.241433,0.259835,0.845137,0.845031,0.012605,0.987262,0.998294,0.0157984,0.688182,0.3,0.429471,205,0.872089,0.3,0.3,0.170732,0.17561,125,0,105.7,85.7582,30.004,92.15,80.85,216.07,31.7705,41.418,330.87,270.92,207.21,20.5014,40.498,339.54,960.61
neuromorpho__mPFC_w1_L5_08.swc,976,pyramidal,0.980867,9,201,765,0,0,0.982587,0.0109841,0.871918,0.9823,0.9823,0.9823,0.9823,0,0,0,0,0.00922131,0.871918,0.871918,0,0.988551,0.988477,0,0.9823,0.9823,0,131,0.983304,0.871918,0.9823,0,0,16,0,5,-7,1.24722,19.91,11.82,25,-7.3209,4.58776,105.43,90.46,61,-23.9477,14.9484,214.75,428.27
neuromorpho__111D_1_l_Ngr2KO_2.swc,451,pyramidal,0.9646,6,136,308,0,0,0.984219,0.0186321,0.839468,0.980772,0.980772,0.980772,0.980772,0,0,0,0,0.0133038,0.839468,0.839468,0,0.998294,0.998294,0,0.980772,0.980772,0,45,0.986626,0.839468,0.980772,0,0,21.2,0,7.86,-3.21667,2.62442,7.84,27.49,76.5,2.85485,19.7112,75.81,84.86,65.91,1.82256,11.5947,128.31,205.05
neuromorpho__3-wild-type-veichle-neuron3.swc,293,pyramidal,0.973487,6,286,0,0,0,0.86357,0.167033,0.505568,0.533834,0.680485,0.694234,0.981183,0,0.0750853,0.324232,0.389078,0.389078,0.683351,0.683351,1,0.866873,0.680485,0.311189,0,0,0,44,0.870531,0.505568,0.667026,0.295455,0.363636,13,0,0.04,7.72667,0.0188562,8.42,19.61,44.45,4.59811,8.93433,156.91,190.41,0,0,0,0,0
allen__Chat-IRES-Cre-neo_Ai14-316042.05.02.01_586072464.swc,6544,interneuron,0.98546,3441,3102,0,0,0,0.979915,0.0616535,0.52381,0.876527,0.976703,0.983387,0.999551,0,0.00993276,0.0163509,0.0281174,0.0757946,0.98785,0.983387,0.0188899,0.971106,0.876527,0.0135397,0,0,0,178,0.97782,0.52381,0.976703,0.0168539,0.0280899,80.3,33.32,65.4144,-9.53095,12.9924,296.088,491.909,88.9406,-1.48928,14.1252,389.043,553.224,0,0,0,0,0
neuromorpho__109C_2_r_Ngr2KO.swc,777,pyramidal,0.970793,13,323,440,0,0,0.981729,0.0499062,0.604812,0.980772,0.980772,0.980772,0.980772,0,0,0.016731,0.016731,0.016731,0.604812,0.604812,1,0.998146,0.998294,0,0.980772,0.980772,0,70,0.980762,0.604812,0.980772,0.0142857,0.0142857,28,0,16.68,2.77846,5.20455,27.91,24.24,112.19,-24.8153,25.7958,157.98,168.14,132.56,-16.7994,29.3018,176.26,384.09
neuromorpho__109C_1_r_Ngr2KO_1.swc,678,pyramidal,0.995348,12,297,368,0,0,0.974792,0.0706798,0.3,0.9823,0.9823,0.9823,0.9823,0.00589971,0.00589971,0.0235988,0.0235988,0.0235988,0.622886,0.622886,1,0.988812,0.988477,0,0.974883,0.9823,0.0108696,67,0.978639,0.3,0.9823,0.0149254,0.0149254,25,-0.00333333,6.27,1.41333,2.01699,12.05,35.21,101.32,7.23842,20.6213,208.05,201.8,133.66,5.77681,22.8355,94.25,334.3
neuromorpho__A2_slide1_4.swc,663,pyramidal,0.986021,12,301,349,0.0422323,0.0186775,0.918422,0.195552,0.3,0.3,0.834533,0.981536,0.981536,0.0889894,0.0889894,0.0889894,0.0889894,0.143288,0.834533,0.834533,0,0.92983,0.85302,0.076412,0.911234,0.3,0.103152,63,0.943064,0.3,0.86135,0.047619,0.0793651,20.8,-14.7438,31.83,31.5721,12.0562,40.56,35.76,110.24,-3.23226,24.0729,301.49,464.76,85.76,7.72358,17.6526,252.95,893.98
neuromorpho__A3_slide2_1.swc,582,pyramidal,0.99544,11,281,289,0,0,0.872746,0.253121,0.3,0.3,0.3,0.9823,0.9823,0.16323,0.16323,0.16323,0.16323,0.16323,0.931026,0.931026,0,0.978298,0.988477,0.0142349,0.767458,0.3,0.314879,65,0.89882,0.3,0.3,0.123077,0.123077,19,-15.4056,24.88,-10.5426,7.46253,24.92,82.34,83.11,13.9205,19.9809,295.81,315.17,73.22,15.6002,14.6151,284.43,727.23
neuromorpho__X043_S7_Z2_C01.swc,813,pyramidal,0.928489,20,531,261,0,0,0.879324,0.191102,0.443392,0.494397,0.513343,0.9823,0.9823,0.0885609,0.178352,0.246002,0.246002,0.246002,0.513343,0.513343,1,0.842266,0.494397,0.338983,0.9823,0.9823,0,49,0.920868,0.443392,0.654023,0.163265,0.163265,40.2,-0.513333,19.52,23.7798,5.43333,33.27,49.53,43.13,7.20727,8.7694,315.17,452.29,41.82,10.862,7.52768,171.32,321.32
neuromorpho__SW150113-01RabiesPHALPFC_x772_y876_z296_8.swc,390,pyramidal,0.984575,7,382,0,0,0,0.987988,0.00245885,0.969737,0.984761,0.987883,0.987883,0.988477,0,0,0,0,0,0.993251,0.993251,0,0.98786,0.987883,0,0,0,0,56,0.988215,0.969737,0.987883,0,0,13,0,0,0,0,6.63,28.37,71.1,2.04997,12.4512,144.01,195.85,0,0,0,0,0
neuromorpho__A4_slide2_20.swc,698,pyramidal,0.981438,9,250,438,0,0,0.983739,0.0210417,0.839468,0.980772,0.980772,0.980772,0.980772,0,0,0,0,0.017192,0.951754,0.951754,0,0.990024,0.986357,0,0.980772,0.980772,0,100,0.983751,0.839468,0.980772,0,0,15,-14.0957,5.37,6.71905,2.32072,48.99,16,86.99,16.5794,20.8363,310.49,162.64,88.83,19.5952,18.7956,291.35,750.22
neuromorpho__241-2-45-AW.swc,515,pyramidal,0.98736,11,317,186,0,0,0.786443,0.261925,0.3,0.3,0.3,0.712716,0.980624,0.2,0.2,0.219417,0.464078,0.491262,0.839318,0.839318,0,0.81727,0.402253,0.141956,0.729629,0.3,0.365591,65,0.841161,0.3,0.520359,0.2,0.384615,18.6,0,36.97,20.5127,10.0763,43.75,101.99,128.44,7.98508,30.9065,485.36,401.36,62.58,-7.52462,16.1241,224.38,825.82
neuromorpho__Layer-6-Ethanol-16.swc,353,pyramidal,0.992715,8,235,109,0,0,0.84827,0.271711,0.3,0.3,0.3,0.9823,0.988477,0.189802,0.212465,0.212465,0.212465,0.212465,0.594725,0.594725,1,0.98862,0.988477,0,0.562896,0.3,0.614679,42,0.902987,0.3,0.561454,0.142857,0.142857,14.9,0,1.97,1.59125,0.953722,30.29,19.97,95.98,4.59987,13.8371,172.39,232.76,59.9,-33.7502,16.4785,110.19,634.25
neuromorpho__a7_170216_2.swc,15444,interneuron,0.994141,13348,2095,0,0,0,0.914367,0.226829,0.3,0.3,0.3,0.999551,0.999687,0.119788,0.119788,0.120306,0.120306,0.120306,0.901882,0.3,0.137923,0.993875,0.999551,0.00811456,0,0,0,484,0.921556,0.3,0.3,0.109504,0.11157,80,0.707143,189.67,-50.3084,53.4699,1213.48,1102.99,188.98,-12.4419,42.2531,273.98,312.98,0,0,0,0,0
neuromorpho__LES6-mut-1195-neuron-3.swc,502,pyramidal,0.976637,7,218,276,0,0,0.821225,0.174271,0.511083,0.512419,0.539372,0.746305,0.746305,0,0.163347,0.185259,0.549801,0.549801,0.928039,0.928039,0,0.998294,0.998294,0,0.67801,0.513376,0.336957,71,0.811486,0.511083,0.541841,0.197183,0.577465,17,0,11.11,6.18571,4.09973,15.7,12.96,56.57,-2.90514,11.8459,232.49,117.61,38.2,-2.05725,9.01762,149.61,205.56
neuromorpho__mPFC_w4_L3_07.swc,1037,pyramidal,0.986394,11,348,677,0,0,0.985349,0.0122344,0.928039,0.980624,0.980624,0.98075,0.980772,0,0,0,0,0,0.928039,0.928039,0,0.998294,0.998294,0,0.979605,0.980624,0,80,0.986039,0.928039,0.980624,0,0,27.2,5.5,9,12.3182,3.06944,23.93,17.99,70,-8.47989,13.8332,239.3,197.66,89,-16.7027,18.1407,292.8,358.52
neuromorpho__mPFC_w2_L5_08.swc,1829,pyramidal,0.997618,20,672,1136,0,0,0.972573,0.0793093,0.3,0.9823,0.9823,0.9823,0.9823,0.0114817,0.0114817,0.0180426,0.0213231,0.0322581,0.849649,0.849649,0,0.981071,0.988477,0.0178571,0.969687,0.9823,0.0184859,120,0.973914,0.3,0.9823,0.0166667,0.025,37,-4,7,-6.95,2.01184,34.47,60.27,39,-0.400387,9.38812,348.83,229.79,65,-11.0908,14.439,363.48,529.37
neuromorpho__1117-2-Sec7-LTL3.swc,1464,pyramidal,0.96956,30,1019,414,0,0,0.963337,0.089173,0.546528,0.66752,0.9823,0.9823,0.988477,0,0.00478142,0.0662568,0.0662568,0.0662568,0.66752,0.66752,1,0.985578,0.988477,0.00686948,0.92994,0.621099,0.144928,58,0.961571,0.546528,0.9823,0.0689655,0.0689655,52.4,0,25.54,36.6367,8.29165,26.22,8.11,89.96,-0.957056,16.242,148.18,160.44,63.48,5.918,12.3233,69.93,154.46
neuromorpho__Fresh-Sholl-2-D7-Tau-LA-Map2008_crop.swc,4040,pyramidal,0.991891,57,3982,0,0,0,0.984001,0.0563077,0.513343,0.988477,0.990247,0.990644,0.990829,0,0.0141089,0.0141089,0.0141089,0.0141089,0.513343,0.513343,1,0.990735,0.990299,0,0,0,0,77,0.984542,0.513343,0.989776,0.012987,0.012987,158,0,0,0,0,3.5,2.74,0.11,0.0041989,0.0210772,28.84,64.85,0,0,0,0,0
neuromorpho__B2_slide2_neuron5.swc,447,pyramidal,0.9963,6,214,226,0,0,0.98381,0.0325388,0.3,0.9823,0.9823,0.9823,0.9823,0.00223714,0.00223714,0.00223714,0.00223714,0.00223714,0.993251,0.993251,0,0.988254,0.988477,0,0.979281,0.9823,0.00442478,62,0.985182,0.3,0.9823,0,0,12.9,-17.1518,5.2,-17.8382,1.93205,11.99,33.34,70.59,-8.01898,14.2526,246.89,222.96,118.65,18.5436,25.5953,210.84,265.24
neuromorpho__17_den_ax.swc,95497,pyramidal,0.988928,90456,5040,0,0,0,0.492598,0.306607,0.3,0.3,0.3,0.3,0.3,0.711666,0.715468,0.730054,0.732704,0.73285,0.471885,0.3,0.752532,0.864263,0.614915,0.326786,0,0,0,903,0.644679,0.3,0.3,0.52381,0.533776,277,0,2886.85,933.265,762.002,1539.59,3175.52,123.91,-17.8283,22.5219,244.39,471.46,0,0,0,0,0
allen__H17.06.003.11.03.03_614651270.swc,30285,interneuron,0.822639,24190,6094,0,0,0,0.816469,0.306845,0.3,0.3,0.3,0.3,0.999687,0.260855,0.260855,0.260855,0.260855,0.261185,0.842392,0.3,0.224473,0.713536,0.3,0.405317,0,0,0,417,0.900285,0.3,0.3,0.136691,0.16307,171.4,50.0763,107.413,0.740211,20.7977,1326.39,920.021,106.283,9.72617,22.8978,731.975,843.83,0,0,0,0,0
neuromorpho__Gunnersen_A12b3slice3RHS.swc,818,pyramidal,0.916217,10,807,0,0,0,0.997604,0.00622132,0.941684,0.998294,0.998294,0.998294,0.998294,0,0,0,0,0,0.941684,0.941684,0,0.998294,0.998294,0,0,0,0,36,0.996769,0.941684,0.998294,0,0,49.5,0,4,2.627,1.4289,39.33,13.18,53.69,-3.0515,13.342,146.6,294.26,0,0,0,0,0
neuromorpho__Oct9-IR3-4H.swc,2831,pyramidal,0.992195,17,688,2125,0,0,0.9818,0.0292155,0.3,0.9823,0.9823,0.9823,0.9823,0.0010597,0.0010597,0.0010597,0.00706464,0.00706464,0.741285,0.741285,0,0.98915,0.988477,0,0.981336,0.9823,0.00141176,104,0.982641,0.3,0.9823,0,0.00961538,63.8,0,3.62,0.984706,1.14453,9.82,44.97,101.53,-2.7036,18.0789,261.08,199.44,117.36,0.516579,18.9337,210.52,450.4
neuromorpho__Strokefeb23IR3-3j40xlowres.swc,3639,pyramidal,0.887351,28,1146,2464,0,0,0.96833,0.0985573,0.3,0.980772,0.980772,0.980772,0.980772,0.0153888,0.0244573,0.0310525,0.0310525,0.0310525,0.80418,0.3,0.214286,0.973179,0.986357,0.04363,0.967928,0.980772,0.0231331,126,0.97033,0.3,0.95042,0.0238095,0.0238095,76.5,0,15.77,-15.8668,6.37873,184.35,144.79,74.42,-10.9227,13.0816,495.29,423.3,57.39,-2.56674,11.3454,369.56,511.45
neuromorpho__13A6neuron1Layers.swc,3345,pyramidal,0.6858,40,3304,0,0,0,0.988369,0.0458361,0.575871,0.984057,0.984408,0.985421,0.998294,0,0.0119581,0.0119581,0.0119581,0.0119581,0.575871,0.575871,1,0.993359,0.984408,0,0,0,0,68,0.987524,0.575871,0.984408,0.0147059,0.0147059,102.1,0,16.34,31.188,4.74409,19.95,6.44,109.1,4.23786,20.9001,212.15,221.41,0,0,0,0,0
neuromorpho__X046_S5_Z5_C01.swc,271,pyramidal,0.977603,4,169,97,0,0,0.915455,0.10162,0.6717,0.694631,0.75138,0.860546,0.97955,0,0,0.0516605,0.199262,0.302583,0.839468,0.839468,0,0.879351,0.75138,0.0828402,0.980619,0.980487,0,41,0.920898,0.6717,0.75138,0.0243902,0.170732,14,0.49,3.66,5.03,1.32929,0.57,12.12,45.88,-9.50272,8.49366,299.85,130.31,41.8,-8.38103,8.44642,108.65,218.66
neuromorpho__33_den_ax.swc,134606,pyramidal,0.995954,129824,4781,0,0,0,0.506068,0.316439,0.3,0.3,0.3,0.3,0.3,0.701833,0.702621,0.702621,0.702636,0.702636,0.48835,0.3,0.728409,0.987101,0.988477,0.00250994,0,0,0,1116,0.653186,0.3,0.3,0.488351,0.492832,289,0,5688.83,-933.911,1366.52,6453.12,2876.93,207.82,19.9777,37.5098,294.86,292.34,0,0,0,0,0
neuromorpho__04b_pyramidal6aFI.swc,1038,pyramidal,0.858575,12,516,509,0,0,0.983905,0.0132723,0.864685,0.9823,0.9823,0.9823,0.9823,0,0,0,0,0.0115607,0.864685,0.864685,0,0.988249,0.988477,0,0.98228,0.9823,0,451,0.984658,0.864685,0.9823,0,0,5,0,4.62,-3.395,2.00052,21.98,2.53,46.75,-20.1354,8.61448,206.99,137.26,68.93,-20.7722,15.679,312.96,219.8
neuromorpho__12_47.swc,4416,pyramidal,0.993785,48,4367,0,0,0,0.98523,0.0438477,0.546528,0.988477,0.988477,0.988477,0.990299,0,0.00883152,0.0104167,0.0108696,0.0108696,0.5702,0.546528,0.958333,0.989789,0.988477,0,0,0,0,219,0.984945,0.546528,0.988477,0.00913242,0.0136986,41.2,0,0,0,0,3.14,7.85,0.05,-0.00738264,0.0136409,111.1,101.8,0,0,0,0,0
neuromorpho__X046_S4_Z4_C03_20X.swc,578,pyramidal,0.98388,6,269,302,0,0,0.985458,0.00529792,0.949869,0.982112,0.982112,0.9823,0.9823,0,0,0,0,0,0.949869,0.949869,0,0.989791,0.988477,0,0.982257,0.982112,0,38,0.98474,0.949869,0.982077,0,0,35.9,-0.09,1.9,-5.86833,0.578573,1.64,16.21,35.84,11.3148,8.43237,232.21,207.21,37.28,10.7652,8.25532,204.53,310.89
neuromorpho__LES6-WT-1187-neuron-1.swc,1328,pyramidal,0.965316,12,579,736,0,0,0.987371,0.0218505,0.3,0.980772,0.980772,0.980772,0.980772,0.000753012,0.000753012,0.000753012,0.000753012,0.00150602,0.920735,0.928039,0,0.998294,0.998294,0,0.979848,0.980772,0.0013587,60,0.983494,0.3,0.980772,0,0,44.6,0,8.11,-6.68833,2.31248,48.05,13.18,53.18,-21.1878,11.9159,217.09,99.53,60.02,-32.7607,13.4776,137.38,230.59
neuromorpho__crop0_2_seg_split_12_1-35.swc,2247,pyramidal,0.744796,22,2224,0,0,0,0.970488,0.0702487,0.655613,0.727928,0.981183,0.985436,0.986357,0,0,0.0275923,0.0609702,0.0609702,0.928404,0.919713,0,0.970891,0.981183,0.0278777,0,0,0,102,0.955266,0.655613,0.768213,0.0490196,0.107843,63.6,0,1.95,2.79045,0.473425,1,0.67,37.72,-1.89783,4.69974,36.58,59.27,0,0,0,0,0
neuromorpho__72715-V1-2slice10.swc,580,pyramidal,0.993385,4,211,364,0,0,0.977559,0.0598023,0.3,0.9823,0.9823,0.9823,0.9823,0.00517241,0.00862069,0.0155172,0.0155172,0.0155172,0.673277,0.673277,1,0.984745,0.988477,0.00947867,0.976676,0.9823,0.00824176,49,0.970325,0.3,0.9823,0.0408163,0.0408163,23.6,0,0.44,2.0125,0.168579,8.47,1.78,52.72,-8.63972,10.1187,144.96,136.93,45.03,-3.26181,9.03892,175.99,536.82
neuromorpho__fig2b_2.swc,1848,pyramidal,0.777039,0,1830,17,0,0,0.805532,0.203117,0.3,0.537537,0.585707,0.624425,0.979911,0.0265152,0.113636,0.472403,0.493506,0.493506,0,0,0,0.803806,0.581858,0.477049,0.979911,0.979911,0,90,0.81774,0.3,0.581443,0.411111,0.488889,56.5,0,0,0,0,0,0,57.19,-5.61383,10.3119,219.54,306.01,2.92,-6.12824,0.895855,9.63,13.84
neuromorpho__WT_4.swc,2480,pyramidal,0.981051,12,681,1786,0,0,0.937847,0.174885,0.3,0.3,0.980772,0.980772,0.980772,0.0697581,0.0697581,0.0697581,0.0697581,0.0697581,0.928039,0.928039,0,0.998294,0.998294,0,0.91483,0.980772,0.0968645,116,0.967749,0.3,0.980772,0.0172414,0.0344828,47,0,6.96,-0.3975,2.47453,17.66,24.4,38.98,-11.8808,8.85064,246.27,215.91,71.97,-19.879,15.1365,255.6,492.14
neuromorpho__18414_slide2_cell1.swc,998,pyramidal,0.989282,9,514,474,0,0.00577566,0.986708,0.0142341,0.852001,0.981536,0.981536,0.981536,0.993385,0,0,0,0,0.00901804,0.852001,0.852001,0,0.993811,0.993385,0,0.981536,0.981536,0,116,0.986968,0.852001,0.981536,0,0,21,0,3.69,2.19222,1.11601,7.15,24.53,107.6,-18.5751,25.9014,282.03,167.39,113.77,-20.7886,29.336,312.37,262.8
allen__Ndnf-IRES2-dgCre_Ai14-306261.05.02.01_574734127.swc,15926,interneuron,0.992044,13095,2830,0,0.00891624,0.00708832,0.901946,0.232386,0.3,0.3,0.3,0.998989,0.99944,0.127465,0.127465,0.129599,0.135564,0.144669,0.890502,0.3,0.155021,0.954865,0.903153,0.0120141,0,0,0,411,0.938538,0.3,0.876527,0.0705596,0.0851582,90,21.28,139.719,23.2915,30.9146,585.289,729.351,67.0566,-0.185559,12.5286,240.662,256.172,0,0,0,0,0
neuromorpho__CSp0302-1.swc,12269,pyramidal,0.981159,70,4281,7917,0,0,0.735208,0.329374,0.3,0.3,0.3,0.3,0.9823,0.363436,0.363436,0.363436,0.369142,0.369142,0.740472,0.740472,0,0.934336,0.988477,0.0798879,0.627452,0.3,0.52002,167,0.750932,0.3,0.3,0.317365,0.353293,168,0,91.44,-54.814,28.9349,9.3,20.08,274.8,3.12145,55.7669,320.92,352.98,342.98,16.7642,69.227,536.18,821.81
neuromorpho__203B-4-L3.swc,1225,pyramidal,0.981941,14,841,369,0,0,0.907472,0.174229,0.500603,0.500627,0.529186,0.9823,0.988477,0,0.174694,0.174694,0.174694,0.174694,0.596278,0.596278,1,0.988465,0.988367,0,0.734434,0.500627,0.542005,62,0.928186,0.500603,0.564392,0.129032,0.129032,53.6,0,29.4,18.1064,9.06271,4.56,9.51,80.07,6.54313,13.3304,178.88,219.69,72.53,9.55331,18.7369,160.22,125.56
neuromorpho__Neuron-8-E-and-I-synapses.swc,34572,pyramidal,0.934095,305,18894,15372,0,0,0.777061,0.244719,0.462372,0.475219,0.483066,0.516747,0.998294,0.148617,0.444637,0.444637,0.453459,0.453459,0.797639,0.797639,0,0.998294,0.998294,0,0.504716,0.475219,1,103,0.789401,0.462372,0.483066,0.417476,0.427184,645.2,0.170493,21.08,15.0263,6.10769,13.99,11.76,82.06,-3.68254,13.8852,223.59,192.95,72.9,-4.11644,14.4783,213.23,238.99
neuromorpho__B2_slide1_7.swc,385,pyramidal,0.990565,11,152,221,0,0,0.983879,0.00678472,0.948892,0.9823,0.9823,0.9823,0.9823,0,0,0,0,0,0.948892,0.948892,0,0.988601,0.988477,0,0.9823,0.9823,0,58,0.984011,0.948892,0.9823,0,0,12,-17.617,24.37,35.5997,7.36988,45.83,71.84,64.29,27.1755,13.7482,216.07,215.09,57.49,11.4899,13.3657,271.93,246.26
neuromorpho__38_7.swc,1556,pyramidal,0.978723,11,1544,0,0,0,0.997172,0.0133069,0.839468,0.998294,0.998294,0.998294,0.998294,0,0,0,0,0.00706941,0.839468,0.839468,0,0.998294,0.998294,0,0,0,0,132,0.997103,0.839468,0.998294,0,0,23.9,0,0,0,0,1.28,2.19,0,0,0,117.88,114.62,0,0,0,0,0
