file,n_nodes_conf,stage1_pred_conf_run,stage1_conf_conf_run,pred_axon_conf_run,pred_basal_conf_run,pred_apical_conf_run,node_label_disagree_frac,node_conf_abs_delta_mean,conf_mean,conf_std,conf_min,conf_p05,conf_p10,conf_p25,conf_median,conf_frac_lt_05,conf_frac_lt_06,conf_frac_lt_07,conf_frac_lt_08,conf_frac_lt_09,axon_conf_mean,axon_conf_p10,axon_conf_frac_lt_07,basal_conf_mean,basal_conf_p10,basal_conf_frac_lt_07,apical_conf_mean,apical_conf_p10,apical_conf_frac_lt_07,n_pred_branches,branch_conf_mean,branch_conf_min,branch_conf_p10,branch_frac_conf_lt_07,branch_frac_conf_lt_08,branch_n_nodes_p90,pred_soma_z,pred_axon_z_extent,pred_axon_z_mean_rel_soma,pred_axon_z_std,pred_axon_x_extent,pred_axon_y_extent,pred_basal_z_extent,pred_basal_z_mean_rel_soma,pred_basal_z_std,pred_basal_x_extent,pred_basal_y_extent,pred_apical_z_extent,pred_apical_z_mean_rel_soma,pred_apical_z_std,pred_apical_x_extent,pred_apical_y_extent
neuromorpho__GGN_20170309_sc.swc,36156,interneuron,0.565976,36155,0,0,0,0,0.301558,0.0257856,0.3,0.3,0.3,0.3,0.3,0.996349,0.996349,0.996349,0.999972,0.999972,0.301539,0.3,0.996377,0,0,0,0,0,0,3646,0.300235,0.3,0.3,0.999726,0.999726,21,0,300.86,160.471,68.4051,643.43,821.76,0,0,0,0,0,0,0,0,0,0
neuromorpho__170321_1.swc,4529,interneuron,0.994738,4504,24,0,0,0,0.958116,0.162506,0.3,0.3,0.976703,0.999687,0.999687,0.0574078,0.0574078,0.0574078,0.0574078,0.0574078,0.957886,0.976703,0.0577265,0.999551,0.999551,0,0,0,0,243,0.985872,0.3,0.999651,0.0164609,0.0164609,63.8,0,70,22.5584,18.6909,367.75,384.4,0,0,0,17.14,4.63,0,0,0,0,0
neuromorpho__n423.swc,2143,pyramidal,0.759748,929,1213,0,0,0,0.430312,0.180532,0.3,0.3,0.3,0.3,0.3,0.630425,0.731685,0.961269,0.977601,0.977601,0.566072,0.3,0.961249,0.325867,0.3,0.962077,0,0,0,75,0.450451,0.3,0.3,0.946667,0.96,57.2,0.342,123.22,61.448,27.6388,280.29,244.07,265.19,-30.4713,51.2934,466.91,749.62,0,0,0,0,0
neuromorpho__3PO3_5.swc,790,pyramidal,0.975148,480,309,0,0,0,0.689703,0.263014,0.3,0.3,0.3,0.557039,0.557039,0.156962,0.607595,0.607595,0.607595,0.607595,0.490402,0.3,1,0.998294,0.998294,0,0,0,0,15,0.904594,0.3,0.555887,0.2,0.2,110,0,0,0,0,45.88,268.47,0,0,0,41.87,121.1,0,0,0,0,0
neuromorpho__110E_1_L_Ngr2KO_1.swc,182,interneuron,0.475045,0,181,0,0,0,0.901319,0.00733492,0.900774,0.900774,0.900774,0.900774,0.900774,0,0,0,0,0,0,0,0,0.900774,0.900774,0,0,0,0,22,0.905284,0.900774,0.900774,0,0,15.9,0,0,0,0,0,0,72.3,34.6175,16.6075,100.86,286.38,0,0,0,0,0
neuromorpho__10month-Arctic-C5aR1-KO-52280-LR_4.swc,173,pyramidal,0.719985,172,0,0,0,0,0.390582,0.231331,0.3,0.3,0.3,0.3,0.3,0.867052,0.867052,0.867052,0.867052,0.867052,0.387039,0.3,0.872093,0,0,0,0,0,0,12,0.408236,0.3,0.3,0.833333,0.833333,27.7,0,32.48,-9.58477,8.73802,85.05,346.09,0,0,0,0,0,0,0,0,0,0
neuromorpho__cIN-1360-nrn-ns-111206-transl-invX-scaled-straightened.swc,78,pyramidal,0.382111,0,0,77,0,0,0.50059,0.218794,0.3,0.3,0.3,0.3,0.3,0.538462,0.538462,0.538462,0.987179,0.987179,0,0,0,0,0,0,0.494104,0.3,0.545455,4,0.664954,0.3,0.464627,0.5,0.75,36.7,0,0,0,0,0,0,0,0,0,0,0,70.84,41.5571,16.9893,26.67,1054.33
neuromorpho__C912-WT-basal-2.swc,72,pyramidal,0.977267,71,0,0,0,0,0.618061,0.0457385,0.602087,0.602087,0.602087,0.610214,0.615521,0,0,0.986111,0.986111,0.986111,0.612682,0.602087,1,0,0,0,0,0,0,16,0.637806,0.602087,0.605383,0.9375,0.9375,7,0,35.99,-5.41549,8.45897,100.61,68.85,0,0,0,0,0,0,0,0,0,0
neuromorpho__C1042-whole-2.swc,61,pyramidal,0.992296,32,28,0,0,0,0.736703,0.240088,0.501754,0.501754,0.501754,0.508991,0.512839,0,0.52459,0.52459,0.52459,0.52459,0.508173,0.501754,1,0.988477,0.988477,0,0,0,0,15,0.765546,0.501754,0.504649,0.466667,0.466667,6,0,70,24.0625,27.2557,46.87,66.95,90,8.99786,25.9981,55.82,77.31,0,0,0,0,0
neuromorpho__hippo-104-6.swc,70,pyramidal,0.9839,0,0,69,0,0.00141455,0.981675,0.00221158,0.981077,0.981077,0.981077,0.981462,0.981462,0,0,0,0,0,0,0,0,0,0,0,0.981409,0.981077,0,18,0.982446,0.981077,0.981077,0,0,8,0,0,0,0,0,0,0,0,0,0,0,39.36,-10.062,11.2796,78.82,180.19
neuromorpho__WT2-Neuron-3.swc,14,interneuron,0.427867,0,13,0,0,0,0.808902,0.053001,0.794202,0.794202,0.794202,0.794202,0.794202,0,0,0,0.928571,0.928571,0,0,0,0.794202,0.794202,0,0,0,0,4,0.845652,0.794202,0.794202,0,0.75,6.1,0,0,0,0,0,0,7.92,-1.75077,2.6048,6.78,41.35,0,0,0,0,0
neuromorpho__SW150113-01RabiesPHALPFC_x772_y876_z296_14.swc,311,pyramidal,0.88095,98,4,208,0,0,0.639483,0.104933,0.508135,0.508677,0.509219,0.594725,0.643504,0,0.360129,0.909968,0.909968,0.938907,0.665698,0.576426,0.765306,0.957397,0.957397,0,0.619285,0.509219,1,40,0.681566,0.508135,0.588625,0.825,0.825,17.4,0,42.45,13.1917,9.80484,92.43,117.75,3.56,0.075,1.3453,8.01,10.26,90.67,1.87736,16.3048,166.25,182.21
neuromorpho__interneuronEX.swc,7317,interneuron,0.915146,0,7316,0,0,0,0.964126,0.103463,0.3,0.978951,0.978951,0.978951,0.978951,0.0236436,0.0236436,0.0236436,0.0236436,0.0236436,0,0,0,0.964121,0.978951,0.0236468,0,0,0,122,0.977548,0.3,0.978951,0,0,129,-10.104,0,0,0,0,0,111.33,20.8807,21.2826,302.4,505.69,0,0,0,0,0
neuromorpho__242-2-24VN.swc,63,pyramidal,0.937478,0,29,33,0,0,0.779029,0.222637,0.3,0.3,0.3,0.720815,0.720815,0.126984,0.126984,0.238095,0.555556,0.555556,0,0,0,0.729645,0.683765,0.241379,0.815732,0.3,0.242424,25,0.809363,0.3,0.666874,0.2,0.52,3,0,0,0,0,0,0,61.17,10.4469,19.7829,177.78,341.02,72.27,28.9742,18.5145,164.69,343
neuromorpho__PDE1c_vGluT2-ctrl_IN08.swc,259,pyramidal,0.687348,78,9,171,0,0,0.89799,0.208834,0.3,0.3,0.3,0.946337,0.9823,0.108108,0.108108,0.108108,0.108108,0.108108,0.946337,0.946337,0,0.988477,0.988477,0,0.870578,0.3,0.163743,18,0.74783,0.3,0.3,0.333333,0.333333,31.3,0,58.38,-6.56333,14.0528,108,119.83,5.18,-3.11778,1.64695,9.51,12.39,72.76,-1.3007,10.7933,273.02,186.1
neuromorpho__WT_1_3.swc,2940,pyramidal,0.982096,0,2939,0,0,0.0351238,0.881113,0.156029,0.3,0.709075,0.709075,0.80506,0.991613,0.0367347,0.0367347,0.0367347,0.24932,0.455442,0,0,0,0.881072,0.709075,0.0367472,0,0,0,40,0.91022,0.3,0.779785,0.025,0.125,156.9,0,0,0,0,0,0,0,0,0,306.39,439.68,0,0,0,0,0
neuromorpho__170313_2.swc,29884,interneuron,0.995559,28647,1236,0,0,0,0.894701,0.242988,0.3,0.3,0.3,0.983387,0.999687,0.141748,0.142551,0.145563,0.145563,0.148374,0.890173,0.3,0.151848,0.999551,0.999551,0,0,0,0,215,0.887289,0.3,0.3,0.148837,0.153488,414.6,0,79,21.1475,20.4012,389.2,386.68,8,0.0610841,2.27368,90.24,71.83,0,0,0,0,0
neuromorpho__11220c3.swc,879,interneuron,0.410869,0,878,0,0,0,0.585973,0.250797,0.3,0.3,0.3,0.3,0.765668,0.424346,0.424346,0.424346,0.898749,0.898749,0,0,0,0.585501,0.3,0.424829,0,0,0,31,0.704378,0.3,0.3,0.322581,0.677419,89,0,0,0,0,0,0,51.99,20.8364,13.7791,690.07,880.58,0,0,0,0,0
neuromorpho__p120107-07-AAC.swc,596,pyramidal,0.795522,204,30,361,0,0,0.729568,0.215206,0.3,0.3,0.3,0.662128,0.817634,0.181208,0.181208,0.291946,0.340604,0.818792,0.748197,0.3,0.264706,0.855164,0.855164,0,0.707855,0.3,0.33241,34,0.749087,0.3,0.365917,0.264706,0.470588,33.4,12,102,-4.79412,28.7528,297.14,247.02,48,15.6,17.2232,105.06,104.47,144,-19.2465,28.4796,302.03,369
neuromorpho__Nov-9-IR-1-4d-40x-low-res.swc,1881,interneuron,0.541022,0,1880,0,0,0,0.775291,0.184344,0.3,0.3,0.3,0.829381,0.829381,0.126528,0.126528,0.126528,0.126528,0.885167,0,0,0,0.775171,0.3,0.126596,0,0,0,77,0.833015,0.3,0.70917,0.0909091,0.12987,51.2,0,0,0,0,0,0,44.69,-12.1507,11.3002,435.09,927.99,0,0,0,0,0
neuromorpho__AINL.swc,17,interneuron,0.733434,7,9,0,0,0,0.693317,0.139655,0.560976,0.560976,0.560976,0.560976,0.714286,0,0.411765,0.411765,0.823529,0.823529,0.560976,0.560976,1,0.762173,0.714286,0,0,0,0,4,0.80126,0.560976,0.606969,0.25,0.5,7,0,6.32,1.30143,2.0748,13.66,10.46,8.47,-3.27889,2.98488,2.74,19.47,0,0,0,0,0
neuromorpho__242-1-13VN.swc,261,pyramidal,0.988928,69,191,0,0,0,0.797977,0.215025,0.3,0.54577,0.54577,0.594853,0.974387,0.0268199,0.321839,0.440613,0.440613,0.440613,0.556848,0.54577,1,0.884028,0.582616,0.240838,0,0,0,45,0.822088,0.3,0.56126,0.4,0.4,11,0,56.75,13.9983,11.0053,143.11,263.82,156.13,11.7797,34.2285,319.12,362.45,0,0,0,0,0
neuromorpho__241-2-15VN.swc,342,pyramidal,0.997572,2,171,168,0,0,0.583391,0.197491,0.3,0.3,0.3,0.523799,0.579162,0.207602,0.599415,0.850877,0.877193,0.877193,0.724858,0.724858,0,0.658907,0.544348,0.719298,0.502362,0.3,1,50,0.618792,0.3,0.503567,0.8,0.86,15.3,0,20.2,-9.15,10.1,10.49,12.28,119.59,20.9518,26.8378,361.34,902.65,102.51,20.5498,23.7925,281.35,516.36
neuromorpho__Jul26-IR2-2H.swc,1889,interneuron,0.735404,0,1888,0,0,0,0.967585,0.048853,0.876527,0.876527,0.876527,0.978951,0.994808,0,0,0,0,0.219693,0,0,0,0.967568,0.876527,0,0,0,0,52,0.990961,0.876527,0.978951,0,0,100.9,0,0,0,0,0,0,80.82,3.0768,15.1407,230.23,534.3,0,0,0,0,0
neuromorpho__A627_NeuronA_40x_Tile_Trace_RK.swc,728,pyramidal,0.988645,0,727,0,0,0,0.633171,0.154929,0.508276,0.514081,0.514081,0.545136,0.585786,0,0.684066,0.853022,0.853022,0.853022,0,0,0,0.632666,0.514081,0.854195,0,0,0,19,0.652704,0.508276,0.520535,0.789474,0.789474,79,0,0,0,0,0,0,0,0,0,36.66,123.3,0,0,0,0,0
neuromorpho__241-1-22-AW.swc,464,pyramidal,0.996966,284,179,0,0,0,0.765566,0.18681,0.3,0.579499,0.624689,0.653325,0.664822,0.0344828,0.0689655,0.612069,0.612069,0.62069,0.62674,0.598079,1,0.984515,0.988477,0,0,0,0,50,0.775064,0.3,0.584896,0.58,0.58,21.3,0,144.54,-7.26954,29.4238,338.27,387.92,96.93,-16.3036,17.0338,426.34,290.74,0,0,0,0,0
neuromorpho__m3s4s4b-med-deep.swc,234,interneuron,0.518597,0,233,0,0,0,0.92595,0.00877673,0.922346,0.922346,0.922346,0.922346,0.922346,0,0,0,0,0,0,0,0,0.925633,0.922346,0,0,0,0,30,0.93017,0.922346,0.922346,0,0,19.1,0,0,0,0,0,0,37.02,7.55275,7.04387,126.24,242.88,0,0,0,0,0
neuromorpho__060a000002.swc,1505,interneuron,0.934024,1387,117,0,0,0,0.988107,0.0315597,0.560976,0.963331,0.979969,0.992136,0.999193,0,0.00199336,0.00199336,0.00199336,0.027907,0.987227,0.979969,0.00216294,0.998427,0.998427,0,0,0,0,113,0.983768,0.560976,0.979969,0.00884956,0.00884956,26.8,0,66.31,54.1234,13.3016,444.77,312.61,48.27,38.7128,13.7932,46.99,123.59,0,0,0,0,0
neuromorpho__Green_4weeks_Neuron11.swc,51,pyramidal,0.909195,46,4,0,0,0,0.935682,0.0285663,0.841835,0.841835,0.941684,0.941684,0.941684,0,0,0,0,0.0784314,0.942445,0.941684,0,0.841835,0.841835,0,0,0,0,7,0.936465,0.841835,0.901744,0,0,12.6,0,12.2,-8.22674,3.65042,9.68,64.05,0.05,-0.075,0.025,1.79,1.82,0,0,0,0,0
neuromorpho__WT3-neuron8.swc,164,interneuron,0.65255,0,163,0,0,0,0.993873,0.00382385,0.978951,0.978951,0.994808,0.994808,0.994808,0,0,0,0,0,0,0,0,0.993835,0.994808,0,0,0,0,18,0.994216,0.978951,0.994808,0,0,17.6,0,0,0,0,0,0,11.17,0.42816,3.02365,93.41,161.95,0,0,0,0,0
neuromorpho__B913_NeuronC_40x_Tile_Trace_MK.swc,1414,pyramidal,0.99798,0,1413,0,0,0,0.988255,0.00085072,0.984761,0.985794,0.987883,0.988477,0.988477,0,0,0,0,0,0,0,0,0.988247,0.987883,0,0,0,0,62,0.987415,0.984761,0.984761,0,0,51.2,0,0,0,0,0,0,0,0,0,41.55,100.28,0,0,0,0,0
neuromorpho__389-01-01.swc,779,interneuron,0.57453,0,778,0,0,0,0.838933,0.184342,0.3,0.3,0.3,0.893079,0.893079,0.103979,0.103979,0.103979,0.103979,0.829268,0,0,0,0.838726,0.3,0.104113,0,0,0,22,0.88681,0.3,0.798043,0,0.136364,76.2,0,0,0,0,0,0,62,33.8997,14.0881,393.41,255.95,0,0,0,0,0
neuromorpho__10331c1.swc,1597,interneuron,0.370524,0,1596,0,0,0,0.856074,0.0641103,0.806353,0.806353,0.806353,0.806353,0.806353,0,0,0,0,0.623043,0,0,0,0.855984,0.806353,0,0,0,0,43,0.869153,0.806353,0.806353,0,0,90,0,0,0,0,0,0,145.53,45.3019,42.9195,133.49,381.9,0,0,0,0,0
neuromorpho__236-1-12LS.swc,785,pyramidal,0.973173,297,196,291,0,0,0.785934,0.249678,0.3,0.3,0.3,0.553071,0.98075,0.121019,0.273885,0.431847,0.431847,0.431847,0.530757,0.3,1,0.920459,0.539417,0.158163,0.955027,0.98075,0.0378007,51,0.810683,0.3,0.511163,0.372549,0.392157,37,0.00333333,90.99,24.6412,19.9053,517.99,248.13,132.78,31.075,33.1164,131.41,374.33,127.7,30.0749,26.9057,417.81,394.75
neuromorpho__3PO1_1.swc,1008,pyramidal,0.987821,60,947,0,0,0.039259,0.671493,0.281861,0.3,0.3,0.3,0.3,0.58041,0.290675,0.511905,0.511905,0.625992,0.660714,0.792497,0.792497,0,0.663479,0.3,0.544879,0,0,0,9,0.866791,0.3,0.716383,0.111111,0.333333,199.2,0,0,0,0,25.09,27.93,0,0,0,169.27,435.31,0,0,0,0,0
neuromorpho__20171012A01.swc,2090,interneuron,0.365914,0,2089,0,0,0,0.939671,0.00220754,0.934978,0.93825,0.93825,0.93825,0.93825,0,0,0,0,0,0,0,0,0.939642,0.93825,0,0,0,0,52,0.940801,0.934978,0.93825,0,0,110.7,0,0,0,0,0,0,77.69,-16.8875,14.5666,212.13,445.18,0,0,0,0,0
neuromorpho__10n12c1.swc,1878,interneuron,0.580906,0,1877,0,0,0,0.921851,0.0297869,0.3,0.908869,0.908869,0.908869,0.908869,0.00159744,0.00159744,0.00159744,0.00159744,0.00159744,0,0,0,0.921809,0.908869,0.0015983,0,0,0,53,0.925757,0.3,0.908869,0,0,72,0,0,0,0,0,0,109.54,30.0758,26.533,293.38,607.02,0,0,0,0,0
neuromorpho__AAS3.swc,6098,interneuron,0.990881,5428,669,0,0,0,0.803771,0.299095,0.3,0.3,0.3,0.3,0.976703,0.260413,0.260413,0.260413,0.260413,0.263857,0.780102,0.3,0.292557,0.995526,0.999551,0,0,0,0,140,0.861527,0.3,0.3,0.178571,0.185714,114.4,0,138.96,-44.6283,32.0023,215.7,1129.09,43.91,-8.93196,9.05267,131.24,152.43,0,0,0,0,0
neuromorpho__236-3-64LS.swc,520,pyramidal,0.922656,0,374,145,0,0,0.910281,0.200627,0.3,0.3,0.516978,0.980624,0.998294,0.0538462,0.142308,0.142308,0.155769,0.155769,0,0,0,0.908261,0.503088,0.165775,0.914873,0.785851,0.0827586,47,0.95625,0.3,0.8826,0.0425532,0.0851064,29,0,0,0,0,0,0,131.32,30.8592,29.1188,213.31,467.19,145.56,37.3843,34.9052,314.97,326.45
neuromorpho__SstCre_cell7.swc,1315,interneuron,0.500242,0,1314,0,0,0,0.912864,0.0774554,0.3,0.869057,0.869057,0.869057,0.941737,0.0129278,0.0129278,0.0129278,0.0129278,0.298099,0,0,0,0.912798,0.869057,0.0129376,0,0,0,101,0.9227,0.3,0.869057,0.00990099,0.00990099,24,0,0,0,0,0,0,163.61,15.6543,25.7175,554.77,438.99,0,0,0,0,0
neuromorpho__KO1-4-3-9.swc,247,interneuron,0.752624,0,246,0,0,0,0.963621,0.0341233,0.929779,0.929779,0.929779,0.929779,0.929779,0,0,0,0,0,0,0,0,0.963473,0.929779,0,0,0,0,45,0.968198,0.929779,0.929779,0,0,12.6,0,0,0,0,0,0,44,1.17683,9.96876,71.9,176.94,0,0,0,0,0
neuromorpho__X046_S1_Z2_C05.swc,660,pyramidal,0.981153,47,308,304,0.298485,0.0825746,0.918108,0.14336,0.518296,0.566467,0.615521,0.981183,0.981525,0,0.0560606,0.127273,0.192424,0.192424,0.615521,0.615521,1,0.934627,0.566467,0.12013,0.947883,0.744207,0,58,0.929746,0.518296,0.743313,0.0862069,0.172414,23.3,1.30667,9.04,-0.943688,2.36829,137.25,12.79,28.67,-0.906472,6.31924,265.46,197.34,32.46,-0.462127,8.01332,203.3,218
neuromorpho__1071-1-Sec5-LTL1.swc,2185,pyramidal,0.755358,791,362,1031,0,0,0.861733,0.12653,0.503043,0.554355,0.624177,0.839468,0.840397,0,0.0883295,0.101144,0.109382,0.651259,0.839724,0.839468,0,0.989321,0.998294,0,0.833687,0.554355,0.214355,77,0.837688,0.503043,0.553271,0.207792,0.233766,89,0,64.8,21.9344,13.4602,130.85,245.35,98.24,2.13536,23.1539,134.36,182.91,102.53,-6.82285,24.3586,148.22,267.96
neuromorpho__236-2-36LS.swc,436,pyramidal,0.97071,11,245,179,0,0,0.969825,0.0759172,0.3,0.839468,0.975398,0.980487,0.980624,0.00917431,0.00917431,0.00917431,0.00917431,0.0688073,0.839806,0.839468,0,0.983915,0.975398,0.00816327,0.958362,0.980487,0.0111732,48,0.965168,0.3,0.840397,0,0,22.6,0,7.59,-0.00727273,2.20056,14.79,34.3,163.82,-7.04143,37.597,95.14,268.62,207.16,-1.68034,39.1287,135.74,268.99
neuromorpho__10o27c3.swc,1315,interneuron,0.383515,0,1314,0,0,0,0.639407,0.310664,0.3,0.3,0.3,0.3,0.881015,0.454753,0.454753,0.454753,0.454753,0.626616,0,0,0,0.639133,0.3,0.455099,0,0,0,27,0.657848,0.3,0.3,0.444444,0.481481,106,0,0,0,0,0,0,108.25,16.0508,22.215,306.06,788.48,0,0,0,0,0
neuromorpho__389-02-02A.swc,581,interneuron,0.377189,0,580,0,0,0,0.916459,0.0663355,0.3,0.859713,0.859713,0.939071,0.939933,0.00860585,0.00860585,0.00860585,0.00860585,0.228916,0,0,0,0.916315,0.859713,0.00862069,0,0,0,25,0.922455,0.3,0.859713,0,0.04,53.8,0,0,0,0,0,0,102,-11.9897,19.9366,255.56,409.73,0,0,0,0,0
neuromorpho__C4_3.swc,1226,pyramidal,0.981252,0,596,629,0,0,0.988451,0.00873734,0.979911,0.980772,0.980772,0.980772,0.980772,0,0,0,0,0,0,0,0,0.996536,0.998294,0,0.980772,0.980772,0,28,0.989563,0.979911,0.980772,0,0,136.8,0,0,0,0,0,0,0,0,0,75.31,206.11,0,0,0,56.46,300.24
neuromorpho__KOA-2-13-7.swc,298,pyramidal,0.958196,18,279,0,0,0,0.978692,0.0360427,0.842756,0.842756,0.965329,0.978322,0.983627,0,0,0,0,0.0604027,0.842756,0.842756,0,0.987386,0.975398,0,0,0,0,58,0.986499,0.842756,0.977445,0,0,11,0,6.5,2.02778,1.75967,108.46,37.49,67.5,9.06953,16.211,168.05,259.68,0,0,0,0,0
neuromorpho__Delayed3_4197_neurobiotin_TH.swc,14987,interneuron,0.90169,8584,6402,0,0,0,0.674597,0.343932,0.3,0.3,0.3,0.3,0.979969,0.453326,0.463602,0.463602,0.463602,0.463669,0.521813,0.3,0.682316,0.879404,0.3,0.170415,0,0,0,54,0.759734,0.3,0.3,0.351852,0.351852,798.7,0,21.57,-11.829,4.66375,396.28,747.67,23.2,-4.06478,6.72138,345.99,189.79,0,0,0,0,0
neuromorpho__B110430PYR.swc,3230,interneuron,0.726855,0,3229,0,0,0,0.995184,0.0474848,0.3,0.998427,0.998427,0.998427,0.998427,0.00464396,0.00464396,0.00464396,0.00464396,0.00464396,0,0,0,0.995182,0.998427,0.0046454,0,0,0,76,0.997116,0.3,0.998427,0,0,81,0,0,0,0,0,0,126.97,3.28052,26.2113,340.13,463.56,0,0,0,0,0
neuromorpho__242-2-34LU.swc,400,pyramidal,0.98622,0,399,0,0,0,0.836846,0.228021,0.3,0.503762,0.524158,0.541641,0.980772,0.0425,0.305,0.315,0.315,0.315,0,0,0,0.836437,0.52391,0.315789,0,0,0,54,0.847877,0.3,0.517325,0.314815,0.314815,18.4,-0.00333333,0,0,0,0,0,148.77,20.1863,32.664,336.97,512.28,0,0,0,0,0
neuromorpho__Green_2weeks_Neuron10add'l.swc,25,pyramidal,0.918827,21,3,0,0,0,0.878933,0.0486044,0.857743,0.857743,0.857743,0.857743,0.857743,0,0,0,0,0.84,0.857743,0.857743,0,0.986904,0.986904,0,0,0,0,3,0.948216,0.857743,0.883576,0,0,17.4,0,12.07,-9.62143,3.54605,12.78,43.78,0,1.6,2.22045e-16,2.73,5.4,0,0,0,0,0
neuromorpho__241-3-43LU.swc,701,pyramidal,0.988164,162,510,28,0.0399429,0.0345759,0.744631,0.274914,0.3,0.3,0.3,0.549966,0.981536,0.175464,0.407989,0.463623,0.472183,0.472183,0.5411,0.3,0.962963,0.795393,0.3,0.331373,0.988477,0.988477,0,74,0.859051,0.3,0.551851,0.256757,0.310811,24.8,0,111.14,-27.0741,27.3558,502,225.8,125.74,-16.3416,29.1842,1070.72,642.61,62.57,2.19786,15.6872,99.26,171.9
neuromorpho__243-3-42VN.swc,643,pyramidal,0.984498,142,500,0,0,0,0.608669,0.295609,0.3,0.3,0.3,0.3,0.521699,0.419907,0.642302,0.642302,0.642302,0.642302,0.394491,0.3,1,0.668713,0.3,0.542,0,0,0,59,0.71686,0.3,0.364187,0.508475,0.525424,28,0,99.03,15.5295,24.8737,400.56,442.82,151.85,26.8338,32.4114,511.63,950.51,0,0,0,0,0
neuromorpho__241-2-88LU.swc,323,pyramidal,0.995678,104,218,0,0,0,0.595353,0.232119,0.3,0.3,0.3,0.3,0.602045,0.25387,0.486068,0.767802,0.80805,0.80805,0.468103,0.3,1,0.654203,0.3,0.66055,0,0,0,38,0.683765,0.3,0.509586,0.710526,0.763158,18.8,0,97.04,-5.84375,32.5292,228.42,556.21,114.83,13.5736,32.0673,680.96,596.92,0,0,0,0,0
neuromorpho__236-3-32LS.swc,1626,pyramidal,0.966121,356,1269,0,0,0,0.799347,0.19338,0.3,0.509434,0.545656,0.635606,0.723046,0.0424354,0.154367,0.452645,0.53198,0.53198,0.557102,0.482364,1,0.867147,0.635606,0.299448,0,0,0,90,0.826483,0.3,0.545077,0.411111,0.444444,40,0,137.7,-16.3573,29.3273,256.85,276.89,162.75,-30.7964,32.0714,362.1,475.75,0,0,0,0,0
hpf_ca1__202224_002_edited.swc,3065,pyramidal,0.901282,1247,1817,0,0,0.0585284,0.760213,0.274345,0.3,0.3,0.3,0.642535,0.892902,0.243719,0.243719,0.304078,0.331485,0.596411,0.682648,0.3,0.348035,0.813313,0.3,0.274078,0,0,0,63,0.816421,0.3,0.539905,0.238095,0.31746,117,9765.29,470.26,-74.7661,118.811,510.04,286.27,306.21,64.2606,54.1858,418.81,600.4,0,0,0,0,0
neuromorpho__3PO2_2.swc,417,pyramidal,0.993847,289,127,0,0,0,0.858177,0.188269,0.3,0.3,0.724858,0.931026,0.931026,0.0863309,0.0863309,0.0863309,0.223022,0.223022,0.852421,0.3,0.124567,0.87016,0.724858,0,0,0,0,7,0.933027,0.3,0.801396,0,0.142857,149.8,0,0,0,0,10.7,189.5,0,0,0,38.49,56.9,0,0,0,0,0
neuromorpho__C3_3.swc,663,pyramidal,0.995535,0,662,0,0,0,0.950604,0.0910456,0.710354,0.710354,0.749514,0.988477,0.988477,0,0,0,0.147813,0.147813,0,0,0,0.95053,0.749514,0,0,0,0,15,0.954707,0.710354,0.844706,0,0.133333,75,0,0,0,0,0,0,0,0,0,101.28,185.68,0,0,0,0,0
neuromorpho__WT3-neuron3.swc,150,interneuron,0.651976,0,149,0,0,0,0.998437,0.000128037,0.998427,0.998427,0.998427,0.998427,0.998427,0,0,0,0,0,0,0,0,0.998427,0.998427,0,0,0,0,10,0.998584,0.998427,0.998427,0,0,34.6,0,0,0,0,0,0,17.04,-6.3206,3.54071,204.41,130.76,0,0,0,0,0
neuromorpho__559-1-R1.swc,1420,pyramidal,0.675576,73,1095,251,0,0,0.860846,0.198326,0.485579,0.501551,0.512913,0.584835,0.998294,0.0267606,0.255634,0.269718,0.269718,0.321127,0.839468,0.839468,0,0.923453,0.506743,0.140639,0.59338,0.521419,0.912351,58,0.834401,0.485579,0.508569,0.344828,0.344828,59.6,0,71.66,6.43,21.1173,89.69,55.31,111.34,11.62,24.3382,163.75,245.78,85.25,25.788,17.6302,84.97,132.15
neuromorpho__11_06_13_-2_Cell_-4.swc,32289,pyramidal,0.885181,14483,17805,0,0,0,0.618241,0.31697,0.3,0.3,0.3,0.3,0.715971,0.485057,0.48676,0.48676,0.614296,0.614296,0.418287,0.3,0.741352,0.780868,0.3,0.279697,0,0,0,162,0.683318,0.3,0.3,0.407407,0.54321,448.2,0,318.58,-50.2109,54.0171,634.01,1035.86,317.97,-50.0417,66.812,1166.55,756.46,0,0,0,0,0
neuromorpho__243-3-19VN.swc,483,pyramidal,0.992959,92,321,69,0,0,0.735265,0.26369,0.3,0.3,0.3,0.546528,0.792854,0.178054,0.322981,0.47412,0.511387,0.513458,0.474358,0.3,1,0.784238,0.3,0.392523,0.851473,0.578345,0.15942,58,0.833976,0.3,0.544748,0.275862,0.362069,21.9,0,101.22,7.17902,24.2781,225.45,539.51,124.06,-6.58249,30.6035,245.75,846.12,112.33,1.58884,26.635,176.35,194.26
neuromorpho__05a_pyramidal10aACC.swc,716,interneuron,0.634917,0,715,0,0,0,0.874522,0.0682873,0.804923,0.804923,0.804923,0.804923,0.940662,0,0,0,0,0.490223,0,0,0,0.874347,0.804923,0,0,0,0,203,0.865696,0.804923,0.804923,0,0,9,0,0,0,0,0,0,44.31,9.07134,11.6885,307.1,326.04,0,0,0,0,0
