file,max_prob4,n_prob4_ge_045,n_prob4_ge_035,n_prob4_ge_025,n_prob4_ge_015,n_prob4_ge_005,n_nodes,n_apical_gt,n_basal_gt,n_axon_gt,n_apical_pred,n_basal_pred,n_axon_pred,accuracy,F1_neurite,axon_F1,basal_F1,apical_F1,soma_F1
neuromorpho__AA0727.swc,0.06808561086654663,0,0,0,0,7,2371,0,146,2224,0,146,2224,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0728.swc,0.06900451332330704,0,0,0,0,8,4540,0,364,4175,0,364,4175,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0732.swc,0.05606808513402939,0,0,0,0,9,3449,0,257,3191,0,257,3191,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0733.swc,0.07254957407712936,0,0,0,0,11,2247,0,294,1952,0,294,1952,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0736.swc,0.08533265441656113,0,0,0,0,5,2039,0,328,1710,0,328,1710,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0738.swc,0.06104155257344246,0,0,0,0,12,3157,0,404,2752,0,404,2752,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0739.swc,0.05773631110787392,0,0,0,0,9,3887,0,330,3556,0,330,3556,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0740.swc,0.061034366488456726,0,0,0,0,8,3000,0,163,2836,0,163,2836,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0742.swc,0.061613667756319046,0,0,0,0,9,13889,0,207,13681,0,207,13681,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0743.swc,0.17266544699668884,0,0,0,1,15,3901,0,213,3687,0,213,3687,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0744.swc,0.07957103103399277,0,0,0,0,7,7028,0,374,6653,0,374,6653,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0755.swc,0.05185752362012863,0,0,0,0,8,3579,0,457,3121,0,457,3121,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0756.swc,0.053797245025634766,0,0,0,0,7,2408,0,164,2243,0,164,2243,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0757.swc,0.061590492725372314,0,0,0,0,4,1676,0,223,1452,0,223,1452,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0763.swc,0.08316609263420105,0,0,0,0,1,3116,0,0,3115,0,0,3115,1.0,1.0,1.0,,,1.0
neuromorpho__AA0765.swc,0.06327953934669495,0,0,0,0,10,15281,0,151,15129,0,151,15129,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0767.swc,0.06649472564458847,0,0,0,0,9,12578,0,646,11931,0,646,11931,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0770.swc,0.06909523159265518,0,0,0,0,7,5676,0,182,5493,0,182,5493,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0773.swc,0.10123050212860107,0,0,0,0,11,12845,0,269,12575,0,269,12575,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0778.swc,0.06372877210378647,0,0,0,0,7,2538,0,302,2235,0,302,2235,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0780.swc,0.0663466528058052,0,0,0,0,10,6050,0,450,5599,0,450,5599,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0781.swc,0.06827734410762787,0,0,0,0,10,2977,0,216,2760,0,216,2760,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0787.swc,0.06770861893892288,0,0,0,0,7,3431,0,228,3202,0,228,3202,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0789.swc,0.059513598680496216,0,0,0,0,9,3044,0,252,2791,0,252,2791,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0791.swc,0.08971055597066879,0,0,0,0,8,5495,0,799,4695,0,799,4695,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0794.swc,0.06927324086427689,0,0,0,0,11,7576,0,489,7086,0,489,7086,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0795.swc,0.06052428111433983,0,0,0,0,7,3667,0,432,3234,0,432,3234,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0796.swc,0.0673995390534401,0,0,0,0,11,5276,0,341,4934,0,341,4934,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0798.swc,0.07153487950563431,0,0,0,0,6,11996,0,358,11637,0,358,11637,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0799.swc,0.0685662254691124,0,0,0,0,10,1827,0,331,1495,0,331,1495,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0806.swc,0.0830434188246727,0,0,0,0,4,4367,0,261,4105,0,261,4105,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0807.swc,0.07263699173927307,0,0,0,0,7,1359,0,158,1200,0,158,1200,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0810.swc,0.10470704734325409,0,0,0,0,7,3664,0,501,3162,0,501,3162,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0811.swc,0.061751145869493484,0,0,0,0,3,2030,0,211,1818,0,211,1818,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0815.swc,0.05889835208654404,0,0,0,0,6,4836,0,278,4557,0,278,4557,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0816.swc,0.06976453959941864,0,0,0,0,4,1353,0,328,1024,0,328,1024,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0817.swc,0.06898375600576401,0,0,0,0,11,1398,0,189,1208,0,189,1208,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0818.swc,0.07795554399490356,0,0,0,0,6,1870,0,416,1453,0,416,1453,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0819.swc,0.05570647865533829,0,0,0,0,11,1372,0,323,1048,0,323,1048,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0820.swc,0.08165258914232254,0,0,0,0,5,1858,0,397,1460,0,397,1460,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0821.swc,0.0963888168334961,0,0,0,0,12,2291,0,371,1919,0,371,1919,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0822.swc,0.07228313386440277,0,0,0,0,5,1716,0,238,1477,0,238,1477,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0824.swc,0.06325798481702805,0,0,0,0,5,2107,0,279,1827,0,279,1827,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0827.swc,0.06527131050825119,0,0,0,0,9,2865,0,289,2575,0,289,2575,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0828.swc,0.07257030159235,0,0,0,0,9,4440,0,566,3873,0,566,3873,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0830.swc,0.08282798528671265,0,0,0,0,7,1668,0,386,1281,0,386,1281,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0831.swc,0.0697433277964592,0,0,0,0,16,1925,0,364,1560,0,364,1560,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0832.swc,0.058129020035266876,0,0,0,0,4,1979,0,187,1791,0,187,1791,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0834.swc,0.05788508057594299,0,0,0,0,6,1582,0,190,1391,0,190,1391,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0838.swc,0.05910268425941467,0,0,0,0,6,1539,0,167,1371,0,167,1371,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0842.swc,0.062571682035923,0,0,0,0,8,5193,0,530,4662,0,530,4662,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0844.swc,0.06475531309843063,0,0,0,0,8,1681,0,212,1468,0,212,1468,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0845.swc,0.08492128551006317,0,0,0,0,6,1709,0,397,1311,0,397,1311,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0846.swc,0.08090075850486755,0,0,0,0,6,1016,0,233,782,0,233,782,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0848.swc,0.05950075387954712,0,0,0,0,7,998,0,164,833,0,164,833,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0850.swc,0.07748264819383621,0,0,0,0,17,2407,0,490,1916,0,490,1916,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0854.swc,0.07392841577529907,0,0,0,0,10,1314,0,251,1062,0,251,1062,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0855.swc,0.06727209687232971,0,0,0,0,4,1491,0,209,1281,0,209,1281,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0858.swc,0.06882283836603165,0,0,0,0,7,1916,0,230,1685,0,230,1685,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0860.swc,0.08977339416742325,0,0,0,0,7,873,0,147,725,0,147,725,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0861.swc,0.09557702392339706,0,0,0,0,4,1657,0,377,1279,0,377,1279,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0862.swc,0.06186026707291603,0,0,0,0,4,4830,0,140,4689,0,140,4689,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0865.swc,0.059696245938539505,0,0,0,0,5,4937,0,459,4477,0,459,4477,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0866.swc,0.07777083665132523,0,0,0,0,8,1584,0,286,1297,0,286,1297,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0868.swc,0.07010826468467712,0,0,0,0,6,1937,0,340,1596,0,340,1596,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0870.swc,0.07317011058330536,0,0,0,0,7,3636,0,265,3370,0,265,3370,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0873.swc,0.06003653258085251,0,0,0,0,8,3447,0,393,3053,0,393,3053,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0875.swc,0.06009013578295708,0,0,0,0,6,2411,0,232,2178,0,232,2178,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0884.swc,0.06642337143421173,0,0,0,0,6,1116,0,172,943,0,172,943,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0887.swc,0.07132433354854584,0,0,0,0,7,5879,0,386,5492,0,386,5492,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0889.swc,0.06849965453147888,0,0,0,0,8,3262,0,363,2898,0,363,2898,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0890.swc,0.07420571893453598,0,0,0,0,7,1816,0,225,1590,0,225,1590,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0891.swc,0.05952554941177368,0,0,0,0,3,1526,0,120,1405,0,120,1405,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0892.swc,0.07139777392148972,0,0,0,0,4,1702,0,124,1577,0,124,1577,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0895.swc,0.07207284867763519,0,0,0,0,4,2166,0,275,1890,0,275,1890,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0896.swc,0.07352268695831299,0,0,0,0,6,1584,0,237,1346,0,237,1346,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0897.swc,0.10207975655794144,0,0,0,0,6,2318,0,337,1980,0,337,1980,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0898.swc,0.08579110354185104,0,0,0,0,7,934,0,184,749,0,184,749,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0899.swc,0.09005968272686005,0,0,0,0,7,1272,0,257,1014,0,257,1014,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0900.swc,0.0857837125658989,0,0,0,0,5,1180,0,190,989,0,190,989,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0902.swc,0.16581329703330994,0,0,0,2,6,361,0,210,150,0,210,150,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0903.swc,0.07922077178955078,0,0,0,0,4,1039,0,363,675,0,363,675,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0909.swc,0.06216825544834137,0,0,0,0,3,1805,0,133,1671,0,133,1671,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0910.swc,0.08559934794902802,0,0,0,0,4,817,0,355,461,0,355,461,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0915.swc,0.08257193863391876,0,0,0,0,5,1358,0,268,1089,0,268,1089,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0916.swc,0.08448875695466995,0,0,0,0,7,1245,0,344,900,0,344,900,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0919.swc,0.07271429151296616,0,0,0,0,9,2851,0,430,2420,0,430,2420,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0921.swc,0.05260087922215462,0,0,0,0,8,4792,0,996,3795,0,996,3795,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0922.swc,0.06254415959119797,0,0,0,0,5,3559,0,423,3135,0,423,3135,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0925.swc,0.05960853397846222,0,0,0,0,7,3186,0,564,2621,0,564,2621,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0926.swc,0.07375344634056091,0,0,0,0,10,5649,0,831,4817,0,831,4817,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0938.swc,0.060123492032289505,0,0,0,0,4,3332,0,275,3056,0,275,3056,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0942.swc,0.06532913446426392,0,0,0,0,6,4205,0,330,3874,0,330,3874,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0946.swc,0.09220707416534424,0,0,0,0,4,1600,0,158,1441,0,158,1441,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0949.swc,0.07155892252922058,0,0,0,0,8,2553,0,469,2083,0,469,2083,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0951.swc,0.06913860887289047,0,0,0,0,7,1660,0,92,1567,0,92,1567,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0956.swc,0.06469350308179855,0,0,0,0,9,5893,0,375,5517,0,375,5517,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0957.swc,0.06811603158712387,0,0,0,0,6,3842,0,273,3568,0,273,3568,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0958.swc,0.05245485529303551,0,0,0,0,5,2680,0,219,2460,0,219,2460,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0959.swc,0.07065272331237793,0,0,0,0,5,4109,0,355,3753,0,355,3753,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0960.swc,0.06693949550390244,0,0,0,0,5,7229,0,305,6923,0,305,6923,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0992.swc,0.07281696051359177,0,0,0,0,3,6504,0,268,6235,0,268,6235,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0994.swc,0.09419403970241547,0,0,0,0,7,745,0,194,550,0,194,550,1.0,1.0,1.0,1.0,,1.0
neuromorpho__AA0997.swc,0.06233283877372742,0,0,0,0,4,6662,0,256,6405,0,256,6405,1.0,1.0,1.0,1.0,,1.0
neuromorpho__APPKO-set1-001.swc,0.06946156173944473,0,0,0,0,7,657,0,656,0,0,656,0,1.0,1.0,,1.0,,1.0
neuromorpho__APPKO-set1-002.swc,0.06671936810016632,0,0,0,0,5,859,0,858,0,0,858,0,1.0,1.0,,1.0,,1.0
neuromorpho__APPKO-set1-003.swc,0.07603195309638977,0,0,0,0,7,343,0,342,0,0,342,0,1.0,1.0,,1.0,,1.0
neuromorpho__APPKO-set1-005.swc,0.05545828863978386,0,0,0,0,8,836,0,835,0,0,835,0,1.0,1.0,,1.0,,1.0
neuromorpho__APPKO-set1-008.swc,0.06522068381309509,0,0,0,0,6,1104,0,1103,0,0,1103,0,1.0,1.0,,1.0,,1.0
neuromorpho__APPKO-set1-010.swc,0.06748566031455994,0,0,0,0,7,1015,0,1014,0,0,1014,0,1.0,1.0,,1.0,,1.0
neuromorpho__APPKO-set2-002.swc,0.061281971633434296,0,0,0,0,9,1250,0,1249,0,0,1249,0,1.0,1.0,,1.0,,1.0
neuromorpho__APPKO-set2-004.swc,0.08155720680952072,0,0,0,0,7,1097,0,1096,0,0,1096,0,1.0,1.0,,1.0,,1.0
neuromorpho__APPKO-set2-008.swc,0.06313321739435196,0,0,0,0,8,929,0,928,0,0,928,0,1.0,1.0,,1.0,,1.0
neuromorpho__APPKO-set3-002.swc,0.2022940069437027,0,0,0,1,7,1168,0,1167,0,0,1167,0,1.0,1.0,,1.0,,1.0
neuromorpho__APPKO-set3-003.swc,0.07056970149278641,0,0,0,0,3,623,0,622,0,0,622,0,1.0,1.0,,1.0,,1.0
neuromorpho__APPKO-set3-006.swc,0.11270122230052948,0,0,0,0,6,1419,0,1418,0,0,1418,0,1.0,1.0,,1.0,,1.0
neuromorpho__APPKO-set3-007.swc,0.06639321893453598,0,0,0,0,4,827,0,826,0,0,826,0,1.0,1.0,,1.0,,1.0
neuromorpho__A_GFP_0012_final.swc,0.054095156490802765,0,0,0,0,10,1226,0,1225,0,0,1225,0,1.0,1.0,,1.0,,1.0
neuromorpho__A_GFP_0013_final.swc,0.05394190549850464,0,0,0,0,11,1046,0,1045,0,0,1045,0,1.0,1.0,,1.0,,1.0
neuromorpho__A_GFP_0014_final.swc,0.05284572392702103,0,0,0,0,13,1130,0,1129,0,0,1129,0,1.0,1.0,,1.0,,1.0
neuromorpho__A_GFP_0020_final.swc,0.05200170353055,0,0,0,0,9,1059,0,1058,0,0,1058,0,1.0,1.0,,1.0,,1.0
neuromorpho__A_RFP_0003_final2.swc,0.06702280789613724,0,0,0,0,22,1170,0,1169,0,0,1169,0,1.0,1.0,,1.0,,1.0
neuromorpho__A_RFP_0004_final2.swc,0.05489795655012131,0,0,0,0,22,694,0,693,0,0,693,0,1.0,1.0,,1.0,,1.0
neuromorpho__A_RFP_0005_2final.swc,0.05472695082426071,0,0,0,0,8,926,0,925,0,0,925,0,1.0,1.0,,1.0,,1.0
neuromorpho__A_RFP_0005_final.swc,0.06494133919477463,0,0,0,0,20,651,0,650,0,0,650,0,1.0,1.0,,1.0,,1.0
neuromorpho__A_RFP_0006_2final.swc,0.05261976271867752,0,0,0,0,12,571,0,570,0,0,570,0,1.0,1.0,,1.0,,1.0
neuromorpho__A_RFP_0006_final.swc,0.07915399223566055,0,0,0,0,7,1083,0,1082,0,0,1082,0,1.0,1.0,,1.0,,1.0
neuromorpho__A_RFP_0009_2final.swc,0.05313364043831825,0,0,0,0,17,714,0,713,0,0,713,0,1.0,1.0,,1.0,,1.0
neuromorpho__A_RFP_0009_final.swc,0.056670401245355606,0,0,0,0,14,883,0,882,0,0,882,0,1.0,1.0,,1.0,,1.0
neuromorpho__A_RFP_0010_final.swc,0.057894267141819,0,0,0,0,15,993,0,992,0,0,992,0,1.0,1.0,,1.0,,1.0
neuromorpho__A_RFP_0011_final.swc,0.05317400023341179,0,0,0,0,15,1355,0,1354,0,0,1354,0,1.0,1.0,,1.0,,1.0
neuromorpho__A_RFP_0013_2final.swc,0.05314764380455017,0,0,0,0,28,808,0,807,0,0,807,0,1.0,1.0,,1.0,,1.0
neuromorpho__A_RFP_0014_2final.swc,0.06241067498922348,0,0,0,0,20,854,0,853,0,0,853,0,1.0,1.0,,1.0,,1.0
neuromorpho__A_RFP_0014_final.swc,0.0529487282037735,0,0,0,0,16,1469,0,1468,0,0,1468,0,1.0,1.0,,1.0,,1.0
neuromorpho__A_RFP_0015_final.swc,0.052893880754709244,0,0,0,0,16,964,0,963,0,0,963,0,1.0,1.0,,1.0,,1.0
neuromorpho__A_RFP_0016_final.swc,0.05361777916550636,0,0,0,0,14,1538,0,1537,0,0,1537,0,1.0,1.0,,1.0,,1.0
neuromorpho__A_RFP_0016_final2.swc,0.053024545311927795,0,0,0,0,23,1157,0,1156,0,0,1156,0,1.0,1.0,,1.0,,1.0
neuromorpho__A_RFP_0017_final.swc,0.05710248649120331,0,0,0,0,20,1193,0,1192,0,0,1192,0,1.0,1.0,,1.0,,1.0
neuromorpho__A_RFP_0018_final.swc,0.056958943605422974,0,0,0,0,11,634,0,633,0,0,633,0,1.0,1.0,,1.0,,1.0
neuromorpho__Apr15IR2c-20x-NL.swc,0.8373822569847107,1,1,1,1,5,2183,1072,1110,0,1072,1110,0,1.0,1.0,,1.0,1.0,1.0
neuromorpho__B1_slide1_2.swc,0.9056326150894165,1,1,1,1,5,389,258,99,31,258,99,31,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__B1_slide1_3.swc,0.7714846134185791,1,1,1,1,9,292,80,173,38,80,173,38,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__B1_slide1_4.swc,0.9114923477172852,1,1,1,1,9,583,335,234,13,335,234,13,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__B1_slide1_5.swc,0.9130818247795105,1,1,1,1,6,509,250,235,23,250,235,23,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__B1_slide1_7.swc,0.9110087156295776,1,1,1,1,7,544,311,201,31,311,201,31,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__B1_slide2_10.swc,0.8981598615646362,1,1,1,2,6,377,206,142,28,206,142,28,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__B1_slide2_2.swc,0.8466382622718811,1,1,1,1,6,354,162,179,12,162,179,12,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__B1_slide2_3.swc,0.9051605463027954,1,1,1,1,9,810,345,448,16,345,448,16,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__B1_slide2_4.swc,0.911510169506073,1,1,1,1,10,793,486,292,14,486,292,14,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__B1_slide2_5.swc,0.9044870138168335,1,1,1,1,4,348,178,134,35,178,134,35,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__B1_slide2_8.swc,0.6669292449951172,1,1,1,2,8,304,90,199,14,0,213,90,0.6579,0.322,0.0,0.966,0.0,1.0
neuromorpho__B1_slide2_9.swc,0.9087459444999695,1,1,1,1,10,436,237,198,0,237,185,13,0.9702,0.983,,0.9661,1.0,1.0
neuromorpho__B1_slide2_neuron1.swc,0.8975964784622192,1,1,1,1,11,525,238,286,0,238,227,59,0.8876,0.9425,,0.885,1.0,1.0
neuromorpho__B1_slide2_neuron2_II_III.swc,0.8828573226928711,1,1,1,1,6,806,408,266,131,408,266,131,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__B1_slide2_neuron3.swc,0.9067911505699158,1,1,1,1,4,1053,489,496,67,489,496,67,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__B1_slide3_10.swc,0.9120736718177795,1,1,1,1,7,323,143,148,31,143,148,31,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__B1_slide3_11.swc,0.9076582789421082,1,1,1,1,9,486,181,279,25,181,279,25,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__B1_slide3_2.swc,0.9110599756240845,1,1,1,1,8,514,337,161,15,337,151,25,0.9222,0.6239,0.0,0.8718,1.0,1.0
neuromorpho__B1_slide3_4.swc,0.8542032241821289,1,1,1,1,7,286,115,133,37,115,133,37,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__B1_slide3_5.swc,0.7782751321792603,1,1,1,1,5,178,77,85,15,77,85,15,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__B1_slide3_6.swc,0.8923640251159668,1,1,1,1,5,385,161,219,4,161,219,4,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__B1_slide3_7.swc,0.9110987186431885,1,1,1,1,8,1309,562,714,32,562,714,32,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__B1_slide3_neuron1.swc,0.9081034660339355,1,1,1,1,4,465,204,228,32,204,228,32,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__B1_slide3_neuron2_II_III.swc,0.8443509340286255,1,1,1,1,4,705,332,262,110,332,262,110,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__B1_slide3_neuron3.swc,0.8953760862350464,1,1,1,1,7,430,195,208,26,195,208,26,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__B1_slide4_1.swc,0.8750172853469849,2,2,2,2,6,482,183,295,3,137,341,3,0.8921,0.5915,0.0,0.9182,0.8562,1.0
neuromorpho__B1_slide4_4.swc,0.9083287715911865,1,1,1,1,7,661,362,273,25,362,273,25,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__B1_slide4_neuron5.swc,0.9039377570152283,1,1,1,2,5,1862,1259,583,19,1259,583,19,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__B2_slide1_2.swc,0.901476263999939,1,1,1,1,6,430,157,242,30,157,242,30,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__B2_slide1_4.swc,0.9142873287200928,1,1,1,1,6,863,328,506,28,328,278,256,0.6709,0.5459,0.0,0.6378,1.0,1.0
neuromorpho__B2_slide1_6.swc,0.8707376718521118,1,1,1,1,5,304,130,140,33,130,140,33,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__B2_slide1_neuron2.swc,0.6898118257522583,1,1,1,1,6,259,116,106,36,116,106,36,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__B2_slide1_neuron3_II_III.swc,0.9059706330299377,1,1,1,1,4,492,306,127,58,306,127,58,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__B2_slide2_11.swc,0.9121229648590088,1,1,1,1,6,1552,804,715,32,804,669,78,0.9291,0.6402,0.0,0.9205,1.0,1.0
neuromorpho__B2_slide2_12.swc,0.8914300203323364,1,1,1,1,6,453,201,221,30,201,221,30,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__B2_slide2_13.swc,0.8685741424560547,1,1,1,1,4,475,200,244,30,200,244,30,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__B2_slide2_14.swc,0.902320384979248,1,1,1,1,4,357,178,150,28,178,150,28,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__B2_slide2_21.swc,0.9121867418289185,1,1,1,1,7,1260,754,490,15,754,490,15,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__B2_slide2_3.swc,0.9111394882202148,1,1,1,1,7,317,169,138,9,169,134,13,0.9306,0.6397,0.0,0.9191,1.0,1.0
neuromorpho__B2_slide2_6.swc,0.8454278707504272,1,1,1,1,4,275,162,91,21,162,91,21,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__B2_slide2_7.swc,0.909434974193573,1,1,1,1,7,400,200,189,10,200,189,10,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__B2_slide2_8.swc,0.8943065404891968,1,1,1,1,5,352,182,157,12,182,157,12,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__B2_slide2_9a.swc,0.8701422214508057,1,1,1,1,8,1802,540,1225,36,540,1225,36,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__B2_slide2_9b.swc,0.9100313186645508,1,1,1,1,1,1042,1041,0,0,1041,0,0,1.0,1.0,,,1.0,1.0
neuromorpho__B2_slide2_neuron1.swc,0.8857643604278564,1,1,1,1,4,291,134,120,36,134,120,36,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__B2_slide2_neuron2.swc,0.9090232253074646,1,1,1,1,7,483,253,198,31,253,202,27,0.8799,0.6183,0.0,0.855,1.0,1.0
neuromorpho__B2_slide2_neuron2_II_III.swc,0.9119977951049805,1,1,1,1,6,717,306,398,12,306,400,10,0.9693,0.6575,0.0,0.9724,1.0,1.0
neuromorpho__B2_slide2_neuron5.swc,0.9032424092292786,1,1,1,1,9,447,226,220,0,226,214,6,0.9866,0.9931,,0.9862,1.0,1.0
