file,max_prob4,n_prob4_ge_045,n_prob4_ge_035,n_prob4_ge_025,n_prob4_ge_015,n_prob4_ge_005,n_nodes,n_apical_gt,n_basal_gt,n_axon_gt,n_apical_pred,n_basal_pred,n_axon_pred,accuracy,F1_neurite,axon_F1,basal_F1,apical_F1,soma_F1
hpf_ca1__202461_030_edited.swc,0.06130906566977501,0,0,0,0,5,7780,0,1345,6434,0,1345,6434,1.0,1.0,1.0,1.0,,1.0
hpf_ca1__202462_001_edited.swc,0.07544364035129547,0,0,0,0,6,63583,0,2172,61410,0,2172,61410,1.0,1.0,1.0,1.0,,1.0
hpf_ca1__202462_002_edited.swc,0.06762028485536575,0,0,0,0,9,40408,0,2686,37721,0,2686,37721,1.0,1.0,1.0,1.0,,1.0
hpf_ca1__202462_004_edited.swc,0.08777419477701187,0,0,0,0,6,34161,0,2329,31831,0,2329,31831,1.0,1.0,1.0,1.0,,1.0
hpf_ca1__202462_005_edited.swc,0.8963056802749634,1,1,1,1,5,27223,3059,1122,23041,3061,1120,23041,0.9999,0.9996,1.0,0.9991,0.9997,1.0
hpf_ca1__202464_012_edited.swc,0.9061247706413269,1,1,1,1,7,41782,2404,1113,38264,2404,1113,38264,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202464_021_edited.swc,0.08947357535362244,0,0,0,0,6,40076,0,2501,37574,0,2501,37574,1.0,1.0,1.0,1.0,,1.0
hpf_ca1__202497_001_edited.swc,0.8983722925186157,1,1,1,1,6,44018,1784,1002,41231,1784,1002,41231,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202497_002_edited.swc,0.9048343896865845,1,1,1,1,5,47908,2136,1316,44455,2136,1316,44455,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202497_005_edited.swc,0.9008002281188965,1,1,1,1,5,38762,1728,1026,36007,1728,1026,36007,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202497_023_edited.swc,0.9117181897163391,1,1,1,1,5,30322,1633,510,28178,1633,510,28178,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202498_001_edited.swc,0.844362735748291,2,2,2,2,3,41918,0,3538,38379,1459,2079,38379,0.9652,0.8701,1.0,0.7403,,1.0
hpf_ca1__202498_002_edited.swc,0.7446662187576294,1,1,1,1,5,23475,809,640,22025,809,640,22025,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202498_004_edited.swc,0.5699352025985718,1,1,1,1,4,8886,814,444,7627,0,1258,7627,0.9084,0.5072,1.0,0.5217,0.0,1.0
hpf_ca1__202498_007_edited.swc,0.9106786251068115,1,1,1,1,7,38402,2320,1203,34878,2320,1203,34878,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202498_012_edited.swc,0.8877009153366089,1,1,1,1,5,35858,1374,897,33586,1374,897,33586,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202498_013_edited.swc,0.1455862820148468,0,0,0,0,5,38930,0,2415,36514,0,2415,36514,1.0,1.0,1.0,1.0,,1.0
hpf_ca1__202498_014_edited.swc,0.6783295273780823,1,1,1,1,2,16943,939,237,15766,939,237,15766,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202498_015_edited.swc,0.7546761631965637,1,1,1,1,4,10341,1072,613,8655,1072,613,8655,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202498_016_edited.swc,0.8808344602584839,1,1,1,1,5,33262,1415,927,30919,1415,927,30919,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202498_017_edited.swc,0.8571169972419739,1,1,1,1,5,20894,1382,668,18843,1382,668,18843,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202498_018_edited.swc,0.9077795743942261,1,1,1,1,5,15127,1436,278,13412,1436,278,13412,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202498_019_edited.swc,0.8277828693389893,1,1,1,1,1,58196,0,4157,54038,4157,0,54038,0.9286,0.5,1.0,0.0,,1.0
hpf_ca1__202498_021_edited.swc,0.44786885380744934,0,1,1,1,5,51862,0,2693,49168,0,2693,49168,1.0,1.0,1.0,1.0,,1.0
hpf_ca1__202499_004_edited.swc,0.8973383903503418,1,1,1,1,7,51679,1835,1626,48217,1835,1626,48217,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202499_013_edited.swc,0.7949480414390564,1,1,1,1,8,34136,959,1157,32019,959,1157,32019,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202499_016_edited.swc,0.9142005443572998,1,1,1,1,4,34267,1940,1143,31183,1940,1143,31183,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202499_020_edited.swc,0.9118249416351318,1,1,1,1,8,48925,2015,1367,45542,2015,1367,45542,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202499_022_edited.swc,0.788875937461853,1,1,1,1,5,54415,1327,1169,51918,1327,1169,51918,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202499_023_edited.swc,0.9128377437591553,1,1,1,1,5,44846,1922,1619,41304,1922,1619,41304,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202499_025_edited.swc,0.913023829460144,1,1,1,1,4,19061,1830,662,16568,1830,662,16568,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202500_001_edited.swc,0.06623370200395584,0,0,0,0,4,26788,0,1524,25263,0,1524,25263,1.0,1.0,1.0,1.0,,1.0
hpf_ca1__202500_003_edited.swc,0.9105678200721741,1,1,1,1,6,58304,1918,1180,55205,1918,1180,55205,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202500_006_edited.swc,0.9135571122169495,1,1,1,1,4,26976,1728,902,24345,1728,902,24345,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202500_007_edited.swc,0.9134277701377869,1,1,1,1,6,37389,1686,1179,34523,1686,1179,34523,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202501_019_edited.swc,0.8597544431686401,1,1,1,1,4,48560,1404,1169,45986,1404,1169,45986,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202501_022_edited.swc,0.9062119722366333,1,1,1,1,6,36094,1798,1166,33129,1798,1166,33129,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202501_023_edited.swc,0.10371264815330505,0,0,0,0,3,31532,0,1967,29564,0,1967,29564,1.0,1.0,1.0,1.0,,1.0
hpf_ca1__202501_024_edited.swc,0.9127811789512634,1,1,1,1,4,20053,2026,857,17169,2026,857,17169,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202501_028_edited.swc,0.2689343988895416,0,0,1,2,10,25508,0,3352,22155,0,3352,22155,1.0,1.0,1.0,1.0,,1.0
hpf_ca1__202501_029_edited.swc,0.06831832230091095,0,0,0,0,5,50412,0,2037,48374,0,2037,48374,1.0,1.0,1.0,1.0,,1.0
hpf_ca1__202503_021_edited.swc,0.8964601755142212,1,1,1,1,9,79598,2318,1369,75910,2318,1369,75910,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202503_024_edited.swc,0.8470816612243652,1,1,1,1,6,95221,2652,1688,90880,2652,1688,90880,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202503_025_edited.swc,0.899049699306488,1,1,1,1,8,44286,1704,1036,41545,1704,1036,41545,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202503_033_edited.swc,0.8549849987030029,1,1,1,1,6,61681,2061,1135,58484,2061,1135,58484,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202503_036_edited.swc,0.738273024559021,1,1,1,1,10,51159,1762,1002,48394,1762,1002,48394,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202503_037_edited.swc,0.879990816116333,1,1,1,1,5,79979,2223,1469,76286,2223,1469,76286,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202503_041_edited.swc,0.5230101346969604,1,1,1,1,4,59599,1087,4148,54363,1087,4148,54363,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202506_008_edited.swc,0.6280309557914734,1,1,1,1,7,45733,1553,777,43402,0,2330,43402,0.966,0.5001,1.0,0.5002,0.0,1.0
hpf_ca1__202506_073_edited.swc,0.9112111330032349,1,1,1,1,9,67832,2067,1124,64640,2067,1124,64640,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202507_015_edited.swc,0.9131572842597961,1,1,1,1,9,43132,1742,1386,40003,1742,1225,40164,0.9963,0.9788,0.998,0.9383,1.0,1.0
hpf_ca1__202508_011_edited.swc,0.9026616811752319,1,1,1,1,5,40972,1813,947,38211,1813,947,38211,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202544_027_edited.swc,0.8616299629211426,1,1,1,1,5,99432,2048,1420,95963,2048,1420,95963,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202544_029_edited.swc,0.7868692874908447,1,1,1,1,7,58820,2166,1599,55054,2166,1599,55054,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202544_030_edited.swc,0.9121153950691223,1,1,1,1,6,52350,2668,1230,48451,2668,1230,48451,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202548_039_edited.swc,0.9133555889129639,1,1,1,1,8,57216,3573,1673,51969,3573,1673,51969,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202565_001_edited.swc,0.7322688102722168,2,2,2,2,5,113127,2387,2248,108491,1741,2894,108491,0.9943,0.906,1.0,0.8744,0.8435,1.0
hpf_ca1__202565_007_edited.swc,0.8636996746063232,1,1,1,1,1,43990,2116,1733,40140,3849,0,40140,0.9606,0.5698,1.0,0.0,0.7095,1.0
hpf_ca1__202567_005_edited.swc,0.910945475101471,1,1,1,1,12,24360,1797,1239,21323,1797,1239,21323,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202567_006_edited.swc,0.9093924760818481,1,1,1,1,8,15168,1825,907,12435,1825,907,12435,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202567_007_edited.swc,0.39081871509552,0,1,1,1,5,48316,0,2833,45482,0,2833,45482,1.0,1.0,1.0,1.0,,1.0
hpf_ca1__202567_009_edited.swc,0.8988832235336304,1,1,1,1,5,19557,1985,838,16733,1985,838,16733,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202664_002_edited.swc,0.734925389289856,1,1,1,1,7,20924,2851,1637,16435,2851,1637,16435,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202666_007_edited.swc,0.05323675274848938,0,0,0,0,3,36296,0,1717,34578,0,1717,34578,1.0,1.0,1.0,1.0,,1.0
hpf_ca1__202666_021_edited.swc,0.9105821847915649,1,1,1,1,5,14070,1751,789,11529,1752,788,11529,0.9999,0.9997,1.0,0.9994,0.9997,1.0
hpf_ca1__202666_028_edited.swc,0.9115294218063354,1,1,1,1,7,23324,2170,1548,19605,2170,1548,19605,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202666_033_edited.swc,0.8842733502388,1,1,1,1,6,43167,1602,1116,40448,1602,1116,40448,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202668_006_edited.swc,0.9134806394577026,1,1,1,1,10,14784,1639,1009,12135,1639,1009,12135,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202668_011_edited.swc,0.0628606528043747,0,0,0,0,7,16951,0,746,16204,0,746,16204,1.0,1.0,1.0,1.0,,1.0
hpf_ca1__202668_014_edited.swc,0.7525566816329956,1,1,1,1,3,16138,908,1025,14204,908,1025,14204,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202668_021_edited.swc,0.09116673469543457,0,0,0,0,8,25891,0,2327,23563,0,2327,23563,1.0,1.0,1.0,1.0,,1.0
hpf_ca1__202669_005_edited.swc,0.9118392467498779,1,1,1,1,7,31204,2595,1413,27195,2595,1413,27195,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202669_007_edited.swc,0.8361020088195801,1,1,1,1,5,36337,1248,1179,33909,0,2427,33909,0.9657,0.5513,1.0,0.6539,0.0,1.0
hpf_ca1__202669_008_edited.swc,0.9080554246902466,1,1,1,1,3,14322,2075,998,11248,2075,998,11248,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202669_010_edited.swc,0.13397257030010223,0,0,0,0,4,70004,0,3457,66546,0,3457,66546,1.0,1.0,1.0,1.0,,1.0
hpf_ca1__202669_011_edited.swc,0.21515889465808868,0,0,0,1,7,47086,0,2773,44312,0,2773,44312,1.0,1.0,1.0,1.0,,1.0
hpf_ca1__202669_013_edited.swc,0.899384081363678,1,1,1,1,8,20572,2142,941,17488,2142,941,17488,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202669_014_edited.swc,0.0710710659623146,0,0,0,0,5,34142,0,1654,32487,0,1654,32487,1.0,1.0,1.0,1.0,,1.0
hpf_ca1__202669_015_edited.swc,0.909161388874054,1,1,1,1,6,12021,1771,1127,9122,1771,1127,9122,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202669_017_edited.swc,0.664911150932312,1,1,1,1,4,28523,942,1111,26469,942,1111,26469,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202671_002_edited.swc,0.8956440687179565,1,1,1,1,6,15934,1896,1015,13022,1896,1015,13022,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202674_006_edited.swc,0.7872388362884521,1,1,1,1,7,38871,0,2222,36648,1474,748,36648,0.9621,0.7519,1.0,0.5037,,1.0
hpf_ca1__202674_008_edited.swc,0.9049633741378784,1,1,1,1,6,62365,3076,2044,57244,3076,2044,57244,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202674_009_edited.swc,0.9118386507034302,1,1,1,1,5,26981,2940,1457,22583,2940,1457,22583,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202674_016_edited.swc,0.9080816507339478,1,1,1,1,4,19256,2427,969,15859,2427,969,15859,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202674_032_edited.swc,0.10709156841039658,0,0,0,0,10,25116,0,1840,23275,0,1840,23275,1.0,1.0,1.0,1.0,,1.0
hpf_ca1__202674_036_edited.swc,0.8720090389251709,1,1,1,1,3,18473,2447,1318,14707,2447,1318,14707,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202674_038_edited.swc,0.8939123749732971,1,1,1,1,3,17212,2677,1194,13340,2677,1194,13340,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202674_039_edited.swc,0.7237645983695984,1,1,1,1,1,29030,2557,1203,25269,3760,0,25269,0.9586,0.6032,1.0,0.0,0.8096,1.0
hpf_ca1__202679_004_edited.swc,0.12071412801742554,0,0,0,0,3,46331,0,1744,44586,0,1744,44586,1.0,1.0,1.0,1.0,,1.0
hpf_ca1__202679_007_edited.swc,0.10137299448251724,0,0,0,0,3,87405,0,1657,85747,0,1657,85747,1.0,1.0,1.0,1.0,,1.0
hpf_ca1__202679_008_edited.swc,0.9080173969268799,1,1,1,1,5,29489,1936,1366,26186,1936,1366,26186,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202679_011_edited.swc,0.9065852761268616,1,1,1,1,6,20790,1986,1170,17633,1986,1170,17633,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202679_018_edited.swc,0.8824396133422852,1,1,1,1,7,10826,1150,932,8743,1150,932,8743,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202679_019_edited.swc,0.8344389796257019,1,1,1,1,6,32398,3242,1212,27943,3242,1212,27943,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202679_020_edited.swc,0.9118365049362183,1,1,1,1,7,30391,2446,1394,26550,2446,1394,26550,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202679_023_edited.swc,0.579621434211731,1,2,2,2,2,21367,0,3305,18061,1271,2034,18061,0.9405,0.881,1.0,0.7619,,1.0
hpf_ca1__202679_025_edited.swc,0.08443644642829895,0,0,0,0,4,12339,0,1447,10891,0,1447,10891,1.0,1.0,1.0,1.0,,1.0
hpf_ca1__202679_026_edited.swc,0.9027169942855835,1,1,1,1,4,23480,2027,1007,20445,2027,1007,20445,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202679_028_edited.swc,0.1393197923898697,0,0,0,0,6,34748,0,1530,33217,0,1530,33217,1.0,1.0,1.0,1.0,,1.0
hpf_ca1__202680_002_edited.swc,0.05679154396057129,0,0,0,0,4,63237,0,2812,60424,0,2812,60424,1.0,1.0,1.0,1.0,,1.0
hpf_ca1__202680_003_edited.swc,0.4679403305053711,1,1,1,1,6,24213,0,1989,22223,0,1989,22223,1.0,1.0,1.0,1.0,,1.0
hpf_ca1__202680_006_edited.swc,0.9060399532318115,1,1,1,1,7,25446,2117,1215,22113,2117,1215,22113,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202680_008_edited.swc,0.8570603132247925,1,1,1,1,9,13829,1208,766,11854,1208,766,11854,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202680_011_edited.swc,0.908245325088501,1,1,1,1,7,12491,1402,1027,10061,1402,1027,10061,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202680_012_edited.swc,0.08658722788095474,0,0,0,0,5,99876,1,4121,95753,0,4122,95753,1.0,0.6666,1.0,0.9999,0.0,1.0
hpf_ca1__202680_025_edited.swc,0.9126211404800415,1,1,1,1,9,43293,0,1638,41654,3513,1638,38141,0.9189,0.978,0.956,1.0,,1.0
hpf_ca1__202680_029_edited.swc,0.8987767100334167,1,1,1,1,7,59133,2547,1294,55291,2547,1294,55291,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202680_033_edited.swc,0.8991619944572449,1,1,1,1,6,13931,1507,937,11486,1507,937,11486,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202681_001_edited.swc,0.22297745943069458,0,0,0,2,6,76346,2126,1350,72869,0,3476,72869,0.9722,0.5198,1.0,0.5595,0.0,1.0
hpf_ca1__202681_006_edited.swc,0.9119583368301392,1,1,1,1,14,19884,1551,997,17335,1551,997,17335,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202681_016_edited.swc,0.9111011028289795,1,1,1,1,12,16928,2065,966,13896,2065,966,13896,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202681_019_edited.swc,0.900971531867981,1,1,1,1,11,17601,1711,922,14967,1711,922,14967,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202682_001_edited.swc,0.9113032221794128,1,1,1,1,10,30996,2260,2457,26278,2260,2457,26278,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202682_003_edited.swc,0.9111926555633545,1,1,1,1,9,20943,1748,1182,18012,1748,1182,18012,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202682_004_edited.swc,0.5722855925559998,1,1,1,1,5,56403,0,3683,52719,1129,2554,52719,0.98,0.9095,1.0,0.819,,1.0
hpf_ca1__202682_013_edited.swc,0.9060075879096985,1,1,1,1,7,15010,1699,757,12553,1699,757,12553,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202682_016_edited.swc,0.6025851964950562,1,1,1,1,1,37617,2276,1752,33588,0,4028,33588,0.9395,0.5354,1.0,0.6062,0.0,1.0
hpf_ca1__202682_017_edited.swc,0.9086062908172607,1,1,1,1,6,16363,2239,1185,12938,2239,1185,12938,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202682_018_edited.swc,0.8368943929672241,1,1,1,2,8,18449,1693,870,15885,0,2563,15885,0.9082,0.5023,1.0,0.5068,0.0,1.0
hpf_ca1__202682_019_edited.swc,0.9045189023017883,1,1,1,1,4,13959,1246,1086,11626,1246,1086,11626,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202803_003_edited.swc,0.9061573147773743,1,1,1,1,6,64318,2145,971,61201,2145,971,61201,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202803_016_edited.swc,0.8666822910308838,1,1,1,2,10,7705,1609,1128,4967,1609,1128,4967,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202807_010_edited.swc,0.7664337158203125,1,1,1,1,6,34820,0,3392,31427,1328,2064,31427,0.9619,0.8783,1.0,0.7566,,1.0
hpf_ca1__202807_022_edited.swc,0.9051800966262817,1,1,1,1,8,75846,2247,1240,72358,2247,1240,72358,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202807_023_edited.swc,0.9040242433547974,1,1,1,1,10,78799,2432,1548,74818,2432,1548,74818,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202807_024_edited.swc,0.8965529799461365,1,1,1,1,7,93441,2420,1569,89451,2420,1569,89451,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202807_027_edited.swc,0.9128303527832031,1,1,1,1,10,100541,3051,2231,95258,3051,2231,95258,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202807_028_edited.swc,0.05707823857665062,0,0,0,0,4,38279,0,1818,36460,0,1818,36460,1.0,1.0,1.0,1.0,,1.0
hpf_ca1__202809_002_edited.swc,0.8024613857269287,1,1,1,1,3,27560,1385,833,25341,0,2218,25341,0.9497,0.5154,1.0,0.5461,0.0,1.0
hpf_ca1__202809_006_edited.swc,0.9102030992507935,1,1,1,1,5,21140,1560,624,18955,1560,624,18955,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202809_017_edited.swc,0.9135493040084839,1,1,1,1,8,20690,2395,1415,16879,2395,1415,16879,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202829_023_edited.swc,0.910038948059082,1,1,1,1,7,8388,1496,1069,5822,1496,1069,5822,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202829_026_edited.swc,0.9095726609230042,1,1,1,1,4,16145,2217,1046,12881,2217,1046,12881,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202829_049_edited.swc,0.9066907167434692,1,1,1,1,9,46877,2506,2316,42054,2506,2316,42054,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202829_064_edited.swc,0.9106502532958984,1,1,1,1,7,10548,1831,1006,7710,1831,1006,7710,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202829_067_edited.swc,0.5910295248031616,1,1,2,2,6,119051,0,3552,115498,1158,2394,115498,0.9903,0.9026,1.0,0.8052,,1.0
hpf_ca1__202829_068_edited.swc,0.9027770757675171,1,1,1,1,6,40896,1685,1252,37958,1685,1252,37958,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202829_084_edited.swc,0.9127501845359802,1,1,1,1,9,12103,1823,1255,9024,1823,1255,9024,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202829_085_edited.swc,0.08732960373163223,0,0,0,0,7,53935,0,2429,51505,0,2429,51505,1.0,1.0,1.0,1.0,,1.0
hpf_ca1__202829_091_edited.swc,0.8995093107223511,1,1,1,1,6,20396,1955,1648,16792,1955,1648,16792,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202829_094_edited.swc,0.9107766151428223,1,1,1,1,8,20062,1726,1263,17072,1726,1263,17072,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202829_095_edited.swc,0.8647447824478149,1,1,1,1,4,8287,1378,922,5986,1378,922,5986,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202829_098_edited.swc,0.9018698930740356,1,1,1,1,4,13483,2050,972,10460,2050,972,10460,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202829_099_edited.swc,0.9068317413330078,1,1,1,1,5,12775,1499,932,10343,1499,932,10343,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__202829_115_edited.swc,0.21407848596572876,0,0,0,1,5,12197,0,2468,9728,0,2468,9728,1.0,1.0,1.0,1.0,,1.0
hpf_ca1__202831_005_edited.swc,0.1239166334271431,0,0,0,0,6,54898,0,2948,51949,0,2948,51949,1.0,1.0,1.0,1.0,,1.0
hpf_ca1__210009_021_edited.swc,0.9052304029464722,1,1,1,1,5,19813,2223,968,16621,2223,968,16621,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__210009_025_edited.swc,0.823165237903595,1,1,1,1,3,31946,2445,717,28783,2445,717,28783,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__210013_011_edited.swc,0.9103408455848694,1,1,1,1,6,28886,2422,1299,25164,2422,1299,25164,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__210013_012_edited.swc,0.6445630788803101,1,1,1,1,4,53363,0,2639,50723,1520,1119,50723,0.9715,0.7978,1.0,0.5955,,1.0
hpf_ca1__210013_013_edited.swc,0.8752492070198059,1,1,1,1,3,53050,2551,71,50427,2551,192,50306,0.9977,0.8462,0.9988,0.5399,1.0,1.0
hpf_ca1__210013_014_edited.swc,0.8519926071166992,1,1,1,1,8,16151,2408,2062,11680,2408,2062,11680,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__210014_035_edited.swc,0.898047149181366,1,1,1,1,5,22812,1628,1084,20099,1628,1084,20099,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__210014_044_edited.swc,0.84617018699646,1,1,1,1,1,15694,2124,1037,12532,3161,0,12532,0.9339,0.6013,1.0,0.0,0.8038,1.0
hpf_ca1__210014_048_edited.swc,0.8977166414260864,1,1,1,1,5,40721,1981,1425,37314,1981,1425,37314,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__210014_049_edited.swc,0.9111630916595459,1,1,1,1,7,48499,1857,1486,45155,1857,1486,45155,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__210014_050_edited.swc,0.9126269817352295,1,1,1,1,11,25357,1861,977,22518,1861,977,22518,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__210014_055_edited.swc,0.8346319198608398,1,1,1,1,7,39205,1771,891,36542,1771,891,36542,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__210014_070_edited.swc,0.8644825220108032,1,1,1,1,3,12944,1590,788,10565,1590,788,10565,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__210014_071_edited.swc,0.860177755355835,1,1,1,1,3,24561,1986,1035,21539,1986,1035,21539,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__210014_073_edited.swc,0.9072448015213013,1,1,1,1,6,14543,2384,829,11329,2384,829,11329,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__210014_074_edited.swc,0.9136795401573181,1,1,1,1,7,26033,1583,1114,23335,1583,1114,23335,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__210014_079_edited.swc,0.90864098072052,1,1,1,1,5,24852,2227,1167,21457,2227,1167,21457,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__210107_011_edited.swc,0.0878266766667366,0,0,0,0,4,57408,0,1794,55613,0,1794,55613,1.0,1.0,1.0,1.0,,1.0
hpf_ca1__210107_013_edited.swc,0.8977987766265869,1,1,1,1,6,14597,1472,1086,12038,1472,1086,12038,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__210107_018_edited.swc,0.9119593501091003,1,1,1,1,8,19372,2351,1178,15842,2351,1178,15842,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__210107_021_edited.swc,0.914082407951355,1,1,1,1,10,23595,2006,1184,20404,2006,1184,20404,1.0,1.0,1.0,1.0,1.0,1.0
hpf_ca1__210107_025_edited.swc,0.9106130003929138,1,1,1,1,6,15162,1762,1069,12330,1762,1069,12330,1.0,1.0,1.0,1.0,1.0,1.0
