hidden,n_layers,dropout,n_params,fold,best_epoch,branch_macro_f1,branch_apical_f1,branch_basal_f1,cell_mean_macro_f1
32,2,0.2,5442,0,32,0.9572980707521646,0.9557956314572816,0.9588005100470475,0.8527738438985243
32,2,0.2,5442,1,19,0.9613536927405463,0.96149169031212,0.9612156951689725,0.8689503736904085
32,2,0.2,5442,2,32,0.9535297136865986,0.9531829860119897,0.9538764413612074,0.8449516089586607
