file,xmodel_neurom_rf_s1_axon_frac,xmodel_neurom_rf_s1_basal_frac,xmodel_neurom_rf_s1_apical_frac,xmodel_neurom_rf_s1_class_count,xmodel_neurom_rf_s1_v12_l1_frac_delta,xmodel_neurom_rf_s1_v12_apical_frac_delta,xmodel_neurom_rf_s1_v12_apical_zero_mismatch,xmodel_neurom_rf_s1_v12_axon_zero_mismatch,xmodel_neurom_rf_pyr_axon_frac,xmodel_neurom_rf_pyr_basal_frac,xmodel_neurom_rf_pyr_apical_frac,xmodel_neurom_rf_pyr_class_count,xmodel_neurom_rf_pyr_v12_l1_frac_delta,xmodel_neurom_rf_pyr_v12_apical_frac_delta,xmodel_neurom_rf_pyr_v12_apical_zero_mismatch,xmodel_neurom_rf_pyr_v12_axon_zero_mismatch,xmodel_lmeasure_rf_s1_axon_frac,xmodel_lmeasure_rf_s1_basal_frac,xmodel_lmeasure_rf_s1_apical_frac,xmodel_lmeasure_rf_s1_class_count,xmodel_lmeasure_rf_s1_v12_l1_frac_delta,xmodel_lmeasure_rf_s1_v12_apical_frac_delta,xmodel_lmeasure_rf_s1_v12_apical_zero_mismatch,xmodel_lmeasure_rf_s1_v12_axon_zero_mismatch,xmodel_lmeasure_rf_pyr_axon_frac,xmodel_lmeasure_rf_pyr_basal_frac,xmodel_lmeasure_rf_pyr_apical_frac,xmodel_lmeasure_rf_pyr_class_count,xmodel_lmeasure_rf_pyr_v12_l1_frac_delta,xmodel_lmeasure_rf_pyr_v12_apical_frac_delta,xmodel_lmeasure_rf_pyr_v12_apical_zero_mismatch,xmodel_lmeasure_rf_pyr_v12_axon_zero_mismatch,xmodel_sholl_rf_s1_axon_frac,xmodel_sholl_rf_s1_basal_frac,xmodel_sholl_rf_s1_apical_frac,xmodel_sholl_rf_s1_class_count,xmodel_sholl_rf_s1_v12_l1_frac_delta,xmodel_sholl_rf_s1_v12_apical_frac_delta,xmodel_sholl_rf_s1_v12_apical_zero_mismatch,xmodel_sholl_rf_s1_v12_axon_zero_mismatch,xmodel_sholl_rf_pyr_axon_frac,xmodel_sholl_rf_pyr_basal_frac,xmodel_sholl_rf_pyr_apical_frac,xmodel_sholl_rf_pyr_class_count,xmodel_sholl_rf_pyr_v12_l1_frac_delta,xmodel_sholl_rf_pyr_v12_apical_frac_delta,xmodel_sholl_rf_pyr_v12_apical_zero_mismatch,xmodel_sholl_rf_pyr_v12_axon_zero_mismatch,xmodel_sholl_mlp_s1_axon_frac,xmodel_sholl_mlp_s1_basal_frac,xmodel_sholl_mlp_s1_apical_frac,xmodel_sholl_mlp_s1_class_count,xmodel_sholl_mlp_s1_v12_l1_frac_delta,xmodel_sholl_mlp_s1_v12_apical_frac_delta,xmodel_sholl_mlp_s1_v12_apical_zero_mismatch,xmodel_sholl_mlp_s1_v12_axon_zero_mismatch,xmodel_sholl_mlp_pyr_axon_frac,xmodel_sholl_mlp_pyr_basal_frac,xmodel_sholl_mlp_pyr_apical_frac,xmodel_sholl_mlp_pyr_class_count,xmodel_sholl_mlp_pyr_v12_l1_frac_delta,xmodel_sholl_mlp_pyr_v12_apical_frac_delta,xmodel_sholl_mlp_pyr_v12_apical_zero_mismatch,xmodel_sholl_mlp_pyr_v12_axon_zero_mismatch,xmodel_s1_l1_mean,xmodel_s1_l1_max,xmodel_s1_l1_std,xmodel_s1_apical_delta_mean,xmodel_s1_apical_delta_max,xmodel_s1_apical_delta_std,xmodel_s1_apical_present_mean,xmodel_s1_apical_present_max,xmodel_s1_apical_present_std,xmodel_s1_axon_present_mean,xmodel_s1_axon_present_max,xmodel_s1_axon_present_std,xmodel_s1_class_count_mean,xmodel_s1_class_count_max,xmodel_s1_class_count_std,xmodel_s1_apical_present_vote_frac,xmodel_s1_axon_present_vote_frac,xmodel_s1_apical_presence_disagreement,xmodel_s1_axon_presence_disagreement,xmodel_pyr_l1_mean,xmodel_pyr_l1_max,xmodel_pyr_l1_std,xmodel_pyr_apical_delta_mean,xmodel_pyr_apical_delta_max,xmodel_pyr_apical_delta_std,xmodel_pyr_apical_present_mean,xmodel_pyr_apical_present_max,xmodel_pyr_apical_present_std,xmodel_pyr_axon_present_mean,xmodel_pyr_axon_present_max,xmodel_pyr_axon_present_std,xmodel_pyr_class_count_mean,xmodel_pyr_class_count_max,xmodel_pyr_class_count_std,xmodel_pyr_apical_present_vote_frac,xmodel_pyr_axon_present_vote_frac,xmodel_pyr_apical_presence_disagreement,xmodel_pyr_axon_presence_disagreement,xmodel_stage1_pred_is_pyramidal,xmodel_v12_apical_frac,xmodel_v12_axon_frac,xmodel_v12_basal_frac
neuromorpho__10month-Arctic-C5aR1-KO-52280-LR-2_1.swc,0.0,0.22195121951219512,0.7780487804878049,2.0,0.4439024390243902,0.2219512195121951,0.0,0.0,0.0,0.22195121951219512,0.7780487804878049,2.0,0.4439024390243902,0.2219512195121951,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.11097560975609755,0.4439024390243902,0.19221539449849734,0.055487804878048774,0.2219512195121951,0.09610769724924867,1.0,1.0,0.0,0.0,0.0,0.0,1.25,2.0,0.4330127018922193,1.0,0.0,0.0,0.0,0.11097560975609755,0.4439024390243902,0.19221539449849734,0.055487804878048774,0.2219512195121951,0.09610769724924867,1.0,1.0,0.0,0.0,0.0,0.0,1.25,2.0,0.4330127018922193,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
neuromorpho__10month-Arctic-C5aR1-KO-52280-R_2.swc,0.0,0.163003663003663,0.836996336996337,2.0,0.32600732600732596,0.16300366300366298,0.0,0.0,0.0,0.163003663003663,0.836996336996337,2.0,0.32600732600732596,0.16300366300366298,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0815018315018314,2.0,0.9257018864682063,0.5407509157509157,1.0,0.46285094323410314,0.5,1.0,0.5,0.0,0.0,0.0,1.25,2.0,0.4330127018922193,0.5,0.0,1.0,0.0,1.0815018315018314,2.0,0.9257018864682063,0.5407509157509157,1.0,0.46285094323410314,0.5,1.0,0.5,0.0,0.0,0.0,1.25,2.0,0.4330127018922193,0.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0
neuromorpho__10month-C5aR1-KO-52280-N_1.swc,0.0,0.004132231404958678,0.9958677685950413,2.0,0.008264462809917342,0.004132231404958664,0.0,0.0,0.0,0.004132231404958678,0.9958677685950413,2.0,0.008264462809917342,0.004132231404958664,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0020661157024793354,0.008264462809917342,0.0035786173710100713,0.001033057851239666,0.004132231404958664,0.0017893086855050326,1.0,1.0,0.0,0.0,0.0,0.0,1.25,2.0,0.4330127018922193,1.0,0.0,0.0,0.0,0.0020661157024793354,0.008264462809917342,0.0035786173710100713,0.001033057851239666,0.004132231404958664,0.0017893086855050326,1.0,1.0,0.0,0.0,0.0,0.0,1.25,2.0,0.4330127018922193,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
neuromorpho__10month-wt-44-LL_3.swc,0.0,0.2989556135770235,0.7010443864229765,2.0,0.597911227154047,0.2989556135770235,0.0,0.0,0.0,0.2989556135770235,0.7010443864229765,2.0,0.597911227154047,0.2989556135770235,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.14947780678851175,0.597911227154047,0.2589031559616664,0.07473890339425587,0.2989556135770235,0.1294515779808332,1.0,1.0,0.0,0.0,0.0,0.0,1.25,2.0,0.4330127018922193,1.0,0.0,0.0,0.0,0.14947780678851175,0.597911227154047,0.2589031559616664,0.07473890339425587,0.2989556135770235,0.1294515779808332,1.0,1.0,0.0,0.0,0.0,0.0,1.25,2.0,0.4330127018922193,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
neuromorpho__10month-wt-8_1.swc,0.0,0.2702702702702703,0.7297297297297297,2.0,0.5405405405405406,0.2702702702702703,0.0,0.0,0.0,0.2702702702702703,0.7297297297297297,2.0,0.5405405405405406,0.2702702702702703,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.13513513513513514,0.5405405405405406,0.2340609199417402,0.06756756756756757,0.2702702702702703,0.1170304599708701,1.0,1.0,0.0,0.0,0.0,0.0,1.25,2.0,0.4330127018922193,1.0,0.0,0.0,0.0,0.13513513513513514,0.5405405405405406,0.2340609199417402,0.06756756756756757,0.2702702702702703,0.1170304599708701,1.0,1.0,0.0,0.0,0.0,0.0,1.25,2.0,0.4330127018922193,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
neuromorpho__10n08c3.swc,0.0,0.722488038277512,0.27751196172248804,2.0,0.37559808612440193,0.07177033492822965,0.0,1.0,0.0,0.722488038277512,0.27751196172248804,2.0,0.37559808612440193,0.07177033492822965,0.0,1.0,0.0,1.0,0.0,1.0,0.930622009569378,0.3492822966507177,1.0,1.0,0.0,1.0,0.0,1.0,0.930622009569378,0.3492822966507177,1.0,1.0,0.0,0.6507177033492823,0.3492822966507177,2.0,0.23205741626794255,0.0,0.0,1.0,0.0,0.6507177033492823,0.3492822966507177,2.0,0.23205741626794255,0.0,0.0,1.0,0.0,0.6507177033492823,0.3492822966507177,2.0,0.23205741626794255,0.0,0.0,1.0,0.0,0.6507177033492823,0.3492822966507177,2.0,0.23205741626794255,0.0,0.0,1.0,0.44258373205741625,0.930622009569378,0.28779814816885296,0.10526315789473684,0.3492822966507177,0.14389907408442645,0.75,1.0,0.4330127018922193,0.0,0.0,0.0,1.75,2.0,0.4330127018922193,0.75,0.0,1.0,0.0,0.44258373205741625,0.930622009569378,0.28779814816885296,0.10526315789473684,0.3492822966507177,0.14389907408442645,0.75,1.0,0.4330127018922193,0.0,0.0,0.0,1.75,2.0,0.4330127018922193,0.75,0.0,1.0,0.0,1.0,0.3492822966507177,0.11602870813397129,0.534688995215311
neuromorpho__1103-1-Sec3-BSL1.swc,0.0,0.7735042735042735,0.2264957264957265,2.0,0.7838827838827839,0.10317460317460317,0.0,1.0,0.0,0.7735042735042735,0.2264957264957265,2.0,0.7838827838827839,0.10317460317460317,0.0,1.0,0.0,1.0,0.0,1.0,1.236874236874237,0.32967032967032966,1.0,1.0,0.0,1.0,0.0,1.0,1.236874236874237,0.32967032967032966,1.0,1.0,0.0,1.0,0.0,1.0,1.236874236874237,0.32967032967032966,1.0,1.0,0.0,1.0,0.0,1.0,1.236874236874237,0.32967032967032966,1.0,1.0,0.0,0.6703296703296703,0.32967032967032966,2.0,0.5775335775335775,0.0,0.0,1.0,0.0,0.6703296703296703,0.32967032967032966,2.0,0.5775335775335775,0.0,0.0,1.0,0.9587912087912087,1.236874236874237,0.28749377363335127,0.19062881562881562,0.32967032967032966,0.1437468868166756,0.5,1.0,0.5,0.0,0.0,0.0,1.5,2.0,0.5,0.5,0.0,1.0,0.0,0.9587912087912087,1.236874236874237,0.28749377363335127,0.19062881562881562,0.32967032967032966,0.1437468868166756,0.5,1.0,0.5,0.0,0.0,0.0,1.5,2.0,0.5,0.5,0.0,1.0,0.0,1.0,0.32967032967032966,0.28876678876678874,0.38156288156288154
neuromorpho__1104-2-Sec2-BSL1.swc,0.0,0.8810520023909145,0.11894799760908548,2.0,0.5594739988045427,0.11894799760908548,1.0,1.0,0.0,0.8810520023909145,0.11894799760908548,2.0,0.5594739988045427,0.11894799760908548,1.0,1.0,0.0,1.0,0.0,1.0,0.5594739988045427,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5594739988045427,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5594739988045427,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5594739988045427,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5594739988045427,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5594739988045427,0.0,0.0,1.0,0.5594739988045427,0.5594739988045427,0.0,0.02973699940227137,0.11894799760908548,0.05150599382937934,0.25,1.0,0.4330127018922193,0.0,0.0,0.0,1.25,2.0,0.4330127018922193,0.25,0.0,1.0,0.0,0.5594739988045427,0.5594739988045427,0.0,0.02973699940227137,0.11894799760908548,0.05150599382937934,0.25,1.0,0.4330127018922193,0.0,0.0,0.0,1.25,2.0,0.4330127018922193,0.25,0.0,1.0,0.0,1.0,0.0,0.27973699940227137,0.7202630005977286
neuromorpho__1104-2-Sec3-BSL2.swc,0.0,0.6461361897475134,0.3538638102524866,2.0,0.11094108645753643,0.0485845447589901,0.0,1.0,0.0,0.6461361897475134,0.3538638102524866,2.0,0.11094108645753643,0.0485845447589901,0.0,1.0,0.0,0.5975516449885233,0.4024483550114767,2.0,0.013771996939556226,0.0,0.0,1.0,0.0,0.5975516449885233,0.4024483550114767,2.0,0.013771996939556226,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.8186687069625096,0.4024483550114767,1.0,1.0,0.0,1.0,0.0,1.0,0.8186687069625096,0.4024483550114767,1.0,1.0,0.0,1.0,0.0,1.0,0.8186687069625096,0.4024483550114767,1.0,1.0,0.0,1.0,0.0,1.0,0.8186687069625096,0.4024483550114767,1.0,1.0,0.44051262433052796,0.8186687069625096,0.3797133811525284,0.21337031369548587,0.4024483550114767,0.1898566905762642,0.5,1.0,0.5,0.0,0.0,0.0,1.5,2.0,0.5,0.5,0.0,1.0,0.0,0.44051262433052796,0.8186687069625096,0.3797133811525284,0.21337031369548587,0.4024483550114767,0.1898566905762642,0.5,1.0,0.5,0.0,0.0,0.0,1.5,2.0,0.5,0.5,0.0,1.0,0.0,1.0,0.4024483550114767,0.006885998469778117,0.5906656465187452
neuromorpho__110412-s3-2.swc,0.42160889832464116,0.5783911016753588,0.0,2.0,1.1368440485530993,0.0,0.0,0.0,0.227304195320072,0.26602667651266904,0.506669128167259,3.0,1.5254534545622374,0.506669128167259,1.0,0.0,0.9900309226011907,0.00996907739880925,0.0,2.0,0.0,0.0,0.0,0.0,0.9900309226011907,0.00996907739880925,0.0,2.0,0.0,0.0,0.0,0.0,0.9900309226011907,0.00996907739880925,0.0,2.0,0.0,0.0,0.0,0.0,0.9900309226011907,0.00996907739880925,0.0,2.0,0.0,0.0,0.0,0.0,0.9900309226011907,0.00996907739880925,0.0,2.0,0.0,0.0,0.0,0.0,0.9900309226011907,0.00996907739880925,0.0,2.0,0.0,0.0,0.0,0.0,0.2842110121382748,1.1368440485530993,0.4922679130940669,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.38136336364055934,1.5254534545622374,0.6605407219708141,0.12666728204181474,0.506669128167259,0.21939416815307994,0.25,1.0,0.4330127018922193,1.0,1.0,0.0,2.25,3.0,0.4330127018922193,0.25,1.0,1.0,0.0,0.0,0.0,0.9900309226011907,0.00996907739880925
neuromorpho__110A_2_r_Ngr2KO_2.swc,0.0,0.19170984455958548,0.8082901554404145,2.0,0.0,0.0,0.0,0.0,0.0,0.19170984455958548,0.8082901554404145,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.616580310880829,0.8082901554404145,1.0,0.0,0.0,1.0,0.0,1.0,1.616580310880829,0.8082901554404145,1.0,0.0,0.0,1.0,0.0,1.0,1.616580310880829,0.8082901554404145,1.0,0.0,0.0,1.0,0.0,1.0,1.616580310880829,0.8082901554404145,1.0,0.0,0.0,1.0,0.0,1.0,1.616580310880829,0.8082901554404145,1.0,0.0,0.0,1.0,0.0,1.0,1.616580310880829,0.8082901554404145,1.0,0.0,1.2124352331606216,1.616580310880829,0.6999998082402716,0.6062176165803108,0.8082901554404145,0.3499999041201358,0.25,1.0,0.4330127018922193,0.0,0.0,0.0,1.25,2.0,0.4330127018922193,0.25,0.0,1.0,0.0,1.2124352331606216,1.616580310880829,0.6999998082402716,0.6062176165803108,0.8082901554404145,0.3499999041201358,0.25,1.0,0.4330127018922193,0.0,0.0,0.0,1.25,2.0,0.4330127018922193,0.25,0.0,1.0,0.0,1.0,0.8082901554404145,0.0,0.19170984455958548
neuromorpho__110A_2_r_Ngr2KO_6.swc,0.0,0.28169014084507044,0.7183098591549296,2.0,0.2816901408450704,0.028169014084507005,0.0,1.0,0.0,0.28169014084507044,0.7183098591549296,2.0,0.2816901408450704,0.028169014084507005,0.0,1.0,0.0,0.2535211267605634,0.7464788732394366,2.0,0.22535211267605632,0.0,0.0,1.0,0.0,0.2535211267605634,0.7464788732394366,2.0,0.22535211267605632,0.0,0.0,1.0,0.0,0.2535211267605634,0.7464788732394366,2.0,0.22535211267605632,0.0,0.0,1.0,0.0,0.2535211267605634,0.7464788732394366,2.0,0.22535211267605632,0.0,0.0,1.0,0.0,0.2535211267605634,0.7464788732394366,2.0,0.22535211267605632,0.0,0.0,1.0,0.0,0.2535211267605634,0.7464788732394366,2.0,0.22535211267605632,0.0,0.0,1.0,0.23943661971830982,0.2816901408450704,0.024395081796744742,0.007042253521126751,0.028169014084507005,0.01219754089837236,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.23943661971830982,0.2816901408450704,0.024395081796744742,0.007042253521126751,0.028169014084507005,0.01219754089837236,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7464788732394366,0.11267605633802817,0.14084507042253522
neuromorpho__110B_1_r_Ngr2KO_2.swc,0.0,0.3310810810810811,0.668918918918919,2.0,0.08108108108108109,0.04054054054054057,0.0,0.0,0.0,0.3310810810810811,0.668918918918919,2.0,0.08108108108108109,0.04054054054054057,0.0,0.0,0.0,0.3716216216216216,0.6283783783783784,2.0,0.0,0.0,0.0,0.0,0.0,0.3716216216216216,0.6283783783783784,2.0,0.0,0.0,0.0,0.0,0.0,0.3716216216216216,0.6283783783783784,2.0,0.0,0.0,0.0,0.0,0.0,0.3716216216216216,0.6283783783783784,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.2567567567567568,0.6283783783783784,1.0,0.0,0.0,1.0,0.0,1.0,1.2567567567567568,0.6283783783783784,1.0,0.0,0.3344594594594595,1.2567567567567568,0.5335164400642645,0.16722972972972974,0.6283783783783784,0.26675822003213223,0.75,1.0,0.4330127018922193,0.0,0.0,0.0,1.75,2.0,0.4330127018922193,0.75,0.0,1.0,0.0,0.3344594594594595,1.2567567567567568,0.5335164400642645,0.16722972972972974,0.6283783783783784,0.26675822003213223,0.75,1.0,0.4330127018922193,0.0,0.0,0.0,1.75,2.0,0.4330127018922193,0.75,0.0,1.0,0.0,1.0,0.6283783783783784,0.0,0.3716216216216216
neuromorpho__1115-07-19-R1.swc,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
neuromorpho__1115-07-23-L1.swc,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
neuromorpho__1116-3-Sec2-BSL2.swc,0.02433281004709576,0.8006279434850864,0.1750392464678179,3.0,0.5306122448979592,0.1750392464678179,1.0,0.0,0.02433281004709576,0.8006279434850864,0.1750392464678179,3.0,0.5306122448979592,0.1750392464678179,1.0,0.0,0.0,1.0,0.0,1.0,0.5792778649921506,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5792778649921506,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5792778649921506,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5792778649921506,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5792778649921506,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5792778649921506,0.0,0.0,1.0,0.5671114599686028,0.5792778649921506,0.0210728316462461,0.043759811616954476,0.1750392464678179,0.07579421705020793,0.25,1.0,0.4330127018922193,0.25,1.0,0.4330127018922193,1.5,3.0,0.8660254037844386,0.25,0.25,1.0,1.0,0.5671114599686028,0.5792778649921506,0.0210728316462461,0.043759811616954476,0.1750392464678179,0.07579421705020793,0.25,1.0,0.4330127018922193,0.25,1.0,0.4330127018922193,1.5,3.0,0.8660254037844386,0.25,0.25,1.0,1.0,1.0,0.0,0.28963893249607536,0.7103610675039247
neuromorpho__1117-1-Sec10-BSL2.swc,0.011394101876675604,0.6380697050938338,0.35053619302949063,3.0,0.4597855227882038,0.22989276139410192,0.0,1.0,0.011394101876675604,0.6380697050938338,0.35053619302949063,3.0,0.4597855227882038,0.22989276139410192,0.0,1.0,0.0,0.4195710455764075,0.5804289544235925,2.0,0.0,0.0,0.0,0.0,0.0,0.4195710455764075,0.5804289544235925,2.0,0.0,0.0,0.0,0.0,0.0,0.4195710455764075,0.5804289544235925,2.0,0.0,0.0,0.0,0.0,0.0,0.4195710455764075,0.5804289544235925,2.0,0.0,0.0,0.0,0.0,0.0,0.4195710455764075,0.5804289544235925,2.0,0.0,0.0,0.0,0.0,0.0,0.4195710455764075,0.5804289544235925,2.0,0.0,0.0,0.0,0.0,0.11494638069705095,0.4597855227882038,0.1990929715134467,0.05747319034852548,0.22989276139410192,0.09954648575672335,1.0,1.0,0.0,0.25,1.0,0.4330127018922193,2.25,3.0,0.4330127018922193,1.0,0.25,0.0,1.0,0.11494638069705095,0.4597855227882038,0.1990929715134467,0.05747319034852548,0.22989276139410192,0.09954648575672335,1.0,1.0,0.0,0.25,1.0,0.4330127018922193,2.25,3.0,0.4330127018922193,1.0,0.25,0.0,1.0,1.0,0.5804289544235925,0.0,0.4195710455764075
neuromorpho__111A_2_l_Ngr2KO_1.swc,0.0,0.291497975708502,0.708502024291498,2.0,0.0,0.0,0.0,0.0,0.0,0.291497975708502,0.708502024291498,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.417004048582996,0.708502024291498,1.0,0.0,0.0,1.0,0.0,1.0,1.417004048582996,0.708502024291498,1.0,0.0,0.0,0.291497975708502,0.708502024291498,2.0,0.0,0.0,0.0,0.0,0.0,0.291497975708502,0.708502024291498,2.0,0.0,0.0,0.0,0.0,0.0,0.291497975708502,0.708502024291498,2.0,0.0,0.0,0.0,0.0,0.0,0.291497975708502,0.708502024291498,2.0,0.0,0.0,0.0,0.0,0.354251012145749,1.417004048582996,0.6135807516691367,0.1771255060728745,0.708502024291498,0.30679037583456836,0.75,1.0,0.4330127018922193,0.0,0.0,0.0,1.75,2.0,0.4330127018922193,0.75,0.0,1.0,0.0,0.354251012145749,1.417004048582996,0.6135807516691367,0.1771255060728745,0.708502024291498,0.30679037583456836,0.75,1.0,0.4330127018922193,0.0,0.0,0.0,1.75,2.0,0.4330127018922193,0.75,0.0,1.0,0.0,1.0,0.708502024291498,0.0,0.291497975708502
neuromorpho__111A_2_l_Ngr2KO_2.swc,0.1620253164556962,0.8379746835443038,0.0,2.0,0.32405063291139236,0.0,0.0,1.0,0.0,0.43037974683544306,0.569620253164557,2.0,1.1392405063291138,0.569620253164557,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.08101265822784809,0.32405063291139236,0.14031804010684573,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.4330127018922193,1.25,2.0,0.4330127018922193,0.0,0.25,0.0,1.0,0.28481012658227844,1.1392405063291138,0.4933056097506296,0.14240506329113925,0.569620253164557,0.24665280487531485,0.25,1.0,0.4330127018922193,0.0,0.0,0.0,1.25,2.0,0.4330127018922193,0.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0
