method,n_seeds,seeds,accuracy_mean,accuracy_sd,accuracy_min,accuracy_max,neurite_macro_f1_mean,neurite_macro_f1_sd,neurite_macro_f1_min,neurite_macro_f1_max,axon_f1_mean,axon_f1_sd,axon_f1_min,axon_f1_max,basal_f1_mean,basal_f1_sd,basal_f1_min,basal_f1_max,apical_f1_mean,apical_f1_sd,apical_f1_min,apical_f1_max,per_cell_f1_mean_mean,per_cell_f1_mean_sd,per_cell_f1_mean_min,per_cell_f1_mean_max,per_cell_f1_p10_mean,per_cell_f1_p10_sd,per_cell_f1_p10_min,per_cell_f1_p10_max,per_cell_f1_p25_mean,per_cell_f1_p25_sd,per_cell_f1_p25_min,per_cell_f1_p25_max,per_cell_accuracy_mean_mean,per_cell_accuracy_mean_sd,per_cell_accuracy_mean_min,per_cell_accuracy_mean_max,per_cell_accuracy_p10_mean,per_cell_accuracy_p10_sd,per_cell_accuracy_p10_min,per_cell_accuracy_p10_max
v12_branch3_gt_celltype_lab_subset,3,"[42, 123, 789]",0.9923,0.001735,0.9904,0.9938,0.949567,0.007047,0.9421,0.9561,0.998367,0.000945,0.9973,0.9991,0.9281,0.014804,0.9135,0.9431,0.922167,0.005871,0.9154,0.9259,0.954385,0.004545,0.949781,0.958868,0.787713,0.060197,0.72383,0.84338,1.0,0.0,1.0,1.0,0.984025,0.003486,0.98033,0.987254,0.976692,0.001519,0.974994,0.977925
