file,cell_type_gt,n_nodes,seed_used,held_out_F1,acc,axon_F1,basal_F1,apical_F1,stage1_pred,stage1_conf,stage1_correct,n_components,soma_z,apical_mean_z,apical_above_soma,apical_z_extent,axon_frac,apical_frac,basal_frac,pred_axon,pred_basal,pred_apical,elapsed_s,source
neuromorpho__S1_39.swc,pyramidal,363,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9965,True,1,0.00,,,0.00,0.000,0.000,0.997,0,362,0,0.64,neuromorpho
neuromorpho__S1_42.swc,pyramidal,602,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9956,True,1,0.00,,,0.00,0.000,0.000,0.998,0,601,0,0.62,neuromorpho
neuromorpho__S1_9.swc,pyramidal,276,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9959,True,1,0.00,,,0.00,0.000,0.000,0.996,0,275,0,0.68,neuromorpho
neuromorpho__S2979-x1-25.swc,interneuron,12792,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9975,True,1,0.00,,,0.00,0.872,0.000,0.127,11161,1630,0,1.36,neuromorpho
neuromorpho__S2999_RS-x1-25.swc,pyramidal,5201,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.8965,True,1,-0.00,-13.25,-13.25,165.81,0.342,0.365,0.293,1780,1524,1896,1.30,neuromorpho
neuromorpho__S2KO_12.swc,pyramidal,1075,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9913,True,1,0.00,,,0.00,0.000,0.000,0.999,0,1074,0,0.77,neuromorpho
neuromorpho__S2KO_17.swc,pyramidal,608,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9899,True,1,0.00,,,0.00,0.000,0.000,0.998,0,607,0,0.68,neuromorpho
neuromorpho__S2KO_18.swc,pyramidal,569,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9874,True,1,0.00,,,0.00,0.000,0.000,0.998,0,568,0,0.61,neuromorpho
neuromorpho__S2KO_19.swc,pyramidal,594,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9837,True,1,0.00,,,0.00,0.000,0.000,0.998,0,593,0,0.70,neuromorpho
neuromorpho__S2KO_2.swc,pyramidal,575,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9977,True,1,0.00,,,0.00,0.000,0.000,0.998,0,574,0,0.67,neuromorpho
neuromorpho__S2KO_20.swc,pyramidal,501,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9780,True,1,0.00,,,0.00,0.000,0.000,0.998,0,500,0,0.60,neuromorpho
neuromorpho__S2KO_23.swc,pyramidal,734,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9902,True,1,0.00,,,0.00,0.000,0.000,0.999,0,733,0,0.65,neuromorpho
neuromorpho__S2KO_28.swc,pyramidal,1802,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9939,True,1,0.00,,,0.00,0.000,0.000,0.999,0,1801,0,0.81,neuromorpho
neuromorpho__S2KO_9.swc,pyramidal,697,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9968,True,1,0.00,,,0.00,0.000,0.000,0.999,0,696,0,0.72,neuromorpho
neuromorpho__S2_13.swc,pyramidal,1953,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9850,True,1,0.00,,,0.00,0.000,0.000,0.999,0,1952,0,0.78,neuromorpho
neuromorpho__S2_15.swc,pyramidal,1760,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9924,True,1,0.00,,,0.00,0.000,0.000,0.999,0,1759,0,0.74,neuromorpho
neuromorpho__S2_19.swc,pyramidal,2793,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9902,True,1,0.00,,,0.00,0.000,0.000,1.000,0,2792,0,0.90,neuromorpho
neuromorpho__S2_2.swc,pyramidal,3160,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9427,True,1,0.00,,,0.00,0.000,0.000,1.000,0,3159,0,0.93,neuromorpho
neuromorpho__S2_22.swc,pyramidal,1575,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9495,True,1,0.00,,,0.00,0.000,0.000,0.999,0,1574,0,0.69,neuromorpho
neuromorpho__S2_7.swc,pyramidal,1655,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9887,True,1,0.00,,,0.00,0.000,0.000,0.999,0,1654,0,0.70,neuromorpho
neuromorpho__SDGA4_slide2_neuron2.swc,pyramidal,1214,v12_gentle_seed789,0.6331,0.9539,0.0000,0.8993,1.0000,pyramidal,0.9963,True,1,-6.23,-7.62,-1.40,78.65,0.034,0.747,0.218,15,291,907,0.67,neuromorpho
neuromorpho__SM080902A3-1.swc,interneuron,7647,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9975,True,1,0.00,,,0.00,0.859,0.000,0.141,6571,1075,0,0.85,neuromorpho
neuromorpho__SM080903A2.swc,interneuron,1939,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9955,True,1,0.00,,,0.00,0.794,0.000,0.206,1539,399,0,0.42,neuromorpho
neuromorpho__SST2A-GFP-SST-VGLUT2-cell-12.swc,interneuron,101,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.6475,True,1,0.00,,,0.00,0.000,0.000,0.990,0,100,0,0.23,neuromorpho
neuromorpho__SST2A-GFP-SST-VGLUT2-cell-15.swc,interneuron,57,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.7665,False,1,-0.04,,,0.00,0.000,0.000,0.982,0,56,0,0.47,neuromorpho
neuromorpho__STRESS-1-N2.swc,interneuron,337,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.9777,True,1,0.00,,,0.00,0.000,0.000,0.997,0,336,0,0.24,neuromorpho
neuromorpho__STRESS-1-N3_1.swc,interneuron,356,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.9931,True,1,0.00,,,0.00,0.000,0.000,0.997,0,355,0,0.24,neuromorpho
neuromorpho__STRESS-1-N6.swc,interneuron,263,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.8508,True,1,0.00,,,0.00,0.000,0.000,0.996,0,262,0,0.23,neuromorpho
neuromorpho__STRESS-2-N6.swc,interneuron,1430,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.9932,True,1,0.00,,,0.00,0.000,0.000,0.999,0,1429,0,0.31,neuromorpho
neuromorpho__STRESS-2-N7_1.swc,interneuron,544,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.9945,True,1,0.00,,,0.00,0.000,0.000,0.998,0,543,0,0.24,neuromorpho
neuromorpho__STRESS-3-N1.swc,interneuron,991,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.9913,True,1,0.00,,,0.00,0.000,0.000,0.999,0,990,0,0.25,neuromorpho
neuromorpho__STRESS-3-N2.swc,interneuron,911,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.9915,True,1,0.00,,,0.00,0.000,0.000,0.999,0,910,0,0.26,neuromorpho
neuromorpho__STRESS-3-N3.swc,interneuron,581,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.9875,True,1,0.00,,,0.00,0.000,0.000,0.998,0,580,0,0.26,neuromorpho
neuromorpho__STRESS-3-N4.swc,interneuron,1371,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.9957,True,1,0.00,,,0.00,0.000,0.000,0.999,0,1370,0,0.24,neuromorpho
neuromorpho__STRESS-3-N6.swc,interneuron,2825,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.9920,True,1,0.00,,,0.00,0.000,0.000,1.000,0,2824,0,0.36,neuromorpho
neuromorpho__STRESS-4-N5.swc,interneuron,989,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.9967,True,1,0.00,,,0.00,0.000,0.000,0.999,0,988,0,0.28,neuromorpho
neuromorpho__STRESS-5-N2.swc,interneuron,788,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.9946,True,1,0.00,,,0.00,0.000,0.000,0.999,0,787,0,0.24,neuromorpho
neuromorpho__STRESS-5-N4.swc,interneuron,559,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.9951,True,1,0.00,,,0.00,0.000,0.000,0.998,0,558,0,0.23,neuromorpho
neuromorpho__STRESS-5-N5.swc,interneuron,687,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.9965,True,1,0.00,,,0.00,0.000,0.000,0.999,0,686,0,0.24,neuromorpho
neuromorpho__STRESS-6-N1_1.swc,interneuron,935,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.9968,True,1,0.00,,,0.00,0.000,0.000,0.999,0,934,0,0.26,neuromorpho
neuromorpho__STRESS-6-N2_1.swc,interneuron,1958,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.9878,True,1,0.00,,,0.00,0.000,0.000,0.999,0,1957,0,0.30,neuromorpho
neuromorpho__STRESS-6-N4.swc,interneuron,1505,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.9940,True,1,0.00,,,0.00,0.000,0.000,0.999,0,1504,0,0.23,neuromorpho
neuromorpho__STRESS-7-N2.swc,interneuron,1257,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.9872,True,1,0.00,,,0.00,0.000,0.000,0.999,0,1256,0,0.25,neuromorpho
neuromorpho__SW150113-01RabiesPHALPFC_x772_y876_z296_10.swc,pyramidal,514,v12_gentle_seed789,0.8638,0.7607,,0.8638,,pyramidal,0.9943,True,1,0.00,,,0.00,0.000,0.000,0.998,123,390,0,0.79,neuromorpho
neuromorpho__SW150113-01RabiesPHALPFC_x772_y876_z296_7.swc,pyramidal,1274,v12_gentle_seed789,0.9953,0.9906,,0.9953,,pyramidal,0.9891,True,1,0.00,,,0.00,0.000,0.000,0.999,11,1261,1,1.49,neuromorpho
neuromorpho__Saline03_Neuron2_CA1_PN_F_Slide3_R1_C4.swc,pyramidal,594,v12_gentle_seed789,1.0000,1.0000,,,1.0000,pyramidal,0.9871,True,1,0.00,5.62,5.62,96.99,0.000,0.998,0.000,0,0,593,0.68,neuromorpho
neuromorpho__Sept12-IR1d-40x-low-MMcorrect-res.swc,pyramidal,4312,v12_gentle_seed789,1.0000,1.0000,,1.0000,1.0000,pyramidal,0.9693,True,1,0.00,8.43,8.43,88.94,0.000,0.585,0.415,0,1788,2523,1.03,neuromorpho
neuromorpho__Sept12-IR3f-40x-high-MM-correct-Res.swc,pyramidal,8759,v12_gentle_seed789,0.9991,0.9985,,0.9982,1.0000,pyramidal,0.9947,True,1,0.00,5.27,5.27,62.24,0.000,0.576,0.424,13,3700,5045,1.23,neuromorpho
neuromorpho__Sst-IRES-Cre_Ai14-262058-05-02-01_570687314_m.swc,interneuron,13768,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9986,True,1,0.00,,,0.00,0.808,0.000,0.192,11120,2647,0,1.24,neuromorpho
neuromorpho__Stroke-Feb23-IR1-3g-40x-low-res.swc,pyramidal,13390,v12_gentle_seed789,1.0000,1.0000,,1.0000,1.0000,pyramidal,0.9819,True,1,0.00,-8.36,-8.36,80.36,0.000,0.573,0.427,0,5723,7666,1.70,neuromorpho
neuromorpho__StrokeDec7IR2-2d.swc,pyramidal,1778,v12_gentle_seed789,1.0000,1.0000,,1.0000,1.0000,pyramidal,0.9834,True,1,0.00,-5.12,-5.12,43.79,0.000,0.627,0.373,0,663,1114,0.82,neuromorpho
neuromorpho__Strokefeb23IR3-3i40xlowres.swc,pyramidal,7429,v12_gentle_seed789,1.0000,1.0000,,1.0000,1.0000,pyramidal,0.6904,True,1,0.00,5.30,5.30,66.46,0.000,0.279,0.721,0,5353,2075,1.32,neuromorpho
neuromorpho__Strokefeb23IR3-3j40xlowres.swc,pyramidal,3639,v12_gentle_seed789,0.9940,0.9923,,0.9879,1.0000,pyramidal,0.9396,True,1,0.00,-2.57,-2.57,57.39,0.000,0.677,0.323,28,1146,2464,1.14,neuromorpho
neuromorpho__T118_NeuronC_40X_Tile_Trace_RK.swc,pyramidal,2752,v12_gentle_seed789,1.0000,1.0000,,1.0000,1.0000,pyramidal,0.9929,True,1,0.00,46.00,46.00,82.41,0.000,0.560,0.439,0,1209,1542,0.98,neuromorpho
neuromorpho__T34_NeuronC_40X_Tile_Trace_RK.swc,pyramidal,1546,v12_gentle_seed789,0.8903,0.8913,,0.7807,1.0000,pyramidal,0.9027,True,1,0.00,0.65,0.65,0.44,0.000,0.697,0.302,168,299,1078,1.02,neuromorpho
neuromorpho__T45_NeuronA_Tile_Trace_MK.swc,pyramidal,2532,v12_gentle_seed789,1.0000,1.0000,,1.0000,1.0000,pyramidal,0.9902,True,1,0.00,-0.34,-0.34,0.20,0.000,0.778,0.222,0,562,1969,0.93,neuromorpho
neuromorpho__T60_B_Trace_RK.swc,pyramidal,352,v12_gentle_seed789,0.9490,0.9574,,0.8980,1.0000,pyramidal,0.9954,True,1,0.00,0.75,0.75,0.04,0.000,0.767,0.230,15,66,270,0.73,neuromorpho
neuromorpho__T60_C_Trace_RK.swc,pyramidal,357,v12_gentle_seed789,1.0000,1.0000,,1.0000,1.0000,pyramidal,0.9899,True,1,0.00,1.50,1.50,2.62,0.000,0.739,0.258,0,92,264,0.76,neuromorpho
neuromorpho__T61_NeuronC_40X_Tile_Trace_MK.swc,pyramidal,2189,v12_gentle_seed789,0.8717,0.8278,,0.7434,1.0000,pyramidal,0.9809,True,1,0.00,0.43,0.43,11.56,0.000,0.578,0.422,377,546,1265,0.97,neuromorpho
neuromorpho__T77_NeuronC_40X_Tile_Trace_RK.swc,pyramidal,3006,v12_gentle_seed789,1.0000,1.0000,,1.0000,1.0000,pyramidal,0.9644,True,1,0.00,0.00,0.00,0.00,0.000,0.375,0.625,0,1878,1127,1.62,neuromorpho
neuromorpho__T83_A_Trace_RK.swc,pyramidal,542,v12_gentle_seed789,0.9786,0.9631,,0.9573,1.0000,pyramidal,0.9894,True,1,0.00,0.00,0.00,0.00,0.000,0.548,0.450,20,224,297,0.83,neuromorpho
neuromorpho__T97_40X_NeuronC_Tile_Trace_MK.swc,pyramidal,2872,v12_gentle_seed789,0.5000,0.8806,,1.0000,0.0000,pyramidal,0.9845,True,1,0.00,0.02,0.02,0.07,0.000,0.119,0.880,343,2528,0,1.23,neuromorpho
neuromorpho__TDI21301008-Cell21_L6_pia.swc,interneuron,22357,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9986,True,1,0.00,,,0.00,0.850,0.000,0.150,19007,3349,0,2.59,neuromorpho
neuromorpho__TDI21301008_cell19_pia_spine.swc,interneuron,12805,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9979,True,1,0.00,,,0.00,0.856,0.000,0.144,10966,1838,0,2.04,neuromorpho
neuromorpho__TDI21301009_Cell1_pia.swc,interneuron,40460,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9982,True,1,0.00,,,0.00,0.930,0.000,0.070,37645,2814,0,4.69,neuromorpho
neuromorpho__TDI21301009_cell5_L6_pia_WM.swc,interneuron,7179,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9986,True,1,0.00,,,0.00,0.900,0.000,0.100,6458,720,0,1.58,neuromorpho
neuromorpho__TDI21301012-cell4_pia.swc,interneuron,7437,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9981,True,1,0.00,,,0.00,0.879,0.000,0.120,6540,896,0,1.55,neuromorpho
neuromorpho__TDI21301012_Cell1_pia.swc,interneuron,23328,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9986,True,1,0.00,,,0.00,0.898,0.000,0.102,20945,2382,0,3.74,neuromorpho
neuromorpho__TDI21301012_Cell9_pia.swc,interneuron,9839,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9985,True,1,0.00,,,0.00,0.882,0.000,0.118,8678,1160,0,2.24,neuromorpho
neuromorpho__TDI21301012_cell5_spine_pia.swc,interneuron,10504,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9985,True,1,0.00,,,0.00,0.893,0.000,0.107,9378,1125,0,1.59,neuromorpho
neuromorpho__TDI21301012_cell6_spine_pia.swc,interneuron,10980,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9984,True,1,0.00,,,0.00,0.889,0.000,0.111,9756,1223,0,2.01,neuromorpho
neuromorpho__TDI21301014_Cell2_pia.swc,interneuron,21194,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9967,True,1,0.00,,,0.00,0.867,0.000,0.133,18369,2824,0,2.76,neuromorpho
neuromorpho__TDI21301015_Cell2_pia.swc,interneuron,21240,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9986,True,1,0.00,,,0.00,0.898,0.000,0.102,19064,2175,0,2.84,neuromorpho
neuromorpho__TDI21301017-Cell11_pia.swc,interneuron,14929,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9984,True,1,0.00,,,0.00,0.941,0.000,0.059,14047,881,0,3.73,neuromorpho
neuromorpho__TDI21301017_cell3_spines_pia.swc,interneuron,23426,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9901,True,1,0.00,,,0.00,0.915,0.000,0.085,21445,1980,0,3.89,neuromorpho
neuromorpho__TDI21301018_Cell3_spine_pia.swc,interneuron,8998,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9980,True,1,0.00,,,0.00,0.896,0.000,0.103,8066,931,0,2.09,neuromorpho
neuromorpho__TDI301020_cell2_spine_pia.swc,interneuron,13019,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9981,True,1,0.00,,,0.00,0.852,0.000,0.148,11091,1927,0,2.54,neuromorpho
neuromorpho__TM-02-23-17-m1A-R-253-quant.swc,interneuron,44375,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9989,True,1,0.00,,,0.00,0.912,0.000,0.087,40492,3882,0,2.64,neuromorpho
neuromorpho__TM-11-12-13-ER.swc,interneuron,20222,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9989,True,1,0.00,,,0.00,0.866,0.000,0.134,17513,2708,0,1.81,neuromorpho
neuromorpho__TM-12-11-14-ER.swc,interneuron,22786,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9989,True,1,0.00,,,0.00,0.908,0.000,0.092,20686,2099,0,4.59,neuromorpho
neuromorpho__TO34_LIII_mPFC_rat.swc,pyramidal,7323,v12_gentle_seed789,0.6495,0.9354,0.0000,0.9484,1.0000,pyramidal,0.9597,True,1,0.32,19.26,18.94,214.19,0.065,0.342,0.594,0,4820,2502,1.28,neuromorpho
neuromorpho__TT-01-08-14-1R.swc,interneuron,21664,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9990,True,1,0.00,,,0.00,0.897,0.000,0.103,19427,2236,0,2.73,neuromorpho
neuromorpho__TT-01-28-14-1R.swc,interneuron,14871,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9961,True,1,0.00,,,0.00,0.640,0.000,0.360,9512,5358,0,0.91,neuromorpho
neuromorpho__TT-02-28-14-2R.swc,interneuron,13977,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9991,True,1,0.00,,,0.00,0.855,0.000,0.145,11947,2029,0,1.34,neuromorpho
neuromorpho__TileScan-5_Merged_12N7-8162019_fcfc1a.swc,interneuron,3430,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.9847,True,1,0.00,,,0.00,0.000,0.000,1.000,0,3429,0,0.40,neuromorpho
neuromorpho__V1KO_1.swc,pyramidal,1152,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9921,True,1,0.00,,,0.00,0.000,0.000,0.999,0,1151,0,0.70,neuromorpho
neuromorpho__V1KO_2.swc,pyramidal,689,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9932,True,1,0.00,,,0.00,0.000,0.000,0.999,0,688,0,0.60,neuromorpho
neuromorpho__V1KO_24.swc,pyramidal,1808,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9881,True,1,0.00,,,0.00,0.000,0.000,0.999,0,1807,0,0.71,neuromorpho
neuromorpho__V1KO_3.swc,pyramidal,570,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.8809,True,1,0.00,,,0.00,0.000,0.000,0.998,0,569,0,0.56,neuromorpho
neuromorpho__V1KO_6.swc,pyramidal,627,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9773,True,1,0.00,,,0.00,0.000,0.000,0.998,0,626,0,0.62,neuromorpho
neuromorpho__V1_17.swc,pyramidal,1681,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9935,True,1,0.00,,,0.00,0.000,0.000,0.999,0,1680,0,0.75,neuromorpho
neuromorpho__V1_2.swc,pyramidal,1788,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9867,True,1,0.00,,,0.00,0.000,0.000,0.999,0,1787,0,0.76,neuromorpho
neuromorpho__V1_22.swc,pyramidal,1963,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9693,True,1,0.00,,,0.00,0.000,0.000,0.999,0,1962,0,0.75,neuromorpho
neuromorpho__V1_34.swc,pyramidal,425,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9880,True,1,0.00,,,0.00,0.000,0.000,0.998,0,424,0,0.57,neuromorpho
neuromorpho__V1_36.swc,pyramidal,1789,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9808,True,1,0.00,,,0.00,0.000,0.000,0.999,0,1788,0,0.79,neuromorpho
neuromorpho__V1_41.swc,pyramidal,652,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9417,True,1,0.00,,,0.00,0.000,0.000,0.998,0,651,0,0.65,neuromorpho
neuromorpho__V1_42.swc,pyramidal,383,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9949,True,1,0.00,,,0.00,0.000,0.000,0.997,0,382,0,0.64,neuromorpho
neuromorpho__V1_9.swc,pyramidal,2079,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9950,True,1,0.00,,,0.00,0.000,0.000,1.000,0,2078,0,0.88,neuromorpho
neuromorpho__V2KO_2.swc,pyramidal,804,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9937,True,1,0.00,,,0.00,0.000,0.000,0.999,0,803,0,0.72,neuromorpho
neuromorpho__V2KO_21.swc,pyramidal,1013,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9966,True,1,0.00,,,0.00,0.000,0.000,0.999,0,1012,0,0.75,neuromorpho
neuromorpho__V2KO_27.swc,pyramidal,785,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9954,True,1,0.00,,,0.00,0.000,0.000,0.999,0,784,0,0.68,neuromorpho
neuromorpho__V2KO_31.swc,pyramidal,659,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9974,True,1,0.00,,,0.00,0.000,0.000,0.998,0,658,0,0.71,neuromorpho
neuromorpho__V2KO_38.swc,pyramidal,565,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9958,True,1,0.00,,,0.00,0.000,0.000,0.998,0,564,0,0.73,neuromorpho
neuromorpho__V2KO_5.swc,pyramidal,1024,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9967,True,1,0.00,,,0.00,0.000,0.000,0.999,0,1023,0,0.79,neuromorpho
neuromorpho__V2KO_8.swc,pyramidal,1027,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9925,True,1,0.00,,,0.00,0.000,0.000,0.999,0,1026,0,0.79,neuromorpho
neuromorpho__V2_1.swc,pyramidal,838,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9977,True,1,0.00,,,0.00,0.000,0.000,0.999,0,837,0,0.87,neuromorpho
neuromorpho__V2_24.swc,pyramidal,418,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9976,True,1,0.00,,,0.00,0.000,0.000,0.998,0,417,0,0.85,neuromorpho
neuromorpho__V2_34.swc,pyramidal,773,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9966,True,1,0.00,,,0.00,0.000,0.000,0.999,0,772,0,0.70,neuromorpho
neuromorpho__V2_44.swc,pyramidal,702,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9952,True,1,0.00,,,0.00,0.000,0.000,0.999,0,701,0,0.65,neuromorpho
neuromorpho__V2_49.swc,pyramidal,921,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9968,True,1,0.00,,,0.00,0.000,0.000,0.999,0,920,0,0.72,neuromorpho
neuromorpho__V2_54.swc,pyramidal,476,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9929,True,1,0.00,,,0.00,0.000,0.000,0.998,0,475,0,0.68,neuromorpho
neuromorpho__V2_6.swc,pyramidal,561,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9971,True,1,0.00,,,0.00,0.000,0.000,0.998,0,560,0,0.70,neuromorpho
neuromorpho__VS9-cobalt.swc,interneuron,327,v12_gentle_seed789,0.3670,0.5810,0.0000,0.7340,,interneuron,0.7855,True,1,14.08,,,0.00,0.263,0.000,0.734,51,275,0,0.44,neuromorpho
neuromorpho__Vert-01.swc,pyramidal,482,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9764,True,1,0.00,-6.61,-6.61,41.99,0.106,0.178,0.714,51,344,86,0.63,neuromorpho
neuromorpho__Vip-IRES-Cre_Ai14_IVSCC_-253382-05-01-01_556384349_m.swc,interneuron,5411,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9913,True,1,0.00,,,0.00,0.430,0.000,0.570,2326,3084,0,0.69,neuromorpho
neuromorpho__Vip-IRES-Cre_Ai14_IVSCC_-264875-06-01-01_653337413_m.swc,interneuron,5787,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9975,True,1,0.00,,,0.00,0.731,0.000,0.268,4233,1553,0,0.68,neuromorpho
neuromorpho__Vipr2-IRES2-Cre_Ai14-304184-04-01-01_601947998_m.swc,interneuron,23490,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9974,True,1,0.00,,,0.00,0.860,0.000,0.140,20210,3279,0,1.73,neuromorpho
neuromorpho__Vipr2-IRES2-Cre_Slc32a1-T2A-FlpO_Ai65-315069-05-01-01_638206442_m.swc,interneuron,10597,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9987,True,1,0.00,,,0.00,0.867,0.000,0.133,9183,1413,0,1.24,neuromorpho
