file,cell_type_gt,held_out_F1,in_bottom,n_categories,categories
neuromorpho__N053.swc,pyramidal,0.481,yes,2,APICAL_UNDERPREDICTED|BASAL_LOST
neuromorpho__02-10-14-B1.swc,interneuron,0.4811,yes,1,AXON_DENDRITE_CONFUSION
neuromorpho__C10-19.swc,pyramidal,0.4812,yes,3,APICAL_MISSED|APICAL_UNDERPREDICTED|TRUNCATED_APICAL
allen__H17.06.006.11.08.07_571709783.swc,interneuron,0.484,yes,1,AXON_DENDRITE_CONFUSION
neuromorpho__het_3-3.swc,pyramidal,0.4847,yes,1,BASAL_LOST
neuromorpho__236-2-64LS.swc,pyramidal,0.4855,yes,1,AXON_DENDRITE_CONFUSION
neuromorpho__241-2-7VN.swc,pyramidal,0.4855,yes,1,APICAL_UNDERPREDICTED
neuromorpho__dCH-cobalt.swc,interneuron,0.4868,yes,1,AXON_DENDRITE_CONFUSION
neuromorpho__dlc-000504-3-2-nrn-ns-120712-comb-transl-invX-scaled-straight.swc,interneuron,0.4894,yes,4,APICAL_MISSED|APICAL_UNDERPREDICTED|BASAL_LOST|TRUNCATED_APICAL
neuromorpho__Zs201222-01_medial_20x_onlydendrites.swc,interneuron,0.4923,yes,1,AXON_DENDRITE_CONFUSION
neuromorpho__VS9-cobalt.swc,interneuron,0.4925,yes,1,AXON_DENDRITE_CONFUSION
neuromorpho__25-02-15-C1.swc,interneuron,0.4928,yes,1,AXON_DENDRITE_CONFUSION
neuromorpho__20190625_sample_12.swc,interneuron,0.4937,yes,1,AXON_DENDRITE_CONFUSION
neuromorpho__jy190506_B_idC.swc,interneuron,0.4954,yes,1,AXON_DENDRITE_CONFUSION
neuromorpho__Cell-14_5.swc,pyramidal,0.4956,yes,1,BASAL_LOST
neuromorpho__1b_1.swc,pyramidal,0.4972,yes,2,AXON_DENDRITE_CONFUSION|STAGE1_PROPAGATION
hpf_ca1__202399_003_edited.swc,pyramidal,0.4979,yes,4,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED|BASAL_LOST
neuromorpho__N049.swc,pyramidal,0.498,yes,2,APICAL_UNDERPREDICTED|BASAL_LOST
neuromorpho__236-2-28LS.swc,pyramidal,0.498,yes,3,APICAL_OVERPREDICTED|APICAL_INVERTED|BASAL_LOST
neuromorpho__1116-1-Sec7-BSL1.swc,pyramidal,0.4991,yes,2,APICAL_MISSED|APICAL_UNDERPREDICTED
hpf_ca1__202682_015_edited.swc,pyramidal,0.5,yes,1,BASAL_LOST
neuromorpho__Neuron-1-E-and-I-synapses.swc,pyramidal,0.5,yes,3,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED
neuromorpho__Neuron-6-E-and-I-synapses.swc,pyramidal,0.5,yes,3,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED
neuromorpho__060315A_ECA.swc,pyramidal,0.5,yes,3,APICAL_MISSED|APICAL_UNDERPREDICTED|STAGE1_PROPAGATION
neuromorpho__Mouse_CA2_Ma_Cell_6.swc,pyramidal,0.5,yes,2,APICAL_INVERTED|BASAL_LOST
neuromorpho__n422.swc,pyramidal,0.5,yes,2,APICAL_MISSED|APICAL_UNDERPREDICTED
neuromorpho__n178.swc,pyramidal,0.5,yes,1,BASAL_LOST
hpf_ca1__202403_106_edited.swc,pyramidal,0.5,yes,1,AXON_DENDRITE_CONFUSION
neuromorpho__n180.swc,pyramidal,0.5,yes,2,APICAL_MISSED|APICAL_UNDERPREDICTED
hpf_ca1__202244_019_edited.swc,pyramidal,0.5,yes,2,APICAL_MISSED|APICAL_UNDERPREDICTED
hpf_ca1__202244_016_edited.swc,pyramidal,0.5,yes,2,APICAL_MISSED|APICAL_UNDERPREDICTED
neuromorpho__Mouse_CA2_Ma_Cell_9_Mc_Cell_4-2.swc,pyramidal,0.5,yes,4,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED|STAGE1_PROPAGATION
neuromorpho__T97_40X_NeuronC_Tile_Trace_MK.swc,pyramidal,0.5,yes,3,APICAL_MISSED|APICAL_UNDERPREDICTED|TRUNCATED_APICAL
neuromorpho__391-06.swc,pyramidal,0.5,yes,3,APICAL_MISSED|APICAL_UNDERPREDICTED|STAGE1_PROPAGATION
neuromorpho__Fig5a_4cell.swc,pyramidal,0.5,yes,2,APICAL_MISSED|APICAL_UNDERPREDICTED
neuromorpho__554-2-L3.swc,pyramidal,0.5,yes,2,APICAL_MISSED|APICAL_UNDERPREDICTED
neuromorpho__B535_NeuronC_100x_Tile_Trace_MK.swc,pyramidal,0.5,yes,2,APICAL_MISSED|APICAL_UNDERPREDICTED
neuromorpho__10409c3.swc,interneuron,0.5,yes,2,AXON_DENDRITE_CONFUSION|STAGE1_PROPAGATION
neuromorpho__Mouse-CA2-Mb-Pyramidal-Cell.swc,pyramidal,0.5,yes,1,BASAL_LOST
neuromorpho__1117-2-Sec6-LTL2.swc,pyramidal,0.5,yes,3,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED
neuromorpho__559-1-R4.swc,pyramidal,0.5,yes,3,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED
neuromorpho__B924_NeuronA_40X_Tile_Trace_RK.swc,pyramidal,0.5,yes,2,APICAL_MISSED|APICAL_UNDERPREDICTED
neuromorpho__1117-1-Sec5-BSL1.swc,pyramidal,0.5,yes,3,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED
neuromorpho__10316c4.swc,pyramidal,0.5,yes,2,APICAL_MISSED|APICAL_UNDERPREDICTED
neuromorpho__T72_NeuronB_Trace_MK.swc,pyramidal,0.5,yes,3,APICAL_MISSED|APICAL_UNDERPREDICTED|TRUNCATED_APICAL
neuromorpho__A937_NeuronC_40x_Tile_Trace_MK.swc,pyramidal,0.5,yes,2,APICAL_MISSED|APICAL_UNDERPREDICTED
neuromorpho__X046_S5_Z2.swc,pyramidal,0.5,yes,4,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED|TRUNCATED_APICAL
neuromorpho__X046_S1_Z2_C03.swc,pyramidal,0.5,yes,3,APICAL_MISSED|APICAL_UNDERPREDICTED|TRUNCATED_APICAL
neuromorpho__2-ENU2-treated-neuron1_2.swc,pyramidal,0.5,yes,4,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED|TRUNCATED_APICAL
neuromorpho__113C_2_L_WT_2.swc,pyramidal,0.5,yes,4,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED|TRUNCATED_APICAL
neuromorpho__LES6-mut-1195-neuron-2.swc,pyramidal,0.5,yes,2,APICAL_MISSED|APICAL_UNDERPREDICTED
neuromorpho__LES6-mut-1203-neuron-2.swc,pyramidal,0.5,yes,3,APICAL_MISSED|APICAL_UNDERPREDICTED|TRUNCATED_APICAL
neuromorpho__Cell6_Hippocampus_singlecell.swc,interneuron,0.5,yes,2,AXON_DENDRITE_CONFUSION|STAGE1_PROPAGATION
neuromorpho__ko20x-15.swc,pyramidal,0.5,yes,3,APICAL_MISSED|APICAL_UNDERPREDICTED|TRUNCATED_APICAL
neuromorpho__WT2-Neuron-10.swc,pyramidal,0.5,yes,3,APICAL_MISSED|APICAL_UNDERPREDICTED|TRUNCATED_APICAL
neuromorpho__1_49.swc,pyramidal,0.5,yes,2,APICAL_MISSED|APICAL_UNDERPREDICTED
neuromorpho__C1005-2KO-whole-6.swc,pyramidal,0.5,yes,2,APICAL_MISSED|APICAL_UNDERPREDICTED
neuromorpho__KO1-Neuron5.swc,pyramidal,0.5,yes,3,APICAL_MISSED|APICAL_UNDERPREDICTED|TRUNCATED_APICAL
neuromorpho__5_42.swc,pyramidal,0.5,yes,4,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED|TRUNCATED_APICAL
hpf_ca1__202682_018_edited.swc,pyramidal,0.5023,yes,2,APICAL_MISSED|APICAL_UNDERPREDICTED
neuromorpho__het_1_51.swc,pyramidal,0.505,yes,0,
neuromorpho__N040.swc,pyramidal,0.5075,yes,1,APICAL_UNDERPREDICTED
hpf_ca1__202237_042_edited.swc,pyramidal,0.5138,yes,3,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED
neuromorpho__Green_6weeks_Neuron2_addl.swc,pyramidal,0.5155,yes,0,
neuromorpho__C2_3.swc,pyramidal,0.5157,yes,1,AXON_DENDRITE_CONFUSION
neuromorpho__Mouse_CA2_Ma_Cell_7.swc,pyramidal,0.5158,yes,1,BASAL_LOST
hpf_ca1__202248_019_edited.swc,pyramidal,0.516,yes,3,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED
neuromorpho__3PO2_1.swc,pyramidal,0.517,yes,2,APICAL_MISSED|APICAL_UNDERPREDICTED
neuromorpho__HIP_CA1_KO_13.swc,pyramidal,0.5205,yes,0,
hpf_ca1__202396_173_edited.swc,pyramidal,0.5227,yes,3,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED
hpf_ca1__202829_110_edited.swc,pyramidal,0.5239,yes,2,APICAL_MISSED|APICAL_UNDERPREDICTED
hpf_ca1__202243_013_edited.swc,pyramidal,0.5241,yes,3,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED
hpf_ca1__202402_025_edited.swc,pyramidal,0.5245,yes,3,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED
neuromorpho__Anstoetz_Toolbox-IN2.swc,interneuron,0.5251,yes,2,AXON_DENDRITE_CONFUSION|BASAL_LOST
neuromorpho__N074.swc,pyramidal,0.5259,yes,2,APICAL_MISSED|APICAL_UNDERPREDICTED
neuromorpho__06050180003.swc,interneuron,0.5286,yes,1,STAGE1_PROPAGATION
allen__H17.06.004.11.05.04_569095789.swc,pyramidal,0.53,yes,3,APICAL_MISSED|APICAL_UNDERPREDICTED|STAGE1_PROPAGATION
hpf_ca1__202237_043_edited.swc,pyramidal,0.5307,yes,3,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED
neuromorpho__536_3_C8.swc,interneuron,0.5349,yes,2,AXON_DENDRITE_CONFUSION|BASAL_LOST
neuromorpho__Green_4weeks_Neuron1.swc,pyramidal,0.5376,yes,0,
neuromorpho__N003.swc,pyramidal,0.5414,yes,3,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED
hpf_ca1__202412_007_edited.swc,pyramidal,0.5419,yes,3,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED
hpf_ca1__202668_019_edited.swc,pyramidal,0.5424,yes,3,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED
neuromorpho__10o27c2.swc,pyramidal,0.543,yes,3,APICAL_MISSED|APICAL_UNDERPREDICTED|TRUNCATED_APICAL
hpf_ca1__210248_003_edited.swc,pyramidal,0.5437,yes,3,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED
hpf_ca1__210701_009_edited.swc,pyramidal,0.5468,yes,2,APICAL_INVERTED|BASAL_LOST
hpf_ca1__210109_008_edited.swc,pyramidal,0.5479,yes,3,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED
neuromorpho__Oi27rpy1-1.swc,pyramidal,0.5487,yes,4,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED|STAGE1_PROPAGATION
neuromorpho__3PO2_3.swc,pyramidal,0.549,yes,1,AXON_DENDRITE_CONFUSION
neuromorpho__KW20180701_Pair2_pre.swc,pyramidal,0.5502,yes,4,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED|STAGE1_PROPAGATION
hpf_ca1__202403_129_edited.swc,pyramidal,0.5512,yes,3,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED
hpf_ca1__202669_007_edited.swc,pyramidal,0.5513,yes,2,APICAL_MISSED|APICAL_UNDERPREDICTED
hpf_ca1__202461_009_edited.swc,pyramidal,0.5523,yes,2,APICAL_MISSED|APICAL_UNDERPREDICTED
hpf_ca1__202423_009_edited.swc,pyramidal,0.5549,yes,3,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED
neuromorpho__hippo-1159-3new.swc,pyramidal,0.5556,yes,0,
neuromorpho__WT2-Neuron1_a.swc,pyramidal,0.5556,yes,4,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED|TRUNCATED_APICAL
neuromorpho__Oi27rpy2-1.swc,pyramidal,0.5568,yes,2,APICAL_MISSED|APICAL_UNDERPREDICTED
hpf_ca1__202054_009_edited.swc,pyramidal,0.5569,yes,3,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED
neuromorpho__4_den_ax.swc,pyramidal,0.5575,yes,1,APICAL_INVERTED
neuromorpho__IF1_190301.swc,pyramidal,0.5575,yes,3,APICAL_MISSED|APICAL_UNDERPREDICTED|TRUNCATED_APICAL
hpf_ca1__210109_005_edited.swc,pyramidal,0.5576,yes,3,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED
neuromorpho__3PO1_2.swc,pyramidal,0.5584,yes,1,AXON_DENDRITE_CONFUSION
neuromorpho__NAS14.swc,interneuron,0.5585,yes,0,
neuromorpho__32315-V1-3Slice8Cell1.swc,pyramidal,0.5599,yes,1,BASAL_LOST
neuromorpho__Cell-16_4.swc,pyramidal,0.56,yes,0,
neuromorpho__Cell1biorxiv.swc,interneuron,0.5611,yes,1,AXON_DENDRITE_CONFUSION
neuromorpho__Mouse-CA1-Pyramidal-Cell.swc,pyramidal,0.5621,yes,2,APICAL_INVERTED|BASAL_LOST
hpf_ca1__202238_008_edited.swc,pyramidal,0.5634,yes,3,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED
neuromorpho__A2_slide3_8.swc,pyramidal,0.5644,yes,3,APICAL_INVERTED|AXON_DENDRITE_CONFUSION|TRUNCATED_APICAL
hpf_ca1__202413_061_edited.swc,pyramidal,0.5671,yes,2,APICAL_UNDERPREDICTED|APICAL_INVERTED
neuromorpho__B3_slide2_4.swc,pyramidal,0.5685,yes,2,APICAL_INVERTED|AXON_DENDRITE_CONFUSION
neuromorpho__B3_slide4_neuron1.swc,pyramidal,0.5694,yes,1,AXON_DENDRITE_CONFUSION
neuromorpho__HIP_CA1_KO_14.swc,pyramidal,0.5714,yes,0,
hpf_ca1__202261_030_edited.swc,pyramidal,0.5717,yes,3,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED
neuromorpho__N102.swc,pyramidal,0.5737,yes,2,APICAL_MISSED|APICAL_UNDERPREDICTED
neuromorpho__53-Neurone1.swc,pyramidal,0.5744,yes,2,APICAL_MISSED|APICAL_UNDERPREDICTED
neuromorpho__HIP_CA1_KO_17.swc,pyramidal,0.5769,yes,0,
neuromorpho__g0759_b2.swc,pyramidal,0.5775,yes,2,APICAL_MISSED|APICAL_UNDERPREDICTED
neuromorpho__A1_slide1_neuron1.swc,pyramidal,0.5779,yes,1,AXON_DENDRITE_CONFUSION
hpf_ca1__210701_011_edited.swc,pyramidal,0.5791,yes,2,AXON_DENDRITE_CONFUSION|BASAL_LOST
neuromorpho__I03539.swc,pyramidal,0.5801,yes,3,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED
neuromorpho__CA1_slide2_neuron1.swc,pyramidal,0.5806,yes,1,AXON_DENDRITE_CONFUSION
neuromorpho__20_den_ax.swc,pyramidal,0.581,yes,2,APICAL_MISSED|APICAL_UNDERPREDICTED
neuromorpho__46-Neurone-1.swc,pyramidal,0.581,yes,3,APICAL_MISSED|APICAL_UNDERPREDICTED|TRUNCATED_APICAL
neuromorpho__11228c1.swc,pyramidal,0.582,yes,1,AXON_DENDRITE_CONFUSION
neuromorpho__B2_slide1_neuron4_II_III.swc,pyramidal,0.5825,yes,2,AXON_DENDRITE_CONFUSION|TRUNCATED_APICAL
neuromorpho__10507c1.swc,pyramidal,0.5834,yes,3,APICAL_MISSED|APICAL_UNDERPREDICTED|STAGE1_PROPAGATION
neuromorpho__236-1-4LS.swc,pyramidal,0.5839,yes,0,
neuromorpho__243-2-14VN.swc,pyramidal,0.5843,yes,2,APICAL_INVERTED|BASAL_LOST
neuromorpho__I03485.swc,pyramidal,0.5848,yes,4,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED|STAGE1_PROPAGATION
neuromorpho__HIP_CA1_KO_19.swc,pyramidal,0.5857,yes,0,
hpf_ca1__202261_005_edited.swc,pyramidal,0.5861,yes,3,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED
hpf_ca1__210694_025_edited.swc,pyramidal,0.5876,yes,2,APICAL_INVERTED|BASAL_LOST
neuromorpho__B4_slide4_neuron4_II_III.swc,pyramidal,0.5907,yes,1,AXON_DENDRITE_CONFUSION
neuromorpho__N064.swc,pyramidal,0.5912,yes,2,APICAL_MISSED|APICAL_UNDERPREDICTED
neuromorpho__HIP_CA1_WT_8.swc,pyramidal,0.5917,no,0,
neuromorpho__Yin20161231s3_AR.swc,pyramidal,0.5918,no,3,APICAL_MISSED|APICAL_UNDERPREDICTED|STAGE1_PROPAGATION
hpf_ca1__210109_015_edited.swc,pyramidal,0.5921,no,2,APICAL_INVERTED|BASAL_LOST
neuromorpho__11324c1.swc,pyramidal,0.5926,no,2,APICAL_MISSED|APICAL_UNDERPREDICTED
neuromorpho__Red_2weeks__Neuron9.swc,pyramidal,0.5926,no,0,
hpf_ca1__202506_039_edited.swc,pyramidal,0.594,no,2,APICAL_INVERTED|BASAL_LOST
neuromorpho__241-2-18VN.swc,pyramidal,0.5969,no,2,APICAL_INVERTED|AXON_DENDRITE_CONFUSION
neuromorpho__g0445-7_cellA.swc,pyramidal,0.5969,no,3,APICAL_MISSED|APICAL_UNDERPREDICTED|STAGE1_PROPAGATION
neuromorpho__1104-2-Sec2-LTL1.swc,pyramidal,0.5978,no,0,
neuromorpho__Exp_V1B-L5_cell1.swc,pyramidal,0.598,no,0,
neuromorpho__I_2_42.swc,interneuron,0.5983,no,2,AXON_DENDRITE_CONFUSION|BASAL_LOST
neuromorpho__i03558.swc,pyramidal,0.5984,no,3,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED
neuromorpho__242-2-16VN.swc,pyramidal,0.5997,no,1,APICAL_INVERTED
hpf_ca1__201990_066_edited.swc,pyramidal,0.6002,no,3,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED
hpf_ca1__210107_034_edited.swc,pyramidal,0.6004,no,1,BASAL_LOST
neuromorpho__Cell-3-2_5.swc,pyramidal,0.6027,no,0,
neuromorpho__241-2-13VN.swc,pyramidal,0.6038,no,3,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED
neuromorpho__A110111PYR.swc,pyramidal,0.6042,no,2,APICAL_INVERTED|AXON_DENDRITE_CONFUSION
neuromorpho__I03471.swc,pyramidal,0.6044,no,3,APICAL_MISSED|APICAL_UNDERPREDICTED|STAGE1_PROPAGATION
neuromorpho__Gunnersen_B15b4slice1RHS.swc,pyramidal,0.6055,no,0,
neuromorpho__WT_1_2.swc,pyramidal,0.6059,no,1,AXON_DENDRITE_CONFUSION
neuromorpho__Exp_V1B-L5_cell5.swc,pyramidal,0.6085,no,0,
neuromorpho__241-2-77LU.swc,pyramidal,0.6087,no,1,AXON_DENDRITE_CONFUSION
hpf_ca1__210111_016_edited.swc,pyramidal,0.6122,no,1,BASAL_LOST
neuromorpho__241-2-107-AW.swc,pyramidal,0.6128,no,2,APICAL_MISSED|APICAL_UNDERPREDICTED
allen__Chat-IRES-Cre-neo_Ai14-287662.04.02.01_562003142.swc,interneuron,0.6135,no,1,AXON_DENDRITE_CONFUSION
neuromorpho__CA1_slide2_neuron2.swc,pyramidal,0.6145,no,2,APICAL_INVERTED|AXON_DENDRITE_CONFUSION
neuromorpho__oi57rpy1-1.swc,pyramidal,0.6152,no,3,APICAL_MISSED|APICAL_UNDERPREDICTED|STAGE1_PROPAGATION
neuromorpho__536_4_C4.swc,interneuron,0.6171,no,2,AXON_DENDRITE_CONFUSION|BASAL_LOST
neuromorpho__oi53rpy1-1.swc,pyramidal,0.6195,no,3,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED
neuromorpho__11302c2.swc,pyramidal,0.6223,no,1,AXON_DENDRITE_CONFUSION
neuromorpho__B2_slide2_20.swc,pyramidal,0.6225,no,1,AXON_DENDRITE_CONFUSION
neuromorpho__A2_slide2_1.swc,pyramidal,0.6229,no,1,AXON_DENDRITE_CONFUSION
neuromorpho__IF4_140201.swc,pyramidal,0.6231,no,3,APICAL_MISSED|APICAL_UNDERPREDICTED|TRUNCATED_APICAL
neuromorpho__32315-V1-4Slice6Cell2.swc,pyramidal,0.6239,no,0,
neuromorpho__241-3-1VN.swc,pyramidal,0.624,no,1,AXON_DENDRITE_CONFUSION
neuromorpho__KOA-3-2-10.swc,pyramidal,0.625,no,1,AXON_DENDRITE_CONFUSION
neuromorpho__HIP_CA1_KO_4.swc,pyramidal,0.6254,no,0,
neuromorpho__243-2-17VN.swc,pyramidal,0.6261,no,2,APICAL_MISSED|APICAL_UNDERPREDICTED
neuromorpho__mPFC_w4_L3_01.swc,pyramidal,0.6262,no,2,APICAL_INVERTED|AXON_DENDRITE_CONFUSION
neuromorpho__1103-1-Sec6-LTL2.swc,pyramidal,0.6263,no,0,
neuromorpho__A4_slide1_neuron1.swc,pyramidal,0.6267,no,1,AXON_DENDRITE_CONFUSION
neuromorpho__Green_4weeks_Neuron8_addl.swc,pyramidal,0.6269,no,0,
neuromorpho__B4_slide3_20.swc,pyramidal,0.6288,no,2,APICAL_INVERTED|AXON_DENDRITE_CONFUSION
neuromorpho__Ctrl_V1B-L23_cell4.swc,pyramidal,0.6293,no,0,
neuromorpho__Vert-01.swc,pyramidal,0.6296,no,4,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED|TRUNCATED_APICAL
neuromorpho__Vert-03.swc,pyramidal,0.6304,no,3,APICAL_MISSED|APICAL_UNDERPREDICTED|TRUNCATED_APICAL
allen__H17.06.005.12.16.03_571527806.swc,pyramidal,0.6305,no,3,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED
neuromorpho__WT2-Neuron1_e.swc,pyramidal,0.6316,no,0,
neuromorpho__B4_slide4_1.swc,pyramidal,0.6322,no,2,APICAL_INVERTED|AXON_DENDRITE_CONFUSION
neuromorpho__242-2-25VN.swc,pyramidal,0.6323,no,4,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED|TRUNCATED_APICAL
neuromorpho__B1_slide1_neuron4.swc,pyramidal,0.633,no,2,APICAL_INVERTED|AXON_DENDRITE_CONFUSION
neuromorpho__SDGA4_slide2_neuron2.swc,pyramidal,0.6331,no,2,APICAL_INVERTED|AXON_DENDRITE_CONFUSION
neuromorpho__236-1-14LS.swc,pyramidal,0.6332,no,2,APICAL_MISSED|APICAL_UNDERPREDICTED
hpf_ca1__210709_011_edited.swc,pyramidal,0.6334,no,3,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED
neuromorpho__11503-23R2.swc,pyramidal,0.6336,no,0,
neuromorpho__I03192A.swc,pyramidal,0.6342,no,3,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED
neuromorpho__Green_1week_Neuron3l.swc,pyramidal,0.6349,no,0,
neuromorpho__SDGA1_slide2_neuron1.swc,pyramidal,0.635,no,2,AXON_DENDRITE_CONFUSION|TRUNCATED_APICAL
neuromorpho__B1_slide4_neuron4.swc,pyramidal,0.635,no,1,AXON_DENDRITE_CONFUSION
neuromorpho__2017-01-09-slice-2-cell-2-rotated.swc,interneuron,0.6358,no,1,AXON_DENDRITE_CONFUSION
neuromorpho__B2_slide2_5.swc,pyramidal,0.6361,no,2,APICAL_INVERTED|AXON_DENDRITE_CONFUSION
neuromorpho__A2_slide3_10.swc,pyramidal,0.6364,no,2,AXON_DENDRITE_CONFUSION|TRUNCATED_APICAL
neuromorpho__242-3-19LU.swc,pyramidal,0.6389,no,2,APICAL_INVERTED|AXON_DENDRITE_CONFUSION
neuromorpho__B2_slide2_3.swc,pyramidal,0.6397,no,2,APICAL_INVERTED|AXON_DENDRITE_CONFUSION
neuromorpho__ctg_bV1_2.swc,pyramidal,0.6402,no,0,
neuromorpho__Nov4IR3e.swc,pyramidal,0.6404,no,0,
neuromorpho__WT_1_5.swc,pyramidal,0.6408,no,1,AXON_DENDRITE_CONFUSION
neuromorpho__A4_slide2_21.swc,pyramidal,0.6429,no,1,AXON_DENDRITE_CONFUSION
neuromorpho__B3_slide2_5.swc,pyramidal,0.6431,no,1,AXON_DENDRITE_CONFUSION
neuromorpho__het_7_41.swc,pyramidal,0.6432,no,0,
neuromorpho__B4_slide4_5.swc,pyramidal,0.6434,no,1,AXON_DENDRITE_CONFUSION
neuromorpho__236-3-7LS.swc,pyramidal,0.6441,no,2,APICAL_INVERTED|AXON_DENDRITE_CONFUSION
neuromorpho__n29fts.swc,pyramidal,0.6444,no,0,
neuromorpho__B2_slide2_19.swc,pyramidal,0.6447,no,1,AXON_DENDRITE_CONFUSION
neuromorpho__mPFC_w4_L3_02.swc,pyramidal,0.6462,no,1,AXON_DENDRITE_CONFUSION
hpf_ca1__202252_002_edited.swc,pyramidal,0.6466,no,3,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED
neuromorpho__A1_slide2_7.swc,pyramidal,0.6467,no,1,AXON_DENDRITE_CONFUSION
neuromorpho__1a_3.swc,pyramidal,0.6471,no,0,
neuromorpho__242-2-15VN.swc,pyramidal,0.6475,no,0,
neuromorpho__WT_2_2.swc,pyramidal,0.6476,no,1,AXON_DENDRITE_CONFUSION
neuromorpho__B1_slide3_neuron1_II_III.swc,pyramidal,0.6476,no,4,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED|TRUNCATED_APICAL
neuromorpho__A4_slide3_15.swc,pyramidal,0.6477,no,1,AXON_DENDRITE_CONFUSION
neuromorpho__A1_slide1_3.swc,pyramidal,0.6487,no,1,AXON_DENDRITE_CONFUSION
neuromorpho__243-3-28VN.swc,pyramidal,0.6488,no,1,AXON_DENDRITE_CONFUSION
neuromorpho__3a_3_2.swc,pyramidal,0.6489,no,0,
neuromorpho__het_13_37.swc,pyramidal,0.6489,no,0,
neuromorpho__B1_slide2_neuron5.swc,pyramidal,0.6494,no,1,AXON_DENDRITE_CONFUSION
neuromorpho__A1_slide2_11.swc,pyramidal,0.6496,no,1,AXON_DENDRITE_CONFUSION
neuromorpho__B3_slide1_neuron2.swc,pyramidal,0.6502,no,2,APICAL_INVERTED|AXON_DENDRITE_CONFUSION
neuromorpho__A2_slide3_4.swc,pyramidal,0.6506,no,1,AXON_DENDRITE_CONFUSION
neuromorpho__mPFC_w4_L5_04.swc,pyramidal,0.6507,no,2,APICAL_INVERTED|AXON_DENDRITE_CONFUSION
neuromorpho__SDGA2_slide3_neuron1.swc,pyramidal,0.6507,no,1,AXON_DENDRITE_CONFUSION
neuromorpho__204B-3-R2.swc,pyramidal,0.6513,no,1,AXON_DENDRITE_CONFUSION
neuromorpho__37112_slide2_cell7.swc,pyramidal,0.6514,no,2,APICAL_INVERTED|AXON_DENDRITE_CONFUSION
neuromorpho__203B-2-L5.swc,pyramidal,0.6522,no,2,APICAL_INVERTED|AXON_DENDRITE_CONFUSION
neuromorpho__A3_slide3_9.swc,pyramidal,0.6524,no,1,AXON_DENDRITE_CONFUSION
neuromorpho__A2_slide1_neuron2_II_III.swc,pyramidal,0.6532,no,2,AXON_DENDRITE_CONFUSION|TRUNCATED_APICAL
