name,n_nodes,predicted_cell_type,stage1_correct,neurite_macro_f1,macro_f1,accuracy,n_apical_gt,n_basal_gt,n_axon_gt
allen__Sst-IRES-Cre_Ai14-182533.05.01.01_473564515.swc,8503,interneuron,True,1.0,1.0,1.0,0,1492,7010
allen__Sst-IRES-Cre_Ai14-183332.05.01.01_475057898.swc,11498,interneuron,True,0.953,0.9687,0.9583,0,4069,7428
allen__Sst-IRES-Cre_Ai14-183332.06.02.01_475068599.swc,14105,interneuron,True,1.0,1.0,1.0,0,2019,12085
allen__Sst-IRES-Cre_Ai14-212983.04.02.01_488677994.swc,14396,interneuron,True,0.8765,0.9176,0.9538,0,1835,12560
allen__Sst-IRES-Cre_Ai14-262058.05.02.01_534141324.swc,13765,interneuron,True,1.0,1.0,1.0,0,2713,11051
allen__Sst-IRES-Cre_Ai14-262058.06.01.01_534303031.swc,18395,interneuron,True,0.8858,0.9239,0.9658,0,1814,16580
allen__Sst-IRES-Cre_Ai14-306888.04.02.01_575642695.swc,10066,interneuron,True,1.0,1.0,1.0,0,2317,7748
allen__Vip-IRES-Cre_Ai14(IVSCC)-253382.05.01.01_524689239.swc,5405,interneuron,True,0.5844,0.7229,0.6102,0,3083,2321
allen__Vip-IRES-Cre_Ai14-287858.03.01.01_561940338.swc,5972,interneuron,True,0.829,0.886,0.8639,0,2045,3926
allen__Vip-IRES-Cre_Ai14-287858.04.01.01_561934585.swc,13728,interneuron,True,0.7095,0.8063,0.8273,0,3679,10048
allen__Vip-IRES-Cre_Ai14-294014.04.02.01_567007144.swc,7333,interneuron,True,0.7128,0.8085,0.852,0,1656,5676
allen__Vip-IRES-Cre_Ai14-299123.03.01.01_570896453.swc,5681,interneuron,True,1.0,1.0,1.0,0,1937,3743
allen__Vip-IRES-Cre_Ai14-299123.04.01.01_570896413.swc,4684,interneuron,True,0.6965,0.7977,0.7775,0,1653,3030
allen__Vip-IRES-Cre_Ai14-299124.05.01.01_569809287.swc,9509,interneuron,True,0.7657,0.8438,0.84,0,2837,6671
allen__Vipr2-IRES2-Cre_Ai14-310515.06.01.01_579662957.swc,7532,interneuron,True,1.0,1.0,1.0,0,679,6852
allen__Vipr2-IRES2-Cre_Pvalb-T2A-FlpO_Ai65-344474.02.02.01_614777438.swc,20257,interneuron,True,1.0,1.0,1.0,0,2425,17831
allen__Vipr2-IRES2-Cre_Pvalb-T2A-FlpO_Ai65-344474.05.01.01_614767057.swc,14473,interneuron,True,0.9741,0.9827,0.9849,0,2676,11796
allen__Vipr2-IRES2-Cre_Slc32a1-T2A-FlpO_Ai65-315067.05.01.01_585805211.swc,11008,interneuron,True,1.0,1.0,1.0,0,2116,8891
allen__Vipr2-IRES2-Cre_Slc32a1-T2A-FlpO_Ai65-315067.06.01.01_585841870.swc,14705,interneuron,True,0.9122,0.9415,0.9604,0,2195,12509
allen__Vipr2-IRES2-Cre_Slc32a1-T2A-FlpO_Ai65-315069.05.01.01_585951863.swc,10591,interneuron,True,0.969,0.9794,0.9863,0,1413,9177
allen__Vipr2-IRES2-Cre_Slc32a1-T2A-FlpO_Ai65-315069.05.02.01_585952606.swc,10592,interneuron,True,1.0,1.0,1.0,0,1197,9394
allen__Vipr2-IRES2-Cre_Slc32a1-T2A-FlpO_Ai65-343382.04.02.01_609435731.swc,11058,interneuron,True,1.0,1.0,1.0,0,1007,10050
