path,rel_path,cell_type,source,n_bytes,parseable,non_empty,has_soma,single_root,no_orphan,has_neurites,radius_positive,coords_finite,reasonable_size,n_nodes,n_soma,n_axon,n_basal,n_apical,n_other,n_roots,n_orphan,n_custom_type_nodes_raw,custom_type_values_raw,n_soma_raw,n_soma_groups,n_soma_nodes_removed,n_nodes_raw,qc_pass,qc_reason
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\hpf_ca1__201990_005_edited.swc,pyramidal/swc/hpf_ca1__201990_005_edited.swc,pyramidal,hpf_ca1,3249139,True,True,True,True,True,True,True,True,True,56750,1,53465,3284,0,0,1,0,14,10:14,1,1,0,56750,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\hpf_ca1__201990_006_edited.swc,pyramidal/swc/hpf_ca1__201990_006_edited.swc,pyramidal,hpf_ca1,3811355,True,True,True,True,True,True,True,True,True,66497,1,62695,1699,2102,0,1,0,12,10:12,1,1,0,66497,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\hpf_ca1__201990_008_edited.swc,pyramidal/swc/hpf_ca1__201990_008_edited.swc,pyramidal,hpf_ca1,3020783,True,True,True,True,True,True,True,True,True,52785,1,50208,2576,0,0,1,0,16,10:16,1,1,0,52785,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\hpf_ca1__201990_016_edited.swc,pyramidal/swc/hpf_ca1__201990_016_edited.swc,pyramidal,hpf_ca1,2930598,True,True,True,True,True,True,True,True,True,51220,1,47985,1273,1961,0,1,0,12,"10:9,12:3",1,1,0,51220,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\hpf_ca1__201990_017_edited.swc,pyramidal/swc/hpf_ca1__201990_017_edited.swc,pyramidal,hpf_ca1,3465808,True,True,True,True,True,True,True,True,True,60508,1,57967,2540,0,0,1,0,11,12:11,1,1,0,60508,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\hpf_ca1__201990_018_edited.swc,pyramidal/swc/hpf_ca1__201990_018_edited.swc,pyramidal,hpf_ca1,481359,True,True,True,True,True,True,True,True,True,8684,1,6020,1523,1140,0,1,0,5,"10:4,12:1",1,1,0,8684,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\hpf_ca1__201990_021_edited.swc,pyramidal/swc/hpf_ca1__201990_021_edited.swc,pyramidal,hpf_ca1,4755039,True,True,True,True,True,True,True,True,True,82871,1,78848,1836,2186,0,1,0,14,10:14,1,1,0,82871,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\hpf_ca1__201990_022_edited.swc,pyramidal/swc/hpf_ca1__201990_022_edited.swc,pyramidal,hpf_ca1,3565718,True,True,True,True,True,True,True,True,True,62240,1,58563,3676,0,0,1,0,13,10:13,1,1,0,62240,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\hpf_ca1__201990_024_edited.swc,pyramidal/swc/hpf_ca1__201990_024_edited.swc,pyramidal,hpf_ca1,1261114,True,True,True,True,True,True,True,True,True,22256,1,19398,1196,1661,0,1,0,31,"10:9,12:22",1,1,0,22256,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\hpf_ca1__201990_025_edited.swc,pyramidal/swc/hpf_ca1__201990_025_edited.swc,pyramidal,hpf_ca1,4941530,True,True,True,True,True,True,True,True,True,86114,1,82234,2107,1772,0,1,0,0,,1,1,0,86114,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\hpf_ca1__201990_026_edited.swc,pyramidal/swc/hpf_ca1__201990_026_edited.swc,pyramidal,hpf_ca1,2054423,True,True,True,True,True,True,True,True,True,36019,1,31285,2479,2254,0,1,0,6,"10:2,11:1,12:3",1,1,0,36019,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\hpf_ca1__201990_027_edited.swc,pyramidal/swc/hpf_ca1__201990_027_edited.swc,pyramidal,hpf_ca1,4030451,True,True,True,True,True,True,True,True,True,70301,1,65859,1987,2454,0,1,0,16,"10:4,11:5,12:7",1,1,0,70301,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\hpf_ca1__201990_028_edited.swc,pyramidal/swc/hpf_ca1__201990_028_edited.swc,pyramidal,hpf_ca1,1263257,True,True,True,True,True,True,True,True,True,22295,1,19562,455,2277,0,1,0,12,"10:5,12:7",1,1,0,22295,True,
