file,n_nodes_conf,stage1_pred_conf_run,stage1_conf_conf_run,pred_axon_conf_run,pred_basal_conf_run,pred_apical_conf_run,node_label_disagree_frac,node_conf_abs_delta_mean,branch3_changed_frac,branch3_label_disagree_frac,branch3_conf_abs_delta_mean,branch3_axon_delta_frac,branch3_basal_delta_frac,branch3_apical_delta_frac,branch3_to_apical_frac,branch3_from_apical_frac,conf_mean,conf_std,conf_min,conf_p05,conf_p10,conf_p25,conf_median,conf_frac_lt_05,conf_frac_lt_06,conf_frac_lt_07,conf_frac_lt_08,conf_frac_lt_09,axon_conf_mean,axon_conf_p10,axon_conf_frac_lt_07,basal_conf_mean,basal_conf_p10,basal_conf_frac_lt_07,apical_conf_mean,apical_conf_p10,apical_conf_frac_lt_07,n_pred_branches,branch_conf_mean,branch_conf_min,branch_conf_p10,branch_frac_conf_lt_07,branch_frac_conf_lt_08,branch_n_nodes_p90,pred_soma_z,pred_axon_z_extent,pred_axon_z_mean_rel_soma,pred_axon_z_std,pred_axon_x_extent,pred_axon_y_extent,pred_basal_z_extent,pred_basal_z_mean_rel_soma,pred_basal_z_std,pred_basal_x_extent,pred_basal_y_extent,pred_apical_z_extent,pred_apical_z_mean_rel_soma,pred_apical_z_std,pred_apical_x_extent,pred_apical_y_extent,xmodel_neurom_rf_s1_axon_frac,xmodel_neurom_rf_s1_basal_frac,xmodel_neurom_rf_s1_apical_frac,xmodel_neurom_rf_s1_class_count,xmodel_neurom_rf_s1_v12_l1_frac_delta,xmodel_neurom_rf_s1_v12_apical_frac_delta,xmodel_neurom_rf_s1_v12_apical_zero_mismatch,xmodel_neurom_rf_s1_v12_axon_zero_mismatch,xmodel_neurom_rf_pyr_axon_frac,xmodel_neurom_rf_pyr_basal_frac,xmodel_neurom_rf_pyr_apical_frac,xmodel_neurom_rf_pyr_class_count,xmodel_neurom_rf_pyr_v12_l1_frac_delta,xmodel_neurom_rf_pyr_v12_apical_frac_delta,xmodel_neurom_rf_pyr_v12_apical_zero_mismatch,xmodel_neurom_rf_pyr_v12_axon_zero_mismatch,xmodel_lmeasure_rf_s1_axon_frac,xmodel_lmeasure_rf_s1_basal_frac,xmodel_lmeasure_rf_s1_apical_frac,xmodel_lmeasure_rf_s1_class_count,xmodel_lmeasure_rf_s1_v12_l1_frac_delta,xmodel_lmeasure_rf_s1_v12_apical_frac_delta,xmodel_lmeasure_rf_s1_v12_apical_zero_mismatch,xmodel_lmeasure_rf_s1_v12_axon_zero_mismatch,xmodel_lmeasure_rf_pyr_axon_frac,xmodel_lmeasure_rf_pyr_basal_frac,xmodel_lmeasure_rf_pyr_apical_frac,xmodel_lmeasure_rf_pyr_class_count,xmodel_lmeasure_rf_pyr_v12_l1_frac_delta,xmodel_lmeasure_rf_pyr_v12_apical_frac_delta,xmodel_lmeasure_rf_pyr_v12_apical_zero_mismatch,xmodel_lmeasure_rf_pyr_v12_axon_zero_mismatch,xmodel_sholl_rf_s1_axon_frac,xmodel_sholl_rf_s1_basal_frac,xmodel_sholl_rf_s1_apical_frac,xmodel_sholl_rf_s1_class_count,xmodel_sholl_rf_s1_v12_l1_frac_delta,xmodel_sholl_rf_s1_v12_apical_frac_delta,xmodel_sholl_rf_s1_v12_apical_zero_mismatch,xmodel_sholl_rf_s1_v12_axon_zero_mismatch,xmodel_sholl_rf_pyr_axon_frac,xmodel_sholl_rf_pyr_basal_frac,xmodel_sholl_rf_pyr_apical_frac,xmodel_sholl_rf_pyr_class_count,xmodel_sholl_rf_pyr_v12_l1_frac_delta,xmodel_sholl_rf_pyr_v12_apical_frac_delta,xmodel_sholl_rf_pyr_v12_apical_zero_mismatch,xmodel_sholl_rf_pyr_v12_axon_zero_mismatch,xmodel_sholl_mlp_s1_axon_frac,xmodel_sholl_mlp_s1_basal_frac,xmodel_sholl_mlp_s1_apical_frac,xmodel_sholl_mlp_s1_class_count,xmodel_sholl_mlp_s1_v12_l1_frac_delta,xmodel_sholl_mlp_s1_v12_apical_frac_delta,xmodel_sholl_mlp_s1_v12_apical_zero_mismatch,xmodel_sholl_mlp_s1_v12_axon_zero_mismatch,xmodel_sholl_mlp_pyr_axon_frac,xmodel_sholl_mlp_pyr_basal_frac,xmodel_sholl_mlp_pyr_apical_frac,xmodel_sholl_mlp_pyr_class_count,xmodel_sholl_mlp_pyr_v12_l1_frac_delta,xmodel_sholl_mlp_pyr_v12_apical_frac_delta,xmodel_sholl_mlp_pyr_v12_apical_zero_mismatch,xmodel_sholl_mlp_pyr_v12_axon_zero_mismatch,xmodel_s1_l1_mean,xmodel_s1_l1_max,xmodel_s1_l1_std,xmodel_s1_apical_delta_mean,xmodel_s1_apical_delta_max,xmodel_s1_apical_delta_std,xmodel_s1_apical_present_mean,xmodel_s1_apical_present_max,xmodel_s1_apical_present_std,xmodel_s1_axon_present_mean,xmodel_s1_axon_present_max,xmodel_s1_axon_present_std,xmodel_s1_class_count_mean,xmodel_s1_class_count_max,xmodel_s1_class_count_std,xmodel_s1_apical_present_vote_frac,xmodel_s1_axon_present_vote_frac,xmodel_s1_apical_presence_disagreement,xmodel_s1_axon_presence_disagreement,xmodel_pyr_l1_mean,xmodel_pyr_l1_max,xmodel_pyr_l1_std,xmodel_pyr_apical_delta_mean,xmodel_pyr_apical_delta_max,xmodel_pyr_apical_delta_std,xmodel_pyr_apical_present_mean,xmodel_pyr_apical_present_max,xmodel_pyr_apical_present_std,xmodel_pyr_axon_present_mean,xmodel_pyr_axon_present_max,xmodel_pyr_axon_present_std,xmodel_pyr_class_count_mean,xmodel_pyr_class_count_max,xmodel_pyr_class_count_std,xmodel_pyr_apical_present_vote_frac,xmodel_pyr_axon_present_vote_frac,xmodel_pyr_apical_presence_disagreement,xmodel_pyr_axon_presence_disagreement,xmodel_stage1_pred_is_pyramidal,xmodel_v12_apical_frac,xmodel_v12_axon_frac,xmodel_v12_basal_frac
neuromorpho__A1_slide3_4.swc,396,pyramidal,0.988323,20,234,141,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97472,0.0560114,0.3,0.955912,0.981639,0.982145,0.987703,0.00505051,0.00505051,0.00505051,0.00505051,0.0479798,0.890321,0.890321,0.1,0.977424,0.987703,0.0,0.982025,0.981687,0.0,56,0.981713,0.3,0.981687,0.0,0.0,14.0,-19.5977,16.33,5.72519,4.89489,39.97,180.26,91.72,1.08162,19.4224,147.43,217.7,82.93,16.5306,20.1735,171.17,241.19,0.05063291139240506,0.6379746835443038,0.31139240506329113,3.0,0.09113924050632904,0.04556962025316458,0.0,0.0,0.05063291139240506,0.6379746835443038,0.31139240506329113,3.0,0.09113924050632904,0.04556962025316458,0.0,0.0,0.05063291139240506,0.9493670886075949,0.0,2.0,0.7139240506329113,0.3569620253164557,1.0,0.0,0.05063291139240506,0.9493670886075949,0.0,2.0,0.7139240506329113,0.3569620253164557,1.0,0.0,0.05063291139240506,0.9493670886075949,0.0,2.0,0.7139240506329113,0.3569620253164557,1.0,0.0,0.05063291139240506,0.9493670886075949,0.0,2.0,0.7139240506329113,0.3569620253164557,1.0,0.0,0.0,1.0,0.0,1.0,0.8151898734177215,0.3569620253164557,1.0,1.0,0.0,1.0,0.0,1.0,0.8151898734177215,0.3569620253164557,1.0,1.0,0.5835443037974682,0.8151898734177215,0.28728042617327365,0.27911392405063296,0.3569620253164557,0.1348368666651721,0.25,1.0,0.4330127018922193,0.75,1.0,0.4330127018922193,2.0,3.0,0.7071067811865476,0.25,0.75,1.0,1.0,0.5835443037974682,0.8151898734177215,0.28728042617327365,0.27911392405063296,0.3569620253164557,0.1348368666651721,0.25,1.0,0.4330127018922193,0.75,1.0,0.4330127018922193,2.0,3.0,0.7071067811865476,0.25,0.75,1.0,1.0,1.0,0.3569620253164557,0.05063291139240506,0.5924050632911393
neuromorpho__A1_slide3_6.swc,1107,pyramidal,0.981033,62,617,427,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.942398,0.15156,0.3,0.463474,0.84621,0.982145,0.982145,0.0505872,0.0505872,0.0505872,0.0505872,0.102981,0.686712,0.3,0.290323,0.956036,0.962653,0.0388979,0.959681,0.981148,0.0327869,53,0.971031,0.3,0.981347,0.0188679,0.0377358,41.8,-28.5285,49.68,-10.3493,12.1969,21.82,207.55,104.93,-4.64561,19.7198,204.69,259.29,78.04,-18.9051,18.3868,157.63,299.53,0.0,0.7359855334538878,0.2640144665461121,2.0,0.3562386980108499,0.12206148282097651,0.0,1.0,0.0,0.7359855334538878,0.2640144665461121,2.0,0.3562386980108499,0.12206148282097651,0.0,1.0,0.0,0.6139240506329114,0.3860759493670886,2.0,0.11211573236889699,0.0,0.0,1.0,0.0,0.6139240506329114,0.3860759493670886,2.0,0.11211573236889699,0.0,0.0,1.0,0.05605786618444846,0.5578661844484629,0.3860759493670886,3.0,0.0,0.0,0.0,0.0,0.05605786618444846,0.5578661844484629,0.3860759493670886,3.0,0.0,0.0,0.0,0.0,0.05605786618444846,0.5578661844484629,0.3860759493670886,3.0,0.0,0.0,0.0,0.0,0.05605786618444846,0.5578661844484629,0.3860759493670886,3.0,0.0,0.0,0.0,0.0,0.11708860759493672,0.3562386980108499,0.1454621766052909,0.030515370705244127,0.12206148282097651,0.05285417247328175,1.0,1.0,0.0,0.5,1.0,0.5,2.5,3.0,0.5,1.0,0.5,0.0,1.0,0.11708860759493672,0.3562386980108499,0.1454621766052909,0.030515370705244127,0.12206148282097651,0.05285417247328175,1.0,1.0,0.0,0.5,1.0,0.5,2.5,3.0,0.5,1.0,0.5,0.0,1.0,1.0,0.3860759493670886,0.05605786618444846,0.5578661844484629
neuromorpho__A1_slide3_7.swc,1506,pyramidal,0.97716,37,727,741,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83042,0.286446,0.3,0.3,0.3,0.975099,0.982145,0.225764,0.225764,0.225764,0.225764,0.225764,0.994317,0.994317,0.0,0.967483,0.975099,0.0275103,0.687534,0.3,0.431849,52,0.863554,0.3,0.3,0.153846,0.192308,65.1,-21.2686,13.12,-9.24494,4.577,17.66,104.27,81.93,5.14373,14.2578,252.18,274.25,102.55,-4.28388,16.2281,178.6,546.0,0.0,0.6212624584717608,0.3787375415282392,2.0,0.2764119601328903,0.11362126245847176,0.0,1.0,0.0,0.6212624584717608,0.3787375415282392,2.0,0.2764119601328903,0.11362126245847176,0.0,1.0,0.02458471760797342,0.4830564784053156,0.49235880398671095,3.0,0.0,0.0,0.0,0.0,0.02458471760797342,0.4830564784053156,0.49235880398671095,3.0,0.0,0.0,0.0,0.0,0.0,0.507641196013289,0.49235880398671095,2.0,0.04916943521594685,0.0,0.0,1.0,0.0,0.507641196013289,0.49235880398671095,2.0,0.04916943521594685,0.0,0.0,1.0,0.0,0.507641196013289,0.49235880398671095,2.0,0.04916943521594685,0.0,0.0,1.0,0.0,0.507641196013289,0.49235880398671095,2.0,0.04916943521594685,0.0,0.0,1.0,0.09368770764119601,0.2764119601328903,0.10738865416230907,0.02840531561461794,0.11362126245847176,0.04919944984954784,1.0,1.0,0.0,0.25,1.0,0.4330127018922193,2.25,3.0,0.4330127018922193,1.0,0.25,0.0,1.0,0.09368770764119601,0.2764119601328903,0.10738865416230907,0.02840531561461794,0.11362126245847176,0.04919944984954784,1.0,1.0,0.0,0.25,1.0,0.4330127018922193,2.25,3.0,0.4330127018922193,1.0,0.25,0.0,1.0,1.0,0.49235880398671095,0.02458471760797342,0.4830564784053156
neuromorpho__A1_slide3_neuron5.swc,588,pyramidal,0.995462,31,293,263,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.982048,0.048961,0.3,0.982145,0.982145,0.982145,0.987703,0.00510204,0.00510204,0.00510204,0.00510204,0.00510204,0.927204,0.994405,0.0967742,0.987703,0.987703,0.0,0.982145,0.982145,0.0,70,0.984553,0.3,0.982145,0.0,0.0,16.1,-24.0845,15.38,18.5968,5.87413,38.81,184.1,87.85,9.58362,16.3826,201.05,161.93,116.68,18.063,22.911,120.38,339.07,0.0,0.5672913117546848,0.43270868824531517,2.0,0.1362862010221465,0.015332197614991494,0.0,1.0,0.0,0.5672913117546848,0.43270868824531517,2.0,0.1362862010221465,0.015332197614991494,0.0,1.0,0.05281090289608177,0.4991482112436116,0.44804088586030666,3.0,0.0,0.0,0.0,0.0,0.05281090289608177,0.4991482112436116,0.44804088586030666,3.0,0.0,0.0,0.0,0.0,0.05281090289608177,0.4991482112436116,0.44804088586030666,3.0,0.0,0.0,0.0,0.0,0.05281090289608177,0.4991482112436116,0.44804088586030666,3.0,0.0,0.0,0.0,0.0,0.05281090289608177,0.4991482112436116,0.44804088586030666,3.0,0.0,0.0,0.0,0.0,0.05281090289608177,0.4991482112436116,0.44804088586030666,3.0,0.0,0.0,0.0,0.0,0.034071550255536626,0.1362862010221465,0.0590136561352258,0.0038330494037478735,0.015332197614991494,0.006639036315212908,1.0,1.0,0.0,0.75,1.0,0.4330127018922193,2.75,3.0,0.4330127018922193,1.0,0.75,0.0,1.0,0.034071550255536626,0.1362862010221465,0.0590136561352258,0.0038330494037478735,0.015332197614991494,0.006639036315212908,1.0,1.0,0.0,0.75,1.0,0.4330127018922193,2.75,3.0,0.4330127018922193,1.0,0.75,0.0,1.0,1.0,0.44804088586030666,0.05281090289608177,0.4991482112436116
neuromorpho__A1_slide4_neuron1.swc,1091,pyramidal,0.99354,37,478,575,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98501,0.00326567,0.982145,0.982145,0.982145,0.982145,0.982145,0.0,0.0,0.0,0.0,0.0,0.994343,0.994343,0.0,0.987703,0.987703,0.0,0.982145,0.982145,0.0,79,0.984918,0.982145,0.982145,0.0,0.0,25.2,-24.5145,5.99,-4.28275,1.5998,16.66,86.64,78.57,-9.58979,15.2807,203.3,186.71,80.11,-6.84053,16.7674,191.04,502.36,0.0,0.6036697247706422,0.3963302752293578,2.0,0.3302752293577981,0.13119266055045864,0.0,1.0,0.0,0.6036697247706422,0.3963302752293578,2.0,0.3302752293577981,0.13119266055045864,0.0,1.0,0.0,0.4724770642201835,0.5275229357798165,2.0,0.06788990825688071,0.0,0.0,1.0,0.0,0.4724770642201835,0.5275229357798165,2.0,0.06788990825688071,0.0,0.0,1.0,0.0,0.4724770642201835,0.5275229357798165,2.0,0.06788990825688071,0.0,0.0,1.0,0.0,0.4724770642201835,0.5275229357798165,2.0,0.06788990825688071,0.0,0.0,1.0,0.0,0.4724770642201835,0.5275229357798165,2.0,0.06788990825688071,0.0,0.0,1.0,0.0,0.4724770642201835,0.5275229357798165,2.0,0.06788990825688071,0.0,0.0,1.0,0.13348623853211003,0.3302752293577981,0.11361617682676578,0.03279816513761466,0.13119266055045864,0.05680808841338287,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.13348623853211003,0.3302752293577981,0.11361617682676578,0.03279816513761466,0.13119266055045864,0.05680808841338287,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5275229357798165,0.03394495412844037,0.43853211009174314
neuromorpho__A2-N3-1_final.swc,1014,pyramidal,0.993611,0,1013,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.987715,0.000385974,0.987703,0.987703,0.987703,0.987703,0.987703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.987703,0.987703,0.0,0.0,0.0,0.0,30,0.988113,0.987703,0.987703,0.0,0.0,69.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.13,143.06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
neuromorpho__A2-N6-1_final.swc,1194,pyramidal,0.995635,0,1193,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.987714,0.000355719,0.987703,0.987703,0.987703,0.987703,0.987703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.987703,0.987703,0.0,0.0,0.0,0.0,49,0.987954,0.987703,0.987703,0.0,0.0,53.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.65,72.78,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
neuromorpho__A2_slide2_14.swc,685,pyramidal,0.993804,0,279,405,0,0,0.0,0.0,0.00219915,0.0,0.0,0.0,0.0,0.0,0.945869,0.156616,0.3,0.3,0.982145,0.982145,0.982145,0.0554745,0.0554745,0.0554745,0.0554745,0.0554745,0.0,0.0,0.0,0.985926,0.987703,0.0,0.918141,0.982145,0.0938272,90,0.951307,0.3,0.982145,0.0444444,0.0555556,15.0,-16.705,0.0,0.0,0.0,0.0,0.0,76.94,6.43873,19.7121,330.97,238.41,87.13,5.579,17.3293,322.67,667.87,0.0,0.40058479532163743,0.5994152046783626,2.0,0.014619883040935755,0.007309941520467933,0.0,0.0,0.0,0.40058479532163743,0.5994152046783626,2.0,0.014619883040935755,0.007309941520467933,0.0,0.0,0.0,0.40789473684210525,0.5921052631578947,2.0,0.0,0.0,0.0,0.0,0.0,0.40789473684210525,0.5921052631578947,2.0,0.0,0.0,0.0,0.0,0.0,0.40789473684210525,0.5921052631578947,2.0,0.0,0.0,0.0,0.0,0.0,0.40789473684210525,0.5921052631578947,2.0,0.0,0.0,0.0,0.0,0.0,0.40789473684210525,0.5921052631578947,2.0,0.0,0.0,0.0,0.0,0.0,0.40789473684210525,0.5921052631578947,2.0,0.0,0.0,0.0,0.0,0.0036549707602339387,0.014619883040935755,0.006330595056903827,0.0018274853801169832,0.007309941520467933,0.0031652975284519377,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0036549707602339387,0.014619883040935755,0.006330595056903827,0.0018274853801169832,0.007309941520467933,0.0031652975284519377,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5921052631578947,0.0,0.40789473684210525
neuromorpho__A2_slide2_3.swc,471,pyramidal,0.995633,8,223,239,0,0,0.0,0.0,0.041569,0.0,0.0,0.0,0.0,0.0,0.866373,0.248467,0.3,0.3,0.3,0.940477,0.982145,0.159236,0.159236,0.159236,0.176221,0.176221,0.764142,0.764142,0.0,0.938076,0.936698,0.0538117,0.802333,0.3,0.263598,56,0.892861,0.3,0.514907,0.107143,0.142857,15.0,-17.3775,13.94,14.7125,4.60021,7.49,86.8,89.98,-13.255,21.9864,195.41,316.88,92.54,4.92298,19.6875,217.14,542.9,0.031914893617021274,0.4319148936170213,0.5361702127659574,3.0,0.08510638297872339,0.02765957446808509,0.0,0.0,0.031914893617021274,0.4319148936170213,0.5361702127659574,3.0,0.08510638297872339,0.02765957446808509,0.0,0.0,0.031914893617021274,0.4595744680851064,0.5085106382978724,3.0,0.02978723404255321,0.0,0.0,0.0,0.031914893617021274,0.4595744680851064,0.5085106382978724,3.0,0.02978723404255321,0.0,0.0,0.0,0.0,0.49148936170212765,0.5085106382978724,2.0,0.03404255319148933,0.0,0.0,1.0,0.0,0.49148936170212765,0.5085106382978724,2.0,0.03404255319148933,0.0,0.0,1.0,0.0,0.49148936170212765,0.5085106382978724,2.0,0.03404255319148933,0.0,0.0,1.0,0.0,0.49148936170212765,0.5085106382978724,2.0,0.03404255319148933,0.0,0.0,1.0,0.04574468085106381,0.08510638297872339,0.022791792857051647,0.006914893617021273,0.02765957446808509,0.01197694707361457,1.0,1.0,0.0,0.5,1.0,0.5,2.5,3.0,0.5,1.0,0.5,0.0,1.0,0.04574468085106381,0.08510638297872339,0.022791792857051647,0.006914893617021273,0.02765957446808509,0.01197694707361457,1.0,1.0,0.0,0.5,1.0,0.5,2.5,3.0,0.5,1.0,0.5,0.0,1.0,1.0,0.5085106382978724,0.01702127659574468,0.474468085106383
neuromorpho__A2_slide3_1.swc,489,pyramidal,0.976996,50,165,273,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.853743,0.264343,0.3,0.3,0.3,0.981639,0.982145,0.184049,0.184049,0.190184,0.190184,0.190184,0.585409,0.3,0.54,0.982248,0.987703,0.0181818,0.824686,0.3,0.230769,63,0.869175,0.3,0.3,0.174603,0.174603,14.8,-16.0287,18.02,1.46135,3.78688,56.05,335.49,81.83,16.813,17.4854,333.99,242.82,94.17,29.7524,23.7931,255.57,756.98,0.06557377049180328,0.2807377049180328,0.6536885245901639,3.0,0.18852459016393436,0.09426229508196715,0.0,0.0,0.06557377049180328,0.2807377049180328,0.6536885245901639,3.0,0.18852459016393436,0.09426229508196715,0.0,0.0,0.10245901639344263,0.33811475409836067,0.5594262295081968,3.0,0.0,0.0,0.0,0.0,0.10245901639344263,0.33811475409836067,0.5594262295081968,3.0,0.0,0.0,0.0,0.0,0.10245901639344263,0.33811475409836067,0.5594262295081968,3.0,0.0,0.0,0.0,0.0,0.10245901639344263,0.33811475409836067,0.5594262295081968,3.0,0.0,0.0,0.0,0.0,0.10245901639344263,0.33811475409836067,0.5594262295081968,3.0,0.0,0.0,0.0,0.0,0.10245901639344263,0.33811475409836067,0.5594262295081968,3.0,0.0,0.0,0.0,0.0,0.04713114754098359,0.18852459016393436,0.08163354216000854,0.023565573770491788,0.09426229508196715,0.040816771080004255,1.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.04713114754098359,0.18852459016393436,0.08163354216000854,0.023565573770491788,0.09426229508196715,0.040816771080004255,1.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5594262295081968,0.10245901639344263,0.33811475409836067
neuromorpho__A2_slide3_15.swc,528,pyramidal,0.976261,12,235,280,0,0,0.0,0.0,0.00651618,0.0,0.0,0.0,0.0,0.0,0.900759,0.218112,0.3,0.3,0.3,0.982145,0.982145,0.113636,0.113636,0.113636,0.145833,0.145833,0.994317,0.994317,0.0,0.972753,0.987703,0.0,0.835971,0.3,0.214286,76,0.941811,0.3,0.982145,0.0657895,0.0789474,11.0,-8.22333,32.14,-14.9642,10.0515,35.49,59.47,82.71,2.00512,20.0235,231.83,204.22,70.59,10.7687,11.7189,202.6,835.68,0.11005692599620494,0.5483870967741935,0.3415559772296015,3.0,0.3795066413662238,0.1897533206831119,0.0,0.0,0.11005692599620494,0.5483870967741935,0.3415559772296015,3.0,0.3795066413662238,0.1897533206831119,0.0,0.0,0.0,0.4686907020872865,0.5313092979127134,2.0,0.04554079696394686,0.0,0.0,1.0,0.0,0.4686907020872865,0.5313092979127134,2.0,0.04554079696394686,0.0,0.0,1.0,0.0,0.4686907020872865,0.5313092979127134,2.0,0.04554079696394686,0.0,0.0,1.0,0.0,0.4686907020872865,0.5313092979127134,2.0,0.04554079696394686,0.0,0.0,1.0,0.0,0.4686907020872865,0.5313092979127134,2.0,0.04554079696394686,0.0,0.0,1.0,0.0,0.4686907020872865,0.5313092979127134,2.0,0.04554079696394686,0.0,0.0,1.0,0.1290322580645161,0.3795066413662238,0.14461145262434644,0.047438330170777976,0.1897533206831119,0.08216559808201503,1.0,1.0,0.0,0.25,1.0,0.4330127018922193,2.25,3.0,0.4330127018922193,1.0,0.25,0.0,1.0,0.1290322580645161,0.3795066413662238,0.14461145262434644,0.047438330170777976,0.1897533206831119,0.08216559808201503,1.0,1.0,0.0,0.25,1.0,0.4330127018922193,2.25,3.0,0.4330127018922193,1.0,0.25,0.0,1.0,1.0,0.5313092979127134,0.022770398481973434,0.4459203036053131
neuromorpho__A2_slide3_20.swc,1003,pyramidal,0.992535,12,266,724,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.896712,0.228242,0.3,0.3,0.3,0.982145,0.982145,0.127617,0.127617,0.127617,0.127617,0.127617,0.994317,0.994317,0.0,0.979947,0.987703,0.0112782,0.864371,0.3,0.172652,68,0.921418,0.3,0.908697,0.0882353,0.0882353,36.3,-28.0418,0.0,15.2418,1.77636e-15,6.22,34.11,55.49,0.31778,9.69736,177.91,165.58,75.16,-8.41638,11.9041,247.33,617.12,0.0,0.47704590818363274,0.5229540918163673,2.0,0.42315369261477037,0.19960079840319356,0.0,1.0,0.0,0.47704590818363274,0.5229540918163673,2.0,0.42315369261477037,0.19960079840319356,0.0,1.0,0.011976047904191617,0.2654690618762475,0.7225548902195609,3.0,0.0,0.0,0.0,0.0,0.011976047904191617,0.2654690618762475,0.7225548902195609,3.0,0.0,0.0,0.0,0.0,0.011976047904191617,0.2654690618762475,0.7225548902195609,3.0,0.0,0.0,0.0,0.0,0.011976047904191617,0.2654690618762475,0.7225548902195609,3.0,0.0,0.0,0.0,0.0,0.0,0.2774451097804391,0.7225548902195609,2.0,0.023952095808383218,0.0,0.0,1.0,0.0,0.2774451097804391,0.7225548902195609,2.0,0.023952095808383218,0.0,0.0,1.0,0.11177644710578839,0.42315369261477037,0.18003947758530425,0.04990019960079839,0.19960079840319356,0.086429681016411,1.0,1.0,0.0,0.5,1.0,0.5,2.5,3.0,0.5,1.0,0.5,0.0,1.0,0.11177644710578839,0.42315369261477037,0.18003947758530425,0.04990019960079839,0.19960079840319356,0.086429681016411,1.0,1.0,0.0,0.5,1.0,0.5,2.5,3.0,0.5,1.0,0.5,0.0,1.0,1.0,0.7225548902195609,0.011976047904191617,0.2654690618762475
