scope,feature_mode,operating_point,target_value,n_folds,precision_lt_target_mean,precision_lt_target_sd,recall_lt_target_mean,recall_lt_target_sd,binary_accuracy_mean,binary_accuracy_sd,reject_rate_mean,reject_rate_sd,n_rejected_mean,n_rejected_sd,tp_mean,tp_sd,fp_mean,fp_sd,fn_mean,fn_sd,kept_f1_p10_mean,kept_f1_p10_sd,test_ap_mean,test_ap_sd,test_auc_mean,test_auc_sd
pyramidal,baseline_oof,validation_recall,0.8,3,0.5287315039555419,0.14284794032628462,0.7005293384019277,0.1473034401147704,0.9120165255558259,0.02740382984970505,0.12007879233145678,0.041817785106226565,200.0,63.92964883369844,99.66666666666667,3.214550253664318,100.33333333333333,62.051054248363364,46.666666666666664,29.569128044860122,0.9007866666666667,0.09420666713844258,0.611822736529761,0.10691209078207745,0.9187982927207828,0.008917056985416979
pyramidal,baseline_oof,validation_recall,0.9,3,0.32622698293433355,0.1899078602194212,0.8318229122437187,0.12026253588443293,0.7474842582134905,0.22785675268179575,0.30792033483880993,0.23763243930139824,507.3333333333333,376.1506790281434,119.33333333333333,7.505553499465135,388.0,382.84330998464634,27.0,22.516660498395403,0.9698533333333333,0.042124712857577275,0.611822736529761,0.10691209078207745,0.9187982927207828,0.008917056985416979
pyramidal,branch3,fixed_reject_rate,0.05,3,0.5886705613428598,0.05015865508552785,0.34144341707170467,0.03246309982424588,0.9218560613378849,0.010288611552009122,0.05000000000000001,8.498374721940739e-18,83.66666666666667,3.055050463303893,49.333333333333336,5.686240703077327,34.333333333333336,3.214550253664318,97.0,24.63736998950984,0.7454833333333334,0.08904255293584823,0.4819710085853511,0.06410564593345146,0.8967112969505121,0.01222907048100658
pyramidal,branch3,fixed_reject_rate,0.1,3,0.5133398643531127,0.05239600466980751,0.5959940788695902,0.07104084598967715,0.9156590398458372,0.011207050822485359,0.10000000000000002,1.6996749443881478e-17,167.33333333333334,6.110100926607786,86.0,10.44030650891055,81.33333333333333,7.637626158259734,60.333333333333336,22.6789182575654,0.8741500000000001,0.07398464367691447,0.4819710085853511,0.06410564593345146,0.8967112969505121,0.01222907048100658
pyramidal,branch3,fixed_reject_rate,0.15,3,0.4245570224226154,0.051883684349577394,0.7361899956873655,0.04065086348811724,0.8903581531257333,0.00430150552952518,0.15,0.0,251.33333333333334,9.71253485622231,107.0,16.703293088490067,144.33333333333334,8.386497083606082,39.333333333333336,14.0118997046558,0.9566133333333333,0.030674291081186175,0.4819710085853511,0.06410564593345146,0.8967112969505121,0.01222907048100658
pyramidal,branch3,validation_recall,0.5,3,0.5462632605489749,0.062105596060440416,0.4408911001546887,0.1289105580343703,0.9180085612594159,0.007942826378607253,0.06923935689802276,0.016944065172389618,115.33333333333333,24.214320831552,62.0,5.291502622129181,53.333333333333336,18.929694486000912,84.33333333333333,35.00476158086687,0.7831133333333332,0.12269000339609305,0.4819710085853511,0.06410564593345146,0.8967112969505121,0.01222907048100658
pyramidal,branch3,validation_recall,0.7,3,0.4628934941490858,0.15380139995190825,0.61862591809991,0.16745147616226674,0.8899166223019703,0.0432198198838162,0.1278636054523987,0.06633288461677785,212.33333333333334,103.62110467145838,87.66666666666667,10.214368964029708,124.66666666666667,95.86622623913667,58.666666666666664,32.74650108535771,0.8780866666666668,0.0987928668140232,0.4819710085853511,0.06410564593345146,0.8967112969505121,0.01222907048100658
pyramidal,branch3,validation_recall,0.8,3,0.4140261263793335,0.19562017894715386,0.7127945371078042,0.14067269523150727,0.8488934151399453,0.10781320776228381,0.18552415373698014,0.12406243684311767,307.0,195.46866756592985,101.66666666666667,5.507570547286102,205.33333333333334,194.58245895592268,44.666666666666664,27.75487945088815,0.9193333333333333,0.0713280683415255,0.4819710085853511,0.06410564593345146,0.8967112969505121,0.01222907048100658
pyramidal,branch3,validation_recall,0.9,3,0.29594367644000896,0.1577904519777901,0.8582625245395555,0.10880633086466018,0.7442564549707912,0.17879095052545024,0.31676705897817564,0.18905480382199782,526.6666666666666,300.3353681026152,124.33333333333333,21.45538005567213,402.3333333333333,301.1217915284999,22.0,16.822603841260722,0.9858933333333333,0.015574470563500153,0.4819710085853511,0.06410564593345146,0.8967112969505121,0.01222907048100658
pyramidal,compact,fixed_reject_rate,0.05,3,0.5771626309409627,0.0722459480548704,0.3351090064123378,0.04688012723289712,0.9207071924033313,0.012724456087838478,0.05000000000000001,8.498374721940739e-18,83.66666666666667,3.055050463303893,48.333333333333336,6.658328118479393,35.333333333333336,5.686240703077327,98.0,26.210684844162312,0.7466166666666667,0.08776605285264534,0.4852363746110409,0.08002970560964368,0.8982883353378167,0.011939174445374054
pyramidal,compact,fixed_reject_rate,0.1,3,0.4998375793510355,0.04969205598908998,0.582395793266629,0.08848732030183258,0.9129656530907165,0.014632419445659135,0.10000000000000002,1.6996749443881478e-17,167.33333333333334,6.110100926607786,83.66666666666667,9.073771725877467,83.66666666666667,8.386497083606084,62.666666666666664,25.890796305508513,0.8684333333333333,0.0905067032508274,0.4852363746110409,0.08002970560964368,0.8982883353378167,0.011939174445374054
pyramidal,compact,fixed_reject_rate,0.15,3,0.4169895426899695,0.03708434028779545,0.7259908652076974,0.06334194498936177,0.888087705854567,0.005992690999339399,0.15,0.0,251.33333333333334,9.71253485622231,105.0,12.767145334803704,146.33333333333334,5.507570547286102,41.333333333333336,17.897858344878397,0.9543733333333333,0.04011659174622555,0.4852363746110409,0.08002970560964368,0.8982883353378167,0.011939174445374054
pyramidal,compact,validation_recall,0.5,3,0.5384944850456894,0.06514843089723664,0.468918894167287,0.10135396839012925,0.9176537675742947,0.010699139564834625,0.07501908251289102,0.013075761738280659,125.33333333333333,19.03505538035898,66.66666666666667,2.3094010767585034,58.666666666666664,17.15614564327703,79.66666666666667,30.02221399786054,0.8078333333333333,0.10518778889839507,0.4852363746110409,0.08002970560964368,0.8982883353378167,0.011939174445374054
pyramidal,compact,validation_recall,0.7,3,0.4386649581346851,0.15111079135979832,0.6400002664175664,0.16495305728396725,0.8812446959682521,0.0509457967063389,0.14014837721876208,0.07257400323698836,232.66666666666666,113.20041224895488,90.66666666666667,7.76745346515403,142.0,106.85972113008718,55.666666666666664,32.624121954978854,0.8854333333333333,0.09803377445214143,0.4852363746110409,0.08002970560964368,0.8982883353378167,0.011939174445374054
pyramidal,compact,validation_recall,0.8,3,0.39637835186396336,0.19061815024717385,0.730159301053515,0.12303697647626609,0.8397029435775156,0.11382221024973364,0.19817209992463547,0.12748093701034746,328.3333333333333,200.88885816125625,104.66666666666667,9.29157324317757,223.66666666666666,201.64407586967025,41.666666666666664,24.131583730317686,0.9336166666666667,0.05779931516318628,0.4852363746110409,0.08002970560964368,0.8982883353378167,0.011939174445374054
pyramidal,compact,validation_recall,0.9,3,0.29899643303563295,0.16418289480422935,0.8426464588942673,0.1077914612358887,0.7227516017438712,0.24482046493028725,0.33520465255510096,0.2536537084713837,554.0,401.78725713989485,121.66666666666667,16.77299416721217,432.3333333333333,407.34056185621057,24.666666666666668,17.925772879665004,0.98866,0.01031049465350718,0.4852363746110409,0.08002970560964368,0.8982883353378167,0.011939174445374054
pyramidal,v12_oof,fixed_reject_rate,0.05,3,0.6831241526343774,0.12131555454902442,0.3925942577023816,0.03654458735520711,0.9312840536755081,0.007735427621917219,0.05000000000000001,8.498374721940739e-18,83.66666666666667,3.055050463303893,57.333333333333336,11.590225767142472,26.333333333333332,9.291573243177568,89.0,20.42057785666214,0.7655333333333334,0.09255119520207894,0.6066731537522035,0.09430264869517897,0.9202551366150931,0.005436944747652185
pyramidal,v12_oof,fixed_reject_rate,0.1,3,0.5503982725281714,0.06251232636137648,0.636054289239561,0.03821800484549914,0.9230569033388977,0.0034903638394381386,0.10000000000000002,1.6996749443881478e-17,167.33333333333334,6.110100926607786,92.33333333333333,13.576941236277534,75.0,7.937253933193772,54.0,16.703293088490067,0.8973333333333334,0.07902107841160694,0.6066731537522035,0.09430264869517897,0.9202551366150931,0.005436944747652185
pyramidal,v12_oof,fixed_reject_rate,0.15,3,0.4472467194193795,0.040590900001201004,0.7782783097803554,0.06248014838575117,0.897171853024653,0.0024419013782361844,0.15,0.0,251.33333333333334,9.71253485622231,112.66666666666667,14.571661996262929,138.66666666666666,5.033222956847167,33.666666666666664,15.50268793897798,0.9699800000000001,0.02690892045400553,0.6066731537522035,0.09430264869517897,0.9202551366150931,0.005436944747652185
pyramidal,v12_oof,validation_recall,0.5,3,0.6949203278990512,0.13363076975019927,0.40982281566735107,0.03288347205159058,0.9320822144450297,0.008038804546196505,0.05161864599317636,0.0059727529563437754,86.33333333333333,8.621678104251709,59.333333333333336,7.637626158259733,27.0,14.177446878757825,87.0,22.64950330581225,0.77201,0.1005744982587534,0.6066731537522035,0.09430264869517897,0.9202551366150931,0.005436944747652185
pyramidal,v12_oof,validation_recall,0.7,3,0.5980324452435436,0.15077419513699253,0.6232236192493351,0.16370745510296006,0.923964464326125,0.015728511549016434,0.09461800971785499,0.038115287046097505,157.33333333333334,58.432297005451815,88.33333333333333,9.073771725877467,69.0,52.0,58.0,32.449961479175904,0.8620233333333333,0.11768839379196797,0.6066731537522035,0.09430264869517897,0.9202551366150931,0.005436944747652185
pyramidal,v12_oof,validation_recall,0.8,3,0.5288044497991872,0.1316325662107453,0.6836061615722633,0.15569835611960112,0.9123099960915991,0.02291730922666772,0.11693930136253965,0.04267866515482967,194.66666666666666,65.2559065015063,97.33333333333333,9.073771725877467,97.33333333333333,60.68223243531284,49.0,29.546573405388315,0.8964233333333335,0.09455308156444893,0.6066731537522035,0.09430264869517897,0.9202551366150931,0.005436944747652185
pyramidal,v12_oof,validation_recall,0.9,3,0.34871398406061055,0.18878125702516407,0.794929074648537,0.16669303486558482,0.7777359643116629,0.19671563506232576,0.27034438530520216,0.21402237499237614,445.3333333333333,339.10814400915433,113.0,1.0,332.3333333333333,339.04178700174015,33.333333333333336,30.566866593312003,0.9494900000000001,0.07062289359690649,0.6066731537522035,0.09430264869517897,0.9202551366150931,0.005436944747652185
