scope,feature_mode,operating_point,target_value,n_folds,precision_lt_target_mean,precision_lt_target_sd,recall_lt_target_mean,recall_lt_target_sd,binary_accuracy_mean,binary_accuracy_sd,reject_rate_mean,reject_rate_sd,n_rejected_mean,n_rejected_sd,tp_mean,tp_sd,fp_mean,fp_sd,fn_mean,fn_sd,kept_f1_p10_mean,kept_f1_p10_sd,test_ap_mean,test_ap_sd,test_auc_mean,test_auc_sd
all,branch3,validation_recall,0.5,3,0.43305265595068815,0.047648746719393766,0.4712285970032963,0.02381479134198144,0.9142172649213073,0.005998510330250838,0.08150933849164012,0.008494198001307806,191.0,23.065125189341593,83.0,16.522711641858304,108.0,12.288205727444508,93.0,16.522711641858304,0.92042,0.04396294803581757,0.4046606236479366,0.04516718530896342,0.8629525244997761,0.014251094176693848
all,branch3,validation_recall,0.7,3,0.3285835886959482,0.04663428503146196,0.6525011438427406,0.056168915809824055,0.8734845135959274,0.005547782189999647,0.14852053285463548,0.00971357781762134,347.3333333333333,15.01110699893027,113.66666666666667,10.96965511460289,233.66666666666666,25.813433195399124,62.333333333333336,21.197484127446195,0.97885,0.023725203897964692,0.4046606236479366,0.04516718530896342,0.8629525244997761,0.014251094176693848
all,branch3,validation_recall,0.8,3,0.2725412472400424,0.06043362337244269,0.7411922214146056,0.08639882608320573,0.8276711733748,0.032075727456871775,0.2071844600325575,0.03950749040425957,483.6666666666667,81.68435182660957,128.66666666666666,8.962886439832502,355.0,88.72992730753249,47.333333333333336,23.58671942711265,0.9907,0.012264990827554676,0.4046606236479366,0.04516718530896342,0.8629525244997761,0.014251094176693848
all,branch3,validation_recall,0.9,3,0.1888921409661927,0.02522347478486374,0.8538825218555441,0.05137219998545302,0.7140523676883267,0.019181449508813255,0.3383194493869946,0.020934576450776652,791.6666666666666,43.55838993045236,149.33333333333334,19.857828011475306,642.3333333333334,45.72016331262754,26.666666666666668,13.051181300301261,0.9999333333333333,0.00011547005383791244,0.4046606236479366,0.04516718530896342,0.8629525244997761,0.014251094176693848
all,compact,fixed_reject_rate,0.05,3,0.4501457604531068,0.037715746465269887,0.30426242165214096,0.04642060794128703,0.9200146994845334,0.011857073332344452,0.05000000000000001,8.498374721940739e-18,117.0,2.6457513110645907,52.666666666666664,4.509249752822894,64.33333333333333,4.618802153517006,123.33333333333333,30.615900008546756,0.83458,0.08898981290012913,0.3854810318781083,0.038079100292158795,0.864627688527906,0.010815727387301029
all,compact,fixed_reject_rate,0.1,3,0.38018452228490274,0.020711816220932957,0.5134562897960637,0.06708901811889181,0.9010559057837003,0.010577143703239948,0.10000000000000002,1.6996749443881478e-17,234.0,5.5677643628300215,89.0,6.082762530298219,145.0,4.358898943540674,87.0,28.160255680657446,0.9242633333333333,0.06855599195791216,0.3854810318781083,0.038079100292158795,0.864627688527906,0.010815727387301029
all,compact,fixed_reject_rate,0.15,3,0.32070903948527724,0.01826985472598188,0.6480416730143307,0.0666919733164495,0.8712397784328463,0.006597206540398024,0.15,0.0,351.0,8.18535277187245,112.66666666666667,9.073771725877467,238.33333333333334,1.5275252316519468,63.333333333333336,23.180451534284945,0.9786199999999999,0.025663195436266287,0.3854810318781083,0.038079100292158795,0.864627688527906,0.010815727387301029
all,compact,validation_recall,0.5,3,0.3967051187465045,0.044593070291175346,0.45401815343485047,0.040133091091168104,0.9063822216397955,0.01654442924020548,0.08629129021983258,0.0159646420346348,202.33333333333334,40.525712002793156,79.33333333333333,11.015141094572204,123.0,31.096623610932426,96.66666666666667,22.501851775650227,0.9074233333333334,0.05988252193531372,0.3854810318781083,0.038079100292158795,0.864627688527906,0.010815727387301029
all,compact,validation_recall,0.7,3,0.31528772055792303,0.032154845961031714,0.6541709900258934,0.08923579689494678,0.8674008689776537,0.0064177631097650685,0.15438814694036368,0.014736924570829814,361.0,28.0,113.33333333333333,6.8068592855540455,247.66666666666666,29.83845393671283,62.666666666666664,26.539279065817393,0.9771000000000001,0.026336977806878267,0.3854810318781083,0.038079100292158795,0.864627688527906,0.010815727387301029
all,compact,validation_recall,0.8,3,0.2723749042699746,0.05745122255815204,0.6953166113756707,0.08672775866414771,0.8338586209573089,0.02957392525845721,0.19416851250827574,0.038021841115307035,453.3333333333333,79.28640068342952,120.66666666666667,9.073771725877467,332.6666666666667,83.9900787791828,55.333333333333336,24.5017006212494,0.9859066666666667,0.017744321157297956,0.3854810318781083,0.038079100292158795,0.864627688527906,0.010815727387301029
