file,n_nodes_conf,stage1_pred_conf_run,stage1_conf_conf_run,pred_axon_conf_run,pred_basal_conf_run,pred_apical_conf_run,node_label_disagree_frac,node_conf_abs_delta_mean,branch3_changed_frac,branch3_label_disagree_frac,branch3_conf_abs_delta_mean,branch3_axon_delta_frac,branch3_basal_delta_frac,branch3_apical_delta_frac,branch3_to_apical_frac,branch3_from_apical_frac,conf_mean,conf_std,conf_min,conf_p05,conf_p10,conf_p25,conf_median,conf_frac_lt_05,conf_frac_lt_06,conf_frac_lt_07,conf_frac_lt_08,conf_frac_lt_09,axon_conf_mean,axon_conf_p10,axon_conf_frac_lt_07,basal_conf_mean,basal_conf_p10,basal_conf_frac_lt_07,apical_conf_mean,apical_conf_p10,apical_conf_frac_lt_07,n_pred_branches,branch_conf_mean,branch_conf_min,branch_conf_p10,branch_frac_conf_lt_07,branch_frac_conf_lt_08,branch_n_nodes_p90,pred_soma_z,pred_axon_z_extent,pred_axon_z_mean_rel_soma,pred_axon_z_std,pred_axon_x_extent,pred_axon_y_extent,pred_basal_z_extent,pred_basal_z_mean_rel_soma,pred_basal_z_std,pred_basal_x_extent,pred_basal_y_extent,pred_apical_z_extent,pred_apical_z_mean_rel_soma,pred_apical_z_std,pred_apical_x_extent,pred_apical_y_extent
hpf_ca1__202462_001_edited.swc,63583,pyramidal,0.998828,61410,2172,0,0,0,0,0,0,0,0,0,0,0,0.60301,0.344226,0.3,0.3,0.3,0.3,0.3,0.563421,0.563421,0.563421,0.563421,0.563421,0.589351,0.3,0.582886,0.989024,0.998348,0.0133517,0,0,0,1785,0.627476,0.3,0.3,0.52605,0.538375,85,8025.53,4924.76,-242.474,932.771,5971.98,5367.84,378.88,20.9886,68.1219,432.9,186.17,0,0,0,0,0
hpf_ca1__202462_004_edited.swc,34161,pyramidal,0.996933,31831,2329,0,0,0,0,0,0,0,0,0,0,0,0.348989,0.178334,0.3,0.3,0.3,0.3,0.3,0.929832,0.929832,0.929832,0.929832,0.929832,0.301961,0.3,0.997173,0.991451,0.998348,0.00987548,0,0,0,1539,0.341972,0.3,0.3,0.939571,0.940221,48,7976.83,1151.02,127.099,195.621,977.12,1226.71,306.54,21.8723,64.9415,408.31,225.32,0,0,0,0,0
hpf_ca1__202464_021_edited.swc,40076,pyramidal,0.998657,37574,2501,0,0,0,0,0,0,0,0,0,0,0,0.451291,0.286765,0.3,0.3,0.3,0.3,0.3,0.782264,0.782264,0.782264,0.782264,0.782264,0.421721,0.3,0.824533,0.895313,0.3,0.147541,0,0,0,1289,0.433298,0.3,0.3,0.806827,0.810706,75,8495.42,3452.5,-923.895,1026.38,5640.4,5246.08,617.66,21.8105,136.948,347.57,494.31,0,0,0,0,0
hpf_ca1__202497_006_edited.swc,34802,pyramidal,0.998995,32531,957,1313,0,0,0,0,0,0,0,0,0,0,0.371514,0.210294,0.3,0.3,0.3,0.3,0.3,0.896328,0.896328,0.896328,0.896328,0.896328,0.330941,0.3,0.955396,0.998348,0.998348,0,0.919383,0.978276,0.0868241,498,0.479887,0.3,0.3,0.738956,0.746988,168.9,9716.95,4481.84,-1749.09,1724.01,6843.08,3648.17,148.61,41.7671,28.6897,160.59,221.37,485.71,-254.655,135.255,194.5,252.23
hpf_ca1__202497_007_edited.swc,46199,pyramidal,0.998916,43177,654,2367,0,0,0,0,0,0,0,0,0,0,0.371449,0.209726,0.3,0.3,0.3,0.3,0.3,0.895993,0.895993,0.895993,0.895993,0.895993,0.329787,0.3,0.95706,0.998348,0.998348,0,0.95793,0.978276,0.0299958,420,0.570174,0.3,0.3,0.607143,0.616667,288.2,9726.13,4173.65,-1795.69,1659.58,7116.36,4781.52,236.42,-12.8033,44.4763,131.28,187.17,462.98,-240.561,108.115,327.84,317.49
hpf_ca1__202498_006_edited.swc,37298,pyramidal,0.99211,33789,1095,2413,0,0,0,0,0,0,0,0,0,0,0.386652,0.215483,0.3,0.3,0.3,0.3,0.3,0.857204,0.857204,0.857204,0.921658,0.921765,0.337406,0.3,0.946077,0.998348,0.998348,0,0.798394,0.799421,0.00207211,587,0.475304,0.3,0.3,0.708688,0.856899,157.4,9655.69,4278.02,-1039.36,1432.16,6008.85,2863.65,149.75,4.30228,29.7256,164.48,291.44,474.6,-246.458,130.075,321.83,319.41
hpf_ca1__202498_011_edited.swc,25392,pyramidal,0.998917,23303,828,1260,0,0,0,0,0,0,0,0,0,0,0.414659,0.256842,0.3,0.3,0.3,0.3,0.3,0.833806,0.833806,0.833806,0.833806,0.833806,0.363419,0.3,0.908553,0.998348,0.998348,0,0.978271,0.978276,0,598,0.496007,0.3,0.3,0.715719,0.720736,98.6,9796.04,4180.14,-1405.22,1705.96,5923.38,2672.34,124.25,47.3626,29.3323,120.66,185.72,534.04,-309.127,168.092,272.18,301.38
hpf_ca1__202499_001_edited.swc,21760,pyramidal,0.999043,19406,898,1455,0,0,0,0,0,0,0,0,0,0,0.432656,0.272031,0.3,0.3,0.3,0.3,0.3,0.807858,0.807858,0.807858,0.807858,0.807858,0.375747,0.3,0.890807,0.998348,0.998348,0,0.842155,0.3,0.200687,427,0.614366,0.3,0.3,0.545667,0.552693,143.4,9587.83,4010.47,-1477.44,1604.48,6236.52,3096.48,130.02,33.7521,29.5504,132.79,258.45,465.6,-228.021,136.851,207.74,311.93
hpf_ca1__202499_004_edited.swc,51679,pyramidal,0.999027,48217,1626,1835,0,0,0,0,0,0,0,0,0,0,0.366647,0.20379,0.3,0.3,0.3,0.3,0.3,0.903365,0.903365,0.903365,0.903365,0.903365,0.322674,0.3,0.967314,0.998348,0.998348,0,0.961995,0.978226,0.0239782,603,0.490756,0.3,0.3,0.72471,0.729685,212.8,9576.01,4658.38,-1446.06,1697.55,7829.98,4546.75,144.71,27.2794,27.8373,234.64,263.77,531.32,-207.767,130.38,217.08,443.28
hpf_ca1__202501_023_edited.swc,31532,pyramidal,0.99426,29564,1967,0,0,0,0,0,0,0,0,0,0,0,0.743665,0.333243,0.3,0.3,0.3,0.3,0.993697,0.360681,0.360681,0.360681,0.360681,0.360681,0.743016,0.3,0.361352,0.75328,0.3,0.350788,0,0,0,979,0.796735,0.3,0.3,0.28192,0.295199,74,9818.47,567.62,-126.894,111.187,1286.96,1664.19,506.33,-105.482,156.977,282.22,690.93,0,0,0,0,0
hpf_ca1__202501_028_edited.swc,25508,pyramidal,0.993633,22155,3352,0,0,0,0,0,0,0,0,0,0,0,0.910923,0.225605,0.3,0.3,0.3,0.993697,0.993697,0.120002,0.120002,0.120002,0.120002,0.120002,0.921017,0.3,0.104762,0.844178,0.3,0.220764,0,0,0,1553,0.960199,0.3,0.993697,0.0470058,0.0482936,36,9893.08,653.39,-73.7073,90.2146,1322.58,1856.48,264.98,-8.43447,46.8163,661.47,774.77,0,0,0,0,0
hpf_ca1__202503_025_edited.swc,44286,pyramidal,0.997887,41545,1036,1704,0,0,0,0,0,0,0,0,0,0,0.424528,0.265752,0.3,0.3,0.3,0.3,0.3,0.819943,0.819943,0.819943,0.819943,0.819943,0.393582,0.3,0.865062,0.998348,0.998348,0,0.829804,0.3,0.218897,996,0.522891,0.3,0.3,0.678715,0.685743,122.5,8744.35,5080.14,-1081.69,1319.15,6943.2,4085.35,168.47,20.7127,30.3671,145.96,211.76,247.7,-111.407,60.3187,271.67,533.84
hpf_ca1__202503_037_edited.swc,79979,pyramidal,0.998688,76286,1469,2223,0,0,0,0,0,0,0,0,0,0,0.360099,0.194613,0.3,0.3,0.3,0.3,0.3,0.912927,0.912927,0.912927,0.912927,0.912927,0.33169,0.3,0.954317,0.998348,0.998348,0,0.912917,0.977851,0.0962663,963,0.457585,0.3,0.3,0.774663,0.779855,217,8663.92,5037.4,-1600.6,1275.86,7283.22,4457.3,235.57,11.0353,40.2303,264.97,212.73,341.88,-115.846,70.2615,518.89,872.53
hpf_ca1__202508_003_edited.swc,46711,pyramidal,0.998762,44084,1100,1526,0,0,0,0,0,0,0,0,0,0,0.349052,0.173009,0.3,0.3,0.3,0.3,0.3,0.924408,0.924408,0.924408,0.931515,0.94087,0.315853,0.3,0.977112,0.978667,0.998348,0.0281818,0.853844,0.760524,0.0484928,637,0.425366,0.3,0.3,0.811617,0.832025,194.4,8769.34,4681.28,-1613.14,1355.93,6400.02,4247.87,205.18,27.6886,37.8465,246.53,277.65,340.25,-67.8366,74.3274,314.88,545.06
hpf_ca1__202508_010_edited.swc,53598,pyramidal,0.998963,50868,955,1774,0,0,0,0,3.70674e-05,0,0,0,0,0,0.346912,0.173352,0.3,0.3,0.3,0.3,0.3,0.931751,0.931751,0.931751,0.931751,0.931751,0.312655,0.3,0.981757,0.998348,0.998348,0,0.978136,0.978276,0,584,0.456557,0.3,0.3,0.77226,0.775685,254.4,8656.34,4902.15,-1488.47,1271.15,7029.4,4115.88,161.57,17.1562,30.2926,196.78,92.4,312.93,-101.887,72.2884,258.99,682.81
hpf_ca1__202664_002_edited.swc,20924,pyramidal,0.999053,16435,4488,0,0,0,0,0,0,0,0,0,0,0,0.43047,0.260797,0.3,0.3,0.3,0.3,0.3,0.798557,0.798557,0.798557,0.802332,0.8225,0.314604,0.3,0.978947,0.854643,0.3,0.138146,0,0,0,337,0.619615,0.3,0.3,0.504451,0.52819,162.2,7243.42,3828.81,184.749,920.941,5758.01,2926.15,766.81,52.6897,138.937,913.44,559.46,0,0,0,0,0
hpf_ca1__202664_010_edited.swc,114891,pyramidal,0.998376,110760,2710,1420,0,0,0.0123595,0.0123595,0.000997941,0,-0.0123595,0.0123595,0.0123595,0,0.574218,0.337807,0.3,0.3,0.3,0.3,0.3,0.601692,0.601692,0.601692,0.609856,0.610553,0.565379,0.3,0.617443,0.886509,0.3,0.160148,0.667372,0.3,0.216197,3606,0.60304,0.3,0.3,0.557682,0.574875,73,3345.01,3563.96,328.938,768.169,5626.78,5429.5,594.02,63.8723,111.705,601.51,348.13,447.85,-41.8361,109.475,438.12,244.14
hpf_ca1__202666_028_edited.swc,23324,pyramidal,0.999006,19605,1548,2170,0,0,0,0,0,0,0,0,0,0,0.482819,0.30446,0.3,0.3,0.3,0.3,0.3,0.734951,0.734951,0.734951,0.734951,0.734951,0.393448,0.3,0.865289,0.985716,0.998348,0.0180879,0.931254,0.978276,0.0691244,377,0.65029,0.3,0.3,0.496021,0.514589,149.6,7439.05,3626.76,229.764,681.579,3264.14,1517.23,255.23,-14.6878,49.1031,254.97,337.86,296.56,17.7487,48.6846,422.91,523.31
hpf_ca1__202668_004_edited.swc,33033,pyramidal,0.998915,31540,1492,0,0,0,0,0,0,0,0,0,0,0,0.358468,0.19299,0.3,0.3,0.3,0.3,0.3,0.915933,0.915933,0.915933,0.915933,0.915933,0.33761,0.3,0.945783,0.798954,0.3,0.285523,0,0,0,803,0.352123,0.3,0.3,0.927771,0.930262,105,3601.86,4295.78,1373.15,1178.64,4976.7,5749.71,495.94,-7.39162,101.652,628.77,367.84,0,0,0,0,0
hpf_ca1__202668_014_edited.swc,16138,pyramidal,0.998314,14204,1025,908,0,0,0,0,0.000646202,0,0,0,0,0,0.425406,0.265852,0.3,0.3,0.3,0.3,0.3,0.817883,0.817883,0.817883,0.817883,0.821229,0.35507,0.3,0.920586,0.921359,0.3,0.110244,0.965191,0.977851,0.0110132,845,0.392294,0.3,0.3,0.867456,0.869822,47,4143.62,3151.16,406.247,1034.04,4725.29,3265.91,375.19,37.3425,76.1279,231.78,260.35,249.2,-104.512,51.9161,208.82,531.85
hpf_ca1__202669_006_edited.swc,27976,pyramidal,0.999084,24842,1010,2123,0,0,0,0,0.000992148,0,0,0,0,0,0.477167,0.301344,0.3,0.3,0.3,0.3,0.3,0.743101,0.743101,0.743101,0.743101,0.743101,0.413652,0.3,0.836165,0.996965,0.998348,0,0.972843,0.978276,0.00800754,462,0.641553,0.3,0.3,0.515152,0.525974,158,7183.33,3253.78,-390.683,732.829,4205.2,2834.19,196.78,-16.2636,37.2905,190.08,176.92,393.78,85.8305,68.5423,296.63,495.41
hpf_ca1__202669_007_edited.swc,36337,pyramidal,0.99871,33909,2427,0,0,0,0,0,0,0,0,0,0,0,0.352359,0.183055,0.3,0.3,0.3,0.3,0.3,0.923604,0.925255,0.925255,0.925255,0.925255,0.332323,0.3,0.953405,0.63202,0.3,0.532344,0,0,0,1239,0.343789,0.3,0.3,0.935432,0.937046,84,7180.71,3931.36,-26.128,987.354,5958.41,3964.99,411.65,80.9479,82.5931,401.47,694.78,0,0,0,0,0
hpf_ca1__202669_008_edited.swc,14322,pyramidal,0.99708,11248,998,2075,0,0,0,0,0,0,0,0,0,0,0.535265,0.326526,0.3,0.3,0.3,0.3,0.3,0.658218,0.658218,0.658218,0.658218,0.658218,0.41724,0.3,0.830992,0.998348,0.998348,0,0.952093,0.978056,0.0385542,305,0.707648,0.3,0.3,0.413115,0.422951,106,7022.97,3669.04,4.04765,684.88,4623.15,2182.65,190.2,-45.6587,43.7522,168.08,180.71,407.27,102.567,87.1682,381.73,474.26
hpf_ca1__202669_011_edited.swc,47086,pyramidal,0.998841,44312,2773,0,0,0,0,0,0,0,0,0,0,0,0.39645,0.240389,0.3,0.3,0.3,0.3,0.3,0.861339,0.861339,0.861339,0.861339,0.861339,0.359921,0.3,0.913613,0.979964,0.998348,0.0263253,0,0,0,1833,0.393025,0.3,0.3,0.866339,0.867976,56.8,7545.83,3928.34,-248.779,1047.3,5770.57,5548.82,545.9,23.4568,104.379,727.44,429.21,0,0,0,0,0
hpf_ca1__202669_013_edited.swc,20572,pyramidal,0.999068,17488,941,2142,0,0,0,0,0,0,0,0,0,0,0.5512,0.331979,0.3,0.3,0.3,0.3,0.3,0.635864,0.635864,0.635864,0.635864,0.635864,0.474813,0.3,0.747999,0.998196,0.998348,0,0.978276,0.978276,0,376,0.741223,0.3,0.3,0.367021,0.390957,138,4266.1,2665,255.275,660.324,4277.22,3045.59,223.59,27.8222,41.2163,173.18,305.05,356.95,-38.1959,65.0638,306.02,524.88
hpf_ca1__202671_003_edited.swc,21907,pyramidal,0.996506,20630,1276,0,0,0,0,0,0,0,0,0,0,0,0.700255,0.342973,0.3,0.3,0.3,0.3,0.993697,0.423381,0.423381,0.423381,0.423381,0.423381,0.682548,0.3,0.448522,0.986307,0.998348,0.0172414,0,0,0,655,0.813863,0.3,0.3,0.259542,0.268702,76.6,4256.88,1634.9,-185.544,238.055,2054.59,951.69,208.11,-27.1946,43.9492,461.53,295.25,0,0,0,0,0
hpf_ca1__202671_012_edited.swc,15254,pyramidal,0.997549,13740,1513,0,0,0,0,0,0,0,0,0,0,0,0.608665,0.345172,0.3,0.3,0.3,0.3,0.3,0.555658,0.555658,0.555658,0.555658,0.555658,0.571673,0.3,0.60837,0.944345,0.998348,0.0773298,0,0,0,565,0.635037,0.3,0.3,0.516814,0.529204,63,5053.25,1697.28,-487.807,352.813,987.78,517.19,538.83,-69.9513,118.532,454.99,288.13,0,0,0,0,0
hpf_ca1__202674_006_edited.swc,38871,pyramidal,0.998459,36648,748,1474,0,0,0,0,0.00148008,0,0,0,0,0,0.383623,0.224016,0.3,0.3,0.3,0.3,0.3,0.876926,0.876926,0.876926,0.883075,0.883075,0.356748,0.3,0.918195,0.998348,0.998348,0,0.739454,0.3,0.296472,427,0.486451,0.3,0.3,0.735363,0.749415,233.4,3748.58,5851.07,779.612,1132.99,6332.4,5336.1,202.1,-19.7062,41.9746,176,197.95,526.01,48.2253,108.942,407.92,480.94
hpf_ca1__202674_036_edited.swc,18473,pyramidal,0.998408,14707,1318,2447,0,0,0,0,0,0,0,0,0,0,0.467947,0.295202,0.3,0.3,0.3,0.3,0.3,0.755427,0.755427,0.755427,0.755427,0.755427,0.343819,0.3,0.936833,0.948012,0.998348,0.0720789,0.955196,0.977851,0.0335104,341,0.609131,0.3,0.3,0.548387,0.554252,137,3628.86,2732.12,-265.434,447.983,3998.18,1517.5,200.79,-16.5474,36.4847,305.61,190.21,362.83,51.6872,61.6847,382.18,358.8
hpf_ca1__202674_038_edited.swc,17212,pyramidal,0.998569,13340,1194,2677,0,0,0,0,0.0105461,0,0,0,0,0,0.521781,0.316103,0.3,0.3,0.3,0.3,0.3,0.66808,0.66808,0.66808,0.66808,0.713979,0.396826,0.3,0.86042,0.998348,0.998348,0,0.931714,0.831963,0.0078446,361,0.659044,0.3,0.3,0.462604,0.465374,99,3826.46,2740.32,216.828,741.265,2748.42,1330.05,155.39,-7.69996,33.5256,166.37,154.5,383.55,43.4694,64.0431,305.78,518.49
hpf_ca1__202679_004_edited.swc,46331,pyramidal,0.998446,44586,1744,0,0,0,0,0,0,0,0,0,0,0,0.353787,0.185815,0.3,0.3,0.3,0.3,0.3,0.922687,0.922687,0.922687,0.922687,0.922687,0.330988,0.3,0.955322,0.936281,0.998348,0.0888761,0,0,0,1511,0.354096,0.3,0.3,0.920582,0.923891,84,3563.03,4509.03,-711.767,1375.77,3379.46,3396.9,498.39,71.9835,113.866,390.22,621.34,0,0,0,0,0
hpf_ca1__202679_006_edited.swc,19456,pyramidal,0.999142,16093,1129,2233,0,0,0,0,0,0,0,0,0,0,0.470467,0.296958,0.3,0.3,0.3,0.3,0.3,0.752107,0.752107,0.752107,0.752107,0.752107,0.36315,0.3,0.908967,0.998348,0.998348,0,0.976757,0.978276,0.00223914,354,0.658601,0.3,0.3,0.477401,0.483051,138.9,8436.19,3283.31,23.389,574.648,4418.6,2046.67,206.26,49.3054,44.8961,164.15,175.22,441.25,-80.2986,79.6573,290.46,550.34
hpf_ca1__202679_018_edited.swc,10826,pyramidal,0.997317,8743,932,1150,0,0,0,0,0,0,0,0,0,0,0.471754,0.298001,0.3,0.3,0.3,0.3,0.3,0.7506,0.7506,0.7506,0.7506,0.7506,0.349167,0.3,0.929086,0.998348,0.998348,0,0.976506,0.978276,0.0026087,247,0.589846,0.3,0.3,0.574899,0.587045,102.4,7923.49,936.74,-99.7674,173.482,935.95,764.07,129.39,-6.38667,26.0198,186.55,140.75,290.62,-49.9038,65.708,203.84,467.25
hpf_ca1__202679_020_edited.swc,30391,pyramidal,0.999002,26550,1394,2446,0,0,0,0,0,0,0,0,0,0,0.452179,0.285886,0.3,0.3,0.3,0.3,0.3,0.779178,0.779178,0.779178,0.779178,0.779178,0.377104,0.3,0.888851,0.984822,0.998348,0.0193687,0.963302,0.978276,0.0220769,513,0.581325,0.3,0.3,0.592593,0.60039,154,8396.36,1779.8,196.196,333.043,3062.45,2667.26,265.41,56.5165,50.1736,229.18,282.56,321.42,-65.4639,55.78,349.3,460.73
hpf_ca1__202679_021_edited.swc,20860,pyramidal,0.989908,18022,494,2343,0,0,0,0,0,0,0,0,0,0,0.479761,0.302071,0.3,0.3,0.3,0.3,0.3,0.738399,0.738399,0.738399,0.738399,0.738974,0.403007,0.3,0.851459,0.998348,0.998348,0,0.96058,0.978276,0.0247546,430,0.595955,0.3,0.3,0.567442,0.57907,111,8386.78,3161.03,117.201,472.197,3732.75,2123.56,182.66,57.8816,45.1194,140.8,144.61,354.25,18.1228,61.4227,387.75,628.45
hpf_ca1__202679_025_edited.swc,12339,pyramidal,0.99438,10891,1447,0,0,0,0,0,0,0,0,0,0,0,0.640323,0.347214,0.3,0.3,0.3,0.3,0.3,0.510009,0.510009,0.510009,0.510009,0.510009,0.598045,0.3,0.570196,0.958291,0.998348,0.0573601,0,0,0,612,0.60918,0.3,0.3,0.553922,0.558824,48,3201.85,862.93,21.0207,125.812,994.53,733.3,302.76,-50.7876,68.2819,355.46,253.69,0,0,0,0,0
hpf_ca1__202679_028_edited.swc,34748,pyramidal,0.996873,33217,1530,0,0,0,0,0,0,0,0,0,0,0,0.768969,0.324835,0.3,0.3,0.3,0.3,0.993697,0.32422,0.32422,0.32422,0.32422,0.32422,0.761991,0.3,0.334016,0.920297,0.3,0.111765,0,0,0,850,0.853997,0.3,0.3,0.2,0.222353,90.1,7879.22,1680.11,-11.374,223.041,1888.57,933.59,383.93,-42.4054,70.6452,307.58,447.98,0,0,0,0,0
hpf_ca1__202680_007_edited.swc,25963,pyramidal,0.998786,21704,1181,3077,0,0,0,0,0,0,0,0,0,0,0.446806,0.263612,0.3,0.3,0.3,0.3,0.3,0.757386,0.757386,0.757386,0.757386,0.871856,0.369165,0.3,0.900295,0.987113,0.998348,0.0160881,0.786894,0.804092,0.0341241,548,0.525159,0.3,0.3,0.622263,0.629562,122.9,3065.16,1742.94,7.35889,246.933,2809.99,1592.39,193.74,-46.0193,41.8201,160.6,162.94,359.24,45.7237,52.5732,340.26,571.86
hpf_ca1__202680_015_edited.swc,16893,pyramidal,0.998737,14428,783,1681,0,0,0,0,0.000534018,0,0,0,0,0,0.471377,0.297674,0.3,0.3,0.3,0.3,0.3,0.751021,0.751021,0.751021,0.751021,0.751021,0.383707,0.3,0.879332,0.997913,0.998348,0,0.978274,0.978276,0,336,0.6169,0.3,0.3,0.544643,0.550595,111.5,8167.73,3757.07,-263.36,699.165,4375.5,1763.84,143.81,17.4913,28.6865,140.73,246.29,308.96,-64.4156,61.3557,254.96,381.35
hpf_ca1__202680_029_edited.swc,59133,pyramidal,0.998924,55291,1294,2547,0,0,0,0,0,0,0,0,0,0,0.364012,0.199718,0.3,0.3,0.3,0.3,0.3,0.90682,0.90682,0.90682,0.90682,0.90682,0.321291,0.3,0.969308,0.998348,0.998348,0,0.968901,0.967766,0.0113859,605,0.516289,0.3,0.3,0.682645,0.689256,260.2,8295.85,5364.46,-1309.77,1340.49,7560,5531.15,231.86,10.82,37.6411,206.56,235.1,337.46,-39.2864,55.7789,357.76,730.19
hpf_ca1__202682_003_edited.swc,20943,pyramidal,0.996541,18012,1182,1748,0,0,0,0,0.00246558,0,0,0,0,0,0.456641,0.288508,0.3,0.3,0.3,0.3,0.3,0.771714,0.773051,0.773051,0.773051,0.773051,0.375254,0.3,0.891517,0.984649,0.970369,0.0236887,0.937921,0.978276,0.0594966,363,0.625524,0.3,0.3,0.528926,0.5427,166.4,7956.69,3801.41,147.69,850.089,2713.42,2369.61,122.08,-6.57332,22.2093,99.09,313.17,384.35,-96.2138,81.6706,306.76,359.62
hpf_ca1__202682_006_edited.swc,28205,pyramidal,0.998503,26650,1554,0,0,0,0,0,0,0,0,0,0,0,0.369307,0.208393,0.3,0.3,0.3,0.3,0.3,0.900408,0.900408,0.900408,0.900408,0.900408,0.338446,0.3,0.944578,0.898135,0.3,0.143501,0,0,0,722,0.358812,0.3,0.3,0.912742,0.916898,90,7756.19,2358.28,-1772.21,590.03,2748.36,1827.32,472.32,-16.9671,93.6628,396.32,298.73,0,0,0,0,0
hpf_ca1__202682_015_edited.swc,38863,pyramidal,0.998087,34976,0,3886,0,0,0,0,2.76068e-11,0,0,0,0,0,0.404989,0.236458,0.3,0.3,0.3,0.3,0.3,0.836271,0.853511,0.855647,0.864756,0.866171,0.367632,0.3,0.902505,0,0,0,0.741062,0.446295,0.434122,480,0.522348,0.3,0.3,0.714583,0.758333,210.3,3379.36,4485.42,539.249,1206.97,7078.17,4124.05,0,0,0,0,0,313.08,9.78598,36.3408,329.89,628.82
hpf_ca1__202682_019_edited.swc,13959,pyramidal,0.998932,11626,1086,1246,0,0,0,0,0,0,0,0,0,0,0.44991,0.284321,0.3,0.3,0.3,0.3,0.3,0.782434,0.782434,0.782434,0.782434,0.782434,0.342006,0.3,0.939446,0.998348,0.998348,0,0.978274,0.978276,0,244,0.651662,0.3,0.3,0.487705,0.491803,122,3140.91,3383.57,361.918,962.261,5297.92,2779.25,167.85,-16.0293,29.3955,181.25,124.16,243.58,-16.4916,51.7634,210.3,597.37
hpf_ca1__202803_016_edited.swc,7705,pyramidal,0.993349,4967,1128,1609,0,0,0,0,0,0,0,0,0,0,0.530132,0.32154,0.3,0.3,0.3,0.3,0.3,0.668787,0.668787,0.668787,0.668787,0.668787,0.390919,0.3,0.868935,0.631584,0.3,0.553191,0.888469,0.3,0.13238,139,0.729092,0.3,0.3,0.388489,0.388489,177.6,8997.19,937.72,-149.149,181.718,1298.89,1085.22,590.07,-41.4106,137.232,263.95,397.37,293.65,-62.3728,70.1895,338.19,544.44
hpf_ca1__202807_022_edited.swc,75846,pyramidal,0.998589,72358,1240,2247,0,0,0,0,0,0,0,0,0,0,0.343333,0.161205,0.3,0.3,0.3,0.3,0.3,0.931229,0.931229,0.931229,0.931229,0.95483,0.320919,0.3,0.969844,0.998348,0.998348,0,0.70334,0.3,0.202047,903,0.430764,0.3,0.3,0.791805,0.795127,220.6,9064.97,4707.01,-1963.9,1277.25,6039.84,4228.13,236.86,8.4471,39.9773,107.53,264.16,563.42,-258.631,160.439,190.62,639.9
hpf_ca1__202809_005_edited.swc,42184,pyramidal,0.998019,38018,1323,2842,0,0,0,0,0,0,0,0,0,0,0.408616,0.250965,0.3,0.3,0.3,0.3,0.3,0.842215,0.842215,0.842215,0.842215,0.842215,0.34839,0.3,0.930244,0.996764,0.998348,0.00226757,0.940277,0.977851,0.0559465,475,0.604626,0.3,0.3,0.557895,0.572632,230.6,7896.48,5090.45,-261.319,1432.94,6199.69,3543.27,137.09,17.0154,27.5678,135.82,322.62,432.03,-5.74382,69.6097,253.36,513.12
hpf_ca1__202829_047_edited.swc,16225,pyramidal,0.995974,12798,1429,1997,0,0,0,0,0,0,0,0,0,0,0.511319,0.31772,0.3,0.3,0.3,0.3,0.3,0.693251,0.693251,0.693251,0.693251,0.693251,0.3851,0.3,0.877325,0.997371,0.998348,0.00139958,0.972162,0.978276,0.00901352,274,0.739383,0.3,0.3,0.361314,0.372263,108,6746.04,3843.01,21.9725,791.7,5511.82,2354.44,256.59,-35.5724,49.3342,285.05,241.49,461.26,159.288,113.579,219.72,407.81
hpf_ca1__202829_069_edited.swc,107161,pyramidal,0.99877,102288,3449,1423,0,0,0,0,0,0,0,0,0,0,0.34468,0.166243,0.3,0.3,0.3,0.3,0.3,0.928892,0.933754,0.941266,0.941266,0.941266,0.319287,0.3,0.972196,0.998348,0.998348,0,0.585177,0.592733,1,949,0.449256,0.3,0.3,0.806112,0.813488,278.2,3340.41,7892.15,2472.66,2782.99,5336.41,3279.94,436.83,-16.6253,98.0327,441.17,377.73,282.01,64.069,57.6826,314.97,307.02
hpf_ca1__202829_091_edited.swc,20396,pyramidal,0.998971,16792,1648,1955,0,0,0,0,0.000723674,0,0,0,0,0,0.447759,0.282749,0.3,0.3,0.3,0.3,0.3,0.785448,0.785448,0.785448,0.785448,0.785448,0.339741,0.3,0.942711,0.981675,0.998348,0.0224515,0.925193,0.978276,0.0782609,336,0.627966,0.3,0.3,0.52381,0.529762,161,3853.32,4426.71,343.89,967.558,3232.05,1322.04,252.61,37.5605,46.5119,232.54,292.72,520.9,27.8832,79.6753,311.89,493.78
hpf_ca1__202829_097_edited.swc,30812,pyramidal,0.993993,28732,2079,0,0,0,0,0,0,0,0,0,0,0,0.820121,0.300788,0.3,0.3,0.3,0.3,0.993697,0.250617,0.250617,0.250617,0.250617,0.250617,0.813222,0.3,0.260163,0.915379,0.3,0.118807,0,0,0,869,0.886483,0.3,0.3,0.143843,0.181818,83.2,3174.1,980.46,-22.2214,180.972,1173.43,718.16,393.57,-37.8288,71.9112,461.03,428.22,0,0,0,0,0
hpf_ca1__202829_099_edited.swc,12775,pyramidal,0.998981,10343,932,1499,0,0,0,0,0,0,0,0,0,0,0.455156,0.287307,0.3,0.3,0.3,0.3,0.3,0.774168,0.774168,0.774168,0.774168,0.774168,0.330342,0.3,0.956202,0.998348,0.998348,0,0.978273,0.978276,0,503,0.499684,0.3,0.3,0.709742,0.709742,55,3789.04,2505.45,98.1054,500.104,3194.59,1459.2,158.48,8.12844,30.0335,182.25,112.78,315.74,56.1996,70.2706,245.58,402.86
