file,n_nodes_conf,stage1_pred_conf_run,stage1_conf_conf_run,pred_axon_conf_run,pred_basal_conf_run,pred_apical_conf_run,node_label_disagree_frac,node_conf_abs_delta_mean,branch3_changed_frac,branch3_label_disagree_frac,branch3_conf_abs_delta_mean,branch3_axon_delta_frac,branch3_basal_delta_frac,branch3_apical_delta_frac,branch3_to_apical_frac,branch3_from_apical_frac,conf_mean,conf_std,conf_min,conf_p05,conf_p10,conf_p25,conf_median,conf_frac_lt_05,conf_frac_lt_06,conf_frac_lt_07,conf_frac_lt_08,conf_frac_lt_09,axon_conf_mean,axon_conf_p10,axon_conf_frac_lt_07,basal_conf_mean,basal_conf_p10,basal_conf_frac_lt_07,apical_conf_mean,apical_conf_p10,apical_conf_frac_lt_07,n_pred_branches,branch_conf_mean,branch_conf_min,branch_conf_p10,branch_frac_conf_lt_07,branch_frac_conf_lt_08,branch_n_nodes_p90,pred_soma_z,pred_axon_z_extent,pred_axon_z_mean_rel_soma,pred_axon_z_std,pred_axon_x_extent,pred_axon_y_extent,pred_basal_z_extent,pred_basal_z_mean_rel_soma,pred_basal_z_std,pred_basal_x_extent,pred_basal_y_extent,pred_apical_z_extent,pred_apical_z_mean_rel_soma,pred_apical_z_std,pred_apical_x_extent,pred_apical_y_extent
allen__H16.03.005.01.03.02_526725807.swc,9770,pyramidal,0.988135,1440,3918,4411,0,0,0,0,0,0,0,0,0,0,0.814306,0.300172,0.3,0.3,0.3,0.3,0.978276,0.253941,0.253941,0.253941,0.253941,0.253941,0.499438,0.3,0.7125,0.976148,0.998348,0.0311383,0.773302,0.3,0.302199,125,0.937398,0.3,0.914584,0.072,0.08,154,72.3856,83.4039,19.4357,22.7204,1154.74,646.057,126.246,7.83975,29.697,425.285,373.343,115.794,-13.314,24.0966,564.602,943.349
allen__H16.03.005.01.04.03_526727406.swc,13921,pyramidal,0.954841,7451,2925,3544,0,0,0,0,0.0120775,0,0,0,0,0,0.830513,0.290955,0.3,0.3,0.3,0.963683,0.993697,0.23109,0.23109,0.23109,0.23109,0.23109,0.756132,0.3,0.34237,0.993719,0.998348,0.00581197,0.852145,0.3,0.183126,175,0.928659,0.3,0.712329,0.102857,0.108571,191.4,36.12,105.648,9.68872,21.7565,1282.54,651.829,91.5499,8.16679,19.6874,346.718,268.161,106.902,16.0228,24.0822,528.924,362.144
allen__H16.03.006.01.04.01_537204107.swc,25937,pyramidal,0.898127,15601,4882,5453,0,0,0,0,0,0,0,0,0,0,0.804148,0.304297,0.3,0.3,0.3,0.3,0.993697,0.265682,0.265682,0.265682,0.265682,0.282955,0.739517,0.3,0.365553,0.957723,0.998348,0.0581729,0.851527,0.3,0.16578,303,0.886436,0.3,0.53265,0.151815,0.191419,226.4,29.8486,97.4176,15.0909,22.5974,1238.23,1403.96,91.2354,11.9745,20.7636,488.105,333.545,92.5495,5.60289,19.3123,605.678,398.094
allen__H16.06.004.01.04.01_508279351.swc,10529,pyramidal,0.987048,2736,3792,4000,0,0,0,0,0.00105173,0,0,0,0,0,0.850979,0.276025,0.3,0.3,0.3,0.978276,0.978276,0.200399,0.200399,0.200399,0.200399,0.203248,0.775481,0.3,0.311404,0.945677,0.998348,0.0754219,0.81281,0.3,0.243,134,0.910722,0.3,0.732574,0.0895522,0.126866,187.4,63.7577,114.152,30.379,33.3159,641.215,708.539,118.673,8.63806,24.1728,445.474,330.925,126.585,27.1234,26.1418,416.507,533.474
allen__H16.06.004.01.04.03_508282493.swc,10880,pyramidal,0.832491,5630,2418,2831,0,0,0,0,0,0,0,0,0,0,0.882687,0.250509,0.3,0.3,0.3,0.978276,0.993697,0.155882,0.155882,0.155882,0.155882,0.155882,0.796308,0.3,0.284547,0.993727,0.998348,0.00661704,0.959588,0.978276,0.0275521,163,0.931553,0.3,0.811128,0.0981595,0.104294,152.6,58.9879,164.043,18.9966,33.1345,815.424,1029.82,144.707,9.54018,26.2618,378.177,245.101,146.533,39.8939,33.6271,262.877,533.771
allen__H16.06.007.01.05.02_531517778.swc,30868,pyramidal,0.992417,18245,6219,6403,0,0,0,0,0,0,0,0,0,0,0.710742,0.331203,0.3,0.3,0.3,0.3,0.978276,0.391992,0.392413,0.392607,0.392607,0.429409,0.593968,0.3,0.576213,0.896501,0.86521,0.0832931,0.863019,0.3,0.16992,306,0.828031,0.3,0.3,0.22549,0.254902,218.5,32.6908,173.6,25.5799,42.3784,1442.73,2000.59,172.473,14.654,31.8706,474.675,483.796,171.345,21.8807,38.2216,570.716,524.39
allen__H16.06.007.01.07.04_531526539.swc,13268,interneuron,0.883505,7460,5807,0,0,0,0,0,0,0,0,0,0,0,0.859657,0.279264,0.3,0.3,0.3,0.998919,0.998919,0.199352,0.199352,0.199352,0.199352,0.199352,0.843425,0.3,0.222654,0.880487,0.3,0.169451,0,0,0,244,0.89555,0.3,0.3,0.147541,0.155738,131,36.2701,134.335,0.69843,19.7202,787.987,928.981,112.644,8.95486,23.9887,447.471,673.429,0,0,0,0,0
allen__H16.06.008.01.26.04_527942865.swc,5890,pyramidal,0.989829,1629,1683,2577,0,0,0,0,0,0,0,0,0,0,0.759477,0.313701,0.3,0.3,0.3,0.3,0.978276,0.299491,0.325467,0.361121,0.361121,0.361121,0.897242,0.3,0.138735,0.780229,0.3,0.4082,0.658747,0.3,0.47109,80,0.909011,0.3,0.632654,0.1625,0.2,224,51.7244,128.187,-6.23806,31.4347,271.679,674.108,134.933,16.8283,34.6773,333.78,481.166,130.998,1.1082,28.6535,1188.43,401.938
allen__H16.06.009.01.01.06.01_528602977.swc,8798,pyramidal,0.977193,3020,2736,3041,0,0,0,0,0,0,0,0,0,0,0.925166,0.197096,0.3,0.3,0.823167,0.978276,0.993697,0.0884292,0.0884292,0.0933167,0.0933167,0.104456,0.854039,0.3,0.201325,0.982735,0.998348,0.0303363,0.943982,0.977851,0.0427491,150,0.955387,0.3,0.931073,0.0466667,0.0533333,150,91,132.261,-32.7324,22.4001,508.064,1108.93,145.784,-11.9513,28.0681,436.992,252.962,177.45,5.81825,37.595,472.554,361.275
allen__H16.06.009.01.01.18.03_528687520.swc,12081,interneuron,0.993909,9612,2468,0,0,0,0,0,0,0,0,0,0,0,0.93067,0.206843,0.3,0.3,0.973127,0.998919,0.999189,0.0970946,0.0970946,0.0970946,0.0970946,0.0970946,0.946879,0.983947,0.073762,0.867518,0.3,0.188006,0,0,0,250,0.976881,0.3,0.998919,0.032,0.044,105.3,56.7244,96.0383,-16.2483,19.6348,643.678,870.554,83.8324,3.52748,20.086,403.035,568.63,0,0,0,0,0
allen__H16.06.011.01.01.10.04_539542640.swc,12711,pyramidal,0.978869,2914,4353,5443,0,0,0,0,0,0,0,0,0,0,0.915206,0.20796,0.3,0.3,0.633611,0.978276,0.978276,0.0999135,0.0999135,0.109275,0.109275,0.109275,0.902756,0.3,0.131091,0.933695,0.69973,0.100161,0.907068,0.3,0.104905,195,0.956219,0.3,0.89894,0.0307692,0.0461538,169,50.9006,100.626,-8.83705,21.8201,291.542,658.279,165.159,2.12556,30.6089,469.896,467.947,168.538,26.0841,36.5114,498.417,624.058
allen__H16.06.012.11.06.01_548408551.swc,15940,pyramidal,0.986175,7027,4125,4787,0,0,0,0,0,0,0,0,0,0,0.798115,0.309064,0.3,0.3,0.3,0.3,0.978276,0.277854,0.277854,0.277854,0.277854,0.277854,0.700436,0.3,0.422655,0.8944,0.3,0.148848,0.858489,0.3,0.17652,178,0.912418,0.3,0.723251,0.0955056,0.162921,224.3,26.6,150.06,3.6716,25.5773,1169.85,1498.68,127.952,12.9414,28.6486,415.463,365.958,141.014,17.0667,19.9083,642.346,647.792
allen__H16.06.012.11.08.02_548425467.swc,20063,pyramidal,0.975928,15178,2225,2659,0,0,0,0,0,0,0,0,0,0,0.784316,0.314905,0.3,0.3,0.3,0.3,0.99359,0.296117,0.296117,0.296117,0.307232,0.308179,0.718947,0.3,0.391422,0.998348,0.998348,0,0.978276,0.978276,0,266,0.892555,0.3,0.529452,0.142857,0.191729,173.5,31.08,145.583,13.693,27.3664,1471.99,1199.51,95.2,11.1384,18.956,241.129,277.632,104.16,8.90834,19.4686,371.73,349.562
allen__H17.03.002.11.04.01_569818704.swc,8351,pyramidal,0.969279,1943,2879,3528,0,0,0,0,0,0,0,0,0,0,0.773021,0.320188,0.3,0.3,0.3,0.3,0.978276,0.314094,0.314094,0.314094,0.314094,0.314094,0.645953,0.3,0.501287,0.905203,0.3,0.13338,0.735073,0.3,0.35856,76,0.9251,0.3,0.780301,0.0921053,0.157895,229,27.1939,79.9982,12.0791,18.068,381.799,942.181,90.7043,6.76165,19.1878,355.749,443.863,117.454,28.5381,27.8883,349.533,1069.09
allen__H17.03.008.11.03.04_595568262.swc,7386,interneuron,0.998299,6943,442,0,0,0,0,0,0,0,0,0,0,0,0.999083,0.00146258,0.973127,0.998919,0.999189,0.999189,0.999189,0,0,0,0,0,0.999093,0.999189,0,0.998919,0.998919,0,0,0,0,369,0.999003,0.973127,0.999189,0,0,43,19.32,89.8386,13.6068,17.4391,343.964,161.1,31.3446,-1.32572,6.56134,113.439,59.7054,0,0,0,0,0
allen__H17.06.003.11.05.04_567742660.swc,33040,interneuron,0.997476,27337,5702,0,0,0,0,0,0,0,0,0,0,0,0.506445,0.318908,0.3,0.3,0.3,0.3,0.3,0.704691,0.704691,0.704691,0.704691,0.704691,0.45126,0.3,0.783663,0.770931,0.3,0.326201,0,0,0,567,0.517379,0.3,0.3,0.694885,0.707231,150.8,35.9265,116.2,15.6552,26.9083,872.361,1095.09,110.559,7.01531,23.807,576.662,719.822,0,0,0,0,0
allen__H17.06.004.11.05.04_569095789.swc,7001,pyramidal,0.687197,4548,2452,0,0,0,0,0,0,0,0,0,0,0,0.856246,0.256965,0.3,0.3,0.3,0.91994,0.993697,0.164405,0.166833,0.201685,0.201685,0.201685,0.828357,0.3,0.238347,0.907917,0.628145,0.133768,0,0,0,117,0.922059,0.3,0.716477,0.102564,0.145299,151,13.5439,108.919,25.4353,27.4174,628.63,449.947,106.1,18.2455,22.2215,338.586,287.383,0,0,0,0,0
allen__H17.06.005.12.15.04_571471295.swc,17244,pyramidal,0.919158,13197,2234,1812,0,0,0,0,0,0,0,0,0,0,0.705641,0.33083,0.3,0.3,0.3,0.3,0.978276,0.403793,0.403793,0.403793,0.438529,0.45958,0.684167,0.3,0.427446,0.708716,0.3,0.448075,0.858079,0.3,0.177152,195,0.879822,0.3,0.508891,0.174359,0.210256,254.2,24.7926,128.434,32.4807,32.1595,1137.43,1164.16,111.669,12.3524,22.374,353.05,362.8,121.788,18.2931,30.9254,423.918,241.393
allen__H17.06.005.12.15.05_571483807.swc,19604,pyramidal,0.951822,11486,5396,2721,0,0,0,0,0,0,0,0,0,0,0.788177,0.316179,0.3,0.3,0.3,0.3,0.993697,0.29545,0.29545,0.29545,0.29545,0.29545,0.695164,0.3,0.43035,0.95098,0.998348,0.067828,0.857871,0.3,0.177508,215,0.927293,0.3,0.72872,0.0883721,0.125581,229.2,33.9788,147.267,23.4616,28.3275,1090.01,1100.83,141.042,22.5021,30.1277,523.08,374.998,115.529,-1.13683,19.5314,571.643,661.186
allen__H17.06.005.13.05.02_571430815.swc,7641,pyramidal,0.855258,3824,948,2868,0,0,0,0,0,0,0,0,0,0,0.846738,0.278796,0.3,0.3,0.3,0.978276,0.99359,0.206256,0.206256,0.206256,0.206256,0.206256,0.847844,0.3,0.210251,0.934996,0.998348,0.0907173,0.816038,0.3,0.239191,99,0.918823,0.3,0.722291,0.10101,0.111111,180.2,24.08,87.6458,12.7072,21.6627,601.83,918.728,86.7137,7.65246,21.2264,234.602,307.171,79.3466,13.9104,13.9029,690.994,837.808
allen__H17.06.005.13.05.06_571500474.swc,5576,pyramidal,0.975214,943,2135,2497,0,0,0,0,0,0,0,0,0,0,0.938251,0.178223,0.3,0.3,0.959921,0.978276,0.993697,0.0720947,0.0720947,0.0720947,0.0720947,0.0720947,0.977611,0.959921,0.0116649,0.99475,0.998348,0.00515222,0.875054,0.3,0.152183,90,0.963536,0.3,0.959014,0.0333333,0.0444444,147.7,19.88,37.7728,-3.80277,9.34966,400.175,354.082,69.9188,8.64999,15.3721,346.652,367.667,80.6243,4.41307,17.4505,403.536,389.922
allen__H17.06.006.11.08.02_571624532.swc,26161,pyramidal,0.975375,18272,3728,4160,0,0,0,0,0.00296579,0,0,0,0,0,0.666973,0.344838,0.3,0.3,0.3,0.3,0.978276,0.468866,0.468866,0.468866,0.468866,0.468866,0.567218,0.3,0.614656,0.970182,0.998348,0.0391631,0.833326,0.3,0.213702,236,0.795456,0.3,0.3,0.288136,0.313559,244.5,30.8,178.915,43.4657,49.9284,1870.13,1383.11,114.418,8.09248,24.6112,406.921,337.892,160.155,7.91288,28.4158,464.552,479.258
allen__H17.06.006.11.09.04_571691416.swc,8027,pyramidal,0.995262,28,2842,5156,0,0,0,0,0,0,0,0,0,0,0.880534,0.247718,0.3,0.3,0.3,0.977851,0.978276,0.153856,0.153856,0.153856,0.153856,0.153856,0.988216,0.988216,0,0.958541,0.998348,0.0570021,0.836929,0.3,0.208107,111,0.952685,0.3,0.879816,0.036036,0.0540541,180,14.7104,4.48,-5.01191,1.474,10.1644,26.7239,98.84,27.8558,22.274,461.078,233.298,123.309,46.7812,31.9779,541.448,1177.1
allen__H17.06.007.11.06.01_576084692.swc,16559,interneuron,0.984214,15298,1260,0,0,0,0,0,0,0,0,0,0,0,0.935822,0.194487,0.3,0.3,0.927978,0.999189,0.999189,0.0788091,0.0946917,0.0946917,0.0946917,0.0946917,0.950658,0.999189,0.0755001,0.755641,0.3,0.327778,0,0,0,351,0.972915,0.3,0.999189,0.037037,0.037037,104,36.96,150.36,14.232,28.429,580.955,606.657,133.56,26.7951,31.6056,287.245,435.963,0,0,0,0,0
allen__H17.06.009.11.04.02_596020931.swc,43035,interneuron,0.99667,39610,3424,0,0,0,0,0,0,0,0,0,0,0,0.867274,0.273226,0.3,0.3,0.3,0.999189,0.999189,0.188289,0.188289,0.188289,0.188289,0.188289,0.8801,0.3,0.169932,0.718861,0.3,0.400701,0,0,0,747,0.890846,0.3,0.3,0.155288,0.160643,122,24.92,155.095,44.8835,37.842,1091.24,843.042,135.732,25.5248,27.6781,522.531,494.804,0,0,0,0,0
allen__H17.06.012.14.08.03_611598198.swc,4956,interneuron,0.960285,4734,221,0,0,0,0,0,0,0,0,0,0,0,0.9329,0.199683,0.3,0.3,0.973127,0.998919,0.999189,0.0903955,0.0903955,0.0903955,0.0903955,0.0903955,0.929804,0.973127,0.0946346,0.998919,0.998919,0,0,0,0,106,0.972073,0.3,0.973127,0.0377358,0.0377358,101,22.5232,100.52,12.4617,18.9489,629.664,161.905,24.2121,-1.32602,5.91761,51.2855,89.51,0,0,0,0,0
allen__H17.06.013.12.03.01_643572206.swc,4016,interneuron,0.744322,3417,598,0,0,0,0,0,0,0,0,0,0,0,0.864214,0.275903,0.3,0.3,0.3,0.998919,0.999189,0.192978,0.192978,0.192978,0.192978,0.192978,0.847964,0.3,0.216272,0.956843,0.998919,0.0602007,0,0,0,60,0.929634,0.3,0.773243,0.1,0.116667,186.2,24.08,66.8038,11.9555,10.4707,755.249,684.106,25.6791,3.62021,7.12264,194.916,318.521,0,0,0,0,0
allen__H17.06.013.12.03.03_643582610.swc,13995,interneuron,0.984103,12149,1845,0,0,0,0,0,0,0,0,0,0,0,0.95145,0.17548,0.3,0.3,0.998919,0.999189,0.999189,0.0675956,0.0675956,0.0675956,0.0675956,0.0675956,0.951543,0.999189,0.0679068,0.950813,0.998919,0.0655827,0,0,0,269,0.985254,0.3,0.989458,0.0111524,0.0111524,128.4,30.98,89.4393,5.84245,17.314,731.979,718.2,89.521,7.89543,19.0411,318.146,320.837,0,0,0,0,0
allen__Htr3a-Cre_NO152_Ai14-286731.04.02.01_561553133.swc,2808,interneuron,0.414352,0,2807,0,0,0,0,0,0,0,0,0,0,0,0.725859,0.282875,0.3,0.3,0.3,0.3,0.92946,0.301282,0.301282,0.301282,0.399929,0.399929,0,0,0,0.725761,0.3,0.301389,0,0,0,56,0.798779,0.3,0.3,0.214286,0.267857,105,19.11,0,0,0,0,0,62.9504,14.7167,15.1293,436.473,608.912,0,0,0,0,0
allen__Htr3a-Cre_NO152_Ai14-288785.03.02.01_561985849.swc,14318,interneuron,0.997804,11469,2848,0,0,0,0,0,0,0,0,0,0,0,0.955772,0.168625,0.3,0.3,0.998919,0.998919,0.999189,0.0620198,0.0620198,0.0620198,0.0620198,0.0620198,0.945053,0.999189,0.0774261,0.998919,0.998919,0,0,0,0,428,0.976122,0.3,0.998919,0.0303738,0.0350467,77,21.8884,126.456,25.6674,34.2813,477.219,746.728,65.1039,7.89249,11.3869,188.812,160.145,0,0,0,0,0
allen__Htr3a-Cre_NO152_Ai14-306203.03.02.01_574993444.swc,13855,interneuron,0.963264,11704,2150,0,0,0,0,0,0,0,0,0,0,0,0.922442,0.2185,0.3,0.3,0.3,0.998919,0.999189,0.109708,0.109708,0.109708,0.109708,0.109708,0.913164,0.3,0.123035,0.972912,0.998919,0.0372093,0,0,0,283,0.969186,0.3,0.998919,0.0353357,0.0530035,135.2,19.1156,66.36,10.8416,14.6183,756.794,576.454,42.332,6.71402,8.91627,292.89,245.102,0,0,0,0,0
allen__Htr3a-Cre_NO152_Ai14-308439.03.01.01_578485753.swc,12986,interneuron,0.993044,11637,1348,0,0,0,0,0,0,0,0,0,0,0,0.976006,0.125101,0.3,0.998919,0.998919,0.999189,0.999189,0.0331126,0.0331126,0.0331126,0.0331126,0.0331126,0.97335,0.999189,0.0369511,0.998919,0.998919,0,0,0,0,346,0.994894,0.3,0.998919,0,0.0115607,85.5,13.4946,132.669,21.3639,30.3153,571.601,525.297,42.1293,4.27744,7.26227,158.983,162.032,0,0,0,0,0
allen__Htr3a-Cre_NO152_Pvalb-T2A-Dre_Ai66-304920.02.02.01_580162374.swc,19466,interneuron,0.998849,16757,2708,0,0,0,0,0,0,0,0,0,0,0,0.975759,0.123986,0.3,0.998919,0.998919,0.999189,0.999189,0.0324669,0.0324669,0.0324669,0.0324669,0.0324669,0.974112,0.999189,0.0358656,0.98594,0.998919,0.0114476,0,0,0,518,0.983511,0.3,0.998919,0.019305,0.019305,84,13.494,133.342,29.531,23.9238,607.732,580.885,68.0321,11.1491,14.7635,293.318,366.965,0,0,0,0,0
allen__Htr3a-Cre_NO152_Pvalb-T2A-Dre_Ai66-304920.03.02.01_580161872.swc,15948,interneuron,0.996766,14154,1793,0,0,0,0,0,0,0,0,0,0,0,0.998501,0.0214322,0.3,0.998919,0.998919,0.999189,0.999189,0.000940557,0.000940557,0.000940557,0.000940557,0.000940557,0.998448,0.999189,0.00105977,0.998919,0.998919,0,0,0,0,458,0.999026,0.3,0.999189,0,0,78,14.028,133.384,28.1938,26.6462,330.21,674.752,69.0172,6.43219,14.1018,274.839,274.442,0,0,0,0,0
allen__Htr3a-Cre_NO152_Pvalb-T2A-Dre_Ai66-313949.04.02.01_586379590.swc,15218,interneuron,0.998691,12326,2891,0,0,0,0,0,0,0,0,0,0,0,0.998035,0.0277428,0.3,0.998919,0.998919,0.999189,0.999189,0.00157708,0.00157708,0.00157708,0.00157708,0.00157708,0.997998,0.999189,0.00170372,0.998194,0.998919,0.0010377,0,0,0,419,0.998926,0.3,0.998919,0,0,81,18.5136,139.132,30.1187,30.6285,465.236,549.806,88.6404,6.86624,13.848,394.689,383.579,0,0,0,0,0
allen__Ndnf-IRES2-dgCre_Ai14-298343.05.02.02_569494755.swc,9196,interneuron,0.995359,7679,1516,0,0,0,0,0,0,0,0,0,0,0,0.948683,0.167359,0.3,0.3,0.927978,0.999189,0.999189,0.0587212,0.0587212,0.0677468,0.0677468,0.0677468,0.950738,0.999189,0.0692799,0.938237,0.927978,0.0600264,0,0,0,341,0.979358,0.3,0.927978,0.0234604,0.0234604,53,14.0384,102.76,16.1965,17.037,353.883,604.512,78.0528,7.31078,16.9068,349.873,208.113,0,0,0,0,0
allen__Ndnf-IRES2-dgCre_Ai14-306261.05.02.01_574734127.swc,15926,interneuron,0.998303,13215,2710,0,0,0,0,0,0,0,0,0,0,0,0.904481,0.231977,0.3,0.3,0.3,0.998919,0.999189,0.127465,0.127465,0.127465,0.127465,0.131797,0.890448,0.3,0.153613,0.972872,0.927978,0,0,0,0,411,0.941648,0.3,0.927978,0.0681265,0.0778589,90,21.28,139.719,23.0819,30.8634,585.289,729.351,67.0566,-0.202994,12.6641,240.662,256.172,0,0,0,0,0
allen__Nos1-CreERT2_Sst-IRES-FlpO_Ai65-346512.05.02.01_623185845.swc,6831,interneuron,0.990487,2868,3962,0,0,0,0,0,0,0,0,0,0,0,0.991666,0.0713875,0.3,0.998919,0.998919,0.998919,0.998919,0.0105402,0.0105402,0.0105402,0.0105402,0.0105402,0.999189,0.999189,0,0.986218,0.998919,0.0181726,0,0,0,209,0.997829,0.3,0.998919,0,0,76.2,20.72,56.8358,-1.33116,11.6678,276.166,264.274,147.203,23.5663,32.206,417.013,394.41,0,0,0,0,0
