seed,file,cell_type,baseline_method,metric,v12_value,baseline_value,diff
123,hpf_ca1__202225_009_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.91310000,0.08690000
123,hpf_ca1__202225_054_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.75970000,0.24030000
123,hpf_ca1__202226_006_edited.swc,pyramidal,neurom_rf,accuracy,0.74049500,0.96980000,-0.22930500
123,hpf_ca1__202226_007_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.93380000,0.06620000
123,hpf_ca1__202226_009_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.87200000,0.12800000
123,hpf_ca1__202226_011_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.91750000,0.08250000
123,hpf_ca1__202226_022_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.90320000,0.09680000
123,hpf_ca1__202232_007_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.86540000,0.13460000
123,hpf_ca1__202232_073_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.98450000,0.01550000
123,hpf_ca1__202233_006_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.98210000,0.01790000
123,hpf_ca1__202233_017_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.98670000,0.01330000
123,hpf_ca1__202234_014_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.95850000,0.04150000
123,hpf_ca1__202234_026_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.99220000,0.00780000
123,hpf_ca1__202234_029_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.97290000,0.02710000
123,hpf_ca1__202234_031_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.80680000,0.19320000
123,hpf_ca1__202235_014_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.94370000,0.05630000
123,hpf_ca1__202237_028_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.98050000,0.01950000
123,hpf_ca1__202237_041_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.78900000,0.21100000
123,hpf_ca1__202237_110_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.98520000,0.01480000
123,hpf_ca1__202237_143_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.98980000,0.01020000
123,hpf_ca1__202238_009_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.98670000,0.01330000
123,hpf_ca1__202238_016_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.97630000,0.02370000
123,hpf_ca1__202238_020_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.99170000,0.00830000
123,hpf_ca1__202238_021_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.98080000,0.01920000
123,hpf_ca1__202238_036_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.96300000,0.03700000
123,hpf_ca1__202238_041_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.97080000,0.02920000
123,hpf_ca1__202238_097_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.99330000,0.00670000
123,hpf_ca1__202240_008_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.96900000,0.03100000
123,hpf_ca1__202240_017_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.94320000,0.05680000
123,hpf_ca1__202240_018_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.95930000,0.04070000
123,hpf_ca1__202240_024_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.90530000,0.09470000
123,hpf_ca1__202242_001_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.94200000,0.05800000
123,hpf_ca1__202242_003_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.93770000,0.06230000
123,hpf_ca1__202242_010_edited.swc,pyramidal,neurom_rf,accuracy,0.12947800,0.79470000,-0.66522200
123,hpf_ca1__202243_009_edited.swc,pyramidal,neurom_rf,accuracy,0.91908300,0.94690000,-0.02781700
123,hpf_ca1__202243_010_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.84870000,0.15130000
123,hpf_ca1__202243_013_edited.swc,pyramidal,neurom_rf,accuracy,0.95278200,0.94750000,0.00528200
123,hpf_ca1__202244_001_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.90520000,0.09480000
123,hpf_ca1__202244_006_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.97000000,0.03000000
123,hpf_ca1__202244_018_edited.swc,pyramidal,neurom_rf,accuracy,0.66488100,0.77500000,-0.11011900
123,hpf_ca1__202244_019_edited.swc,pyramidal,neurom_rf,accuracy,0.64937200,0.64980000,-0.00042800
123,hpf_ca1__202246_001_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.72030000,0.27970000
123,hpf_ca1__202246_004_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.90930000,0.09070000
123,hpf_ca1__202246_025_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.96380000,0.03620000
123,hpf_ca1__202246_030_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.98260000,0.01740000
123,hpf_ca1__202248_010_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.92560000,0.07440000
123,hpf_ca1__202248_011_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.94270000,0.05730000
123,hpf_ca1__202248_018_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.92970000,0.07030000
123,hpf_ca1__202248_022_edited.swc,pyramidal,neurom_rf,accuracy,0.99992500,0.95990000,0.04002500
123,hpf_ca1__202249_008_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.97130000,0.02870000
123,hpf_ca1__202249_011_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.97310000,0.02690000
123,hpf_ca1__202249_013_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.95710000,0.04290000
123,hpf_ca1__202249_015_edited.swc,pyramidal,neurom_rf,accuracy,0.98738000,0.92880000,0.05858000
123,hpf_ca1__202249_020_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.98390000,0.01610000
123,hpf_ca1__202250_003_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.93700000,0.06300000
123,hpf_ca1__202250_007_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.96310000,0.03690000
123,hpf_ca1__202252_003_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.94250000,0.05750000
123,hpf_ca1__202252_006_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.94880000,0.05120000
123,hpf_ca1__202252_007_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.95940000,0.04060000
123,hpf_ca1__202252_010_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.93050000,0.06950000
123,hpf_ca1__202258_019_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.95980000,0.04020000
123,hpf_ca1__202258_024_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.98990000,0.01010000
123,hpf_ca1__202258_025_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.69900000,0.30100000
123,hpf_ca1__202258_039_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.79420000,0.20580000
123,hpf_ca1__202258_044_edited.swc,pyramidal,neurom_rf,accuracy,0.98880600,0.98380000,0.00500600
123,hpf_ca1__202258_045_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.98790000,0.01210000
123,hpf_ca1__202258_049_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.96720000,0.03280000
123,hpf_ca1__202259_054_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.98130000,0.01870000
123,hpf_ca1__202259_130_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.98700000,0.01300000
123,hpf_ca1__202260_002_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.98810000,0.01190000
123,hpf_ca1__202261_008_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.96740000,0.03260000
123,hpf_ca1__202261_016_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.89450000,0.10550000
123,hpf_ca1__202261_029_edited.swc,pyramidal,neurom_rf,accuracy,0.86593100,0.62090000,0.24503100
123,hpf_ca1__202261_030_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.98600000,0.01400000
123,hpf_ca1__202261_101_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.93240000,0.06760000
123,hpf_ca1__202261_102_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.98120000,0.01880000
123,hpf_ca1__202264_036_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.98700000,0.01300000
123,hpf_ca1__202266_003_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.97750000,0.02250000
123,hpf_ca1__202268_110_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.98260000,0.01740000
123,hpf_ca1__202269_001_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.99210000,0.00790000
123,hpf_ca1__202269_002_edited.swc,pyramidal,neurom_rf,accuracy,0.96729700,0.98250000,-0.01520300
123,hpf_ca1__202271_143_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.96700000,0.03300000
123,hpf_ca1__202271_145_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.97350000,0.02650000
123,hpf_ca1__202271_146_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.97890000,0.02110000
123,hpf_ca1__202271_173_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.97130000,0.02870000
123,hpf_ca1__202272_052_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.94920000,0.05080000
123,hpf_ca1__202273_113_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.98960000,0.01040000
123,hpf_ca1__202274_082_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.96090000,0.03910000
123,hpf_ca1__202274_096_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.97950000,0.02050000
123,hpf_ca1__202396_044_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.97990000,0.02010000
123,hpf_ca1__202401_143_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.95350000,0.04650000
123,hpf_ca1__202401_204_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.99140000,0.00860000
123,hpf_ca1__202401_206_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.98680000,0.01320000
123,hpf_ca1__202401_222_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.96750000,0.03250000
123,hpf_ca1__202402_001_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.97610000,0.02390000
123,hpf_ca1__202402_057_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.96910000,0.03090000
123,hpf_ca1__202403_106_edited.swc,pyramidal,neurom_rf,accuracy,0.28966400,0.55500000,-0.26533600
123,hpf_ca1__202403_125_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.98810000,0.01190000
123,hpf_ca1__202403_126_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.99290000,0.00710000
123,hpf_ca1__202403_129_edited.swc,pyramidal,neurom_rf,accuracy,0.97128700,0.97430000,-0.00301300
123,hpf_ca1__202404_041_edited.swc,pyramidal,neurom_rf,accuracy,0.99283900,0.96550000,0.02733900
123,hpf_ca1__202405_001_edited.swc,pyramidal,neurom_rf,accuracy,0.98338600,0.93960000,0.04378600
123,hpf_ca1__202405_004_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.98250000,0.01750000
123,hpf_ca1__202405_005_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.94450000,0.05550000
123,hpf_ca1__202405_016_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.98750000,0.01250000
123,hpf_ca1__202409_002_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.88940000,0.11060000
123,hpf_ca1__202409_006_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.93400000,0.06600000
123,hpf_ca1__202409_007_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.95890000,0.04110000
123,hpf_ca1__202410_017_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.93100000,0.06900000
123,hpf_ca1__202411_001_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.78060000,0.21940000
123,hpf_ca1__202411_008_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.92640000,0.07360000
123,hpf_ca1__202411_010_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.86170000,0.13830000
123,hpf_ca1__202411_022_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.90250000,0.09750000
123,hpf_ca1__202412_005_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.98240000,0.01760000
123,hpf_ca1__202412_009_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.98970000,0.01030000
123,hpf_ca1__202412_011_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.99280000,0.00720000
123,hpf_ca1__202412_021_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.98220000,0.01780000
123,hpf_ca1__202412_098_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.99370000,0.00630000
123,hpf_ca1__202412_099_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.98790000,0.01210000
123,hpf_ca1__202413_054_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.96940000,0.03060000
123,hpf_ca1__202413_067_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.91230000,0.08770000
123,hpf_ca1__202414_255_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.95480000,0.04520000
123,hpf_ca1__202414_270_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.97510000,0.02490000
123,hpf_ca1__202414_542_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.98380000,0.01620000
123,hpf_ca1__202415_003_edited.swc,pyramidal,neurom_rf,accuracy,0.97199100,0.97600000,-0.00400900
123,hpf_ca1__202417_008_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.97510000,0.02490000
123,hpf_ca1__202417_047_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.94650000,0.05350000
123,hpf_ca1__202418_010_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.96300000,0.03700000
123,hpf_ca1__202418_016_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.91800000,0.08200000
123,hpf_ca1__202419_054_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.98710000,0.01290000
123,hpf_ca1__202423_005_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.99320000,0.00680000
123,hpf_ca1__202423_006_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.95050000,0.04950000
123,hpf_ca1__202423_013_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.98350000,0.01650000
123,hpf_ca1__202423_024_edited.swc,pyramidal,neurom_rf,accuracy,0.93807700,0.69600000,0.24207700
123,hpf_ca1__202423_025_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.99700000,0.00300000
123,hpf_ca1__202423_033_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.98180000,0.01820000
123,hpf_ca1__202426_009_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.96980000,0.03020000
123,hpf_ca1__202426_023_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.68290000,0.31710000
123,hpf_ca1__202426_024_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.87640000,0.12360000
123,hpf_ca1__202426_044_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.96880000,0.03120000
123,hpf_ca1__202426_054_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.85540000,0.14460000
123,hpf_ca1__202427_027_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.93040000,0.06960000
123,hpf_ca1__202427_048_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.98640000,0.01360000
123,hpf_ca1__202427_135_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.88790000,0.11210000
123,hpf_ca1__202427_143_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.98000000,0.02000000
123,hpf_ca1__202461_011_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.96140000,0.03860000
123,hpf_ca1__202461_014_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.94630000,0.05370000
123,hpf_ca1__202464_010_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.96770000,0.03230000
123,hpf_ca1__202497_001_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.99370000,0.00630000
123,hpf_ca1__202497_013_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.98800000,0.01200000
123,hpf_ca1__202497_020_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.97590000,0.02410000
123,hpf_ca1__202497_022_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.98770000,0.01230000
123,hpf_ca1__202498_003_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.97460000,0.02540000
123,hpf_ca1__202498_006_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.98750000,0.01250000
123,hpf_ca1__202498_012_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.98510000,0.01490000
123,hpf_ca1__202498_019_edited.swc,pyramidal,neurom_rf,accuracy,0.92856900,0.93380000,-0.00523100
123,hpf_ca1__202499_004_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.99030000,0.00970000
123,hpf_ca1__202499_017_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.97760000,0.02240000
123,hpf_ca1__202500_007_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.99270000,0.00730000
123,hpf_ca1__202501_020_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.99600000,0.00400000
123,hpf_ca1__202501_022_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.96030000,0.03970000
123,hpf_ca1__202501_023_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.86790000,0.13210000
123,hpf_ca1__202503_023_edited.swc,pyramidal,neurom_rf,accuracy,0.97618400,0.98480000,-0.00861600
123,hpf_ca1__202503_026_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.98310000,0.01690000
123,hpf_ca1__202506_039_edited.swc,pyramidal,neurom_rf,accuracy,0.98555800,0.99520000,-0.00964200
123,hpf_ca1__202544_017_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.98540000,0.01460000
123,hpf_ca1__202544_027_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.98900000,0.01100000
123,hpf_ca1__202548_039_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.98560000,0.01440000
123,hpf_ca1__202567_001_edited.swc,pyramidal,neurom_rf,accuracy,0.95037100,0.93050000,0.01987100
123,hpf_ca1__202567_005_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.95780000,0.04220000
123,hpf_ca1__202664_004_edited.swc,pyramidal,neurom_rf,accuracy,0.99996600,0.95670000,0.04326600
123,hpf_ca1__202664_011_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.96670000,0.03330000
123,hpf_ca1__202666_007_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.95830000,0.04170000
123,hpf_ca1__202666_021_edited.swc,pyramidal,neurom_rf,accuracy,0.99992900,0.93080000,0.06912900
123,hpf_ca1__202666_023_edited.swc,pyramidal,neurom_rf,accuracy,0.96457300,0.96760000,-0.00302700
123,hpf_ca1__202668_001_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.83590000,0.16410000
123,hpf_ca1__202668_019_edited.swc,pyramidal,neurom_rf,accuracy,0.97134100,0.98220000,-0.01085900
123,hpf_ca1__202669_011_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.94220000,0.05780000
123,hpf_ca1__202669_013_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.92260000,0.07740000
123,hpf_ca1__202669_014_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.97140000,0.02860000
123,hpf_ca1__202671_012_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.90250000,0.09750000
123,hpf_ca1__202674_001_edited.swc,pyramidal,neurom_rf,accuracy,0.95870500,0.96430000,-0.00559500
123,hpf_ca1__202674_003_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.69880000,0.30120000
123,hpf_ca1__202674_006_edited.swc,pyramidal,neurom_rf,accuracy,0.96208000,0.96470000,-0.00262000
123,hpf_ca1__202674_035_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.84410000,0.15590000
123,hpf_ca1__202674_041_edited.swc,pyramidal,neurom_rf,accuracy,0.32508600,0.74970000,-0.42461400
123,hpf_ca1__202679_004_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.95520000,0.04480000
123,hpf_ca1__202679_020_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.96800000,0.03200000
123,hpf_ca1__202679_023_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.63400000,0.36600000
123,hpf_ca1__202679_024_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.96030000,0.03970000
123,hpf_ca1__202679_026_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.94740000,0.05260000
123,hpf_ca1__202680_001_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.86720000,0.13280000
123,hpf_ca1__202680_003_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.95500000,0.04500000
123,hpf_ca1__202680_006_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.95320000,0.04680000
123,hpf_ca1__202680_011_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.95440000,0.04560000
123,hpf_ca1__202680_012_edited.swc,pyramidal,neurom_rf,accuracy,0.99999000,0.93320000,0.06679000
123,hpf_ca1__202680_030_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.93040000,0.06960000
123,hpf_ca1__202681_016_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.95370000,0.04630000
123,hpf_ca1__202682_015_edited.swc,pyramidal,neurom_rf,accuracy,0.90000800,0.95100000,-0.05099200
123,hpf_ca1__202682_017_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.95330000,0.04670000
123,hpf_ca1__202803_002_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.97880000,0.02120000
123,hpf_ca1__202807_022_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.98820000,0.01180000
123,hpf_ca1__202807_028_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.93770000,0.06230000
123,hpf_ca1__202809_005_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.97230000,0.02770000
123,hpf_ca1__202829_049_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.96000000,0.04000000
123,hpf_ca1__202829_057_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.96490000,0.03510000
123,hpf_ca1__202829_061_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.68310000,0.31690000
123,hpf_ca1__202829_066_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.94170000,0.05830000
123,hpf_ca1__202829_095_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.91590000,0.08410000
123,hpf_ca1__202829_099_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.95560000,0.04440000
123,hpf_ca1__202829_121_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.93180000,0.06820000
123,hpf_ca1__202831_001_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.90820000,0.09180000
123,hpf_ca1__210009_012_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.91840000,0.08160000
123,hpf_ca1__210009_025_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.95300000,0.04700000
123,hpf_ca1__210012_002_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.96640000,0.03360000
123,hpf_ca1__210013_014_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.90710000,0.09290000
123,hpf_ca1__210014_017_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.97380000,0.02620000
123,hpf_ca1__210014_024_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.97760000,0.02240000
123,hpf_ca1__210014_033_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.99160000,0.00840000
123,hpf_ca1__210014_037_edited.swc,pyramidal,neurom_rf,accuracy,0.90698200,0.90550000,0.00148200
123,hpf_ca1__210014_055_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.98250000,0.01750000
123,hpf_ca1__210014_061_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.93620000,0.06380000
123,hpf_ca1__210014_069_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.94320000,0.05680000
123,hpf_ca1__210014_074_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.96070000,0.03930000
123,hpf_ca1__210014_079_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.95680000,0.04320000
123,hpf_ca1__210107_018_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.95670000,0.04330000
123,hpf_ca1__210107_026_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.95930000,0.04070000
123,hpf_ca1__210107_029_edited.swc,pyramidal,neurom_rf,accuracy,0.06498500,0.13530000,-0.07031500
123,hpf_ca1__210107_034_edited.swc,pyramidal,neurom_rf,accuracy,0.95497400,0.95310000,0.00187400
123,hpf_ca1__210107_047_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.95580000,0.04420000
123,hpf_ca1__210107_052_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.95920000,0.04080000
123,hpf_ca1__210107_053_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.94800000,0.05200000
123,hpf_ca1__210109_004_edited.swc,pyramidal,neurom_rf,accuracy,0.98059800,0.98950000,-0.00890200
123,hpf_ca1__210109_007_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.96820000,0.03180000
123,hpf_ca1__210109_046_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.91030000,0.08970000
123,hpf_ca1__210110_003_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.96590000,0.03410000
123,hpf_ca1__210110_007_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.92700000,0.07300000
123,hpf_ca1__210110_020_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.92650000,0.07350000
123,hpf_ca1__210110_022_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.89540000,0.10460000
123,hpf_ca1__210110_047_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.91910000,0.08090000
123,hpf_ca1__210111_005_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.97990000,0.02010000
123,hpf_ca1__210111_020_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.97900000,0.02100000
123,hpf_ca1__210111_095_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.97100000,0.02900000
123,hpf_ca1__210111_098_edited.swc,pyramidal,neurom_rf,accuracy,1.00000000,0.81710000,0.18290000
