scope,feature_mode,test_seed,selected_model,selected_feature_set,n_train,n_val,n_test,n_bad_test,bad_rate_test,before_f1_mean,before_f1_p10,test_ap,test_auc,model_path,operating_point,target_value,validation_precision,validation_recall,score_threshold,reject_rate,n_rejected,precision_lt_target,recall_lt_target,binary_accuracy,kept_f1_p10,rejected_f1_mean,tp,fp,fn,tn,kept_f1_mean,kept_f1_p25
all,branch3,42,extra_trees,no_lab,2835,953,2328,169,0.07259450171821306,0.9392518041237113,0.6742400000000002,0.42655550075184756,0.8601752400163346,paper/models/final_flag_multiseed_loso/all_branch3_testseed42_f060.joblib,validation_recall,0.5,0.34579439252336447,0.5068493150684932,0.6019168003421212,0.07259450171821306,169,0.4437869822485207,0.4437869822485207,0.9192439862542955,0.90726,0.6955538461538461,75,94,94,2065,,
all,branch3,42,extra_trees,no_lab,2835,953,2328,169,0.07259450171821306,0.9392518041237113,0.6742400000000002,0.42655550075184756,0.8601752400163346,paper/models/final_flag_multiseed_loso/all_branch3_testseed42_f060.joblib,validation_recall,0.7,0.3058823529411765,0.7123287671232876,0.4899041390989368,0.15292096219931273,356,0.3089887640449438,0.650887573964497,0.8689862542955327,0.98616,0.7763865168539326,110,246,59,1913,,
all,branch3,42,extra_trees,no_lab,2835,953,2328,169,0.07259450171821306,0.9392518041237113,0.6742400000000002,0.42655550075184756,0.8601752400163346,paper/models/final_flag_multiseed_loso/all_branch3_testseed42_f060.joblib,validation_recall,0.8,0.2822966507177033,0.8082191780821918,0.439226769409262,0.19845360824742267,462,0.2683982683982684,0.7337278106508875,0.8354810996563574,0.9953000000000001,0.8053941558441559,124,338,45,1821,,
all,branch3,42,extra_trees,no_lab,2835,953,2328,169,0.07259450171821306,0.9392518041237113,0.6742400000000002,0.42655550075184756,0.8601752400163346,paper/models/final_flag_multiseed_loso/all_branch3_testseed42_f060.joblib,validation_recall,0.9,0.1981981981981982,0.9041095890410958,0.336975996288789,0.31915807560137455,743,0.18977119784656796,0.834319526627219,0.729381443298969,1.0,0.8564545087483177,141,602,28,1557,,
all,branch3,42,extra_trees,no_lab,2835,953,2328,169,0.07259450171821306,0.9392518041237113,0.6742400000000002,0.42655550075184756,0.8601752400163346,paper/models/final_flag_multiseed_loso/all_branch3_testseed42_f060.joblib,validation_precision,0.7,1.0,0.0136986301369863,0.9265041412408542,0.0,0,0.0,0.0,0.927405498281787,0.6742400000000002,,0,0,169,2159,,
all,branch3,42,extra_trees,no_lab,2835,953,2328,169,0.07259450171821306,0.9392518041237113,0.6742400000000002,0.42655550075184756,0.8601752400163346,paper/models/final_flag_multiseed_loso/all_branch3_testseed42_f060.joblib,validation_precision,0.8,1.0,0.0136986301369863,0.9265041412408542,0.0,0,0.0,0.0,0.927405498281787,0.6742400000000002,,0,0,169,2159,,
all,branch3,42,extra_trees,no_lab,2835,953,2328,169,0.07259450171821306,0.9392518041237113,0.6742400000000002,0.42655550075184756,0.8601752400163346,paper/models/final_flag_multiseed_loso/all_branch3_testseed42_f060.joblib,validation_precision,0.9,1.0,0.0136986301369863,0.9265041412408542,0.0,0,0.0,0.0,0.927405498281787,0.6742400000000002,,0,0,169,2159,,
all,branch3,42,extra_trees,no_lab,2835,953,2328,169,0.07259450171821306,0.9392518041237113,0.6742400000000002,0.42655550075184756,0.8601752400163346,paper/models/final_flag_multiseed_loso/all_branch3_testseed42_f060.joblib,fixed_reject_rate,0.05,,,,0.05,116,0.5,0.3431952662721893,0.927405498281787,0.86936,0.654269827586207,58,58,111,2101,0.9541966094032549,1.0
all,branch3,42,extra_trees,no_lab,2835,953,2328,169,0.07259450171821306,0.9392518041237113,0.6742400000000002,0.42655550075184756,0.8601752400163346,paper/models/final_flag_multiseed_loso/all_branch3_testseed42_f060.joblib,fixed_reject_rate,0.1,,,,0.1,233,0.3948497854077253,0.5443786982248521,0.9063573883161512,0.94974,0.7235751072961374,92,141,77,2018,0.9632387589498808,1.0
all,branch3,42,extra_trees,no_lab,2835,953,2328,169,0.07259450171821306,0.9392518041237113,0.6742400000000002,0.42655550075184756,0.8601752400163346,paper/models/final_flag_multiseed_loso/all_branch3_testseed42_f060.joblib,fixed_reject_rate,0.15,,,,0.15,349,0.3123209169054441,0.6449704142011834,0.8711340206185567,0.98304,0.7748587392550144,109,240,60,1919,0.9682427993936331,1.0
all,branch3,789,hgb,full,2856,958,2293,148,0.06454426515481901,0.9434018316615785,0.78374,0.35271885138767795,0.8783878283878285,paper/models/final_flag_multiseed_loso/all_branch3_testseed789_f060.joblib,validation_recall,0.5,0.547945205479452,0.5,0.5790708940692293,0.08242477104230266,189,0.38095238095238093,0.4864864864864865,0.9158307893589185,0.96946,0.7220042328042328,72,117,76,2028,,
all,branch3,789,hgb,full,2856,958,2293,148,0.06454426515481901,0.9434018316615785,0.78374,0.35271885138767795,0.8783878283878285,paper/models/final_flag_multiseed_loso/all_branch3_testseed789_f060.joblib,validation_recall,0.7,0.34782608695652173,0.7,0.2928866236078146,0.1552551242913214,356,0.2949438202247191,0.7094594594594594,0.8717836894897514,0.99806,0.7783078651685393,105,251,43,1894,,
