path,rel_path,cell_type,source,n_bytes,parseable,non_empty,has_soma,single_root,no_orphan,has_neurites,radius_positive,coords_finite,reasonable_size,n_nodes,n_soma,n_axon,n_basal,n_apical,n_other,n_roots,n_orphan,n_custom_type_nodes_raw,custom_type_values_raw,n_soma_raw,n_soma_groups,n_soma_nodes_removed,n_nodes_raw,qc_pass,qc_reason
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__11_den_ax.swc,pyramidal/swc/neuromorpho__11_den_ax.swc,pyramidal,neuromorpho,4631024,True,True,True,True,True,True,True,True,True,105125,1,99587,3430,2107,0,1,0,0,,3,1,2,105127,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__11A3neuron1.swc,pyramidal/swc/neuromorpho__11A3neuron1.swc,pyramidal,neuromorpho,147183,True,True,True,True,True,True,True,True,True,3927,1,0,3926,0,0,1,0,0,,3,1,2,3929,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__11A3neuron4.swc,pyramidal/swc/neuromorpho__11A3neuron4.swc,pyramidal,neuromorpho,84931,True,True,True,True,True,True,True,True,True,2264,1,0,2263,0,0,1,0,0,,3,1,2,2266,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__11a_1_1.swc,pyramidal/swc/neuromorpho__11a_1_1.swc,pyramidal,neuromorpho,51080,True,True,True,True,True,True,True,True,True,1417,1,0,1416,0,0,1,0,0,,3,1,2,1419,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__11a_pyramidal16aACC.swc,pyramidal/swc/neuromorpho__11a_pyramidal16aACC.swc,pyramidal,neuromorpho,39924,True,True,True,True,True,True,True,True,True,1077,1,0,565,511,0,1,0,0,,3,1,2,1079,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__11b.swc,pyramidal/swc/neuromorpho__11b.swc,pyramidal,neuromorpho,109783,True,True,True,True,True,True,True,True,True,2950,1,0,2949,0,0,1,0,0,,3,1,2,2952,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__11C1neuron2Layers.swc,pyramidal/swc/neuromorpho__11C1neuron2Layers.swc,pyramidal,neuromorpho,98747,True,True,True,True,True,True,True,True,True,2584,1,0,2583,0,0,1,0,0,,3,1,2,2586,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__11C1neuron4.swc,pyramidal/swc/neuromorpho__11C1neuron4.swc,pyramidal,neuromorpho,110623,True,True,True,True,True,True,True,True,True,2908,1,0,2907,0,0,1,0,0,,3,1,2,2910,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__11C2neuron2LAYERS.swc,pyramidal/swc/neuromorpho__11C2neuron2LAYERS.swc,pyramidal,neuromorpho,125463,True,True,True,True,True,True,True,True,True,3314,1,0,3313,0,0,1,0,0,,3,1,2,3316,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__11C2neuron3.swc,pyramidal/swc/neuromorpho__11C2neuron3.swc,pyramidal,neuromorpho,93999,True,True,True,True,True,True,True,True,True,2469,1,0,2468,0,0,1,0,0,,3,1,2,2471,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__11C2neuron4.swc,pyramidal/swc/neuromorpho__11C2neuron4.swc,pyramidal,neuromorpho,128440,True,True,True,True,True,True,True,True,True,3407,1,0,3406,0,0,1,0,0,,3,1,2,3409,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__11C3neuron2Layers].swc,pyramidal/swc/neuromorpho__11C3neuron2Layers].swc,pyramidal,neuromorpho,66875,True,True,True,True,True,True,True,True,True,1745,1,0,1744,0,0,1,0,0,,3,1,2,1747,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__11C3neuron3.swc,pyramidal/swc/neuromorpho__11C3neuron3.swc,pyramidal,neuromorpho,141676,True,True,True,True,True,True,True,True,True,3716,1,0,3715,0,0,1,0,0,,3,1,2,3718,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__11C3neuron4.swc,pyramidal/swc/neuromorpho__11C3neuron4.swc,pyramidal,neuromorpho,91330,True,True,True,True,True,True,True,True,True,2440,1,0,2439,0,0,1,0,0,,3,1,2,2442,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__11c_1.swc,pyramidal/swc/neuromorpho__11c_1.swc,pyramidal,neuromorpho,19133,True,True,True,True,True,True,True,True,True,516,1,0,515,0,0,1,0,0,,3,1,2,518,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__11c_2.swc,pyramidal/swc/neuromorpho__11c_2.swc,pyramidal,neuromorpho,12539,True,True,True,True,True,True,True,True,True,318,1,0,317,0,0,1,0,0,,3,1,2,320,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__11c_3.swc,pyramidal/swc/neuromorpho__11c_3.swc,pyramidal,neuromorpho,16576,True,True,True,True,True,True,True,True,True,427,1,0,426,0,0,1,0,0,,3,1,2,429,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__11D4neuron2Layers.swc,pyramidal/swc/neuromorpho__11D4neuron2Layers.swc,pyramidal,neuromorpho,115228,True,True,True,True,True,True,True,True,True,3010,1,0,3009,0,0,1,0,0,,3,1,2,3012,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__11D4neuron4.swc,pyramidal/swc/neuromorpho__11D4neuron4.swc,pyramidal,neuromorpho,121390,True,True,True,True,True,True,True,True,True,3178,1,0,3177,0,0,1,0,0,,3,1,2,3180,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__11o_pyramidal12aFI.swc,pyramidal/swc/neuromorpho__11o_pyramidal12aFI.swc,pyramidal,neuromorpho,50159,True,True,True,True,True,True,True,True,True,1356,1,0,665,690,0,1,0,0,,3,1,2,1358,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__12-13.swc,pyramidal/swc/neuromorpho__12-13.swc,pyramidal,neuromorpho,321173,True,True,False,True,True,False,True,True,True,9394,0,0,0,0,9394,1,0,9394,6:9394,0,0,0,9394,False,"fail: has_soma,has_neurites"
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__121012V1-2Slice2Cell1.swc,pyramidal/swc/neuromorpho__121012V1-2Slice2Cell1.swc,pyramidal,neuromorpho,20636,True,True,True,True,True,True,True,True,True,550,1,0,178,371,0,1,0,0,,3,1,2,552,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__121012V1-2Slice2Cell2.swc,pyramidal/swc/neuromorpho__121012V1-2Slice2Cell2.swc,pyramidal,neuromorpho,17997,True,True,True,True,True,True,True,True,True,476,1,0,232,243,0,1,0,0,,3,1,2,478,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__121012V1-2Slice4Cell1.swc,pyramidal/swc/neuromorpho__121012V1-2Slice4Cell1.swc,pyramidal,neuromorpho,10724,True,True,True,True,True,True,True,True,True,280,1,0,180,99,0,1,0,0,,3,1,2,282,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__121012V1-3Slice6Cell1.swc,pyramidal/swc/neuromorpho__121012V1-3Slice6Cell1.swc,pyramidal,neuromorpho,30343,True,True,True,True,True,True,True,True,True,815,1,0,383,431,0,1,0,0,,3,1,2,817,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__121012V1-3Slice6Cell2.swc,pyramidal/swc/neuromorpho__121012V1-3Slice6Cell2.swc,pyramidal,neuromorpho,30179,True,True,True,True,True,True,True,True,True,810,1,0,356,453,0,1,0,0,,3,1,2,812,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__121012V1-3Slice6Cell3.swc,pyramidal/swc/neuromorpho__121012V1-3Slice6Cell3.swc,pyramidal,neuromorpho,22076,True,True,True,True,True,True,True,True,True,582,1,0,106,475,0,1,0,0,,3,1,2,584,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__121012V1-3Slice6Cell4.swc,pyramidal/swc/neuromorpho__121012V1-3Slice6Cell4.swc,pyramidal,neuromorpho,23845,True,True,True,True,True,True,True,True,True,630,1,0,280,349,0,1,0,0,,3,1,2,632,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__121012V1-3Slice6Cell5.swc,pyramidal/swc/neuromorpho__121012V1-3Slice6Cell5.swc,pyramidal,neuromorpho,24178,True,True,True,True,True,True,True,True,True,632,1,0,149,482,0,1,0,0,,3,1,2,634,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__121012V1-3Slice6Cell6.swc,pyramidal/swc/neuromorpho__121012V1-3Slice6Cell6.swc,pyramidal,neuromorpho,20654,True,True,True,True,True,True,True,True,True,542,1,0,212,329,0,1,0,0,,3,1,2,544,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__121012V1-3Slice7Cell1.swc,pyramidal/swc/neuromorpho__121012V1-3Slice7Cell1.swc,pyramidal,neuromorpho,31310,True,True,True,True,True,True,True,True,True,836,1,0,235,600,0,1,0,0,,3,1,2,838,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__12_45.swc,pyramidal/swc/neuromorpho__12_45.swc,pyramidal,neuromorpho,20083,True,True,True,True,True,True,True,True,True,566,1,0,565,0,0,1,0,0,,3,1,2,568,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__12_46.swc,pyramidal/swc/neuromorpho__12_46.swc,pyramidal,neuromorpho,83408,True,True,True,True,True,True,True,True,True,2409,1,0,2408,0,0,1,0,0,,3,1,2,2411,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__12_47.swc,pyramidal/swc/neuromorpho__12_47.swc,pyramidal,neuromorpho,157713,True,True,True,True,True,True,True,True,True,4416,1,0,4415,0,0,1,0,0,,3,1,2,4418,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__12_76.swc,pyramidal/swc/neuromorpho__12_76.swc,pyramidal,neuromorpho,8075,True,True,False,True,True,True,True,True,True,229,0,229,0,0,0,1,0,0,,0,0,0,229,False,fail: has_soma
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__12_den_ax.swc,pyramidal/swc/neuromorpho__12_den_ax.swc,pyramidal,neuromorpho,3499590,True,True,True,True,True,True,True,True,True,81086,1,72359,8726,0,0,1,0,0,,3,1,2,81088,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__12A6neuron3Layers.swc,pyramidal/swc/neuromorpho__12A6neuron3Layers.swc,pyramidal,neuromorpho,91784,True,True,True,True,True,True,True,True,True,2412,1,0,2411,0,0,1,0,0,,3,1,2,2414,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__12B3neuron1Layers.swc,pyramidal/swc/neuromorpho__12B3neuron1Layers.swc,pyramidal,neuromorpho,103382,True,True,True,True,True,True,True,True,True,2808,1,0,2807,0,0,1,0,0,,3,1,2,2810,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__12B3neuron3.swc,pyramidal/swc/neuromorpho__12B3neuron3.swc,pyramidal,neuromorpho,63675,True,True,True,True,True,True,True,True,True,1718,1,0,1717,0,0,1,0,0,,3,1,2,1720,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__12B3neuron4.swc,pyramidal/swc/neuromorpho__12B3neuron4.swc,pyramidal,neuromorpho,59598,True,True,True,True,True,True,True,True,True,1609,1,0,1608,0,0,1,0,0,,3,1,2,1611,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__12C1neuron2Layers.swc,pyramidal/swc/neuromorpho__12C1neuron2Layers.swc,pyramidal,neuromorpho,112204,True,True,True,True,True,True,True,True,True,2966,1,0,2965,0,0,1,0,0,,3,1,2,2968,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__12C1neuron3.swc,pyramidal/swc/neuromorpho__12C1neuron3.swc,pyramidal,neuromorpho,63616,True,True,True,True,True,True,True,True,True,1691,1,0,1690,0,0,1,0,0,,3,1,2,1693,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__12C2neuron1Layers.swc,pyramidal/swc/neuromorpho__12C2neuron1Layers.swc,pyramidal,neuromorpho,43622,True,True,True,True,True,True,True,True,True,1162,1,0,1161,0,0,1,0,0,,3,1,2,1164,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__12C2neuron4.swc,pyramidal/swc/neuromorpho__12C2neuron4.swc,pyramidal,neuromorpho,64131,True,True,True,True,True,True,True,True,True,1723,1,0,1722,0,0,1,0,0,,3,1,2,1725,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__12D2neuron1Layers.swc,pyramidal/swc/neuromorpho__12D2neuron1Layers.swc,pyramidal,neuromorpho,79975,True,True,True,True,True,True,True,True,True,2092,1,0,2091,0,0,1,0,0,,3,1,2,2094,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__12D2neuron2.swc,pyramidal/swc/neuromorpho__12D2neuron2.swc,pyramidal,neuromorpho,68345,True,True,True,True,True,True,True,True,True,1831,1,0,1830,0,0,1,0,0,,3,1,2,1833,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__12D2neuron3.swc,pyramidal/swc/neuromorpho__12D2neuron3.swc,pyramidal,neuromorpho,59535,True,True,True,True,True,True,True,True,True,1557,1,0,1556,0,0,1,0,0,,3,1,2,1559,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__12D4neuron1Layers.swc,pyramidal/swc/neuromorpho__12D4neuron1Layers.swc,pyramidal,neuromorpho,63461,True,True,True,True,True,True,True,True,True,1701,1,0,1700,0,0,1,0,0,,3,1,2,1703,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__12D4neuron2.swc,pyramidal/swc/neuromorpho__12D4neuron2.swc,pyramidal,neuromorpho,31632,True,True,True,True,True,True,True,True,True,859,1,0,858,0,0,1,0,0,,3,1,2,861,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__12D4neuron3.swc,pyramidal/swc/neuromorpho__12D4neuron3.swc,pyramidal,neuromorpho,40049,True,True,True,True,True,True,True,True,True,1101,1,0,1100,0,0,1,0,0,,3,1,2,1103,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__12D4neuron4.swc,pyramidal/swc/neuromorpho__12D4neuron4.swc,pyramidal,neuromorpho,46008,True,True,True,True,True,True,True,True,True,1268,1,0,1267,0,0,1,0,0,,3,1,2,1270,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__13--OTC-CsA-9-weeks-20x.swc,pyramidal/swc/neuromorpho__13--OTC-CsA-9-weeks-20x.swc,pyramidal,neuromorpho,50474,True,True,True,True,True,True,True,True,True,1401,1,0,1400,0,0,1,0,0,,3,1,2,1403,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__13--P14-Acute-20x.swc,pyramidal/swc/neuromorpho__13--P14-Acute-20x.swc,pyramidal,neuromorpho,242362,True,True,True,True,True,True,True,True,True,6346,1,0,6345,0,0,1,0,0,,3,1,2,6348,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__13-14.swc,pyramidal/swc/neuromorpho__13-14.swc,pyramidal,neuromorpho,319889,True,True,False,True,True,False,True,True,True,9337,0,0,0,0,9337,1,0,9337,6:9337,0,0,0,9337,False,"fail: has_soma,has_neurites"
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__13-14_1.swc,pyramidal/swc/neuromorpho__13-14_1.swc,pyramidal,neuromorpho,181319,True,True,False,True,True,False,True,True,True,5312,0,0,0,0,5312,1,0,5312,6:5312,0,0,0,5312,False,"fail: has_soma,has_neurites"
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__13-14a.swc,pyramidal/swc/neuromorpho__13-14a.swc,pyramidal,neuromorpho,213072,True,True,False,True,True,False,True,True,True,6323,0,0,0,0,6323,1,0,6323,6:6323,0,0,0,6323,False,"fail: has_soma,has_neurites"
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__13-14a_1.swc,pyramidal/swc/neuromorpho__13-14a_1.swc,pyramidal,neuromorpho,392542,True,True,False,True,True,False,True,True,True,11260,0,0,0,0,11260,1,0,11260,6:11260,0,0,0,11260,False,"fail: has_soma,has_neurites"
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__130315c1.swc,pyramidal/swc/neuromorpho__130315c1.swc,pyramidal,neuromorpho,113373,True,True,True,True,True,True,True,True,True,2978,1,690,943,1344,0,1,0,0,,3,1,2,2980,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__13_06_13_-1_Cell_-1.swc,pyramidal/swc/neuromorpho__13_06_13_-1_Cell_-1.swc,pyramidal,neuromorpho,1109948,True,True,True,True,True,True,True,True,True,27472,1,358,7032,20081,0,1,0,0,,3,1,2,27474,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__13_08_13_-2_Cell_-2.swc,pyramidal/swc/neuromorpho__13_08_13_-2_Cell_-2.swc,pyramidal,neuromorpho,1296623,True,True,True,True,True,True,True,True,True,31729,1,9329,10027,12372,0,1,0,0,,3,1,2,31731,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__13_41.swc,pyramidal/swc/neuromorpho__13_41.swc,pyramidal,neuromorpho,39597,True,True,True,True,True,True,True,True,True,1154,1,0,1153,0,0,1,0,0,,3,1,2,1156,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__13_42.swc,pyramidal/swc/neuromorpho__13_42.swc,pyramidal,neuromorpho,163765,True,True,True,True,True,True,True,True,True,4714,1,0,4713,0,0,1,0,0,,3,1,2,4716,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__13_43.swc,pyramidal/swc/neuromorpho__13_43.swc,pyramidal,neuromorpho,110663,True,True,True,True,True,True,True,True,True,3148,1,0,3147,0,0,1,0,0,,3,1,2,3150,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__13_73.swc,pyramidal/swc/neuromorpho__13_73.swc,pyramidal,neuromorpho,3015,True,True,False,True,True,True,True,True,True,75,0,75,0,0,0,1,0,0,,0,0,0,75,False,fail: has_soma
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__13_78.swc,pyramidal/swc/neuromorpho__13_78.swc,pyramidal,neuromorpho,8774,True,True,False,True,True,True,True,True,True,259,0,259,0,0,0,1,0,0,,0,0,0,259,False,fail: has_soma
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__13_79.swc,pyramidal/swc/neuromorpho__13_79.swc,pyramidal,neuromorpho,3902,True,True,False,True,True,True,True,True,True,103,0,103,0,0,0,1,0,0,,0,0,0,103,False,fail: has_soma
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__13_81.swc,pyramidal/swc/neuromorpho__13_81.swc,pyramidal,neuromorpho,3021,True,True,False,True,True,True,True,True,True,71,0,71,0,0,0,1,0,0,,0,0,0,71,False,fail: has_soma
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__13_den_ax.swc,pyramidal/swc/neuromorpho__13_den_ax.swc,pyramidal,neuromorpho,5381586,True,True,True,True,True,True,True,True,True,123319,1,117845,2329,3144,0,1,0,0,,3,1,2,123321,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__13A5neuron2.swc,pyramidal/swc/neuromorpho__13A5neuron2.swc,pyramidal,neuromorpho,59949,True,True,True,True,True,True,True,True,True,1606,1,0,1605,0,0,1,0,0,,3,1,2,1608,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__13A6neuron1Layers.swc,pyramidal/swc/neuromorpho__13A6neuron1Layers.swc,pyramidal,neuromorpho,126232,True,True,True,True,True,True,True,True,True,3345,1,0,3344,0,0,1,0,0,,3,1,2,3347,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__13A6neuron2.swc,pyramidal/swc/neuromorpho__13A6neuron2.swc,pyramidal,neuromorpho,141822,True,True,True,True,True,True,True,True,True,3768,1,0,3767,0,0,1,0,0,,3,1,2,3770,True,
D:\Desktop\swc-autolabel-ml\data\v12_uncurated\pyramidal\swc\neuromorpho__13B1neuron2.swc,pyramidal/swc/neuromorpho__13B1neuron2.swc,pyramidal,neuromorpho,104190,True,True,True,True,True,True,True,True,True,2744,1,0,2743,0,0,1,0,0,,3,1,2,2746,True,
