experiment,feature_mode,subset,target,n_rows,n_bad,bad_rate,saved_bundle,target_recall,model_name,feature_set,val_precision,val_recall,score_threshold,test_precision,test_recall,test_n_rejected,test_tp,test_fp,test_fn,test_accuracy,test_kept_f1_p10,val_ap,test_ap
single_cell_f060,xmodel_sanity,all,cell_f060,2402,211,0.08784346378018318,,0.95,rf,numeric_only,0.43010752688172044,0.9523809523809523,0.15143383318672488,0.39361702127659576,0.8809523809523809,94,37,57,5,0.8711018711018711,1.0,0.7851622459716399,0.7173786367794543
single_failure_head_ranked_against_cell_f060,xmodel_sanity,all,axon_f050,2402,211,0.08784346378018318,,0.5,rf,no_lab,0.6363636363636364,0.5,0.3142989407382807,0.32432432432432434,0.2857142857142857,37,12,25,30,0.8856548856548857,0.76169,0.8685022981095278,0.8037449691412626
single_failure_head_ranked_against_cell_f060,xmodel_sanity,all,axon_f050,2402,211,0.08784346378018318,,0.7,rf,full,0.410958904109589,0.7142857142857143,0.10701154146635405,0.31645569620253167,0.5952380952380952,79,25,54,17,0.8523908523908524,1.0,0.8698307760459599,0.8095632490723806
single_failure_head_ranked_against_cell_f060,xmodel_sanity,all,axon_f050,2402,211,0.08784346378018318,,0.8,rf,full,0.37362637362637363,0.8095238095238095,0.06597325179317032,0.3137254901960784,0.7619047619047619,102,32,70,10,0.8336798336798337,1.0,0.8698307760459599,0.8095632490723806
single_failure_head_ranked_against_cell_f060,xmodel_sanity,all,axon_f050,2402,211,0.08784346378018318,,0.9,gb,numeric_only,0.24358974358974358,0.9047619047619048,0.0014842442387851672,0.2222222222222222,0.8571428571428571,162,36,126,6,0.7255717255717256,1.0,0.8328690505384817,0.7439276894570382
single_failure_head_ranked_against_cell_f060,xmodel_sanity,all,axon_f050,2402,211,0.08784346378018318,,0.95,rf,no_lab,0.18691588785046728,0.9523809523809523,0.005259856097086324,0.1735159817351598,0.9047619047619048,219,38,181,4,0.6153846153846154,1.0,0.8685022981095278,0.8037449691412626
single_failure_head_ranked_against_cell_f060,xmodel_sanity,all,basal_f060,2402,211,0.08784346378018318,,0.5,rf,no_lab,0.7777777777777778,0.5,0.29015035355213536,0.6071428571428571,0.40476190476190477,28,17,11,25,0.9251559251559252,0.75536,0.7048965258342292,0.6066308552338388
single_failure_head_ranked_against_cell_f060,xmodel_sanity,all,basal_f060,2402,211,0.08784346378018318,,0.7,extra_trees,full,0.5882352941176471,0.7142857142857143,0.30259397883597255,0.6222222222222222,0.6666666666666666,45,28,17,14,0.9355509355509356,0.97075,0.7147285332972237,0.5644640889601517
single_failure_head_ranked_against_cell_f060,xmodel_sanity,all,basal_f060,2402,211,0.08784346378018318,,0.8,gb,no_lab,0.4594594594594595,0.8095238095238095,0.00847292503016406,0.37777777777777777,0.8095238095238095,90,34,56,8,0.8669438669438669,0.9915,0.6110033515713029,0.496942798030391
single_failure_head_ranked_against_cell_f060,xmodel_sanity,all,basal_f060,2402,211,0.08784346378018318,,0.9,rf,no_lab,0.3333333333333333,0.9047619047619048,0.07356405347231836,0.3130434782608696,0.8571428571428571,115,36,79,6,0.8232848232848233,0.99905,0.7048965258342292,0.6066308552338388
single_failure_head_ranked_against_cell_f060,xmodel_sanity,all,basal_f060,2402,211,0.08784346378018318,,0.95,rf,numeric_only,0.3007518796992481,0.9523809523809523,0.05321841383065016,0.2708333333333333,0.9285714285714286,144,39,105,3,0.7754677754677755,1.0,0.704228262978263,0.611179606070305
single_failure_head_ranked_against_cell_f060,xmodel_sanity,all,apical_f050,2402,211,0.08784346378018318,,0.5,rf,full,0.5384615384615384,0.5,0.23574701864860867,0.45652173913043476,0.5,46,21,25,21,0.9043659043659044,0.90052,0.6683539641041114,0.657372417740157
single_failure_head_ranked_against_cell_f060,xmodel_sanity,all,apical_f050,2402,211,0.08784346378018318,,0.7,rf,full,0.4411764705882353,0.7142857142857143,0.1597713423375693,0.38028169014084506,0.6428571428571429,71,27,44,15,0.8773388773388774,0.9759599999999999,0.6683539641041114,0.657372417740157
single_failure_head_ranked_against_cell_f060,xmodel_sanity,all,apical_f050,2402,211,0.08784346378018318,,0.8,rf,full,0.35789473684210527,0.8095238095238095,0.11754377379456392,0.34408602150537637,0.7619047619047619,93,32,61,10,0.8523908523908524,0.98623,0.6683539641041114,0.657372417740157
single_failure_head_ranked_against_cell_f060,xmodel_sanity,all,apical_f050,2402,211,0.08784346378018318,,0.9,hgb,no_lab,0.23170731707317074,0.9047619047619048,0.001279975173004644,0.21764705882352942,0.8809523809523809,170,37,133,5,0.7130977130977131,0.9957,0.715081229696585,0.7105225402110159
single_failure_head_ranked_against_cell_f060,xmodel_sanity,all,apical_f050,2402,211,0.08784346378018318,,0.95,rf,no_lab,0.20618556701030927,0.9523809523809523,0.033529066358215384,0.1951219512195122,0.9523809523809523,205,40,165,2,0.6528066528066528,1.0,0.6766318778210212,0.6610341066243197
two_stage_max_failure_heads,xmodel_sanity,all,cell_f060+axon_f050+basal_f060+apical_f050,2402,211,0.08784346378018318,,0.5,two_stage,max_validation_percentile,0.84,0.5,0.9833679833679834,0.6896551724137931,0.47619047619047616,29,20,9,22,0.9355509355509356,0.89968,,
two_stage_max_failure_heads,xmodel_sanity,all,cell_f060+axon_f050+basal_f060+apical_f050,2402,211,0.08784346378018318,,0.7,two_stage,max_validation_percentile,0.6976744186046512,0.7142857142857143,0.9646569646569647,0.5714285714285714,0.6666666666666666,49,28,21,14,0.9272349272349273,0.9856900000000001,,
two_stage_max_failure_heads,xmodel_sanity,all,cell_f060+axon_f050+basal_f060+apical_f050,2402,211,0.08784346378018318,,0.8,two_stage,max_validation_percentile,0.6140350877192983,0.8333333333333334,0.9501039501039501,0.5384615384615384,0.8333333333333334,65,35,30,7,0.9230769230769231,0.99325,,
two_stage_max_failure_heads,xmodel_sanity,all,cell_f060+axon_f050+basal_f060+apical_f050,2402,211,0.08784346378018318,,0.9,two_stage,max_validation_percentile,0.4691358024691358,0.9047619047619048,0.920997920997921,0.41379310344827586,0.8571428571428571,87,36,51,6,0.8814968814968815,1.0,,
two_stage_max_failure_heads,xmodel_sanity,all,cell_f060+axon_f050+basal_f060+apical_f050,2402,211,0.08784346378018318,,0.95,two_stage,max_validation_percentile,0.2777777777777778,0.9523809523809523,0.8357588357588358,0.2564102564102564,0.9523809523809523,156,40,116,2,0.7546777546777547,1.0,,
single_cell_f060,xmodel_sanity,pyramidal,cell_f060,1745,177,0.101432664756447,,0.5,gb,no_lab,0.9,0.5,0.8509417095656145,0.9,0.2571428571428571,10,9,1,26,0.9226361031518625,0.64702,0.7905693941293569,0.7629373539976314
single_cell_f060,xmodel_sanity,pyramidal,cell_f060,1745,177,0.101432664756447,,0.7,hgb,full,0.7428571428571429,0.7222222222222222,0.41630286180083814,0.7837837837837838,0.8285714285714286,37,29,8,6,0.9598853868194842,0.95382,0.815638672403618,0.8472405220140875
single_cell_f060,xmodel_sanity,pyramidal,cell_f060,1745,177,0.101432664756447,paper/models/flag_improvement_sweep_seed123_branch3_v12ens/pyramidal_xmodel_sanity_cell_f060_r080.joblib,0.8,hgb,full,0.725,0.8055555555555556,0.3422649617472377,0.7894736842105263,0.8571428571428571,38,30,8,5,0.9627507163323782,0.9738,0.815638672403618,0.8472405220140875
single_cell_f060,xmodel_sanity,pyramidal,cell_f060,1745,177,0.101432664756447,,0.9,hgb,full,0.66,0.9166666666666666,0.16501719314267166,0.7209302325581395,0.8857142857142857,43,31,12,4,0.9541547277936963,0.97995,0.815638672403618,0.8472405220140875
single_cell_f060,xmodel_sanity,pyramidal,cell_f060,1745,177,0.101432664756447,,0.95,hgb,no_lab,0.21084337349397592,0.9722222222222222,0.0005650748287253431,0.21019108280254778,0.9428571428571428,157,33,124,2,0.6389684813753582,1.0,0.7959004064511279,0.8113224719783373
single_failure_head_ranked_against_cell_f060,xmodel_sanity,pyramidal,axon_f050,1745,177,0.101432664756447,,0.5,hgb,full,0.5,0.5,0.005908069824227104,0.4666666666666667,0.4,30,14,16,21,0.8939828080229226,0.73788,0.8932609431243992,0.8514096976003336
single_failure_head_ranked_against_cell_f060,xmodel_sanity,pyramidal,axon_f050,1745,177,0.101432664756447,,0.7,rf,numeric_only,0.37681159420289856,0.7222222222222222,0.04423183495789238,0.32857142857142857,0.6571428571428571,70,23,47,12,0.830945558739255,0.99676,0.9014089008277276,0.8723579742976781
single_failure_head_ranked_against_cell_f060,xmodel_sanity,pyramidal,axon_f050,1745,177,0.101432664756447,,0.8,rf,numeric_only,0.34523809523809523,0.8055555555555556,0.02976419830950515,0.3333333333333333,0.7428571428571429,78,26,52,9,0.8252148997134671,1.0,0.9014089008277276,0.8723579742976781
single_failure_head_ranked_against_cell_f060,xmodel_sanity,pyramidal,axon_f050,1745,177,0.101432664756447,,0.9,rf,full,0.21428571428571427,0.9166666666666666,0.005001858660623281,0.2108843537414966,0.8857142857142857,147,31,116,4,0.6561604584527221,1.0,0.892639560486231,0.871082215432654
single_failure_head_ranked_against_cell_f060,xmodel_sanity,pyramidal,axon_f050,1745,177,0.101432664756447,,0.95,rf,numeric_only,0.21341463414634146,0.9722222222222222,0.003582674981238537,0.2052980132450331,0.8857142857142857,151,31,120,4,0.6446991404011462,1.0,0.9014089008277276,0.8723579742976781
single_failure_head_ranked_against_cell_f060,xmodel_sanity,pyramidal,basal_f060,1745,177,0.101432664756447,,0.5,gb,full,0.72,0.5,0.0758023648076618,0.7916666666666666,0.5428571428571428,24,19,5,16,0.9398280802292264,0.7439,0.4745106720302787,0.3763239509756248
single_failure_head_ranked_against_cell_f060,xmodel_sanity,pyramidal,basal_f060,1745,177,0.101432664756447,,0.7,rf,no_lab,0.4727272727272727,0.7222222222222222,0.11131080797357108,0.52,0.7428571428571429,50,26,24,9,0.9054441260744985,0.94082,0.604702680451419,0.5601314930973047
single_failure_head_ranked_against_cell_f060,xmodel_sanity,pyramidal,basal_f060,1745,177,0.101432664756447,,0.8,extra_trees,no_lab,0.4603174603174603,0.8055555555555556,0.15610266504650108,0.46774193548387094,0.8285714285714286,62,29,33,6,0.8882521489971347,0.9886,0.5332749899342064,0.5196714190985617
single_failure_head_ranked_against_cell_f060,xmodel_sanity,pyramidal,basal_f060,1745,177,0.101432664756447,,0.9,extra_trees,numeric_only,0.3626373626373626,0.9166666666666666,0.08470611767772547,0.3902439024390244,0.9142857142857143,82,32,50,3,0.8481375358166189,0.99612,0.5401681137717061,0.4992954931961796
single_failure_head_ranked_against_cell_f060,xmodel_sanity,pyramidal,basal_f060,1745,177,0.101432664756447,,0.95,extra_trees,no_lab,0.36082474226804123,0.9722222222222222,0.08201397842876526,0.38372093023255816,0.9428571428571428,86,33,53,2,0.8424068767908309,0.9972799999999999,0.5332749899342064,0.5196714190985617
single_failure_head_ranked_against_cell_f060,xmodel_sanity,pyramidal,apical_f050,1745,177,0.101432664756447,,0.5,hgb,full,0.9473684210526315,0.5,0.9195698191616648,0.875,0.4,16,14,2,21,0.9340974212034384,0.65798,0.8345218976974572,0.7924954520679729
single_failure_head_ranked_against_cell_f060,xmodel_sanity,pyramidal,apical_f050,1745,177,0.101432664756447,,0.7,hgb,full,0.5777777777777777,0.7222222222222222,0.01804776490478136,0.5454545454545454,0.6857142857142857,44,24,20,11,0.9111747851002865,0.88768,0.8345218976974572,0.7924954520679729
single_failure_head_ranked_against_cell_f060,xmodel_sanity,pyramidal,apical_f050,1745,177,0.101432664756447,,0.8,hgb,no_lab,0.453125,0.8055555555555556,0.004496157657488259,0.421875,0.7714285714285715,64,27,37,8,0.8710601719197708,0.98278,0.8174346891030538,0.7688544060830881
single_failure_head_ranked_against_cell_f060,xmodel_sanity,pyramidal,apical_f050,1745,177,0.101432664756447,,0.9,gb,full,0.3548387096774194,0.9166666666666666,0.006670845846729518,0.3563218390804598,0.8857142857142857,87,31,56,4,0.828080229226361,0.99351,0.7518361181833836,0.7005972199090537
single_failure_head_ranked_against_cell_f060,xmodel_sanity,pyramidal,apical_f050,1745,177,0.101432664756447,,0.95,hgb,no_lab,0.23026315789473684,0.9722222222222222,0.0006384763764416535,0.21379310344827587,0.8857142857142857,145,31,114,4,0.66189111747851,0.99121,0.8174346891030538,0.7688544060830881
