scope,feature_mode,test_seed,selected_model,selected_feature_set,n_train,n_val,n_test,n_bad_test,bad_rate_test,before_f1_mean,before_f1_p10,test_ap,test_auc,model_path,operating_point,target_value,validation_precision,validation_recall,score_threshold,reject_rate,n_rejected,precision_lt_target,recall_lt_target,binary_accuracy,kept_f1_p10,rejected_f1_mean,tp,fp,fn,tn,kept_f1_mean,kept_f1_p25
interneuron,compact,123,rf,no_lab,816,266,657,34,0.0517503805175038,0.9588383561643835,0.9840000000000001,0.325629202223523,0.8478425077896327,paper/models/final_flag_multiseed_loso/interneuron_compact_testseed123_f060.joblib,validation_recall,0.8,0.125,0.8181818181818182,0.10493968369609251,0.3287671232876712,216,0.13425925925925927,0.8529411764705882,0.7077625570776256,1.0,0.8969087962962962,29,187,5,436,,
interneuron,compact,123,rf,no_lab,816,266,657,34,0.0517503805175038,0.9588383561643835,0.9840000000000001,0.325629202223523,0.8478425077896327,paper/models/final_flag_multiseed_loso/interneuron_compact_testseed123_f060.joblib,fixed_reject_rate,0.1,,,,0.1,66,0.21212121212121213,0.4117647058823529,0.8904109589041096,1.0,0.851569696969697,14,52,20,571,0.9708175972927242,1.0
interneuron,compact,42,rf,numeric_only,798,261,666,24,0.036036036036036036,0.9699100600600601,1.0,0.14236639637265683,0.8176921079958464,paper/models/final_flag_multiseed_loso/interneuron_compact_testseed42_f060.joblib,validation_recall,0.8,0.09734513274336283,0.8461538461538461,0.06057745341928832,0.3918918918918919,261,0.0842911877394636,0.9166666666666666,0.6381381381381381,1.0,0.9302727969348659,22,239,2,403,,
interneuron,compact,42,rf,numeric_only,798,261,666,24,0.036036036036036036,0.9699100600600601,1.0,0.14236639637265683,0.8176921079958464,paper/models/final_flag_multiseed_loso/interneuron_compact_testseed42_f060.joblib,fixed_reject_rate,0.1,,,,0.1,67,0.14925373134328357,0.4166666666666667,0.8933933933933934,1.0,0.898979104477612,10,57,14,585,0.9778439065108513,1.0
interneuron,compact,789,gb,no_lab,794,267,675,31,0.045925925925925926,0.9644857777777777,0.99256,0.24095559721838425,0.8381586856341415,paper/models/final_flag_multiseed_loso/interneuron_compact_testseed789_f060.joblib,validation_recall,0.8,0.2571428571428571,0.8181818181818182,0.05700736797719751,0.13037037037037036,88,0.19318181818181818,0.5483870967741935,0.8740740740740741,1.0,0.8646511363636363,17,71,14,573,,
interneuron,compact,789,gb,no_lab,794,267,675,31,0.045925925925925926,0.9644857777777777,0.99256,0.24095559721838425,0.8381586856341415,paper/models/final_flag_multiseed_loso/interneuron_compact_testseed789_f060.joblib,fixed_reject_rate,0.1,,,,0.1,68,0.23529411764705882,0.5161290322580645,0.9007407407407407,1.0,0.8432617647058822,16,52,15,592,0.9780660626029655,1.0
interneuron,branch3,123,rf,numeric_only,816,266,657,34,0.0517503805175038,0.9588383561643835,0.9840000000000001,0.3293032441203075,0.8473704088376923,paper/models/final_flag_multiseed_loso/interneuron_branch3_testseed123_f060.joblib,validation_recall,0.8,0.11842105263157894,0.8181818181818182,0.0996416685179165,0.3409436834094368,224,0.12946428571428573,0.8529411764705882,0.69558599695586,1.0,0.8989745535714286,29,195,5,428,,
interneuron,branch3,123,rf,numeric_only,816,266,657,34,0.0517503805175038,0.9588383561643835,0.9840000000000001,0.3293032441203075,0.8473704088376923,paper/models/final_flag_multiseed_loso/interneuron_branch3_testseed123_f060.joblib,fixed_reject_rate,0.1,,,,0.1,66,0.21212121212121213,0.4117647058823529,0.8904109589041096,1.0,0.8472984848484848,14,52,20,571,0.9712945854483924,1.0
interneuron,branch3,42,rf,no_lab,798,261,666,24,0.036036036036036036,0.9699100600600601,1.0,0.13923700627377697,0.8144470404984424,paper/models/final_flag_multiseed_loso/interneuron_branch3_testseed42_f060.joblib,validation_recall,0.8,0.10476190476190476,0.8461538461538461,0.07640807744296,0.35285285285285284,235,0.09361702127659574,0.9166666666666666,0.6771771771771772,1.0,0.9232178723404256,22,213,2,429,,
interneuron,branch3,42,rf,no_lab,798,261,666,24,0.036036036036036036,0.9699100600600601,1.0,0.13923700627377697,0.8144470404984424,paper/models/final_flag_multiseed_loso/interneuron_branch3_testseed42_f060.joblib,fixed_reject_rate,0.1,,,,0.1,67,0.13432835820895522,0.375,0.8903903903903904,1.0,0.9052134328358209,9,58,15,584,0.9771465776293823,1.0
interneuron,branch3,789,gb,no_lab,794,267,675,31,0.045925925925925926,0.9644857777777777,0.99256,0.24226112465036462,0.8387096774193548,paper/models/final_flag_multiseed_loso/interneuron_branch3_testseed789_f060.joblib,validation_recall,0.8,0.2571428571428571,0.8181818181818182,0.05700736797719751,0.13185185185185186,89,0.19101123595505617,0.5483870967741935,0.8725925925925926,1.0,0.8661719101123595,17,72,14,572,,
interneuron,branch3,789,gb,no_lab,794,267,675,31,0.045925925925925926,0.9644857777777777,0.99256,0.24226112465036462,0.8387096774193548,paper/models/final_flag_multiseed_loso/interneuron_branch3_testseed789_f060.joblib,fixed_reject_rate,0.1,,,,0.1,68,0.23529411764705882,0.5161290322580645,0.9007407407407407,1.0,0.8389470588235294,16,52,15,592,0.9785494233937395,1.0
interneuron,baseline_oof,123,hgb,full,816,266,657,34,0.0517503805175038,0.9588383561643835,0.9840000000000001,0.36084763745705983,0.846615050514588,paper/models/final_flag_multiseed_loso/interneuron_baseline_oof_testseed123_f060.joblib,validation_recall,0.8,0.32142857142857145,0.8181818181818182,0.023657097501082223,0.1187214611872146,78,0.20512820512820512,0.47058823529411764,0.878234398782344,1.0,0.8450269230769231,16,62,18,561,,
interneuron,baseline_oof,123,hgb,full,816,266,657,34,0.0517503805175038,0.9588383561643835,0.9840000000000001,0.36084763745705983,0.846615050514588,paper/models/final_flag_multiseed_loso/interneuron_baseline_oof_testseed123_f060.joblib,fixed_reject_rate,0.1,,,,0.1,66,0.24242424242424243,0.47058823529411764,0.8964992389649924,1.0,0.8268151515151515,16,50,18,573,0.9735820642978003,1.0
interneuron,baseline_oof,42,rf,no_lab,798,261,666,24,0.036036036036036036,0.9699100600600601,1.0,0.1677497512051506,0.8474169262720664,paper/models/final_flag_multiseed_loso/interneuron_baseline_oof_testseed42_f060.joblib,validation_recall,0.8,0.18333333333333332,0.8461538461538461,0.14123916620595475,0.18468468468468469,123,0.13821138211382114,0.7083333333333334,0.8303303303303303,1.0,0.8902650406504067,17,106,7,536,,
interneuron,baseline_oof,42,rf,no_lab,798,261,666,24,0.036036036036036036,0.9699100600600601,1.0,0.1677497512051506,0.8474169262720664,paper/models/final_flag_multiseed_loso/interneuron_baseline_oof_testseed42_f060.joblib,fixed_reject_rate,0.1,,,,0.1,67,0.16417910447761194,0.4583333333333333,0.8963963963963963,1.0,0.875289552238806,11,56,13,586,0.9804936560934894,1.0
