seed,ablation,ablation_label,file,cell_type_gt,stage1_pred,stage1_conf,n_nodes,accuracy,neurite_macro_f1,soma_f1,axon_f1,basal_f1,apical_f1,pred_soma,pred_axon,pred_basal,pred_apical
123,full_branch3_gt_celltype,Full Branch3 (GT cell type),neuromorpho__2017-06-08-slice-3-cell-7-rotated.swc,interneuron,,,12953,1.000000,1.000000,1.000000,1.000000,1.000000,,1,6090,6862,0
123,full_branch3_stage1_active,Full Branch3 (Stage1 active),neuromorpho__2017-06-08-slice-3-cell-7-rotated.swc,interneuron,interneuron,0.980926,12953,1.000000,1.000000,1.000000,1.000000,1.000000,,1,6090,6862,0
123,stage2_only_gt_celltype,Stage2 only (GT cell type),neuromorpho__2017-07-09-slice-3-cell-2-rotated.swc,interneuron,,,6818,1.000000,1.000000,1.000000,1.000000,1.000000,,1,6659,158,0
123,stage2_gnn_gt_celltype,Stage2 + GNN (GT cell type),neuromorpho__2017-07-09-slice-3-cell-2-rotated.swc,interneuron,,,6818,1.000000,1.000000,1.000000,1.000000,1.000000,,1,6659,158,0
123,stage2_gnn_stage3_gt_celltype,Stage2 + GNN + Stage3 (GT cell type),neuromorpho__2017-07-09-slice-3-cell-2-rotated.swc,interneuron,,,6818,1.000000,1.000000,1.000000,1.000000,1.000000,,1,6659,158,0
123,full_branch3_gt_celltype,Full Branch3 (GT cell type),neuromorpho__2017-07-09-slice-3-cell-2-rotated.swc,interneuron,,,6818,1.000000,1.000000,1.000000,1.000000,1.000000,,1,6659,158,0
123,full_branch3_stage1_active,Full Branch3 (Stage1 active),neuromorpho__2017-07-09-slice-3-cell-2-rotated.swc,interneuron,interneuron,0.995202,6818,1.000000,1.000000,1.000000,1.000000,1.000000,,1,6659,158,0
123,stage2_only_gt_celltype,Stage2 only (GT cell type),neuromorpho__2017-12-09-slice-1-cell-7-rotated.swc,interneuron,,,17064,1.000000,1.000000,1.000000,1.000000,1.000000,,1,13823,3240,0
123,stage2_gnn_gt_celltype,Stage2 + GNN (GT cell type),neuromorpho__2017-12-09-slice-1-cell-7-rotated.swc,interneuron,,,17064,1.000000,1.000000,1.000000,1.000000,1.000000,,1,13823,3240,0
123,stage2_gnn_stage3_gt_celltype,Stage2 + GNN + Stage3 (GT cell type),neuromorpho__2017-12-09-slice-1-cell-7-rotated.swc,interneuron,,,17064,1.000000,1.000000,1.000000,1.000000,1.000000,,1,13823,3240,0
123,full_branch3_gt_celltype,Full Branch3 (GT cell type),neuromorpho__2017-12-09-slice-1-cell-7-rotated.swc,interneuron,,,17064,1.000000,1.000000,1.000000,1.000000,1.000000,,1,13823,3240,0
123,full_branch3_stage1_active,Full Branch3 (Stage1 active),neuromorpho__2017-12-09-slice-1-cell-7-rotated.swc,interneuron,interneuron,0.986941,17064,1.000000,1.000000,1.000000,1.000000,1.000000,,1,13823,3240,0
123,stage2_only_gt_celltype,Stage2 only (GT cell type),neuromorpho__2017-15-02-slice-3-cell-2-rotated.swc,interneuron,,,21013,1.000000,1.000000,1.000000,1.000000,1.000000,,1,19811,1201,0
123,stage2_gnn_gt_celltype,Stage2 + GNN (GT cell type),neuromorpho__2017-15-02-slice-3-cell-2-rotated.swc,interneuron,,,21013,1.000000,1.000000,1.000000,1.000000,1.000000,,1,19811,1201,0
123,stage2_gnn_stage3_gt_celltype,Stage2 + GNN + Stage3 (GT cell type),neuromorpho__2017-15-02-slice-3-cell-2-rotated.swc,interneuron,,,21013,1.000000,1.000000,1.000000,1.000000,1.000000,,1,19811,1201,0
123,full_branch3_gt_celltype,Full Branch3 (GT cell type),neuromorpho__2017-15-02-slice-3-cell-2-rotated.swc,interneuron,,,21013,1.000000,1.000000,1.000000,1.000000,1.000000,,1,19811,1201,0
123,full_branch3_stage1_active,Full Branch3 (Stage1 active),neuromorpho__2017-15-02-slice-3-cell-2-rotated.swc,interneuron,interneuron,0.995675,21013,1.000000,1.000000,1.000000,1.000000,1.000000,,1,19811,1201,0
123,stage2_only_gt_celltype,Stage2 only (GT cell type),neuromorpho__2017-15-12-slice-3-cell-3-rotated.swc,interneuron,,,8456,0.953288,0.696100,1.000000,0.975700,0.416500,,1,8314,141,0
123,stage2_gnn_gt_celltype,Stage2 + GNN (GT cell type),neuromorpho__2017-15-12-slice-3-cell-3-rotated.swc,interneuron,,,8456,0.953288,0.696100,1.000000,0.975700,0.416500,,1,8314,141,0
123,stage2_gnn_stage3_gt_celltype,Stage2 + GNN + Stage3 (GT cell type),neuromorpho__2017-15-12-slice-3-cell-3-rotated.swc,interneuron,,,8456,0.953288,0.696100,1.000000,0.975700,0.416500,,1,8314,141,0
123,full_branch3_gt_celltype,Full Branch3 (GT cell type),neuromorpho__2017-15-12-slice-3-cell-3-rotated.swc,interneuron,,,8456,0.953288,0.696100,1.000000,0.975700,0.416500,,1,8314,141,0
123,full_branch3_stage1_active,Full Branch3 (Stage1 active),neuromorpho__2017-15-12-slice-3-cell-3-rotated.swc,interneuron,interneuron,0.996374,8456,0.953288,0.696100,1.000000,0.975700,0.416500,,1,8314,141,0
123,stage2_only_gt_celltype,Stage2 only (GT cell type),neuromorpho__2017-16-10-slice-3-cell-2-rotated.swc,interneuron,,,16910,1.000000,1.000000,1.000000,1.000000,1.000000,,1,16389,520,0
123,stage2_gnn_gt_celltype,Stage2 + GNN (GT cell type),neuromorpho__2017-16-10-slice-3-cell-2-rotated.swc,interneuron,,,16910,1.000000,1.000000,1.000000,1.000000,1.000000,,1,16389,520,0
123,stage2_gnn_stage3_gt_celltype,Stage2 + GNN + Stage3 (GT cell type),neuromorpho__2017-16-10-slice-3-cell-2-rotated.swc,interneuron,,,16910,1.000000,1.000000,1.000000,1.000000,1.000000,,1,16389,520,0
123,full_branch3_gt_celltype,Full Branch3 (GT cell type),neuromorpho__2017-16-10-slice-3-cell-2-rotated.swc,interneuron,,,16910,1.000000,1.000000,1.000000,1.000000,1.000000,,1,16389,520,0
123,full_branch3_stage1_active,Full Branch3 (Stage1 active),neuromorpho__2017-16-10-slice-3-cell-2-rotated.swc,interneuron,interneuron,0.997188,16910,1.000000,1.000000,1.000000,1.000000,1.000000,,1,16389,520,0
123,stage2_only_gt_celltype,Stage2 only (GT cell type),neuromorpho__2017-17-04-slice-1-cell-7-rotated.swc,interneuron,,,42764,1.000000,1.000000,1.000000,1.000000,1.000000,,1,38409,4354,0
123,stage2_gnn_gt_celltype,Stage2 + GNN (GT cell type),neuromorpho__2017-17-04-slice-1-cell-7-rotated.swc,interneuron,,,42764,1.000000,1.000000,1.000000,1.000000,1.000000,,1,38409,4354,0
123,stage2_gnn_stage3_gt_celltype,Stage2 + GNN + Stage3 (GT cell type),neuromorpho__2017-17-04-slice-1-cell-7-rotated.swc,interneuron,,,42764,1.000000,1.000000,1.000000,1.000000,1.000000,,1,38409,4354,0
123,full_branch3_gt_celltype,Full Branch3 (GT cell type),neuromorpho__2017-17-04-slice-1-cell-7-rotated.swc,interneuron,,,42764,1.000000,1.000000,1.000000,1.000000,1.000000,,1,38409,4354,0
123,full_branch3_stage1_active,Full Branch3 (Stage1 active),neuromorpho__2017-17-04-slice-1-cell-7-rotated.swc,interneuron,interneuron,0.940866,42764,1.000000,1.000000,1.000000,1.000000,1.000000,,1,38409,4354,0
123,stage2_only_gt_celltype,Stage2 only (GT cell type),neuromorpho__2017-17-07-slice-3-cell-2-rotated.swc,interneuron,,,24163,1.000000,1.000000,1.000000,1.000000,1.000000,,1,23351,811,0
123,stage2_gnn_gt_celltype,Stage2 + GNN (GT cell type),neuromorpho__2017-17-07-slice-3-cell-2-rotated.swc,interneuron,,,24163,1.000000,1.000000,1.000000,1.000000,1.000000,,1,23351,811,0
123,stage2_gnn_stage3_gt_celltype,Stage2 + GNN + Stage3 (GT cell type),neuromorpho__2017-17-07-slice-3-cell-2-rotated.swc,interneuron,,,24163,1.000000,1.000000,1.000000,1.000000,1.000000,,1,23351,811,0
123,full_branch3_gt_celltype,Full Branch3 (GT cell type),neuromorpho__2017-17-07-slice-3-cell-2-rotated.swc,interneuron,,,24163,1.000000,1.000000,1.000000,1.000000,1.000000,,1,23351,811,0
123,full_branch3_stage1_active,Full Branch3 (Stage1 active),neuromorpho__2017-17-07-slice-3-cell-2-rotated.swc,interneuron,interneuron,0.991156,24163,1.000000,1.000000,1.000000,1.000000,1.000000,,1,23351,811,0
123,stage2_only_gt_celltype,Stage2 only (GT cell type),neuromorpho__2017-18-07-slice-1-cell-7-rotated.swc,interneuron,,,30525,0.983260,0.961700,1.000000,0.990400,0.933000,,1,26964,3560,0
123,stage2_gnn_gt_celltype,Stage2 + GNN (GT cell type),neuromorpho__2017-18-07-slice-1-cell-7-rotated.swc,interneuron,,,30525,0.983260,0.961700,1.000000,0.990400,0.933000,,1,26964,3560,0
123,stage2_gnn_stage3_gt_celltype,Stage2 + GNN + Stage3 (GT cell type),neuromorpho__2017-18-07-slice-1-cell-7-rotated.swc,interneuron,,,30525,1.000000,1.000000,1.000000,1.000000,1.000000,,1,26453,4071,0
123,full_branch3_gt_celltype,Full Branch3 (GT cell type),neuromorpho__2017-18-07-slice-1-cell-7-rotated.swc,interneuron,,,30525,1.000000,1.000000,1.000000,1.000000,1.000000,,1,26453,4071,0
123,full_branch3_stage1_active,Full Branch3 (Stage1 active),neuromorpho__2017-18-07-slice-1-cell-7-rotated.swc,interneuron,interneuron,0.995553,30525,1.000000,1.000000,1.000000,1.000000,1.000000,,1,26453,4071,0
123,stage2_only_gt_celltype,Stage2 only (GT cell type),neuromorpho__2017-18-10-slice-1-cell-6-rotated.swc,interneuron,,,38823,0.997012,0.991100,1.000000,0.998400,0.983900,,1,35271,3551,0
123,stage2_gnn_gt_celltype,Stage2 + GNN (GT cell type),neuromorpho__2017-18-10-slice-1-cell-6-rotated.swc,interneuron,,,38823,0.997012,0.991100,1.000000,0.998400,0.983900,,1,35271,3551,0
123,stage2_gnn_stage3_gt_celltype,Stage2 + GNN + Stage3 (GT cell type),neuromorpho__2017-18-10-slice-1-cell-6-rotated.swc,interneuron,,,38823,1.000000,1.000000,1.000000,1.000000,1.000000,,1,35155,3667,0
123,full_branch3_gt_celltype,Full Branch3 (GT cell type),neuromorpho__2017-18-10-slice-1-cell-6-rotated.swc,interneuron,,,38823,1.000000,1.000000,1.000000,1.000000,1.000000,,1,35155,3667,0
123,full_branch3_stage1_active,Full Branch3 (Stage1 active),neuromorpho__2017-18-10-slice-1-cell-6-rotated.swc,interneuron,interneuron,0.993562,38823,1.000000,1.000000,1.000000,1.000000,1.000000,,1,35155,3667,0
123,stage2_only_gt_celltype,Stage2 only (GT cell type),neuromorpho__2017-19-09-slice-3-cell-2-rotated.swc,interneuron,,,39657,0.997327,0.994000,1.000000,0.998500,0.989600,,1,34606,5050,0
123,stage2_gnn_gt_celltype,Stage2 + GNN (GT cell type),neuromorpho__2017-19-09-slice-3-cell-2-rotated.swc,interneuron,,,39657,0.997327,0.994000,1.000000,0.998500,0.989600,,1,34606,5050,0
123,stage2_gnn_stage3_gt_celltype,Stage2 + GNN + Stage3 (GT cell type),neuromorpho__2017-19-09-slice-3-cell-2-rotated.swc,interneuron,,,39657,1.000000,1.000000,1.000000,1.000000,1.000000,,1,34500,5156,0
123,full_branch3_gt_celltype,Full Branch3 (GT cell type),neuromorpho__2017-19-09-slice-3-cell-2-rotated.swc,interneuron,,,39657,1.000000,1.000000,1.000000,1.000000,1.000000,,1,34500,5156,0
123,full_branch3_stage1_active,Full Branch3 (Stage1 active),neuromorpho__2017-19-09-slice-3-cell-2-rotated.swc,interneuron,interneuron,0.991619,39657,1.000000,1.000000,1.000000,1.000000,1.000000,,1,34500,5156,0
123,stage2_only_gt_celltype,Stage2 only (GT cell type),neuromorpho__2017-28-04-slice-2-cell-2-rotated.swc,interneuron,,,69179,1.000000,1.000000,1.000000,1.000000,1.000000,,1,68042,1136,0
123,stage2_gnn_gt_celltype,Stage2 + GNN (GT cell type),neuromorpho__2017-28-04-slice-2-cell-2-rotated.swc,interneuron,,,69179,1.000000,1.000000,1.000000,1.000000,1.000000,,1,68042,1136,0
123,stage2_gnn_stage3_gt_celltype,Stage2 + GNN + Stage3 (GT cell type),neuromorpho__2017-28-04-slice-2-cell-2-rotated.swc,interneuron,,,69179,1.000000,1.000000,1.000000,1.000000,1.000000,,1,68042,1136,0
123,full_branch3_gt_celltype,Full Branch3 (GT cell type),neuromorpho__2017-28-04-slice-2-cell-2-rotated.swc,interneuron,,,69179,1.000000,1.000000,1.000000,1.000000,1.000000,,1,68042,1136,0
123,full_branch3_stage1_active,Full Branch3 (Stage1 active),neuromorpho__2017-28-04-slice-2-cell-2-rotated.swc,interneuron,interneuron,0.995046,69179,1.000000,1.000000,1.000000,1.000000,1.000000,,1,68042,1136,0
123,stage2_only_gt_celltype,Stage2 only (GT cell type),neuromorpho__20180327_sample_1.swc,interneuron,,,4567,0.998467,0.983900,1.000000,0.999200,0.968600,,1,4458,108,0
123,stage2_gnn_gt_celltype,Stage2 + GNN (GT cell type),neuromorpho__20180327_sample_1.swc,interneuron,,,4567,0.998467,0.983900,1.000000,0.999200,0.968600,,1,4458,108,0
123,stage2_gnn_stage3_gt_celltype,Stage2 + GNN + Stage3 (GT cell type),neuromorpho__20180327_sample_1.swc,interneuron,,,4567,1.000000,1.000000,1.000000,1.000000,1.000000,,1,4451,115,0
123,full_branch3_gt_celltype,Full Branch3 (GT cell type),neuromorpho__20180327_sample_1.swc,interneuron,,,4567,1.000000,1.000000,1.000000,1.000000,1.000000,,1,4451,115,0
123,full_branch3_stage1_active,Full Branch3 (Stage1 active),neuromorpho__20180327_sample_1.swc,interneuron,interneuron,0.996676,4567,1.000000,1.000000,1.000000,1.000000,1.000000,,1,4451,115,0
123,stage2_only_gt_celltype,Stage2 only (GT cell type),neuromorpho__20180411_sample_4.swc,interneuron,,,8950,0.993296,0.983600,1.000000,0.996200,0.971100,,1,7942,1007,0
123,stage2_gnn_gt_celltype,Stage2 + GNN (GT cell type),neuromorpho__20180411_sample_4.swc,interneuron,,,8950,0.993296,0.983600,1.000000,0.996200,0.971100,,1,7942,1007,0
123,stage2_gnn_stage3_gt_celltype,Stage2 + GNN + Stage3 (GT cell type),neuromorpho__20180411_sample_4.swc,interneuron,,,8950,1.000000,1.000000,1.000000,1.000000,1.000000,,1,7882,1067,0
123,full_branch3_gt_celltype,Full Branch3 (GT cell type),neuromorpho__20180411_sample_4.swc,interneuron,,,8950,1.000000,1.000000,1.000000,1.000000,1.000000,,1,7882,1067,0
123,full_branch3_stage1_active,Full Branch3 (Stage1 active),neuromorpho__20180411_sample_4.swc,interneuron,interneuron,0.997207,8950,1.000000,1.000000,1.000000,1.000000,1.000000,,1,7882,1067,0
123,stage2_only_gt_celltype,Stage2 only (GT cell type),neuromorpho__20180425_sample_8.swc,interneuron,,,4047,0.965406,0.982400,1.000000,,0.982400,,1,140,3906,0
123,stage2_gnn_gt_celltype,Stage2 + GNN (GT cell type),neuromorpho__20180425_sample_8.swc,interneuron,,,4047,0.965406,0.982400,1.000000,,0.982400,,1,140,3906,0
123,stage2_gnn_stage3_gt_celltype,Stage2 + GNN + Stage3 (GT cell type),neuromorpho__20180425_sample_8.swc,interneuron,,,4047,1.000000,1.000000,1.000000,,1.000000,,1,0,4046,0
123,full_branch3_gt_celltype,Full Branch3 (GT cell type),neuromorpho__20180425_sample_8.swc,interneuron,,,4047,1.000000,1.000000,1.000000,,1.000000,,1,0,4046,0
123,full_branch3_stage1_active,Full Branch3 (Stage1 active),neuromorpho__20180425_sample_8.swc,interneuron,interneuron,0.780998,4047,1.000000,1.000000,1.000000,,1.000000,,1,0,4046,0
123,stage2_only_gt_celltype,Stage2 only (GT cell type),neuromorpho__20180607-60L5-1-2-300-00-291-21-46.swc,interneuron,,,539,1.000000,1.000000,1.000000,,1.000000,,1,0,538,0
123,stage2_gnn_gt_celltype,Stage2 + GNN (GT cell type),neuromorpho__20180607-60L5-1-2-300-00-291-21-46.swc,interneuron,,,539,1.000000,1.000000,1.000000,,1.000000,,1,0,538,0
123,stage2_gnn_stage3_gt_celltype,Stage2 + GNN + Stage3 (GT cell type),neuromorpho__20180607-60L5-1-2-300-00-291-21-46.swc,interneuron,,,539,1.000000,1.000000,1.000000,,1.000000,,1,0,538,0
123,full_branch3_gt_celltype,Full Branch3 (GT cell type),neuromorpho__20180607-60L5-1-2-300-00-291-21-46.swc,interneuron,,,539,1.000000,1.000000,1.000000,,1.000000,,1,0,538,0
123,full_branch3_stage1_active,Full Branch3 (Stage1 active),neuromorpho__20180607-60L5-1-2-300-00-291-21-46.swc,interneuron,interneuron,0.989835,539,1.000000,1.000000,1.000000,,1.000000,,1,0,538,0
123,stage2_only_gt_celltype,Stage2 only (GT cell type),neuromorpho__20180607-L1R2-1-1-525-00-79-10-42.swc,interneuron,,,575,1.000000,1.000000,1.000000,,1.000000,,1,0,574,0
123,stage2_gnn_gt_celltype,Stage2 + GNN (GT cell type),neuromorpho__20180607-L1R2-1-1-525-00-79-10-42.swc,interneuron,,,575,1.000000,1.000000,1.000000,,1.000000,,1,0,574,0
123,stage2_gnn_stage3_gt_celltype,Stage2 + GNN + Stage3 (GT cell type),neuromorpho__20180607-L1R2-1-1-525-00-79-10-42.swc,interneuron,,,575,1.000000,1.000000,1.000000,,1.000000,,1,0,574,0
123,full_branch3_gt_celltype,Full Branch3 (GT cell type),neuromorpho__20180607-L1R2-1-1-525-00-79-10-42.swc,interneuron,,,575,1.000000,1.000000,1.000000,,1.000000,,1,0,574,0
123,full_branch3_stage1_active,Full Branch3 (Stage1 active),neuromorpho__20180607-L1R2-1-1-525-00-79-10-42.swc,interneuron,interneuron,0.976764,575,1.000000,1.000000,1.000000,,1.000000,,1,0,574,0
123,stage2_only_gt_celltype,Stage2 only (GT cell type),neuromorpho__20180607-L1R2-1-3-327-83-270-31-28.swc,interneuron,,,376,0.989362,0.994600,1.000000,,0.994600,,1,4,371,0
123,stage2_gnn_gt_celltype,Stage2 + GNN (GT cell type),neuromorpho__20180607-L1R2-1-3-327-83-270-31-28.swc,interneuron,,,376,0.989362,0.994600,1.000000,,0.994600,,1,4,371,0
123,stage2_gnn_stage3_gt_celltype,Stage2 + GNN + Stage3 (GT cell type),neuromorpho__20180607-L1R2-1-3-327-83-270-31-28.swc,interneuron,,,376,1.000000,1.000000,1.000000,,1.000000,,1,0,375,0
123,full_branch3_gt_celltype,Full Branch3 (GT cell type),neuromorpho__20180607-L1R2-1-3-327-83-270-31-28.swc,interneuron,,,376,1.000000,1.000000,1.000000,,1.000000,,1,0,375,0
123,full_branch3_stage1_active,Full Branch3 (Stage1 active),neuromorpho__20180607-L1R2-1-3-327-83-270-31-28.swc,interneuron,interneuron,0.980167,376,1.000000,1.000000,1.000000,,1.000000,,1,0,375,0
123,stage2_only_gt_celltype,Stage2 only (GT cell type),neuromorpho__20180607-L1R2-1-4-320-31-276-07-19.swc,interneuron,,,739,0.993234,0.996600,1.000000,,0.996600,,1,5,733,0
123,stage2_gnn_gt_celltype,Stage2 + GNN (GT cell type),neuromorpho__20180607-L1R2-1-4-320-31-276-07-19.swc,interneuron,,,739,0.993234,0.996600,1.000000,,0.996600,,1,5,733,0
123,stage2_gnn_stage3_gt_celltype,Stage2 + GNN + Stage3 (GT cell type),neuromorpho__20180607-L1R2-1-4-320-31-276-07-19.swc,interneuron,,,739,1.000000,1.000000,1.000000,,1.000000,,1,0,738,0
123,full_branch3_gt_celltype,Full Branch3 (GT cell type),neuromorpho__20180607-L1R2-1-4-320-31-276-07-19.swc,interneuron,,,739,1.000000,1.000000,1.000000,,1.000000,,1,0,738,0
123,full_branch3_stage1_active,Full Branch3 (Stage1 active),neuromorpho__20180607-L1R2-1-4-320-31-276-07-19.swc,interneuron,interneuron,0.909544,739,1.000000,1.000000,1.000000,,1.000000,,1,0,738,0
123,stage2_only_gt_celltype,Stage2 only (GT cell type),neuromorpho__20180607-L1R2-2-2-472-55-109-47-40.swc,interneuron,,,565,0.918584,0.957500,1.000000,,0.957500,,1,46,518,0
123,stage2_gnn_gt_celltype,Stage2 + GNN (GT cell type),neuromorpho__20180607-L1R2-2-2-472-55-109-47-40.swc,interneuron,,,565,0.918584,0.957500,1.000000,,0.957500,,1,46,518,0
123,stage2_gnn_stage3_gt_celltype,Stage2 + GNN + Stage3 (GT cell type),neuromorpho__20180607-L1R2-2-2-472-55-109-47-40.swc,interneuron,,,565,1.000000,1.000000,1.000000,,1.000000,,1,0,564,0
123,full_branch3_gt_celltype,Full Branch3 (GT cell type),neuromorpho__20180607-L1R2-2-2-472-55-109-47-40.swc,interneuron,,,565,1.000000,1.000000,1.000000,,1.000000,,1,0,564,0
123,full_branch3_stage1_active,Full Branch3 (Stage1 active),neuromorpho__20180607-L1R2-2-2-472-55-109-47-40.swc,interneuron,interneuron,0.969348,565,1.000000,1.000000,1.000000,,1.000000,,1,0,564,0
123,stage2_only_gt_celltype,Stage2 only (GT cell type),neuromorpho__20180607-L1R2-7-1-341-33-142-00-12.swc,interneuron,,,503,1.000000,1.000000,1.000000,,1.000000,,1,0,502,0
123,stage2_gnn_gt_celltype,Stage2 + GNN (GT cell type),neuromorpho__20180607-L1R2-7-1-341-33-142-00-12.swc,interneuron,,,503,1.000000,1.000000,1.000000,,1.000000,,1,0,502,0
123,stage2_gnn_stage3_gt_celltype,Stage2 + GNN + Stage3 (GT cell type),neuromorpho__20180607-L1R2-7-1-341-33-142-00-12.swc,interneuron,,,503,1.000000,1.000000,1.000000,,1.000000,,1,0,502,0
123,full_branch3_gt_celltype,Full Branch3 (GT cell type),neuromorpho__20180607-L1R2-7-1-341-33-142-00-12.swc,interneuron,,,503,1.000000,1.000000,1.000000,,1.000000,,1,0,502,0
123,full_branch3_stage1_active,Full Branch3 (Stage1 active),neuromorpho__20180607-L1R2-7-1-341-33-142-00-12.swc,interneuron,interneuron,0.916792,503,1.000000,1.000000,1.000000,,1.000000,,1,0,502,0
123,stage2_only_gt_celltype,Stage2 only (GT cell type),neuromorpho__20180705_sample_1.swc,interneuron,,,4422,1.000000,1.000000,1.000000,1.000000,1.000000,,1,4367,54,0
123,stage2_gnn_gt_celltype,Stage2 + GNN (GT cell type),neuromorpho__20180705_sample_1.swc,interneuron,,,4422,1.000000,1.000000,1.000000,1.000000,1.000000,,1,4367,54,0
123,stage2_gnn_stage3_gt_celltype,Stage2 + GNN + Stage3 (GT cell type),neuromorpho__20180705_sample_1.swc,interneuron,,,4422,1.000000,1.000000,1.000000,1.000000,1.000000,,1,4367,54,0
123,full_branch3_gt_celltype,Full Branch3 (GT cell type),neuromorpho__20180705_sample_1.swc,interneuron,,,4422,1.000000,1.000000,1.000000,1.000000,1.000000,,1,4367,54,0
123,full_branch3_stage1_active,Full Branch3 (Stage1 active),neuromorpho__20180705_sample_1.swc,interneuron,interneuron,0.994167,4422,1.000000,1.000000,1.000000,1.000000,1.000000,,1,4367,54,0
123,stage2_only_gt_celltype,Stage2 only (GT cell type),neuromorpho__20180717_sample_3.swc,interneuron,,,5524,0.997647,0.994500,1.000000,0.998700,0.990300,,1,4862,661,0
123,stage2_gnn_gt_celltype,Stage2 + GNN (GT cell type),neuromorpho__20180717_sample_3.swc,interneuron,,,5524,0.997647,0.994500,1.000000,0.998700,0.990300,,1,4862,661,0
123,stage2_gnn_stage3_gt_celltype,Stage2 + GNN + Stage3 (GT cell type),neuromorpho__20180717_sample_3.swc,interneuron,,,5524,1.000000,1.000000,1.000000,1.000000,1.000000,,1,4849,674,0
123,full_branch3_gt_celltype,Full Branch3 (GT cell type),neuromorpho__20180717_sample_3.swc,interneuron,,,5524,1.000000,1.000000,1.000000,1.000000,1.000000,,1,4849,674,0
123,full_branch3_stage1_active,Full Branch3 (Stage1 active),neuromorpho__20180717_sample_3.swc,interneuron,interneuron,0.995453,5524,1.000000,1.000000,1.000000,1.000000,1.000000,,1,4849,674,0
123,stage2_only_gt_celltype,Stage2 only (GT cell type),neuromorpho__20180725_sample_9.swc,interneuron,,,3349,1.000000,1.000000,1.000000,1.000000,1.000000,,1,2638,710,0
123,stage2_gnn_gt_celltype,Stage2 + GNN (GT cell type),neuromorpho__20180725_sample_9.swc,interneuron,,,3349,1.000000,1.000000,1.000000,1.000000,1.000000,,1,2638,710,0
123,stage2_gnn_stage3_gt_celltype,Stage2 + GNN + Stage3 (GT cell type),neuromorpho__20180725_sample_9.swc,interneuron,,,3349,1.000000,1.000000,1.000000,1.000000,1.000000,,1,2638,710,0
123,full_branch3_gt_celltype,Full Branch3 (GT cell type),neuromorpho__20180725_sample_9.swc,interneuron,,,3349,1.000000,1.000000,1.000000,1.000000,1.000000,,1,2638,710,0
123,full_branch3_stage1_active,Full Branch3 (Stage1 active),neuromorpho__20180725_sample_9.swc,interneuron,interneuron,0.946531,3349,1.000000,1.000000,1.000000,1.000000,1.000000,,1,2638,710,0
123,stage2_only_gt_celltype,Stage2 only (GT cell type),neuromorpho__20180820_sample_4.swc,interneuron,,,3189,0.999686,0.998900,1.000000,0.999800,0.998000,,1,2944,244,0
123,stage2_gnn_gt_celltype,Stage2 + GNN (GT cell type),neuromorpho__20180820_sample_4.swc,interneuron,,,3189,0.999686,0.998900,1.000000,0.999800,0.998000,,1,2944,244,0
123,stage2_gnn_stage3_gt_celltype,Stage2 + GNN + Stage3 (GT cell type),neuromorpho__20180820_sample_4.swc,interneuron,,,3189,1.000000,1.000000,1.000000,1.000000,1.000000,,1,2943,245,0
123,full_branch3_gt_celltype,Full Branch3 (GT cell type),neuromorpho__20180820_sample_4.swc,interneuron,,,3189,1.000000,1.000000,1.000000,1.000000,1.000000,,1,2943,245,0
123,full_branch3_stage1_active,Full Branch3 (Stage1 active),neuromorpho__20180820_sample_4.swc,interneuron,interneuron,0.994499,3189,1.000000,1.000000,1.000000,1.000000,1.000000,,1,2943,245,0
123,stage2_only_gt_celltype,Stage2 only (GT cell type),neuromorpho__20180822_sample_6.swc,interneuron,,,4044,1.000000,1.000000,1.000000,1.000000,1.000000,,1,4020,23,0
123,stage2_gnn_gt_celltype,Stage2 + GNN (GT cell type),neuromorpho__20180822_sample_6.swc,interneuron,,,4044,1.000000,1.000000,1.000000,1.000000,1.000000,,1,4020,23,0
123,stage2_gnn_stage3_gt_celltype,Stage2 + GNN + Stage3 (GT cell type),neuromorpho__20180822_sample_6.swc,interneuron,,,4044,1.000000,1.000000,1.000000,1.000000,1.000000,,1,4020,23,0
123,full_branch3_gt_celltype,Full Branch3 (GT cell type),neuromorpho__20180822_sample_6.swc,interneuron,,,4044,1.000000,1.000000,1.000000,1.000000,1.000000,,1,4020,23,0
123,full_branch3_stage1_active,Full Branch3 (Stage1 active),neuromorpho__20180822_sample_6.swc,interneuron,interneuron,0.996756,4044,1.000000,1.000000,1.000000,1.000000,1.000000,,1,4020,23,0
123,stage2_only_gt_celltype,Stage2 only (GT cell type),neuromorpho__20180829_sample_2.swc,interneuron,,,3342,0.997008,0.996300,1.000000,0.997900,0.994800,,1,2386,955,0
123,stage2_gnn_gt_celltype,Stage2 + GNN (GT cell type),neuromorpho__20180829_sample_2.swc,interneuron,,,3342,0.997008,0.996300,1.000000,0.997900,0.994800,,1,2386,955,0
123,stage2_gnn_stage3_gt_celltype,Stage2 + GNN + Stage3 (GT cell type),neuromorpho__20180829_sample_2.swc,interneuron,,,3342,1.000000,1.000000,1.000000,1.000000,1.000000,,1,2376,965,0
123,full_branch3_gt_celltype,Full Branch3 (GT cell type),neuromorpho__20180829_sample_2.swc,interneuron,,,3342,1.000000,1.000000,1.000000,1.000000,1.000000,,1,2376,965,0
123,full_branch3_stage1_active,Full Branch3 (Stage1 active),neuromorpho__20180829_sample_2.swc,interneuron,interneuron,0.993940,3342,1.000000,1.000000,1.000000,1.000000,1.000000,,1,2376,965,0
