method,n_seeds,seeds,accuracy_mean,accuracy_sd,accuracy_min,accuracy_max,neurite_macro_f1_mean,neurite_macro_f1_sd,neurite_macro_f1_min,neurite_macro_f1_max,axon_f1_mean,axon_f1_sd,axon_f1_min,axon_f1_max,basal_f1_mean,basal_f1_sd,basal_f1_min,basal_f1_max,apical_f1_mean,apical_f1_sd,apical_f1_min,apical_f1_max,per_cell_f1_mean_mean,per_cell_f1_mean_sd,per_cell_f1_mean_min,per_cell_f1_mean_max,per_cell_f1_p10_mean,per_cell_f1_p10_sd,per_cell_f1_p10_min,per_cell_f1_p10_max,per_cell_f1_p25_mean,per_cell_f1_p25_sd,per_cell_f1_p25_min,per_cell_f1_p25_max,per_cell_accuracy_mean_mean,per_cell_accuracy_mean_sd,per_cell_accuracy_mean_min,per_cell_accuracy_mean_max,per_cell_accuracy_p10_mean,per_cell_accuracy_p10_sd,per_cell_accuracy_p10_min,per_cell_accuracy_p10_max
v12_branch3_gt_celltype_lab_only_retrained,3,"[42, 123, 789]",0.992933,0.001358,0.9915,0.9942,0.952767,0.005869,0.9462,0.9575,0.9986,0.0007,0.9979,0.9993,0.931367,0.016421,0.9134,0.9456,0.928333,0.00155,0.9272,0.9301,0.955228,0.002368,0.953781,0.957961,0.80114,0.04906,0.75595,0.85332,1.0,0.0,1.0,1.0,0.988498,0.0001,0.988423,0.988612,0.978854,0.00278,0.975909,0.981434
