method,file,cell_type,n_nodes,accuracy,neurite_macro_f1
neurom_rf,hpf_ca1__202219_041_edited.swc,pyramidal,33018,0.9572,0.6757
neurom_rf,hpf_ca1__202224_002_edited.swc,pyramidal,3065,0.5083,0.5086
neurom_rf,hpf_ca1__202226_007_edited.swc,pyramidal,30190,0.9323,0.7636
neurom_rf,hpf_ca1__202226_011_edited.swc,pyramidal,16855,0.9175,0.8440
neurom_rf,hpf_ca1__202230_009_edited.swc,pyramidal,20282,0.8795,0.7054
neurom_rf,hpf_ca1__202232_003_edited.swc,pyramidal,52919,0.9927,0.9710
neurom_rf,hpf_ca1__202232_004_edited.swc,pyramidal,18766,0.9698,0.8829
neurom_rf,hpf_ca1__202232_022_edited.swc,pyramidal,118347,0.9966,0.9471
neurom_rf,hpf_ca1__202232_071_edited.swc,pyramidal,16712,0.9910,0.9716
neurom_rf,hpf_ca1__202234_026_edited.swc,pyramidal,105116,0.9922,0.8577
neurom_rf,hpf_ca1__202237_014_edited.swc,pyramidal,82589,0.9882,0.9098
neurom_rf,hpf_ca1__202237_023_edited.swc,pyramidal,26024,0.9812,0.8905
neurom_rf,hpf_ca1__202237_041_edited.swc,pyramidal,21926,0.7863,0.6660
neurom_rf,hpf_ca1__202237_042_edited.swc,pyramidal,37761,0.9901,0.8912
neurom_rf,hpf_ca1__202237_043_edited.swc,pyramidal,34679,0.9913,0.9020
neurom_rf,hpf_ca1__202237_108_edited.swc,pyramidal,37518,0.9836,0.8588
neurom_rf,hpf_ca1__202237_157_edited.swc,pyramidal,26652,0.9613,0.8582
neurom_rf,hpf_ca1__202238_008_edited.swc,pyramidal,82787,0.9959,0.9414
neurom_rf,hpf_ca1__202238_014_edited.swc,pyramidal,65862,0.9827,0.8354
neurom_rf,hpf_ca1__202238_041_edited.swc,pyramidal,55049,0.9680,0.7342
neurom_rf,hpf_ca1__202239_002_edited.swc,pyramidal,53262,0.9568,0.7294
neurom_rf,hpf_ca1__202240_008_edited.swc,pyramidal,33251,0.9679,0.8076
neurom_rf,hpf_ca1__202240_009_edited.swc,pyramidal,19540,0.9626,0.8002
neurom_rf,hpf_ca1__202240_012_edited.swc,pyramidal,46841,0.9419,0.7653
neurom_rf,hpf_ca1__202240_013_edited.swc,pyramidal,61254,0.9801,0.8998
neurom_rf,hpf_ca1__202240_024_edited.swc,pyramidal,17760,0.9003,0.8235
neurom_rf,hpf_ca1__202240_038_edited.swc,pyramidal,33672,0.9798,0.9273
neurom_rf,hpf_ca1__202241_002_edited.swc,pyramidal,44226,0.9713,0.8843
neurom_rf,hpf_ca1__202241_016_edited.swc,pyramidal,19712,0.9199,0.7791
neurom_rf,hpf_ca1__202241_017_edited.swc,pyramidal,47962,0.7351,0.5311
neurom_rf,hpf_ca1__202243_013_edited.swc,pyramidal,37867,0.9447,0.6485
neurom_rf,hpf_ca1__202244_005_edited.swc,pyramidal,16774,0.9456,0.8675
neurom_rf,hpf_ca1__202244_007_edited.swc,pyramidal,12143,0.9367,0.7561
neurom_rf,hpf_ca1__202244_008_edited.swc,pyramidal,9690,0.9256,0.8453
neurom_rf,hpf_ca1__202244_016_edited.swc,pyramidal,2222,0.7642,0.7979
neurom_rf,hpf_ca1__202246_003_edited.swc,pyramidal,8855,0.6967,0.6861
neurom_rf,hpf_ca1__202246_012_edited.swc,pyramidal,55209,0.9654,0.7826
neurom_rf,hpf_ca1__202246_023_edited.swc,pyramidal,58077,0.9299,0.6384
neurom_rf,hpf_ca1__202246_031_edited.swc,pyramidal,22284,0.9709,0.9295
neurom_rf,hpf_ca1__202248_007_edited.swc,pyramidal,21312,0.7560,0.6500
neurom_rf,hpf_ca1__202248_018_edited.swc,pyramidal,14799,0.9278,0.8533
neurom_rf,hpf_ca1__202248_019_edited.swc,pyramidal,8697,0.8089,0.6824
neurom_rf,hpf_ca1__202248_024_edited.swc,pyramidal,24732,0.9641,0.8788
neurom_rf,hpf_ca1__202249_047_edited.swc,pyramidal,19943,0.9197,0.8320
neurom_rf,hpf_ca1__202250_018_edited.swc,pyramidal,38028,0.9535,0.8233
neurom_rf,hpf_ca1__202251_031_edited.swc,pyramidal,14983,0.8745,0.6842
neurom_rf,hpf_ca1__202252_001_edited.swc,pyramidal,48744,0.6842,0.6577
neurom_rf,hpf_ca1__202252_004_edited.swc,pyramidal,25228,0.9497,0.8483
neurom_rf,hpf_ca1__202252_006_edited.swc,pyramidal,31045,0.9434,0.8260
neurom_rf,hpf_ca1__202252_007_edited.swc,pyramidal,24544,0.9568,0.8271
neurom_rf,hpf_ca1__202252_012_edited.swc,pyramidal,42856,0.8505,0.6161
neurom_rf,hpf_ca1__202258_026_edited.swc,pyramidal,81411,0.9615,0.6082
neurom_rf,hpf_ca1__202258_044_edited.swc,pyramidal,46542,0.9871,0.9131
neurom_rf,hpf_ca1__202259_054_edited.swc,pyramidal,26126,0.9801,0.8506
neurom_rf,hpf_ca1__202259_069_edited.swc,pyramidal,65527,0.9801,0.7299
neurom_rf,hpf_ca1__202259_134_edited.swc,pyramidal,59347,0.9931,0.9473
neurom_rf,hpf_ca1__202260_002_edited.swc,pyramidal,45091,0.9868,0.9314
neurom_rf,hpf_ca1__202261_005_edited.swc,pyramidal,37599,0.9730,0.7777
neurom_rf,hpf_ca1__202261_011_edited.swc,pyramidal,51978,0.9916,0.9397
neurom_rf,hpf_ca1__202261_017_edited.swc,pyramidal,45215,0.9693,0.7561
neurom_rf,hpf_ca1__202261_029_edited.swc,pyramidal,6616,0.6239,0.5350
neurom_rf,hpf_ca1__202261_030_edited.swc,pyramidal,24177,0.9858,0.8622
neurom_rf,hpf_ca1__202261_102_edited.swc,pyramidal,77364,0.9812,0.8586
neurom_rf,hpf_ca1__202261_111_edited.swc,pyramidal,68075,0.9890,0.8979
neurom_rf,hpf_ca1__202269_017_edited.swc,pyramidal,78222,0.9773,0.8202
neurom_rf,hpf_ca1__202271_127_edited.swc,pyramidal,47994,0.9888,0.9335
neurom_rf,hpf_ca1__202271_143_edited.swc,pyramidal,23552,0.9593,0.8801
neurom_rf,hpf_ca1__202271_177_edited.swc,pyramidal,65706,0.8607,0.6784
neurom_rf,hpf_ca1__202271_179_edited.swc,pyramidal,22142,0.7842,0.7460
neurom_rf,hpf_ca1__202271_180_edited.swc,pyramidal,34721,0.8945,0.6692
neurom_rf,hpf_ca1__202272_052_edited.swc,pyramidal,52913,0.9495,0.8300
neurom_rf,hpf_ca1__202272_102_edited.swc,pyramidal,43119,0.9822,0.9312
neurom_rf,hpf_ca1__202274_080_edited.swc,pyramidal,36295,0.9905,0.9184
neurom_rf,hpf_ca1__202274_082_edited.swc,pyramidal,20246,0.9531,0.8859
neurom_rf,hpf_ca1__202274_094_edited.swc,pyramidal,58538,0.9934,0.9188
neurom_rf,hpf_ca1__202274_096_edited.swc,pyramidal,64438,0.9793,0.8382
neurom_rf,hpf_ca1__202396_035_edited.swc,pyramidal,48891,0.9895,0.9239
neurom_rf,hpf_ca1__202396_051_edited.swc,pyramidal,44449,0.9825,0.9119
neurom_rf,hpf_ca1__202399_003_edited.swc,pyramidal,15413,0.9629,0.8600
neurom_rf,hpf_ca1__202399_006_edited.swc,pyramidal,11612,0.9274,0.8315
neurom_rf,hpf_ca1__202399_022_edited.swc,pyramidal,51007,0.9633,0.8377
neurom_rf,hpf_ca1__202400_003_edited.swc,pyramidal,34399,0.9790,0.8636
neurom_rf,hpf_ca1__202400_014_edited.swc,pyramidal,38881,0.9835,0.8841
neurom_rf,hpf_ca1__202400_052_edited.swc,pyramidal,34671,0.9826,0.9196
neurom_rf,hpf_ca1__202400_120_edited.swc,pyramidal,66020,0.9739,0.8318
neurom_rf,hpf_ca1__202401_067_edited.swc,pyramidal,10877,0.9202,0.8819
neurom_rf,hpf_ca1__202401_137_edited.swc,pyramidal,69637,0.9883,0.9114
neurom_rf,hpf_ca1__202401_138_edited.swc,pyramidal,121907,0.9839,0.8261
neurom_rf,hpf_ca1__202401_213_edited.swc,pyramidal,60914,0.9750,0.8575
neurom_rf,hpf_ca1__202401_223_edited.swc,pyramidal,13819,0.9674,0.9270
neurom_rf,hpf_ca1__202402_015_edited.swc,pyramidal,40277,0.9780,0.8636
neurom_rf,hpf_ca1__202402_032_edited.swc,pyramidal,9544,0.9709,0.9227
neurom_rf,hpf_ca1__202403_090_edited.swc,pyramidal,24244,0.9620,0.8681
neurom_rf,hpf_ca1__202403_106_edited.swc,pyramidal,3038,0.5250,0.6832
neurom_rf,hpf_ca1__202403_125_edited.swc,pyramidal,85402,0.9896,0.9190
neurom_rf,hpf_ca1__202404_035_edited.swc,pyramidal,16354,0.9604,0.8640
neurom_rf,hpf_ca1__202405_001_edited.swc,pyramidal,113277,0.9375,0.6588
neurom_rf,hpf_ca1__202405_016_edited.swc,pyramidal,21298,0.9848,0.9041
neurom_rf,hpf_ca1__202409_001_edited.swc,pyramidal,60887,0.9404,0.6200
neurom_rf,hpf_ca1__202409_003_edited.swc,pyramidal,23409,0.8852,0.8096
neurom_rf,hpf_ca1__202410_002_edited.swc,pyramidal,27576,0.7822,0.6802
neurom_rf,hpf_ca1__202410_003_edited.swc,pyramidal,10278,0.8295,0.7784
neurom_rf,hpf_ca1__202410_007_edited.swc,pyramidal,20007,0.9649,0.8901
neurom_rf,hpf_ca1__202410_009_edited.swc,pyramidal,9216,0.8593,0.7934
neurom_rf,hpf_ca1__202411_005_edited.swc,pyramidal,20603,0.7899,0.7589
neurom_rf,hpf_ca1__202411_017_edited.swc,pyramidal,15041,0.9436,0.8571
neurom_rf,hpf_ca1__202412_001_edited.swc,pyramidal,51541,0.9540,0.8057
neurom_rf,hpf_ca1__202412_006_edited.swc,pyramidal,9590,0.9664,0.9217
neurom_rf,hpf_ca1__202413_058_edited.swc,pyramidal,51411,0.9814,0.7978
neurom_rf,hpf_ca1__202413_096_edited.swc,pyramidal,1993,0.5595,0.5597
neurom_rf,hpf_ca1__202414_052_edited.swc,pyramidal,34603,0.9642,0.8143
neurom_rf,hpf_ca1__202414_055_edited.swc,pyramidal,35822,0.9702,0.8432
neurom_rf,hpf_ca1__202414_260_edited.swc,pyramidal,31302,0.9385,0.7612
neurom_rf,hpf_ca1__202414_446_edited.swc,pyramidal,15695,0.9149,0.7746
neurom_rf,hpf_ca1__202414_524_edited.swc,pyramidal,32731,0.9856,0.9628
neurom_rf,hpf_ca1__202414_532_edited.swc,pyramidal,61977,0.9838,0.8983
neurom_rf,hpf_ca1__202414_533_edited.swc,pyramidal,90455,0.9823,0.8707
neurom_rf,hpf_ca1__202414_539_edited.swc,pyramidal,86123,0.9759,0.8289
neurom_rf,hpf_ca1__202415_004_edited.swc,pyramidal,41997,0.9501,0.7683
neurom_rf,hpf_ca1__202415_025_edited.swc,pyramidal,46180,0.9910,0.9468
neurom_rf,hpf_ca1__202415_034_edited.swc,pyramidal,17069,0.9794,0.9268
neurom_rf,hpf_ca1__202418_001_edited.swc,pyramidal,33930,0.9859,0.9298
neurom_rf,hpf_ca1__202418_011_edited.swc,pyramidal,29403,0.9723,0.8610
neurom_rf,hpf_ca1__202418_012_edited.swc,pyramidal,35096,0.9633,0.8463
neurom_rf,hpf_ca1__202418_015_edited.swc,pyramidal,22865,0.9579,0.7778
neurom_rf,hpf_ca1__202418_019_edited.swc,pyramidal,78146,0.9859,0.8740
neurom_rf,hpf_ca1__202422_002_edited.swc,pyramidal,44099,0.9750,0.8812
neurom_rf,hpf_ca1__202422_013_edited.swc,pyramidal,41120,0.9633,0.8470
neurom_rf,hpf_ca1__202423_006_edited.swc,pyramidal,16777,0.9517,0.7891
neurom_rf,hpf_ca1__202423_024_edited.swc,pyramidal,37789,0.6901,0.5386
neurom_rf,hpf_ca1__202423_027_edited.swc,pyramidal,36730,0.9882,0.9328
neurom_rf,hpf_ca1__202426_053_edited.swc,pyramidal,61653,0.9602,0.6992
neurom_rf,hpf_ca1__202426_055_edited.swc,pyramidal,104139,0.9885,0.9065
neurom_rf,hpf_ca1__202426_098_edited.swc,pyramidal,45169,0.9797,0.8523
neurom_rf,hpf_ca1__202426_108_edited.swc,pyramidal,24856,0.9813,0.9025
neurom_rf,hpf_ca1__202426_147_edited.swc,pyramidal,36084,0.9473,0.7720
neurom_rf,hpf_ca1__202426_155_edited.swc,pyramidal,47892,0.9624,0.7658
neurom_rf,hpf_ca1__202427_057_edited.swc,pyramidal,23695,0.9657,0.8827
neurom_rf,hpf_ca1__202427_079_edited.swc,pyramidal,37481,0.9751,0.8548
neurom_rf,hpf_ca1__202427_123_edited.swc,pyramidal,60413,0.9857,0.8749
neurom_rf,hpf_ca1__202461_007_edited.swc,pyramidal,120271,0.9928,0.9043
neurom_rf,hpf_ca1__202461_011_edited.swc,pyramidal,47046,0.9612,0.6915
neurom_rf,hpf_ca1__202461_015_edited.swc,pyramidal,66628,0.9478,0.6649
neurom_rf,hpf_ca1__202461_030_edited.swc,pyramidal,7780,0.9603,0.9573
neurom_rf,hpf_ca1__202462_001_edited.swc,pyramidal,63583,0.9613,0.8277
neurom_rf,hpf_ca1__202462_004_edited.swc,pyramidal,34161,0.9360,0.8285
neurom_rf,hpf_ca1__202464_021_edited.swc,pyramidal,40076,0.9480,0.7061
neurom_rf,hpf_ca1__202497_006_edited.swc,pyramidal,34802,0.9873,0.9289
neurom_rf,hpf_ca1__202497_007_edited.swc,pyramidal,46199,0.9873,0.9289
neurom_rf,hpf_ca1__202498_006_edited.swc,pyramidal,37298,0.9880,0.9463
neurom_rf,hpf_ca1__202498_011_edited.swc,pyramidal,25392,0.9851,0.9273
neurom_rf,hpf_ca1__202499_001_edited.swc,pyramidal,21760,0.9796,0.8973
neurom_rf,hpf_ca1__202499_004_edited.swc,pyramidal,51679,0.9908,0.9322
neurom_rf,hpf_ca1__202501_023_edited.swc,pyramidal,31532,0.8655,0.6425
neurom_rf,hpf_ca1__202501_028_edited.swc,pyramidal,25508,0.7669,0.6996
neurom_rf,hpf_ca1__202503_025_edited.swc,pyramidal,44286,0.9817,0.8808
neurom_rf,hpf_ca1__202503_037_edited.swc,pyramidal,79979,0.9818,0.7957
neurom_rf,hpf_ca1__202508_003_edited.swc,pyramidal,46711,0.9655,0.7951
neurom_rf,hpf_ca1__202508_010_edited.swc,pyramidal,53598,0.9768,0.8045
neurom_rf,hpf_ca1__202664_002_edited.swc,pyramidal,20924,0.9233,0.8070
neurom_rf,hpf_ca1__202664_010_edited.swc,pyramidal,114891,0.8494,0.6864
neurom_rf,hpf_ca1__202666_028_edited.swc,pyramidal,23324,0.9388,0.7961
neurom_rf,hpf_ca1__202668_004_edited.swc,pyramidal,33033,0.9684,0.7990
neurom_rf,hpf_ca1__202668_014_edited.swc,pyramidal,16138,0.9561,0.8310
neurom_rf,hpf_ca1__202669_006_edited.swc,pyramidal,27976,0.9483,0.8622
neurom_rf,hpf_ca1__202669_007_edited.swc,pyramidal,36337,0.9565,0.6956
neurom_rf,hpf_ca1__202669_008_edited.swc,pyramidal,14322,0.8844,0.7933
neurom_rf,hpf_ca1__202669_011_edited.swc,pyramidal,47086,0.9439,0.7362
neurom_rf,hpf_ca1__202669_013_edited.swc,pyramidal,20572,0.9029,0.8534
neurom_rf,hpf_ca1__202671_003_edited.swc,pyramidal,21907,0.6648,0.5324
neurom_rf,hpf_ca1__202671_012_edited.swc,pyramidal,15254,0.8915,0.8028
neurom_rf,hpf_ca1__202674_006_edited.swc,pyramidal,38871,0.9649,0.8272
neurom_rf,hpf_ca1__202674_036_edited.swc,pyramidal,18473,0.9217,0.7919
neurom_rf,hpf_ca1__202674_038_edited.swc,pyramidal,17212,0.9504,0.8574
neurom_rf,hpf_ca1__202679_004_edited.swc,pyramidal,46331,0.9561,0.6511
neurom_rf,hpf_ca1__202679_006_edited.swc,pyramidal,19456,0.9727,0.9033
neurom_rf,hpf_ca1__202679_018_edited.swc,pyramidal,10826,0.9365,0.9051
neurom_rf,hpf_ca1__202679_020_edited.swc,pyramidal,30391,0.9710,0.8916
neurom_rf,hpf_ca1__202679_021_edited.swc,pyramidal,20860,0.9250,0.7834
neurom_rf,hpf_ca1__202679_025_edited.swc,pyramidal,12339,0.7723,0.7132
neurom_rf,hpf_ca1__202679_028_edited.swc,pyramidal,34748,0.7574,0.7282
neurom_rf,hpf_ca1__202680_007_edited.swc,pyramidal,25963,0.9562,0.8708
neurom_rf,hpf_ca1__202680_015_edited.swc,pyramidal,16893,0.9093,0.8063
neurom_rf,hpf_ca1__202680_029_edited.swc,pyramidal,59133,0.9737,0.8269
neurom_rf,hpf_ca1__202682_003_edited.swc,pyramidal,20943,0.9574,0.8699
neurom_rf,hpf_ca1__202682_006_edited.swc,pyramidal,28205,0.9787,0.9550
neurom_rf,hpf_ca1__202682_015_edited.swc,pyramidal,38863,0.9504,0.8580
neurom_rf,hpf_ca1__202682_019_edited.swc,pyramidal,13959,0.9749,0.9293
neurom_rf,hpf_ca1__202803_016_edited.swc,pyramidal,7705,0.9032,0.8628
neurom_rf,hpf_ca1__202807_022_edited.swc,pyramidal,75846,0.9857,0.8983
neurom_rf,hpf_ca1__202809_005_edited.swc,pyramidal,42184,0.9742,0.8756
neurom_rf,hpf_ca1__202829_047_edited.swc,pyramidal,16225,0.9285,0.8372
neurom_rf,hpf_ca1__202829_069_edited.swc,pyramidal,107161,0.9703,0.6242
neurom_rf,hpf_ca1__202829_091_edited.swc,pyramidal,20396,0.9688,0.9228
neurom_rf,hpf_ca1__202829_097_edited.swc,pyramidal,30812,0.7693,0.7145
neurom_rf,hpf_ca1__202829_099_edited.swc,pyramidal,12775,0.9605,0.8769
neurom_rf,hpf_ca1__202829_109_edited.swc,pyramidal,24941,0.9028,0.7796
neurom_rf,hpf_ca1__202829_115_edited.swc,pyramidal,12197,0.8518,0.7853
neurom_rf,hpf_ca1__202829_129_edited.swc,pyramidal,11001,0.9563,0.9038
neurom_rf,hpf_ca1__202831_001_edited.swc,pyramidal,15834,0.9052,0.6982
neurom_rf,hpf_ca1__210009_025_edited.swc,pyramidal,31946,0.9550,0.7921
neurom_rf,hpf_ca1__210013_012_edited.swc,pyramidal,53363,0.8943,0.6285
neurom_rf,hpf_ca1__210014_024_edited.swc,pyramidal,56052,0.9792,0.7316
neurom_rf,hpf_ca1__210014_033_edited.swc,pyramidal,73147,0.9905,0.9003
neurom_rf,hpf_ca1__210014_048_edited.swc,pyramidal,40721,0.9629,0.7927
neurom_rf,hpf_ca1__210014_050_edited.swc,pyramidal,25357,0.9493,0.7954
neurom_rf,hpf_ca1__210014_052_edited.swc,pyramidal,32493,0.9664,0.7724
neurom_rf,hpf_ca1__210014_071_edited.swc,pyramidal,24561,0.9386,0.7147
neurom_rf,hpf_ca1__210107_022_edited.swc,pyramidal,41730,0.8398,0.7334
neurom_rf,hpf_ca1__210107_029_edited.swc,pyramidal,12726,0.1259,0.3532
neurom_rf,hpf_ca1__210107_034_edited.swc,pyramidal,23453,0.9498,0.8360
neurom_rf,hpf_ca1__210107_052_edited.swc,pyramidal,22328,0.9566,0.7939
neurom_rf,hpf_ca1__210109_005_edited.swc,pyramidal,66088,0.9934,0.9417
neurom_rf,hpf_ca1__210109_007_edited.swc,pyramidal,30471,0.9766,0.9035
neurom_rf,hpf_ca1__210109_008_edited.swc,pyramidal,36639,0.9592,0.7480
neurom_rf,hpf_ca1__210109_013_edited.swc,pyramidal,21649,0.9662,0.8525
neurom_rf,hpf_ca1__210109_015_edited.swc,pyramidal,23982,0.9526,0.8567
neurom_rf,hpf_ca1__210109_023_edited.swc,pyramidal,55865,0.8486,0.6101
neurom_rf,hpf_ca1__210109_046_edited.swc,pyramidal,10967,0.9042,0.7601
neurom_rf,hpf_ca1__210110_020_edited.swc,pyramidal,16349,0.9231,0.7921
neurom_rf,hpf_ca1__210110_043_edited.swc,pyramidal,14595,0.9643,0.8829
neurom_rf,hpf_ca1__210110_051_edited.swc,pyramidal,26610,0.9408,0.7886
neurom_rf,hpf_ca1__210110_054_edited.swc,pyramidal,62732,0.9673,0.8479
neurom_rf,hpf_ca1__210111_014_edited.swc,pyramidal,17850,0.9211,0.8206
neurom_rf,hpf_ca1__210111_015_edited.swc,pyramidal,28682,0.9535,0.8620
neurom_rf,hpf_ca1__210111_053_edited.swc,pyramidal,61512,0.9769,0.8897
neurom_rf,hpf_ca1__210111_095_edited.swc,pyramidal,22300,0.9720,0.8982
neurom_rf,hpf_ca1__210111_099_edited.swc,pyramidal,25842,0.9655,0.8884
neurom_rf,hpf_ca1__210111_100_edited.swc,pyramidal,18638,0.9702,0.9205
neurom_rf,hpf_ca1__210111_108_edited.swc,pyramidal,18864,0.9641,0.9085
neurom_rf,hpf_ca1__210131_005_edited.swc,pyramidal,16445,0.9339,0.8752
neurom_rf,hpf_ca1__210131_008_edited.swc,pyramidal,12630,0.9514,0.8895
neurom_rf,hpf_ca1__210132_004_edited.swc,pyramidal,18415,0.9422,0.7787
neurom_rf,hpf_ca1__210248_003_edited.swc,pyramidal,41434,0.9684,0.7780
neurom_rf,hpf_ca1__210248_052_edited.swc,pyramidal,27320,0.9657,0.8332
neurom_rf,hpf_ca1__210251_056_edited.swc,pyramidal,46250,0.8644,0.6919
neurom_rf,hpf_ca1__210253_003_edited.swc,pyramidal,29109,0.9773,0.9113
neurom_rf,hpf_ca1__210253_015_edited.swc,pyramidal,28364,0.9678,0.8622
neurom_rf,hpf_ca1__210253_024_edited.swc,pyramidal,38697,0.9155,0.7175
neurom_rf,hpf_ca1__210665_038_edited.swc,pyramidal,18554,0.9244,0.7201
neurom_rf,hpf_ca1__210668_015_edited.swc,pyramidal,49748,0.9824,0.8478
neurom_rf,hpf_ca1__210670_019_edited.swc,pyramidal,32268,0.9429,0.7862
neurom_rf,hpf_ca1__210670_031_edited.swc,pyramidal,19739,0.9271,0.8967
neurom_rf,hpf_ca1__210671_026_edited.swc,pyramidal,32120,0.9717,0.8648
neurom_rf,hpf_ca1__210671_028_edited.swc,pyramidal,31169,0.9577,0.7684
neurom_rf,hpf_ca1__210671_081_edited.swc,pyramidal,6645,0.8342,0.7854
neurom_rf,hpf_ca1__210694_025_edited.swc,pyramidal,9723,0.8913,0.8457
neurom_rf,hpf_ca1__210698_019_edited.swc,pyramidal,11936,0.9455,0.8703
neurom_rf,hpf_ca1__210701_007_edited.swc,pyramidal,16553,0.9582,0.8592
neurom_rf,hpf_ca1__210701_009_edited.swc,pyramidal,13067,0.9376,0.8778
neurom_rf,hpf_ca1__210701_017_edited.swc,pyramidal,90478,0.8838,0.5748
neurom_rf,hpf_ca1__210701_019_edited.swc,pyramidal,45009,0.7329,0.5358
neurom_rf,hpf_ca1__210703_021_edited.swc,pyramidal,16838,0.9090,0.8676
neurom_rf,hpf_ca1__210703_024_edited.swc,pyramidal,31147,0.8540,0.8439
neurom_rf,hpf_ca1__210703_025_edited.swc,pyramidal,22735,0.9537,0.8209
neurom_rf,hpf_ca1__210705_006_edited.swc,pyramidal,7450,0.9550,0.9099
neurom_rf,hpf_ca1__210705_009_edited.swc,pyramidal,24038,0.9775,0.9388
neurom_rf,hpf_ca1__210709_006_edited.swc,pyramidal,26402,0.9313,0.7893
neurom_rf,hpf_ca1__210709_011_edited.swc,pyramidal,26244,0.5916,0.4365
neurom_rf,hpf_ca1__210711_018_edited.swc,pyramidal,22248,0.9701,0.9207
neurom_rf,hpf_ca1__210711_021_edited.swc,pyramidal,35761,0.8914,0.6630
neurom_rf,hpf_ca1__210711_026_edited.swc,pyramidal,17814,0.9500,0.8346
neurom_rf,neuromorpho__03a_pyramidal9aFI.swc,pyramidal,814,0.7727,0.7688
neurom_rf,neuromorpho__04b_pyramidal5aFI.swc,pyramidal,930,0.9183,0.9082
neurom_rf,neuromorpho__060315A_ECA.swc,pyramidal,13811,0.9179,0.8588
neurom_rf,neuromorpho__060315B_ECA.swc,pyramidal,10537,0.9297,0.9214
neurom_rf,neuromorpho__060415B_ECA.swc,pyramidal,9609,0.8709,0.8509
neurom_rf,neuromorpho__060415C_ECA.swc,pyramidal,9442,0.7807,0.7607
neurom_rf,neuromorpho__062817C_VentralCA1.swc,pyramidal,9591,0.8823,0.8805
neurom_rf,neuromorpho__06b_pyramidal10aFI.swc,pyramidal,908,0.7302,0.7297
neurom_rf,neuromorpho__07b_pyramidal14aACC.swc,pyramidal,1116,0.9194,0.8286
