precision,recall,threshold
0.07794508414526129,1.0,0.0026186406565755
0.07795659235198582,1.0,0.0026207128309816
0.07796810395747195,1.0,0.0026328962315556
0.07797961896322551,1.0,0.002633902771667
0.07799113737075332,1.0,0.002635235493371
0.078002659181563,1.0,0.0026432623681232
0.07801418439716312,1.0,0.0026570004124337
0.0780257130190631,1.0,0.0026609998626711
0.07803724504877328,1.0,0.0026675793796262
0.07804878048780488,1.0,0.0026722737239496
0.07806031933767002,1.0,0.0026779504875092
0.0780718615998817,1.0,0.0026817547467188
0.07808340727595386,1.0,0.0026874121775046
0.07809495636740127,1.0,0.0026905224007245
0.07810650887573964,1.0,0.002694397925172
0.07811806480248558,1.0,0.0026963249080672
0.07812962414915656,1.0,0.0026988722186301
0.07814118691727098,1.0,0.0026999743378928
0.07815275310834814,1.0,0.0027039188991966
0.07816432272390822,1.0,0.0027129489699039
0.0781758957654723,1.0,0.0027139075837545
0.07818747223456242,1.0,0.0027174390736762
0.07821063546141313,1.0,0.0027290083315325
0.07822222222222222,1.0,0.0027299411180216
0.07823381241665432,1.0,0.0027398619623906
0.07824540604623592,1.0,0.0027458355460965
0.07825700311249444,1.0,0.0027467921794637
0.0782686036169582,1.0,0.0027478639579174
0.07828020756115642,1.0,0.002753351636844
0.07829181494661921,1.0,0.0027580156920626
0.07830342577487764,1.0,0.002807402517547
0.07831504004746366,1.0,0.0028074234826361
0.07832665776591011,1.0,0.0028076737609862
0.07833827893175074,1.0,0.0028137925997561
0.07836153161175423,1.0,0.0028204664303428
0.07837316312898916,1.0,0.002822612718546
0.07838479809976247,1.0,0.0028366357865825
0.07839643652561247,1.0,0.002842644309972
0.07840807840807841,1.0,0.002842672714834
0.07841972374870043,1.0,0.0028459572030674
0.0784313725490196,1.0,0.0028473434713024
0.07844302481057792,1.0,0.0028488873370553
0.07845468053491828,1.0,0.002849614389274
0.07846633972358448,1.0,0.0028543193630122
0.07847800237812129,1.0,0.0028569224019824
0.07848966850007433,1.0,0.0028577891125318
0.07850133809099019,1.0,0.002883471802382
0.07851301115241635,1.0,0.0028899083491065
0.07852468768590125,1.0,0.0028987721645898
0.0785363676929942,1.0,0.002902511593802
0.07854805117524546,1.0,0.0029116475915332
0.07855973813420622,1.0,0.0029131063193409
0.07857142857142857,1.0,0.0029131160554364
0.07858312248846555,1.0,0.0029143289885078
0.07859481988687109,1.0,0.0029377344485933
0.07860652076820009,1.0,0.0029437328017189
0.07861822513400833,1.0,0.0029513938477988
0.07862993298585257,1.0,0.0029581129114789
0.07864164432529044,1.0,0.0029613457125268
0.07865335915388053,1.0,0.0029662871498131
0.07866507747318235,1.0,0.0029667622776426
0.07867679928475638,1.0,0.0029691978702311
0.07868852459016394,1.0,0.0029717398730734
0.07870025339096735,1.0,0.0029817512748842
0.07871198568872988,1.0,0.002983419355371
0.07872372148501565,1.0,0.0029838783803979
0.0787354607813898,1.0,0.0029906197743794
0.07874720357941835,1.0,0.0029935921739564
0.07875894988066826,1.0,0.0029938050620546
